SEASON,AGE,TEAM,LEAGUE,POS,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PLAYER
2006-07,20.0,CLE,NBA,PG,60.0,16.0,988.0,3.6,8.4,0.424,1.9,4.5,0.419,1.7,3.9,0.43,1.0,1.4,0.718,1.0,2.3,3.4,2.5,0.8,0.3,1.6,3.4,10.1,Daniel Gibson
2007-08,21.0,CLE,NBA,PG,58.0,26.0,1765.0,4.1,9.5,0.432,2.4,5.5,0.44,1.7,4.0,0.421,1.7,2.1,0.81,0.6,2.1,2.7,3.0,1.0,0.3,1.6,3.3,12.3,Daniel Gibson
2008-09,22.0,CLE,NBA,PG,75.0,0.0,1795.0,4.1,10.6,0.391,2.2,5.7,0.382,2.0,4.9,0.402,1.3,1.7,0.767,0.6,2.5,3.1,2.6,0.9,0.3,1.2,3.3,11.8,Daniel Gibson
2009-10,23.0,CLE,NBA,PG,56.0,10.0,1068.0,4.2,9.0,0.466,2.4,5.0,0.477,1.8,4.0,0.454,1.1,1.7,0.694,0.4,2.0,2.5,2.4,0.8,0.2,1.2,2.7,12.0,Daniel Gibson
2010-11,24.0,CLE,NBA,SG,67.0,15.0,1865.0,5.1,12.7,0.4,2.3,5.7,0.403,2.8,7.1,0.398,2.6,3.1,0.822,0.5,3.0,3.4,3.9,0.9,0.4,1.5,3.0,15.1,Daniel Gibson
2011-12,25.0,CLE,NBA,SG,35.0,7.0,916.0,3.4,9.7,0.351,2.2,5.5,0.396,1.3,4.3,0.294,1.3,1.7,0.791,0.4,3.5,4.0,3.0,1.0,0.6,1.8,2.7,10.3,Daniel Gibson
2012-13,26.0,CLE,NBA,PG,46.0,3.0,919.0,3.3,9.7,0.34,2.2,6.4,0.344,1.1,3.3,0.333,1.0,1.4,0.703,0.2,2.2,2.4,3.2,1.2,0.2,1.2,3.5,9.8,Daniel Gibson
2009-10,22.0,CLE,NBA,SG,20.0,0.0,115.0,4.7,12.2,0.385,1.9,6.9,0.273,2.8,5.3,0.529,1.3,1.9,0.667,2.5,2.8,5.3,1.6,1.9,0.9,1.6,2.8,12.5,Danny Green
2010-11,23.0,SAS,NBA,SG,8.0,0.0,92.0,6.7,13.7,0.486,2.7,7.4,0.368,3.9,6.3,0.625,0.0,0.0,0.0,1.2,4.7,5.9,0.8,0.8,0.4,2.0,2.7,16.0,Danny Green
2011-12,24.0,SAS,NBA,SG,66.0,38.0,1522.0,5.0,11.3,0.442,2.4,5.5,0.436,2.6,5.7,0.449,1.9,2.4,0.79,1.3,4.1,5.4,2.0,1.4,1.1,1.6,2.5,14.3,Danny Green
2012-13,25.0,SAS,NBA,SG,80.0,80.0,2201.0,4.9,10.8,0.448,2.9,6.8,0.429,2.0,4.1,0.48,1.1,1.3,0.848,0.6,3.4,4.0,2.3,1.5,0.9,1.5,2.0,13.7,Danny Green
2013-14,26.0,SAS,NBA,SG,68.0,59.0,1651.0,4.8,11.0,0.432,2.9,6.9,0.415,1.9,4.1,0.46,1.1,1.4,0.794,0.5,4.4,5.0,2.3,1.4,1.3,1.7,2.3,13.5,Danny Green
2014-15,27.0,SAS,NBA,SG,81.0,80.0,2312.0,5.0,11.5,0.436,3.0,7.1,0.418,2.0,4.4,0.466,1.7,2.0,0.874,0.8,4.5,5.3,2.5,1.6,1.4,1.4,2.5,14.7,Danny Green
2015-16,28.0,SAS,NBA,SG,79.0,79.0,2062.0,3.7,9.8,0.376,2.0,6.1,0.332,1.7,3.7,0.448,0.6,0.8,0.739,0.8,4.5,5.3,2.5,1.4,1.1,1.3,2.5,10.0,Danny Green
2016-17,29.0,SAS,NBA,SG,68.0,68.0,1807.0,3.5,8.9,0.392,2.4,6.2,0.379,1.2,2.7,0.42,0.5,0.6,0.844,0.6,3.8,4.5,2.5,1.4,1.1,1.5,2.4,9.9,Danny Green
2017-18,30.0,SAS,NBA,SG,70.0,60.0,1791.0,4.4,11.3,0.387,2.3,6.4,0.363,2.0,4.8,0.419,1.0,1.3,0.769,0.8,4.2,5.0,2.2,1.3,1.6,1.5,2.5,12.1,Danny Green
