PLAYER,BIRTH_DATE
LaMelo Ball,2001-08-22
Bismack Biyombo,1992-08-28
Miles Bridges,1998-03-21
Vernon Carey Jr.,2001-02-25
Nate Darling,1998-08-30
Devonte' Graham,1995-02-22
Gordon Hayward,1990-03-23
Caleb Martin,1995-09-28
Cody Martin,1995-09-28
Jalen McDaniels,1998-01-31
Malik Monk,1998-02-04
Nick Richards,1997-11-29
Grant Riller,1997-02-08
Terry Rozier,1994-03-17
Brad Wanamaker,1989-07-25
P.J. Washington,1998-08-23
Cody Zeller,1992-10-05
