# Dunks,# Heaves,% of FGA 0-3,% of FGA 10-16,% of FGA 16-3P,% of FGA 2P,% of FGA 3-10,% of FGA 3P,%3PA Corner 3s,%FGA Dunks,0-3 FG%,10-16 FG%,16-3P FG%,2P % AST,2P FG%,3-10 FG%,3P % AST,3P FG%,3P% Corner 3s,AGE,Att. Heaves,Dist.,FG%,G,LEAGUE,MP,POS,SEASON,TEAM,PLAYER
0.0,0.0,0.0,0.5,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,22.0,0.0,10.0,0.5,3.0,NBA,3.0,C,2014-15,SAC,Sim Bhullar
29.0,0.0,0.274,0.057,0.167,0.698,0.201,0.302,0.271,0.048,0.658,0.474,0.384,0.564,0.48,0.319,0.92,0.369,0.509,21.0,2.0,13.0,0.446,77.0,NBA,1931.0,SF,2009-10,SAC,Omri Casspi
27.0,0.0,0.198,0.059,0.132,0.548,0.159,0.452,0.344,0.049,0.685,0.188,0.319,0.714,0.445,0.345,0.967,0.372,0.459,22.0,3.0,15.9,0.412,71.0,NBA,1702.0,SF,2010-11,SAC,Omri Casspi
23.0,0.0,0.32,0.063,0.044,0.592,0.165,0.408,0.298,0.061,0.553,0.308,0.5,0.655,0.463,0.338,0.906,0.315,0.32,23.0,0.0,13.0,0.403,65.0,NBA,1341.0,SF,2011-12,CLE,Omri Casspi
2.0,0.0,0.219,0.056,0.131,0.525,0.119,0.475,0.171,0.013,0.457,0.444,0.524,0.658,0.452,0.368,0.96,0.329,0.385,24.0,0.0,16.2,0.394,43.0,NBA,503.0,SF,2012-13,CLE,Omri Casspi
12.0,0.0,0.222,0.049,0.059,0.571,0.239,0.429,0.222,0.032,0.692,0.25,0.25,0.696,0.479,0.388,0.902,0.347,0.359,25.0,0.0,14.2,0.422,71.0,NBA,1283.0,PF,2013-14,HOU,Omri Casspi
25.0,0.0,0.382,0.035,0.021,0.796,0.358,0.204,0.149,0.063,0.724,0.133,0.222,0.667,0.512,0.34,0.914,0.402,0.385,26.0,0.0,8.0,0.489,67.0,NBA,1416.0,SF,2014-15,SAC,Omri Casspi
29.0,0.0,0.28,0.023,0.003,0.559,0.256,0.441,0.168,0.05,0.661,0.214,0.0,0.663,0.537,0.44,0.857,0.409,0.435,27.0,1.0,13.0,0.481,69.0,NBA,1880.0,PF,2015-16,SAC,Omri Casspi
6.0,0.0,0.433,0.018,0.006,0.738,0.287,0.262,0.209,0.043,0.62,0.0,0.0,0.726,0.512,0.383,1.0,0.349,0.333,28.0,0.0,9.1,0.47,36.0,NBA,643.0,PF,2016-17,TOT,Omri Casspi
3.0,0.0,0.453,0.017,0.009,0.752,0.274,0.248,0.172,0.034,0.604,0.0,0.0,0.69,0.477,0.313,1.0,0.379,0.4,28.0,0.0,8.8,0.453,22.0,NBA,397.0,PF,2016-17,SAC,Omri Casspi
1.0,0.0,0.444,0.0,0.0,0.556,0.111,0.444,0.25,0.111,0.5,0.0,0.0,0.667,0.6,1.0,1.0,0.5,0.0,28.0,0.0,12.3,0.556,1.0,NBA,24.0,PF,2016-17,NOP,Omri Casspi
2.0,0.0,0.368,0.026,0.0,0.737,0.368,0.263,0.3,0.053,0.714,0.0,0.0,0.824,0.607,0.5,1.0,0.2,0.333,28.0,0.0,9.2,0.5,13.0,NBA,222.0,PF,2016-17,MIN,Omri Casspi
10.0,0.0,0.507,0.082,0.005,0.894,0.3,0.106,0.227,0.053,0.705,0.471,0.0,0.791,0.595,0.452,1.0,0.455,0.8,29.0,1.0,6.1,0.58,53.0,NBA,740.0,SF,2017-18,GSW,Omri Casspi
16.0,0.0,0.46,0.019,0.0,0.733,0.255,0.267,0.14,0.099,0.784,0.0,0.0,0.761,0.602,0.317,1.0,0.349,0.333,30.0,0.0,9.1,0.534,36.0,NBA,520.0,SF,2018-19,MEM,Omri Casspi
14.0,0.0,0.335,0.161,0.252,0.854,0.106,0.146,0.226,0.019,0.564,0.457,0.462,0.276,0.49,0.369,0.674,0.4,0.538,22.0,2.0,11.5,0.477,76.0,NBA,2109.0,PG,2009-10,NOH,Darren Collison
5.0,0.0,0.249,0.179,0.244,0.857,0.185,0.143,0.194,0.006,0.627,0.423,0.401,0.232,0.479,0.435,0.683,0.331,0.417,23.0,2.0,12.1,0.457,79.0,NBA,2360.0,PG,2010-11,IND,Darren Collison
3.0,0.0,0.26,0.136,0.281,0.82,0.143,0.18,0.362,0.008,0.551,0.38,0.463,0.281,0.457,0.347,0.765,0.362,0.412,24.0,2.0,12.9,0.44,60.0,NBA,1878.0,PG,2011-12,IND,Darren Collison
6.0,0.0,0.325,0.135,0.22,0.812,0.133,0.188,0.331,0.01,0.638,0.378,0.447,0.304,0.498,0.365,0.813,0.353,0.467,25.0,3.0,12.1,0.471,81.0,NBA,2372.0,PG,2012-13,DAL,Darren Collison
7.0,0.0,0.275,0.138,0.225,0.728,0.089,0.272,0.386,0.01,0.649,0.448,0.423,0.344,0.501,0.323,0.901,0.376,0.479,26.0,4.0,14.0,0.467,80.0,NBA,2069.0,PG,2013-14,LAC,Darren Collison
5.0,0.0,0.247,0.107,0.26,0.707,0.093,0.293,0.304,0.009,0.684,0.475,0.476,0.225,0.514,0.216,0.65,0.373,0.469,27.0,3.0,14.2,0.473,45.0,NBA,1565.0,PG,2014-15,SAC,Darren Collison
4.0,0.0,0.272,0.094,0.222,0.72,0.133,0.28,0.3,0.005,0.645,0.493,0.448,0.345,0.519,0.398,0.77,0.401,0.462,28.0,2.0,13.3,0.486,74.0,NBA,2219.0,PG,2015-16,SAC,Darren Collison
1.0,0.0,0.223,0.112,0.272,0.755,0.15,0.245,0.28,0.001,0.597,0.45,0.459,0.36,0.495,0.439,0.753,0.417,0.571,29.0,1.0,14.0,0.476,68.0,NBA,2063.0,PG,2016-17,SAC,Darren Collison
1.0,0.0,0.24,0.067,0.309,0.679,0.063,0.321,0.317,0.002,0.647,0.488,0.457,0.295,0.508,0.25,0.802,0.468,0.462,30.0,2.0,15.3,0.495,69.0,NBA,2018.0,PG,2017-18,IND,Darren Collison
1.0,0.0,0.25,0.085,0.307,0.706,0.064,0.294,0.325,0.002,0.588,0.5,0.46,0.319,0.492,0.262,0.734,0.407,0.54,31.0,1.0,15.2,0.467,76.0,NBA,2143.0,PG,2018-19,IND,Darren Collison
0.0,0.0,0.286,0.0,0.286,0.571,0.0,0.429,1.0,0.0,1.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,34.0,0.0,16.1,0.286,3.0,NBA,37.0,PG,2021-22,LAL,Darren Collison
54.0,0.0,0.304,0.116,0.214,0.982,0.349,0.018,0.167,0.061,0.633,0.328,0.395,0.375,0.435,0.323,0.667,0.167,0.0,20.0,1.0,8.4,0.43,81.0,NBA,2309.0,C,2010-11,SAC,DeMarcus Cousins
72.0,0.0,0.422,0.071,0.207,0.986,0.285,0.014,0.286,0.08,0.583,0.352,0.411,0.466,0.453,0.316,1.0,0.143,0.25,21.0,1.0,7.5,0.448,64.0,NBA,1950.0,C,2011-12,SAC,DeMarcus Cousins
86.0,0.0,0.382,0.066,0.25,0.979,0.281,0.021,0.136,0.092,0.639,0.324,0.332,0.485,0.471,0.402,1.0,0.182,0.0,22.0,2.0,8.4,0.465,75.0,NBA,2289.0,C,2012-13,SAC,DeMarcus Cousins
82.0,0.0,0.359,0.088,0.223,0.994,0.324,0.006,0.0,0.073,0.673,0.39,0.423,0.533,0.499,0.389,0.0,0.0,0.0,23.0,0.0,7.9,0.496,71.0,NBA,2298.0,C,2013-14,SAC,DeMarcus Cousins
72.0,0.0,0.428,0.078,0.237,0.992,0.25,0.008,0.125,0.072,0.627,0.349,0.383,0.52,0.469,0.316,1.0,0.25,0.0,24.0,0.0,7.2,0.467,59.0,NBA,2013.0,C,2014-15,SAC,DeMarcus Cousins
73.0,0.0,0.36,0.035,0.161,0.842,0.286,0.158,0.033,0.062,0.595,0.255,0.358,0.55,0.473,0.412,1.0,0.333,0.286,25.0,1.0,9.2,0.451,65.0,NBA,2246.0,C,2015-16,SAC,DeMarcus Cousins
66.0,0.0,0.339,0.054,0.139,0.747,0.214,0.253,0.03,0.056,0.604,0.312,0.372,0.399,0.483,0.408,0.893,0.361,0.273,26.0,6.0,11.6,0.452,72.0,NBA,2465.0,C,2016-17,TOT,DeMarcus Cousins
56.0,0.0,0.327,0.058,0.147,0.761,0.227,0.239,0.041,0.059,0.615,0.277,0.39,0.424,0.482,0.406,0.884,0.356,0.273,26.0,4.0,11.5,0.452,55.0,NBA,1891.0,C,2016-17,SAC,DeMarcus Cousins
10.0,0.0,0.379,0.038,0.111,0.694,0.166,0.306,0.0,0.045,0.571,0.5,0.286,0.302,0.486,0.423,0.917,0.375,0.0,26.0,2.0,12.2,0.452,17.0,NBA,574.0,C,2016-17,NOP,DeMarcus Cousins
44.0,0.0,0.375,0.041,0.069,0.66,0.175,0.34,0.02,0.056,0.633,0.486,0.3,0.411,0.53,0.411,0.942,0.354,0.167,27.0,3.0,11.8,0.47,48.0,NBA,1737.0,C,2017-18,NOP,DeMarcus Cousins
23.0,0.0,0.415,0.035,0.043,0.744,0.251,0.256,0.042,0.067,0.656,0.385,0.313,0.566,0.551,0.441,1.0,0.274,0.0,28.0,0.0,10.1,0.48,30.0,NBA,771.0,C,2018-19,GSW,DeMarcus Cousins
13.0,0.0,0.348,0.013,0.026,0.557,0.17,0.443,0.067,0.056,0.547,0.25,0.375,0.47,0.488,0.404,0.979,0.348,0.333,30.0,0.0,13.5,0.426,41.0,NBA,713.0,C,2020-21,TOT,DeMarcus Cousins
8.0,0.0,0.3,0.01,0.01,0.448,0.129,0.552,0.069,0.048,0.476,0.5,0.0,0.475,0.426,0.333,0.974,0.336,0.375,30.0,0.0,15.6,0.376,25.0,NBA,506.0,C,2020-21,HOU,DeMarcus Cousins
5.0,0.0,0.453,0.021,0.063,0.8,0.263,0.2,0.053,0.074,0.651,0.0,0.5,0.465,0.566,0.48,1.0,0.421,0.0,30.0,0.0,8.9,0.537,16.0,NBA,207.0,C,2020-21,LAC,DeMarcus Cousins
20.0,0.0,0.361,0.015,0.022,0.623,0.225,0.377,0.049,0.068,0.65,0.2,0.286,0.598,0.554,0.452,1.0,0.303,0.333,31.0,0.0,12.1,0.46,48.0,NBA,718.0,C,2021-22,TOT,DeMarcus Cousins
8.0,0.0,0.39,0.008,0.008,0.593,0.186,0.407,0.125,0.068,0.674,0.0,0.0,0.738,0.6,0.5,1.0,0.271,0.333,31.0,0.0,12.2,0.466,17.0,NBA,287.0,C,2021-22,MIL,DeMarcus Cousins
12.0,0.0,0.345,0.019,0.029,0.641,0.248,0.359,0.0,0.068,0.634,0.25,0.333,0.514,0.53,0.431,1.0,0.324,0.0,31.0,0.0,12.0,0.456,31.0,NBA,431.0,C,2021-22,DEN,DeMarcus Cousins
