# Dunks,# Heaves,% of FGA 0-3,% of FGA 10-16,% of FGA 16-3P,% of FGA 2P,% of FGA 3-10,% of FGA 3P,%3PA Corner 3s,%FGA Dunks,0-3 FG%,10-16 FG%,16-3P FG%,2P % AST,2P FG%,3-10 FG%,3P % AST,3P FG%,3P% Corner 3s,AGE,Att. Heaves,Dist.,FG%,G,LEAGUE,MP,POS,SEASON,TEAM,PLAYER
2.0,0.0,0.244,0.053,0.03,0.5,0.173,0.5,0.188,0.008,0.523,0.214,0.375,0.192,0.391,0.261,0.913,0.346,0.36,21.0,4.0,15.9,0.368,47.0,NBA,591.0,SG,2019-20,NOP,Nickeil Alexander-Walker
7.0,1.0,0.236,0.041,0.081,0.522,0.164,0.478,0.283,0.015,0.481,0.421,0.459,0.345,0.485,0.52,0.921,0.347,0.387,22.0,1.0,15.5,0.419,46.0,NBA,1007.0,SG,2020-21,NOP,Nickeil Alexander-Walker
8.0,0.0,0.213,0.071,0.057,0.503,0.162,0.497,0.24,0.015,0.579,0.375,0.282,0.399,0.433,0.318,0.876,0.311,0.37,23.0,2.0,15.8,0.372,65.0,NBA,1466.0,SG,2021-22,TOT,Nickeil Alexander-Walker
8.0,0.0,0.217,0.074,0.06,0.517,0.166,0.483,0.23,0.014,0.584,0.362,0.263,0.408,0.434,0.333,0.895,0.311,0.371,23.0,2.0,15.6,0.375,50.0,NBA,1317.0,SG,2021-22,NOP,Nickeil Alexander-Walker
0.0,0.0,0.167,0.021,0.021,0.313,0.104,0.688,0.333,0.021,0.5,1.0,1.0,0.167,0.4,0.0,0.7,0.303,0.364,23.0,0.0,18.4,0.333,15.0,NBA,149.0,SG,2021-22,UTA,Nickeil Alexander-Walker
2.0,0.0,0.139,0.044,0.071,0.461,0.207,0.539,0.277,0.01,0.634,0.385,0.571,0.329,0.515,0.443,0.803,0.384,0.386,24.0,2.0,16.9,0.444,59.0,NBA,884.0,SG,2022-23,TOT,Nickeil Alexander-Walker
1.0,0.0,0.118,0.059,0.065,0.488,0.247,0.512,0.241,0.006,0.65,0.4,0.818,0.313,0.578,0.524,0.714,0.402,0.381,24.0,1.0,16.5,0.488,36.0,NBA,528.0,SG,2022-23,UTA,Nickeil Alexander-Walker
1.0,0.0,0.168,0.024,0.08,0.424,0.152,0.576,0.319,0.016,0.619,0.333,0.3,0.364,0.415,0.263,0.923,0.361,0.391,24.0,1.0,17.4,0.384,23.0,NBA,356.0,SG,2022-23,MIN,Nickeil Alexander-Walker
15.0,0.0,0.273,0.053,0.059,0.477,0.092,0.523,0.115,0.03,0.494,0.4,0.333,0.327,0.42,0.269,0.744,0.305,0.235,20.0,3.0,16.1,0.36,52.0,NBA,1780.0,PG,2017-18,LAL,Lonzo Ball
25.0,0.0,0.309,0.046,0.048,0.5,0.096,0.5,0.171,0.061,0.596,0.238,0.364,0.427,0.482,0.295,0.76,0.329,0.231,21.0,2.0,15.4,0.406,47.0,NBA,1423.0,PG,2018-19,LAL,Lonzo Ball
15.0,0.0,0.214,0.049,0.079,0.425,0.083,0.575,0.21,0.023,0.605,0.324,0.278,0.403,0.442,0.246,0.824,0.375,0.349,22.0,2.0,17.7,0.403,63.0,NBA,2025.0,PG,2019-20,NOP,Lonzo Ball
8.0,0.0,0.153,0.063,0.077,0.35,0.057,0.65,0.2,0.011,0.626,0.386,0.407,0.415,0.482,0.3,0.837,0.378,0.396,23.0,2.0,19.4,0.414,55.0,NBA,1747.0,PG,2020-21,NOP,Lonzo Ball
6.0,0.0,0.154,0.057,0.063,0.321,0.047,0.679,0.235,0.018,0.61,0.273,0.167,0.404,0.423,0.333,0.845,0.423,0.475,24.0,2.0,19.9,0.423,35.0,NBA,1212.0,PG,2021-22,CHI,Lonzo Ball
2.0,0.0,0.667,0.111,0.0,0.889,0.111,0.111,0.0,0.222,1.0,0.0,0.0,0.5,0.75,0.0,0.0,0.0,0.0,24.0,0.0,5.7,0.667,4.0,NBA,51.0,PF,2019-20,NOP,Zylan Cheatham
0.0,0.0,0.333,0.0,0.0,0.333,0.0,0.667,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,17.2,0.0,1.0,NBA,5.0,SF,2021-22,UTA,Zylan Cheatham
82.0,0.0,0.577,0.091,0.079,1.0,0.252,0.0,0.0,0.219,0.646,0.342,0.242,0.619,0.517,0.371,0.0,0.0,0.0,19.0,0.0,4.9,0.517,78.0,NBA,1535.0,PF,2010-11,TOT,Derrick Favors
59.0,0.0,0.601,0.083,0.062,1.0,0.254,0.0,0.0,0.243,0.627,0.348,0.118,0.631,0.511,0.386,0.0,0.0,0.0,19.0,0.0,4.6,0.511,56.0,NBA,1091.0,PF,2010-11,NJN,Derrick Favors
23.0,0.0,0.529,0.107,0.114,1.0,0.25,0.0,0.0,0.171,0.689,0.333,0.375,0.595,0.529,0.343,0.0,0.0,0.0,19.0,0.0,5.5,0.529,22.0,NBA,444.0,PF,2010-11,UTA,Derrick Favors
68.0,0.0,0.539,0.115,0.058,1.0,0.288,0.0,0.0,0.164,0.658,0.235,0.269,0.572,0.499,0.352,0.0,0.0,0.0,20.0,0.0,4.9,0.499,65.0,NBA,1376.0,PF,2011-12,UTA,Derrick Favors
80.0,0.0,0.507,0.111,0.109,0.991,0.262,0.009,0.2,0.157,0.67,0.365,0.258,0.606,0.487,0.282,0.0,0.0,0.0,21.0,2.0,6.0,0.482,77.0,NBA,1787.0,PF,2012-13,UTA,Derrick Favors
77.0,0.0,0.479,0.181,0.076,0.999,0.262,0.001,0.0,0.114,0.696,0.37,0.263,0.628,0.523,0.388,0.0,0.0,0.0,22.0,0.0,6.1,0.522,73.0,NBA,2201.0,PF,2013-14,UTA,Derrick Favors
105.0,0.0,0.442,0.204,0.134,0.993,0.214,0.007,0.333,0.117,0.739,0.401,0.341,0.68,0.527,0.327,1.0,0.167,0.5,23.0,0.0,6.8,0.525,74.0,NBA,2280.0,PF,2014-15,UTA,Derrick Favors
85.0,0.0,0.38,0.249,0.157,0.995,0.21,0.005,0.0,0.107,0.714,0.391,0.331,0.646,0.518,0.453,0.0,0.0,0.0,24.0,2.0,7.7,0.515,62.0,NBA,1983.0,PF,2015-16,UTA,Derrick Favors
52.0,0.0,0.391,0.177,0.206,0.976,0.201,0.024,0.3,0.144,0.607,0.432,0.337,0.795,0.491,0.476,1.0,0.3,0.333,25.0,0.0,8.4,0.487,50.0,NBA,1186.0,PF,2016-17,UTA,Derrick Favors
150.0,0.0,0.48,0.12,0.131,0.91,0.179,0.09,0.873,0.226,0.769,0.405,0.391,0.785,0.596,0.413,1.0,0.222,0.236,26.0,1.0,7.4,0.563,77.0,NBA,2153.0,C,2017-18,UTA,Derrick Favors
146.0,0.0,0.586,0.076,0.052,0.874,0.16,0.126,0.782,0.258,0.744,0.426,0.375,0.754,0.64,0.444,1.0,0.218,0.213,27.0,0.0,6.6,0.586,76.0,NBA,1766.0,C,2018-19,UTA,Derrick Favors
56.0,0.0,0.681,0.074,0.032,0.979,0.192,0.021,0.714,0.177,0.706,0.44,0.364,0.721,0.627,0.462,1.0,0.143,0.2,28.0,0.0,4.0,0.617,51.0,NBA,1243.0,C,2019-20,NOP,Derrick Favors
26.0,0.0,0.547,0.132,0.053,0.992,0.259,0.008,1.0,0.128,0.729,0.469,0.308,0.781,0.643,0.619,0.0,0.0,0.0,29.0,0.0,5.1,0.638,68.0,NBA,1039.0,C,2020-21,UTA,Derrick Favors
12.0,0.0,0.341,0.231,0.176,0.912,0.165,0.088,0.875,0.077,0.694,0.548,0.406,0.837,0.554,0.433,1.0,0.125,0.071,30.0,0.0,9.7,0.516,39.0,NBA,653.0,C,2021-22,OKC,Derrick Favors
0.0,0.0,0.39,0.098,0.122,0.683,0.073,0.317,0.0,0.0,0.375,0.25,0.2,0.0,0.286,0.0,0.667,0.231,0.0,24.0,0.0,12.1,0.268,5.0,NBA,86.0,PG,2017-18,PHO,Josh Gray
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,26.0,0.0,1.7,0.5,2.0,NBA,23.0,PG,2019-20,NOP,Josh Gray
10.0,0.0,0.317,0.053,0.043,0.475,0.061,0.525,0.198,0.027,0.681,0.3,0.313,0.633,0.551,0.261,0.936,0.396,0.513,22.0,0.0,15.1,0.469,63.0,NBA,1461.0,SG,2017-18,LAL,Josh Hart
16.0,0.0,0.261,0.058,0.028,0.409,0.063,0.591,0.234,0.034,0.661,0.222,0.308,0.722,0.511,0.241,0.924,0.336,0.375,23.0,0.0,17.0,0.407,67.0,NBA,1715.0,SG,2018-19,LAL,Josh Hart
4.0,0.0,0.211,0.038,0.013,0.335,0.073,0.665,0.277,0.008,0.688,0.25,0.143,0.462,0.584,0.538,0.967,0.342,0.418,24.0,0.0,18.2,0.423,65.0,NBA,1755.0,SF,2019-20,NOP,Josh Hart
12.0,1.0,0.302,0.026,0.049,0.439,0.061,0.561,0.342,0.035,0.654,0.556,0.412,0.591,0.583,0.381,0.984,0.326,0.303,25.0,1.0,16.1,0.439,47.0,NBA,1349.0,SF,2020-21,NOP,Josh Hart
19.0,0.0,0.399,0.06,0.033,0.626,0.134,0.374,0.169,0.035,0.705,0.382,0.421,0.472,0.601,0.434,0.74,0.343,0.583,26.0,0.0,12.4,0.504,54.0,NBA,1791.0,SG,2021-22,TOT,Josh Hart
14.0,0.0,0.44,0.052,0.034,0.663,0.137,0.337,0.208,0.039,0.688,0.4,0.462,0.503,0.598,0.415,0.857,0.323,0.593,26.0,0.0,11.4,0.505,41.0,NBA,1374.0,SG,2021-22,NOP,Josh Hart
5.0,0.0,0.311,0.077,0.033,0.546,0.126,0.454,0.108,0.027,0.754,0.357,0.333,0.393,0.61,0.478,0.581,0.373,0.556,26.0,0.0,14.5,0.503,13.0,NBA,417.0,SG,2021-22,POR,Josh Hart
10.0,0.0,0.444,0.065,0.025,0.685,0.15,0.315,0.415,0.019,0.736,0.265,0.231,0.444,0.601,0.41,1.0,0.372,0.412,27.0,0.0,10.6,0.529,76.0,NBA,2454.0,SF,2022-23,TOT,Josh Hart
7.0,0.0,0.455,0.072,0.033,0.691,0.132,0.309,0.438,0.019,0.715,0.269,0.25,0.47,0.594,0.438,1.0,0.304,0.327,27.0,0.0,10.6,0.504,51.0,NBA,1704.0,SF,2022-23,POR,Josh Hart
3.0,0.0,0.42,0.051,0.006,0.669,0.191,0.331,0.365,0.019,0.788,0.25,0.0,0.385,0.619,0.367,1.0,0.519,0.632,27.0,0.0,10.5,0.586,25.0,NBA,750.0,SF,2022-23,NYK,Josh Hart
101.0,0.0,0.838,0.023,0.0,0.985,0.124,0.015,0.25,0.432,0.751,0.333,0.0,0.809,0.678,0.25,1.0,0.25,1.0,19.0,3.0,2.8,0.672,64.0,NBA,1080.0,C,2019-20,NOP,Jaxson Hayes
71.0,1.0,0.646,0.05,0.021,0.95,0.232,0.05,0.357,0.268,0.724,0.214,0.5,0.763,0.635,0.492,1.0,0.429,0.4,20.0,1.0,4.5,0.625,60.0,NBA,964.0,C,2020-21,NOP,Jaxson Hayes
105.0,0.0,0.54,0.04,0.018,0.857,0.259,0.143,0.316,0.281,0.777,0.375,0.286,0.76,0.66,0.485,0.95,0.351,0.278,21.0,1.0,6.6,0.616,70.0,NBA,1398.0,C,2021-22,NOP,Jaxson Hayes
45.0,0.0,0.442,0.006,0.013,0.814,0.353,0.186,0.414,0.321,0.754,1.0,0.5,0.783,0.654,0.527,1.0,0.103,0.167,22.0,0.0,7.5,0.551,47.0,NBA,610.0,C,2022-23,NOP,Jaxson Hayes
7.0,0.0,0.285,0.098,0.188,0.694,0.123,0.306,0.208,0.017,0.547,0.49,0.347,0.292,0.465,0.438,0.661,0.39,0.455,19.0,3.0,13.7,0.442,73.0,NBA,1767.0,PG,2009-10,PHI,Jrue Holiday
13.0,0.0,0.265,0.144,0.186,0.778,0.182,0.222,0.261,0.017,0.6,0.389,0.468,0.274,0.47,0.346,0.716,0.365,0.379,20.0,2.0,12.6,0.446,82.0,NBA,2901.0,PG,2010-11,PHI,Jrue Holiday
21.0,0.0,0.247,0.159,0.217,0.795,0.171,0.205,0.246,0.028,0.539,0.429,0.431,0.281,0.445,0.343,0.754,0.38,0.286,21.0,0.0,12.7,0.432,65.0,NBA,2196.0,PG,2011-12,PHI,Jrue Holiday
16.0,0.0,0.261,0.161,0.224,0.808,0.161,0.192,0.15,0.014,0.592,0.423,0.381,0.252,0.446,0.322,0.473,0.368,0.432,22.0,3.0,12.6,0.431,78.0,NBA,2926.0,PG,2012-13,PHI,Jrue Holiday
3.0,0.0,0.275,0.143,0.229,0.83,0.183,0.17,0.169,0.007,0.56,0.462,0.423,0.162,0.459,0.349,0.467,0.39,0.308,23.0,0.0,12.2,0.447,34.0,NBA,1143.0,PG,2013-14,NOP,Jrue Holiday
2.0,0.0,0.264,0.172,0.135,0.747,0.176,0.253,0.259,0.004,0.56,0.457,0.347,0.16,0.469,0.436,0.549,0.378,0.4,24.0,0.0,12.1,0.446,40.0,NBA,1303.0,PG,2014-15,NOP,Jrue Holiday
10.0,1.0,0.29,0.149,0.121,0.723,0.164,0.277,0.127,0.011,0.576,0.446,0.363,0.207,0.478,0.418,0.517,0.336,0.212,25.0,2.0,12.3,0.439,65.0,NBA,1831.0,PG,2015-16,NOP,Jrue Holiday
16.0,0.0,0.292,0.095,0.14,0.685,0.158,0.315,0.132,0.02,0.598,0.506,0.328,0.23,0.498,0.461,0.48,0.356,0.378,26.0,1.0,13.4,0.454,67.0,NBA,2190.0,PG,2016-17,NOP,Jrue Holiday
31.0,0.0,0.298,0.11,0.085,0.714,0.219,0.286,0.163,0.03,0.671,0.438,0.5,0.345,0.557,0.487,0.708,0.337,0.293,27.0,2.0,11.6,0.494,81.0,NBA,2927.0,SG,2017-18,NOP,Jrue Holiday
25.0,0.0,0.318,0.122,0.056,0.687,0.192,0.313,0.107,0.024,0.655,0.475,0.338,0.305,0.539,0.446,0.593,0.325,0.41,28.0,1.0,12.3,0.472,67.0,NBA,2402.0,SG,2018-19,NOP,Jrue Holiday
22.0,0.0,0.337,0.07,0.036,0.656,0.214,0.344,0.147,0.026,0.628,0.486,0.25,0.31,0.509,0.372,0.574,0.353,0.431,29.0,2.0,12.1,0.455,61.0,NBA,2117.0,SG,2019-20,NOP,Jrue Holiday
6.0,0.0,0.279,0.108,0.069,0.656,0.199,0.344,0.177,0.01,0.704,0.528,0.404,0.33,0.561,0.433,0.541,0.392,0.36,30.0,2.0,13.1,0.503,59.0,NBA,1907.0,PG,2020-21,MIL,Jrue Holiday
4.0,0.0,0.222,0.124,0.071,0.664,0.246,0.336,0.103,0.004,0.651,0.542,0.515,0.197,0.547,0.464,0.432,0.411,0.364,31.0,1.0,13.6,0.501,67.0,NBA,2207.0,PG,2021-22,MIL,Jrue Holiday
6.0,0.0,0.194,0.096,0.093,0.598,0.216,0.402,0.117,0.007,0.727,0.459,0.453,0.247,0.542,0.452,0.43,0.384,0.458,32.0,4.0,15.3,0.479,67.0,NBA,2183.0,PG,2022-23,MIL,Jrue Holiday
30.0,0.0,0.278,0.15,0.159,0.727,0.141,0.273,0.412,0.047,0.607,0.33,0.394,0.362,0.443,0.289,0.982,0.294,0.364,19.0,1.0,12.9,0.402,79.0,NBA,2279.0,SF,2016-17,LAL,Brandon Ingram
53.0,0.0,0.375,0.135,0.2,0.862,0.152,0.138,0.276,0.074,0.67,0.35,0.434,0.363,0.483,0.207,0.951,0.39,0.448,20.0,1.0,10.1,0.47,59.0,NBA,1975.0,SF,2017-18,LAL,Brandon Ingram
43.0,0.0,0.34,0.204,0.141,0.871,0.185,0.129,0.415,0.063,0.681,0.389,0.437,0.363,0.521,0.437,0.903,0.33,0.359,21.0,0.0,10.1,0.497,52.0,NBA,1760.0,SF,2018-19,LAL,Brandon Ingram
56.0,0.0,0.248,0.167,0.107,0.65,0.128,0.35,0.26,0.058,0.654,0.421,0.427,0.317,0.501,0.371,0.887,0.391,0.44,22.0,2.0,14.2,0.463,62.0,NBA,2104.0,PF,2019-20,NOP,Brandon Ingram
26.0,0.0,0.144,0.224,0.176,0.659,0.115,0.341,0.165,0.027,0.677,0.449,0.51,0.368,0.51,0.417,0.79,0.381,0.306,23.0,3.0,15.9,0.466,61.0,NBA,2093.0,SF,2020-21,NOP,Brandon Ingram
39.0,1.0,0.14,0.249,0.229,0.77,0.152,0.23,0.133,0.045,0.681,0.506,0.427,0.401,0.501,0.436,0.892,0.327,0.4,24.0,3.0,14.6,0.461,55.0,NBA,1869.0,SF,2021-22,NOP,Brandon Ingram
25.0,0.0,0.143,0.277,0.194,0.804,0.19,0.196,0.073,0.034,0.731,0.511,0.383,0.385,0.507,0.459,0.813,0.39,0.5,25.0,0.0,13.7,0.484,45.0,NBA,1538.0,SF,2022-23,NOP,Brandon Ingram
9.0,0.0,0.333,0.089,0.045,0.622,0.154,0.378,0.42,0.02,0.658,0.425,0.15,0.638,0.507,0.333,0.887,0.314,0.296,20.0,0.0,12.8,0.434,61.0,NBA,1169.0,PG,2018-19,NOP,Frank Jackson
4.0,0.0,0.233,0.106,0.066,0.565,0.16,0.435,0.368,0.012,0.558,0.486,0.318,0.494,0.465,0.377,0.894,0.326,0.377,21.0,2.0,15.0,0.405,59.0,NBA,797.0,PG,2019-20,NOP,Frank Jackson
4.0,0.0,0.133,0.109,0.038,0.488,0.208,0.512,0.42,0.02,0.59,0.406,0.364,0.548,0.51,0.541,0.984,0.407,0.508,22.0,0.0,16.4,0.457,40.0,NBA,738.0,PG,2020-21,DET,Frank Jackson
5.0,0.0,0.166,0.068,0.029,0.422,0.159,0.578,0.33,0.01,0.725,0.515,0.5,0.676,0.529,0.338,0.942,0.308,0.402,23.0,0.0,17.4,0.402,53.0,NBA,1164.0,PG,2021-22,DET,Frank Jackson
0.0,0.0,0.0,0.333,0.0,0.667,0.333,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,13.9,0.0,1.0,NBA,5.0,PG,2022-23,UTA,Frank Jackson
13.0,0.0,0.152,0.065,0.046,0.362,0.099,0.638,0.233,0.043,0.755,0.476,0.467,0.612,0.573,0.406,1.0,0.335,0.313,29.0,2.0,19.2,0.421,60.0,NBA,1042.0,C,2019-20,NOP,Nicolò Melli
