2P,2P%,2PA,3P,3P%,3PA,AGE,AST,BLK,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,LEAGUE,MP,ORB,PF,POS,PTS,SEASON,STL,TEAM,TOV,TRB,eFG%,PLAYER
82.0,0.4,205.0,75.0,0.371,202.0,23.0,209.0,7.0,99.0,157.0,0.386,407.0,55.0,0.821,67.0,75.0,14.0,NBA,1392.0,18.0,100.0,PG,444.0,2003-04,57.0,WAS,128.0,117.0,0.478,Steve Blake
25.0,0.269,93.0,36.0,0.387,93.0,24.0,69.0,0.0,53.0,61.0,0.328,186.0,33.0,0.805,41.0,44.0,1.0,NBA,648.0,18.0,47.0,PG,191.0,2004-05,13.0,WAS,39.0,71.0,0.425,Steve Blake
130.0,0.455,286.0,76.0,0.413,184.0,25.0,306.0,5.0,120.0,206.0,0.438,470.0,72.0,0.791,91.0,68.0,57.0,NBA,1781.0,26.0,107.0,PG,560.0,2005-06,42.0,POR,83.0,146.0,0.519,Steve Blake
142.0,0.472,301.0,67.0,0.322,208.0,26.0,408.0,8.0,148.0,209.0,0.411,509.0,43.0,0.672,64.0,82.0,42.0,NBA,2225.0,21.0,121.0,PG,528.0,2006-07,61.0,TOT,129.0,169.0,0.476,Steve Blake
26.0,0.426,61.0,19.0,0.279,68.0,26.0,84.0,3.0,38.0,45.0,0.349,129.0,11.0,0.55,20.0,33.0,2.0,NBA,583.0,7.0,49.0,PG,120.0,2006-07,10.0,MIL,28.0,45.0,0.422,Steve Blake
116.0,0.483,240.0,48.0,0.343,140.0,26.0,324.0,5.0,110.0,164.0,0.432,380.0,32.0,0.727,44.0,49.0,40.0,NBA,1642.0,14.0,72.0,PG,408.0,2006-07,51.0,DEN,101.0,124.0,0.495,Steve Blake
140.0,0.409,342.0,121.0,0.406,298.0,27.0,413.0,4.0,164.0,261.0,0.408,640.0,49.0,0.766,64.0,81.0,78.0,NBA,2424.0,31.0,133.0,PG,692.0,2007-08,55.0,POR,113.0,195.0,0.502,Steve Blake
137.0,0.429,319.0,140.0,0.427,328.0,28.0,348.0,4.0,145.0,277.0,0.428,647.0,63.0,0.84,75.0,69.0,69.0,NBA,2188.0,28.0,126.0,PG,757.0,2008-09,69.0,POR,108.0,173.0,0.536,Steve Blake
101.0,0.443,228.0,116.0,0.395,294.0,29.0,380.0,6.0,166.0,217.0,0.416,522.0,36.0,0.75,48.0,80.0,38.0,NBA,2159.0,21.0,123.0,PG,586.0,2009-10,58.0,TOT,128.0,187.0,0.527,Steve Blake
65.0,0.439,148.0,78.0,0.377,207.0,29.0,203.0,2.0,103.0,143.0,0.403,355.0,24.0,0.75,32.0,51.0,28.0,NBA,1397.0,15.0,84.0,PG,388.0,2009-10,37.0,POR,65.0,118.0,0.513,Steve Blake
36.0,0.45,80.0,38.0,0.437,87.0,29.0,177.0,4.0,63.0,74.0,0.443,167.0,12.0,0.75,16.0,29.0,10.0,NBA,762.0,6.0,39.0,PG,198.0,2009-10,21.0,LAC,63.0,69.0,0.557,Steve Blake
37.0,0.327,113.0,73.0,0.378,193.0,30.0,170.0,3.0,137.0,110.0,0.359,306.0,26.0,0.867,30.0,79.0,0.0,NBA,1581.0,19.0,99.0,PG,319.0,2010-11,40.0,LAL,73.0,156.0,0.479,Steve Blake
48.0,0.436,110.0,53.0,0.335,158.0,31.0,175.0,2.0,76.0,101.0,0.377,268.0,21.0,0.778,27.0,53.0,5.0,NBA,1237.0,9.0,75.0,PG,276.0,2011-12,39.0,LAL,72.0,85.0,0.476,Steve Blake
42.0,0.424,99.0,72.0,0.421,171.0,32.0,173.0,6.0,111.0,114.0,0.422,270.0,27.0,0.771,35.0,45.0,13.0,NBA,1175.0,21.0,83.0,PG,327.0,2012-13,34.0,LAL,62.0,132.0,0.556,Steve Blake
54.0,0.378,143.0,79.0,0.376,210.0,33.0,307.0,8.0,146.0,133.0,0.377,353.0,33.0,0.767,43.0,55.0,28.0,NBA,1498.0,13.0,85.0,PG,378.0,2013-14,54.0,TOT,102.0,159.0,0.489,Steve Blake
36.0,0.353,102.0,52.0,0.397,131.0,33.0,205.0,2.0,95.0,88.0,0.378,233.0,28.0,0.8,35.0,27.0,27.0,NBA,891.0,8.0,49.0,PG,256.0,2013-14,34.0,LAL,71.0,103.0,0.489,Steve Blake
18.0,0.439,41.0,27.0,0.342,79.0,33.0,102.0,6.0,51.0,45.0,0.375,120.0,5.0,0.625,8.0,28.0,1.0,NBA,607.0,5.0,36.0,PG,122.0,2013-14,20.0,GSW,31.0,56.0,0.488,Steve Blake
45.0,0.417,108.0,77.0,0.352,219.0,34.0,288.0,5.0,121.0,122.0,0.373,327.0,29.0,0.707,41.0,81.0,0.0,NBA,1529.0,16.0,118.0,PG,350.0,2014-15,41.0,POR,104.0,137.0,0.491,Steve Blake
41.0,0.461,89.0,52.0,0.344,151.0,35.0,200.0,5.0,80.0,93.0,0.388,240.0,16.0,0.8,20.0,58.0,2.0,NBA,986.0,9.0,70.0,PG,254.0,2015-16,24.0,DET,81.0,89.0,0.496,Steve Blake
238.0,0.422,564.0,40.0,0.305,131.0,22.0,106.0,11.0,193.0,278.0,0.4,695.0,77.0,0.786,98.0,70.0,42.0,NBA,2044.0,71.0,157.0,SF,673.0,2003-04,71.0,WAS,110.0,264.0,0.429,Jarvis Hayes
164.0,0.403,407.0,42.0,0.341,123.0,23.0,90.0,9.0,186.0,206.0,0.389,530.0,99.0,0.839,118.0,54.0,22.0,NBA,1560.0,41.0,107.0,SF,553.0,2004-05,49.0,WAS,62.0,227.0,0.428,Jarvis Hayes
60.0,0.441,136.0,17.0,0.362,47.0,24.0,27.0,1.0,57.0,77.0,0.421,183.0,25.0,0.833,30.0,21.0,13.0,NBA,516.0,19.0,38.0,SG,196.0,2005-06,16.0,WAS,22.0,76.0,0.467,Jarvis Hayes
158.0,0.435,363.0,66.0,0.361,183.0,25.0,80.0,13.0,168.0,224.0,0.41,546.0,71.0,0.845,84.0,81.0,17.0,NBA,1626.0,42.0,160.0,SF,585.0,2006-07,48.0,WAS,56.0,210.0,0.471,Jarvis Hayes
144.0,0.465,310.0,73.0,0.376,194.0,26.0,62.0,6.0,143.0,217.0,0.431,504.0,45.0,0.75,60.0,82.0,1.0,NBA,1287.0,35.0,137.0,SF,552.0,2007-08,47.0,DET,47.0,178.0,0.503,Jarvis Hayes
163.0,0.489,333.0,94.0,0.385,244.0,27.0,54.0,7.0,240.0,257.0,0.445,577.0,36.0,0.692,52.0,74.0,1.0,NBA,1832.0,27.0,162.0,SF,644.0,2008-09,52.0,NJN,49.0,267.0,0.527,Jarvis Hayes
78.0,0.523,149.0,60.0,0.335,179.0,28.0,40.0,9.0,99.0,138.0,0.421,328.0,14.0,0.778,18.0,45.0,19.0,NBA,1033.0,9.0,91.0,SF,350.0,2009-10,29.0,NJN,28.0,108.0,0.512,Jarvis Hayes
5.0,0.5,10.0,0.0,0.0,0.0,19.0,0.0,1.0,3.0,5.0,0.5,10.0,1.0,0.5,2.0,6.0,0.0,NBA,20.0,1.0,4.0,C,11.0,2004-05,0.0,WAS,3.0,4.0,0.5,Peter John Ramos
