SEASON,AGE,TEAM,LEAGUE,POS,G,MP,FG,LGFG,2P,LG2P,3P,LG3P,eFG%,LGeFG%,FT,LGFT,TS,LGTS,FTr,LGFTr,3PAr,LG3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add,PLAYER
2001-02,21.0,NJN,NBA,SG,35.0,196.0,0.318,0.445,0.324,0.465,0.294,0.354,0.347,0.477,0.5,0.752,0.358,0.52,0.118,0.293,0.2,0.181,71.0,70.0,83.0,73.0,66.0,69.0,40.0,110.0,-22.1,-29.0,Brandon Armstrong
2002-03,22.0,NJN,NBA,SG,17.0,69.0,0.333,0.442,0.381,0.463,0.167,0.349,0.352,0.474,0.833,0.758,0.405,0.519,0.222,0.302,0.222,0.182,75.0,82.0,48.0,74.0,110.0,78.0,73.0,122.0,-6.6,-6.8,Brandon Armstrong
2003-04,23.0,NJN,NBA,SG,56.0,434.0,0.371,0.439,0.374,0.46,0.365,0.347,0.426,0.471,0.5,0.752,0.427,0.516,0.023,0.303,0.297,0.187,85.0,81.0,105.0,90.0,67.0,83.0,8.0,159.0,-15.9,-31.5,Brandon Armstrong
2001-02,23.0,NJN,NBA,C,77.0,1407.0,0.421,0.445,0.42,0.465,0.5,0.354,0.423,0.477,0.701,0.752,0.5,0.52,0.59,0.293,0.007,0.181,95.0,90.0,141.0,89.0,93.0,96.0,201.0,4.0,-30.3,-14.4,Jason Collins
2002-03,24.0,NJN,NBA,C,81.0,1900.0,0.414,0.442,0.419,0.463,0.0,0.349,0.414,0.474,0.763,0.758,0.521,0.519,0.698,0.302,0.012,0.182,94.0,91.0,0.0,87.0,101.0,100.0,231.0,7.0,-40.3,1.1,Jason Collins
2003-04,25.0,NJN,NBA,C,78.0,2220.0,0.424,0.439,0.427,0.46,0.0,0.347,0.424,0.471,0.739,0.752,0.497,0.516,0.479,0.303,0.005,0.187,97.0,93.0,0.0,90.0,98.0,96.0,158.0,3.0,-35.8,-18.0,Jason Collins
2004-05,26.0,NJN,NBA,C,80.0,2542.0,0.412,0.447,0.413,0.47,0.333,0.356,0.415,0.482,0.656,0.756,0.471,0.529,0.463,0.324,0.013,0.196,92.0,88.0,94.0,86.0,87.0,89.0,143.0,7.0,-61.1,-63.9,Jason Collins
2005-06,27.0,NJN,NBA,C,71.0,1895.0,0.397,0.454,0.404,0.478,0.25,0.358,0.403,0.49,0.512,0.745,0.425,0.536,0.328,0.333,0.046,0.202,87.0,85.0,70.0,82.0,69.0,79.0,99.0,23.0,-45.7,-66.2,Jason Collins
2006-07,28.0,NJN,NBA,PF,80.0,1844.0,0.364,0.458,0.369,0.485,0.0,0.358,0.364,0.496,0.465,0.752,0.408,0.541,0.841,0.327,0.013,0.213,79.0,76.0,0.0,73.0,62.0,75.0,257.0,6.0,-39.9,-55.0,Jason Collins
2007-08,29.0,TOT,NBA,C,74.0,1172.0,0.469,0.457,0.473,0.484,0.0,0.362,0.469,0.497,0.459,0.755,0.481,0.54,0.655,0.306,0.009,0.222,103.0,98.0,0.0,94.0,61.0,89.0,214.0,4.0,-6.4,-17.3,Jason Collins
2007-08,29.0,NJN,NBA,C,43.0,684.0,0.426,0.457,0.426,0.484,0.0,0.362,0.426,0.497,0.389,0.755,0.43,0.54,0.667,0.306,0.0,0.222,93.0,88.0,0.0,86.0,51.0,80.0,218.0,0.0,-7.7,-15.5,Jason Collins
2007-08,29.0,MEM,NBA,C,31.0,488.0,0.508,0.457,0.517,0.484,0.0,0.362,0.508,0.497,0.526,0.755,0.528,0.54,0.644,0.306,0.017,0.222,111.0,107.0,0.0,102.0,70.0,98.0,210.0,8.0,1.3,-1.8,Jason Collins
2008-09,30.0,MIN,NBA,C,31.0,422.0,0.314,0.459,0.314,0.485,0.0,0.367,0.314,0.5,0.464,0.771,0.346,0.544,0.4,0.306,0.0,0.224,69.0,65.0,0.0,63.0,60.0,64.0,131.0,0.0,-26.0,-32.6,Jason Collins
2009-10,31.0,ATL,NBA,C,24.0,115.0,0.348,0.461,0.364,0.492,0.0,0.355,0.348,0.501,0.0,0.759,0.335,0.543,0.087,0.3,0.043,0.222,75.0,74.0,0.0,69.0,0.0,62.0,29.0,20.0,-7.0,-9.9,Jason Collins
2010-11,32.0,ATL,NBA,C,49.0,593.0,0.479,0.459,0.471,0.487,1.0,0.358,0.486,0.498,0.659,0.763,0.539,0.541,0.577,0.3,0.014,0.222,104.0,97.0,279.0,98.0,86.0,100.0,192.0,6.0,-1.8,-0.4,Jason Collins
2011-12,33.0,ATL,NBA,C,30.0,308.0,0.4,0.448,0.4,0.477,0.0,0.349,0.4,0.487,0.467,0.752,0.418,0.527,0.375,0.276,0.0,0.226,89.0,84.0,0.0,82.0,62.0,79.0,136.0,0.0,-7.0,-10.1,Jason Collins
2012-13,34.0,TOT,NBA,C,38.0,384.0,0.31,0.453,0.31,0.483,0.0,0.359,0.31,0.496,0.719,0.753,0.476,0.535,1.103,0.27,0.0,0.243,69.0,64.0,0.0,63.0,95.0,89.0,408.0,0.0,-10.8,-5.1,Jason Collins
2012-13,34.0,BOS,NBA,C,32.0,330.0,0.348,0.453,0.348,0.483,0.0,0.359,0.348,0.496,0.7,0.753,0.511,0.535,1.304,0.27,0.0,0.243,77.0,72.0,0.0,70.0,93.0,96.0,482.0,0.0,-6.8,-1.7,Jason Collins
2012-13,34.0,WAS,NBA,C,6.0,54.0,0.167,0.453,0.167,0.483,0.0,0.359,0.167,0.496,1.0,0.753,0.291,0.535,0.333,0.27,0.0,0.243,37.0,35.0,0.0,34.0,133.0,54.0,123.0,0.0,-4.0,-3.4,Jason Collins
2013-14,35.0,BRK,NBA,C,22.0,172.0,0.458,0.454,0.524,0.488,0.0,0.36,0.458,0.501,0.75,0.756,0.485,0.541,0.167,0.284,0.125,0.259,101.0,107.0,0.0,91.0,99.0,90.0,59.0,48.0,-2.1,-2.9,Jason Collins
1999-00,24.0,SAS,NBA,SG,8.0,95.0,0.37,0.449,0.412,0.468,0.25,0.353,0.402,0.478,0.6,0.75,0.415,0.523,0.109,0.308,0.261,0.167,82.0,88.0,71.0,84.0,80.0,79.0,35.0,156.0,-7.0,-10.4,Derrick Dial
2000-01,25.0,SAS,NBA,SG,33.0,207.0,0.434,0.443,0.466,0.461,0.2,0.354,0.446,0.473,0.571,0.748,0.466,0.518,0.253,0.309,0.12,0.17,98.0,101.0,57.0,94.0,76.0,90.0,82.0,71.0,-4.5,-9.5,Derrick Dial
2001-02,26.0,TOT,NBA,SG,32.0,299.0,0.342,0.445,0.367,0.465,0.091,0.354,0.346,0.477,0.75,0.752,0.387,0.52,0.2,0.293,0.092,0.181,77.0,79.0,26.0,72.0,100.0,74.0,68.0,51.0,-31.5,-34.9,Derrick Dial
2001-02,26.0,NJN,NBA,SG,25.0,249.0,0.319,0.445,0.345,0.465,0.0,0.354,0.319,0.477,0.722,0.752,0.358,0.52,0.191,0.293,0.074,0.181,72.0,74.0,0.0,67.0,96.0,69.0,65.0,41.0,-29.7,-33.1,Derrick Dial
2001-02,26.0,TOR,NBA,SG,7.0,50.0,0.423,0.445,0.455,0.465,0.25,0.354,0.442,0.477,0.833,0.752,0.489,0.52,0.231,0.293,0.154,0.181,95.0,98.0,71.0,93.0,111.0,94.0,79.0,85.0,-1.8,-1.8,Derrick Dial
2003-04,28.0,ORL,NBA,SG,9.0,86.0,0.321,0.439,0.368,0.46,0.222,0.347,0.357,0.471,0.75,0.752,0.412,0.516,0.286,0.303,0.321,0.187,73.0,80.0,64.0,76.0,100.0,80.0,94.0,172.0,-6.4,-6.5,Derrick Dial
2000-01,24.0,CHI,NBA,PF,12.0,133.0,0.389,0.443,0.4,0.461,0.333,0.354,0.417,0.473,0.571,0.748,0.451,0.518,0.389,0.309,0.167,0.17,88.0,87.0,94.0,88.0,76.0,87.0,126.0,98.0,-2.0,-2.8,Steve Goodrich
2001-02,25.0,NJN,NBA,SF,9.0,50.0,0.2,0.445,0.2,0.465,0.0,0.354,0.2,0.477,0.5,0.752,0.23,0.52,0.2,0.293,0.0,0.181,45.0,43.0,0.0,42.0,66.0,44.0,68.0,0.0,-5.5,-6.3,Steve Goodrich
1993-94,23.0,DAL,NBA,SG,77.0,1165.0,0.421,0.466,0.44,0.483,0.212,0.333,0.43,0.485,0.731,0.734,0.478,0.528,0.309,0.315,0.086,0.117,90.0,91.0,64.0,89.0,100.0,91.0,98.0,73.0,-42.6,-43.7,Lucious Harris
1994-95,24.0,DAL,NBA,SG,79.0,1695.0,0.459,0.466,0.481,0.491,0.387,0.359,0.504,0.5,0.8,0.737,0.548,0.543,0.279,0.332,0.233,0.188,98.0,98.0,108.0,101.0,109.0,101.0,84.0,124.0,5.2,7.5,Lucious Harris
1995-96,25.0,DAL,NBA,SG,61.0,1016.0,0.461,0.462,0.5,0.486,0.376,0.367,0.52,0.499,0.782,0.74,0.553,0.542,0.219,0.329,0.315,0.2,100.0,103.0,102.0,104.0,106.0,102.0,67.0,157.0,17.0,9.2,Lucious Harris
1996-97,26.0,PHI,NBA,SG,54.0,813.0,0.381,0.455,0.39,0.48,0.364,0.36,0.442,0.493,0.702,0.738,0.466,0.536,0.16,0.32,0.337,0.212,84.0,81.0,101.0,90.0,95.0,87.0,50.0,159.0,-29.9,-44.1,Lucious Harris
1997-98,27.0,NJN,NBA,SG,50.0,671.0,0.39,0.45,0.413,0.47,0.308,0.346,0.424,0.478,0.745,0.737,0.475,0.524,0.311,0.33,0.22,0.159,87.0,88.0,89.0,89.0,101.0,91.0,94.0,138.0,-19.2,-19.7,Lucious Harris
1998-99,28.0,NJN,NBA,SG,36.0,602.0,0.403,0.437,0.473,0.457,0.22,0.339,0.434,0.466,0.75,0.728,0.477,0.511,0.265,0.33,0.276,0.168,92.0,104.0,65.0,93.0,103.0,93.0,80.0,164.0,-11.5,-13.7,Lucious Harris
1999-00,29.0,NJN,NBA,SG,77.0,1510.0,0.428,0.449,0.46,0.468,0.33,0.353,0.469,0.478,0.798,0.75,0.506,0.523,0.214,0.308,0.248,0.167,95.0,98.0,94.0,98.0,106.0,97.0,69.0,149.0,-8.8,-16.7,Lucious Harris
2000-01,30.0,NJN,NBA,SG,73.0,2071.0,0.425,0.443,0.445,0.461,0.348,0.354,0.462,0.473,0.77,0.748,0.498,0.518,0.223,0.309,0.212,0.17,96.0,97.0,99.0,98.0,103.0,96.0,72.0,124.0,-14.1,-26.6,Lucious Harris
2001-02,31.0,NJN,NBA,SG,74.0,1553.0,0.464,0.445,0.489,0.465,0.373,0.354,0.505,0.477,0.842,0.752,0.556,0.52,0.294,0.293,0.22,0.181,104.0,105.0,105.0,106.0,112.0,107.0,100.0,121.0,29.6,43.9,Lucious Harris
2002-03,32.0,NJN,NBA,SG,77.0,1973.0,0.413,0.442,0.429,0.463,0.346,0.349,0.446,0.474,0.804,0.758,0.494,0.519,0.262,0.302,0.189,0.182,93.0,93.0,99.0,94.0,106.0,95.0,87.0,104.0,-40.3,-40.3,Lucious Harris
2003-04,33.0,NJN,NBA,PG,69.0,1504.0,0.404,0.439,0.412,0.46,0.376,0.347,0.445,0.471,0.846,0.752,0.481,0.516,0.168,0.303,0.218,0.187,92.0,90.0,108.0,94.0,113.0,93.0,56.0,117.0,-24.2,-35.4,Lucious Harris
2004-05,34.0,CLE,NBA,SG,73.0,1128.0,0.395,0.447,0.415,0.47,0.323,0.356,0.43,0.482,0.812,0.756,0.475,0.529,0.231,0.324,0.217,0.196,88.0,88.0,91.0,89.0,107.0,90.0,71.0,111.0,-31.4,-35.7,Lucious Harris
2001-02,21.0,NJN,NBA,SF,79.0,1917.0,0.457,0.445,0.48,0.465,0.232,0.354,0.468,0.477,0.713,0.752,0.524,0.52,0.448,0.293,0.095,0.181,103.0,103.0,66.0,98.0,95.0,101.0,153.0,52.0,-11.0,5.7,Richard Jefferson
2002-03,22.0,NJN,NBA,SF,80.0,2879.0,0.501,0.442,0.507,0.463,0.25,0.349,0.504,0.474,0.743,0.758,0.563,0.519,0.479,0.302,0.026,0.182,113.0,110.0,72.0,106.0,98.0,108.0,158.0,14.0,54.6,96.5,Richard Jefferson
2003-04,23.0,NJN,NBA,SF,82.0,3133.0,0.498,0.439,0.516,0.46,0.364,0.347,0.519,0.471,0.763,0.752,0.573,0.516,0.42,0.303,0.118,0.187,113.0,112.0,105.0,110.0,101.0,111.0,138.0,63.0,107.5,151.3,Richard Jefferson
2004-05,24.0,NJN,NBA,SF,33.0,1355.0,0.422,0.447,0.438,0.47,0.337,0.356,0.449,0.482,0.844,0.756,0.537,0.529,0.477,0.324,0.158,0.196,94.0,93.0,95.0,93.0,112.0,101.0,147.0,80.0,-38.1,10.5,Richard Jefferson
2005-06,25.0,NJN,NBA,SF,78.0,3059.0,0.493,0.454,0.532,0.478,0.319,0.358,0.522,0.49,0.812,0.745,0.603,0.536,0.577,0.333,0.187,0.202,109.0,111.0,89.0,107.0,109.0,113.0,173.0,92.0,65.2,171.1,Richard Jefferson
2006-07,26.0,NJN,NBA,SF,55.0,1956.0,0.456,0.458,0.483,0.485,0.359,0.358,0.495,0.496,0.733,0.752,0.555,0.541,0.49,0.327,0.218,0.213,99.0,99.0,100.0,100.0,97.0,102.0,150.0,103.0,-2.2,21.5,Richard Jefferson
2007-08,27.0,NJN,NBA,SF,82.0,3200.0,0.466,0.457,0.486,0.484,0.362,0.362,0.495,0.497,0.798,0.755,0.571,0.54,0.511,0.306,0.16,0.222,102.0,100.0,100.0,100.0,106.0,106.0,167.0,72.0,-6.1,99.3,Richard Jefferson
2008-09,28.0,MIL,NBA,SF,82.0,2939.0,0.439,0.459,0.453,0.485,0.397,0.367,0.487,0.5,0.805,0.771,0.554,0.544,0.424,0.306,0.239,0.224,96.0,93.0,108.0,97.0,104.0,102.0,139.0,107.0,-31.5,28.4,Richard Jefferson
2009-10,29.0,SAS,NBA,SF,81.0,2520.0,0.467,0.461,0.515,0.492,0.316,0.355,0.505,0.501,0.735,0.759,0.551,0.543,0.37,0.3,0.241,0.222,101.0,105.0,89.0,101.0,97.0,102.0,123.0,109.0,6.9,15.3,Richard Jefferson
2010-11,30.0,SAS,NBA,SF,81.0,2459.0,0.474,0.459,0.504,0.487,0.44,0.358,0.579,0.498,0.759,0.763,0.612,0.541,0.304,0.3,0.478,0.222,103.0,104.0,123.0,116.0,99.0,113.0,101.0,216.0,103.1,102.9,Richard Jefferson
2011-12,31.0,TOT,NBA,SF,63.0,1748.0,0.416,0.448,0.411,0.477,0.42,0.349,0.532,0.487,0.694,0.752,0.55,0.527,0.174,0.276,0.551,0.226,93.0,86.0,120.0,109.0,92.0,104.0,63.0,244.0,43.4,24.1,Richard Jefferson
2011-12,31.0,SAS,NBA,SF,41.0,1168.0,0.414,0.448,0.403,0.477,0.421,0.349,0.539,0.487,0.7,0.752,0.556,0.527,0.157,0.276,0.596,0.226,92.0,85.0,121.0,111.0,93.0,105.0,57.0,264.0,33.1,19.5,Richard Jefferson
2011-12,31.0,GSW,NBA,SF,22.0,580.0,0.42,0.448,0.422,0.477,0.418,0.349,0.518,0.487,0.686,0.752,0.54,0.527,0.207,0.276,0.467,0.226,94.0,89.0,120.0,106.0,91.0,102.0,75.0,207.0,10.3,4.6,Richard Jefferson
2012-13,32.0,GSW,NBA,SF,56.0,568.0,0.456,0.453,0.527,0.483,0.311,0.359,0.507,0.496,0.717,0.753,0.552,0.535,0.39,0.27,0.331,0.243,101.0,109.0,87.0,102.0,95.0,103.0,144.0,136.0,3.0,5.6,Richard Jefferson
2013-14,33.0,UTA,NBA,SF,82.0,2213.0,0.45,0.454,0.484,0.488,0.409,0.36,0.544,0.501,0.741,0.756,0.573,0.541,0.248,0.284,0.46,0.259,99.0,99.0,114.0,108.0,98.0,106.0,87.0,177.0,55.6,46.4,Richard Jefferson
2014-15,34.0,DAL,NBA,SF,74.0,1244.0,0.444,0.449,0.462,0.485,0.426,0.35,0.546,0.496,0.684,0.75,0.577,0.534,0.352,0.273,0.478,0.268,99.0,95.0,122.0,110.0,91.0,108.0,129.0,178.0,32.7,32.3,Richard Jefferson
2015-16,35.0,CLE,NBA,SF,74.0,1326.0,0.458,0.452,0.554,0.491,0.382,0.354,0.564,0.502,0.667,0.757,0.585,0.541,0.279,0.276,0.554,0.285,101.0,113.0,108.0,112.0,88.0,108.0,101.0,195.0,38.4,30.8,Richard Jefferson
2016-17,36.0,CLE,NBA,SF,79.0,1614.0,0.446,0.457,0.58,0.503,0.333,0.358,0.536,0.514,0.741,0.772,0.574,0.552,0.315,0.271,0.542,0.316,98.0,115.0,93.0,104.0,96.0,104.0,116.0,172.0,15.6,16.6,Richard Jefferson
