SEASON,AGE,TEAM,LEAGUE,POS,G,MP,FG,LGFG,2P,LG2P,3P,LG3P,eFG%,LGeFG%,FT,LGFT,TS,LGTS,FTr,LGFTr,3PAr,LG3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add,PLAYER
2018-19,29.0,NOP,NBA,SG,12.0,167.0,0.255,0.461,0.154,0.52,0.294,0.355,0.362,0.524,0.0,0.766,0.362,0.56,0.0,0.259,0.723,0.359,55.0,30.0,83.0,69.0,0.0,65.0,0.0,202.0,-15.3,-18.6,Dairis Bertāns
2013-14,22.0,UTA,NBA,SG,23.0,172.0,0.388,0.454,0.417,0.488,0.355,0.36,0.47,0.501,0.714,0.756,0.485,0.541,0.104,0.284,0.463,0.259,85.0,85.0,99.0,94.0,94.0,90.0,37.0,178.0,-4.1,-7.8,Ian Clark
2014-15,23.0,TOT,NBA,SG,30.0,192.0,0.345,0.449,0.36,0.485,0.333,0.35,0.436,0.496,1.0,0.75,0.483,0.534,0.164,0.273,0.545,0.268,77.0,74.0,95.0,88.0,133.0,90.0,60.0,203.0,-6.5,-6.0,Ian Clark
2014-15,23.0,UTA,NBA,SG,23.0,161.0,0.341,0.449,0.316,0.485,0.36,0.35,0.443,0.496,1.0,0.75,0.476,0.534,0.114,0.273,0.568,0.268,76.0,65.0,103.0,89.0,133.0,89.0,42.0,212.0,-4.6,-5.4,Ian Clark
2014-15,23.0,DEN,NBA,SG,7.0,31.0,0.364,0.449,0.5,0.485,0.2,0.35,0.409,0.496,1.0,0.75,0.509,0.534,0.364,0.273,0.455,0.268,81.0,103.0,57.0,82.0,133.0,95.0,133.0,169.0,-1.9,-0.6,Ian Clark
2015-16,24.0,GSW,NBA,SG,66.0,578.0,0.441,0.452,0.5,0.491,0.357,0.354,0.515,0.502,0.824,0.757,0.544,0.541,0.168,0.276,0.416,0.285,97.0,102.0,101.0,102.0,109.0,100.0,61.0,146.0,5.0,1.2,Ian Clark
2016-17,25.0,GSW,NBA,SG,77.0,1137.0,0.487,0.457,0.556,0.503,0.374,0.358,0.558,0.514,0.759,0.772,0.575,0.552,0.134,0.271,0.376,0.316,107.0,110.0,105.0,109.0,98.0,104.0,50.0,119.0,38.1,20.5,Ian Clark
2017-18,26.0,NOP,NBA,SG,74.0,1455.0,0.448,0.46,0.533,0.51,0.318,0.362,0.511,0.521,0.763,0.767,0.529,0.556,0.119,0.252,0.394,0.337,97.0,105.0,88.0,98.0,99.0,95.0,47.0,117.0,-10.0,-28.5,Ian Clark
2018-19,27.0,NOP,NBA,SG,60.0,973.0,0.394,0.461,0.47,0.52,0.327,0.355,0.48,0.524,0.892,0.766,0.502,0.56,0.097,0.259,0.527,0.359,86.0,90.0,92.0,92.0,116.0,90.0,37.0,147.0,-33.5,-45.9,Ian Clark
2012-13,19.0,NOH,NBA,PF,64.0,1846.0,0.516,0.453,0.521,0.483,0.0,0.359,0.516,0.496,0.751,0.753,0.559,0.535,0.333,0.27,0.009,0.243,114.0,108.0,0.0,104.0,100.0,105.0,123.0,4.0,26.8,38.3,Anthony Davis
2013-14,20.0,NOP,NBA,PF,67.0,2358.0,0.519,0.454,0.522,0.488,0.222,0.36,0.52,0.501,0.791,0.756,0.582,0.541,0.438,0.284,0.009,0.259,114.0,107.0,62.0,104.0,105.0,108.0,154.0,3.0,38.8,97.4,Anthony Davis
2014-15,21.0,NOP,NBA,PF,68.0,2455.0,0.535,0.449,0.54,0.485,0.083,0.35,0.536,0.496,0.805,0.75,0.591,0.534,0.384,0.273,0.01,0.268,119.0,111.0,24.0,108.0,107.0,111.0,141.0,4.0,95.9,158.4,Anthony Davis
2015-16,22.0,NOP,NBA,C,61.0,2164.0,0.493,0.452,0.511,0.491,0.324,0.354,0.508,0.502,0.758,0.757,0.559,0.541,0.379,0.276,0.095,0.285,109.0,104.0,92.0,101.0,100.0,103.0,137.0,33.0,13.4,46.5,Anthony Davis
2016-17,23.0,NOP,NBA,C,75.0,2708.0,0.505,0.457,0.524,0.503,0.299,0.358,0.518,0.514,0.802,0.772,0.58,0.552,0.424,0.271,0.088,0.316,110.0,104.0,83.0,101.0,104.0,105.0,157.0,28.0,12.2,98.7,Anthony Davis
2017-18,24.0,NOP,NBA,PF,75.0,2727.0,0.534,0.46,0.558,0.51,0.34,0.362,0.552,0.521,0.828,0.767,0.612,0.556,0.409,0.252,0.111,0.337,116.0,109.0,94.0,106.0,108.0,110.0,162.0,33.0,91.1,191.2,Anthony Davis
2018-19,25.0,NOP,NBA,C,56.0,1850.0,0.517,0.461,0.547,0.52,0.331,0.355,0.54,0.524,0.794,0.766,0.597,0.56,0.422,0.259,0.141,0.359,112.0,105.0,93.0,103.0,104.0,107.0,163.0,39.0,32.3,90.4,Anthony Davis
2019-20,26.0,LAL,NBA,PF,62.0,2131.0,0.503,0.46,0.546,0.524,0.33,0.358,0.536,0.529,0.846,0.773,0.61,0.565,0.479,0.26,0.199,0.384,109.0,104.0,92.0,101.0,109.0,108.0,184.0,52.0,14.8,119.2,Anthony Davis
2020-21,27.0,LAL,NBA,PF,36.0,1162.0,0.491,0.466,0.536,0.53,0.26,0.367,0.512,0.538,0.738,0.778,0.556,0.572,0.349,0.247,0.163,0.392,105.0,101.0,71.0,95.0,95.0,97.0,141.0,42.0,-31.5,-22.7,Anthony Davis
2021-22,28.0,LAL,NBA,C,40.0,1404.0,0.532,0.461,0.571,0.533,0.186,0.354,0.542,0.532,0.713,0.775,0.578,0.566,0.351,0.248,0.101,0.399,115.0,107.0,53.0,102.0,92.0,102.0,141.0,25.0,14.0,18.7,Anthony Davis
2022-23,29.0,LAL,NBA,C,56.0,1904.0,0.563,0.475,0.589,0.548,0.257,0.361,0.573,0.545,0.784,0.782,0.627,0.581,0.462,0.266,0.077,0.387,119.0,107.0,71.0,105.0,100.0,108.0,173.0,20.0,53.9,105.6,Anthony Davis
2016-17,20.0,NOP,NBA,PF,17.0,199.0,0.474,0.457,0.474,0.503,0.0,0.358,0.474,0.514,0.714,0.772,0.51,0.552,0.276,0.271,0.0,0.316,104.0,94.0,0.0,92.0,93.0,92.0,102.0,0.0,-6.1,-7.2,Cheick Diallo
2017-18,21.0,NOP,NBA,PF,52.0,581.0,0.58,0.46,0.58,0.51,0.0,0.362,0.58,0.521,0.758,0.767,0.619,0.556,0.375,0.252,0.0,0.337,126.0,114.0,0.0,111.0,99.0,111.0,149.0,0.0,20.5,25.9,Cheick Diallo
2018-19,22.0,NOP,NBA,PF,64.0,896.0,0.62,0.461,0.625,0.52,0.25,0.355,0.622,0.524,0.746,0.766,0.644,0.56,0.247,0.259,0.015,0.359,135.0,120.0,70.0,119.0,97.0,115.0,96.0,4.0,52.9,50.7,Cheick Diallo
2019-20,23.0,PHO,NBA,C,47.0,479.0,0.648,0.46,0.655,0.524,0.333,0.358,0.651,0.529,0.872,0.773,0.688,0.565,0.275,0.26,0.021,0.384,141.0,125.0,93.0,123.0,113.0,122.0,106.0,6.0,34.8,39.2,Cheick Diallo
2021-22,25.0,DET,NBA,C,3.0,31.0,0.375,0.461,0.375,0.533,0.0,0.354,0.375,0.532,0.833,0.775,0.517,0.566,0.75,0.248,0.0,0.399,81.0,70.0,0.0,71.0,108.0,91.0,302.0,0.0,-2.5,-1.0,Cheick Diallo
2014-15,24.0,TOT,NBA,PG,11.0,239.0,0.344,0.449,0.364,0.485,0.294,0.35,0.385,0.496,0.476,0.75,0.406,0.534,0.344,0.273,0.279,0.268,77.0,75.0,84.0,78.0,63.0,76.0,126.0,104.0,-13.5,-18.0,Tim Frazier
2014-15,24.0,PHI,NBA,PG,6.0,171.0,0.302,0.449,0.313,0.485,0.273,0.35,0.337,0.496,0.333,0.75,0.343,0.534,0.349,0.273,0.256,0.268,67.0,64.0,78.0,68.0,44.0,64.0,128.0,95.0,-13.6,-19.0,Tim Frazier
