SEASON,AGE,TEAM,LEAGUE,POS,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PLAYER
1993-94,22.0,Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Bruce Bowen
1994-95,23.0,Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Did Not Play (other pro league—France),Bruce Bowen
1996-97,25.0,MIA,NBA,SF,1,0,1.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Bruce Bowen
1997-98,26.0,BOS,NBA,SF,61,9,21.4,2.0,4.9,.409,0.3,1.0,.339,1.7,3.9,.427,.443,1.2,2.0,.623,1.3,1.6,2.9,1.3,1.4,0.5,0.9,2.9,5.6,Bruce Bowen
1998-99,27.0,BOS,NBA,SF,30,1,16.5,0.9,3.1,.280,0.2,0.9,.269,0.6,2.2,.284,.317,0.4,0.8,.458,0.5,1.2,1.7,0.9,0.7,0.3,0.4,1.7,2.3,Bruce Bowen
1999-00,28.0,TOT,NBA,SF,69,2,12.7,1.0,2.8,.371,0.4,0.8,.466,0.7,2.0,.331,.441,0.4,0.6,.581,0.4,1.0,1.4,0.5,0.3,0.2,0.3,1.7,2.8,Bruce Bowen
1999-00,28.0,PHI,NBA,SF,42,0,7.4,0.6,1.7,.356,0.0,0.0,.500,0.6,1.7,.352,.363,0.1,0.3,.500,0.3,0.5,0.9,0.4,0.2,0.1,0.1,0.9,1.4,Bruce Bowen
1999-00,28.0,MIA,NBA,SF,27,2,21.0,1.7,4.5,.380,1.0,2.1,.464,0.7,2.4,.308,.488,0.7,1.1,.613,0.5,1.7,2.2,0.7,0.5,0.4,0.5,3.0,5.1,Bruce Bowen
2000-01,29.0,MIA,NBA,SF,82,72,32.7,2.6,7.1,.363,1.3,3.7,.336,1.3,3.3,.394,.452,1.2,2.0,.609,0.5,2.4,3.0,1.6,1.0,0.6,0.9,3.3,7.6,Bruce Bowen
2001-02,30.0,SAS,NBA,SF,59,59,28.8,2.6,6.7,.389,0.9,2.5,.378,1.7,4.2,.396,.460,0.8,1.6,.479,0.7,2.0,2.7,1.5,1.1,0.4,1.1,2.0,7.0,Bruce Bowen
2002-03,31.0,SAS,NBA,SF,82,82,31.3,2.7,5.8,.466,1.2,2.8,.441,1.5,3.0,.488,.571,0.4,1.1,.404,0.7,2.2,2.9,1.4,0.8,0.5,0.9,2.4,7.1,Bruce Bowen
2003-04,32.0,SAS,NBA,SF,82,82,32.0,2.6,6.1,.420,0.9,2.6,.363,1.6,3.5,.462,.497,0.8,1.4,.579,0.5,2.5,3.1,1.4,1.0,0.4,1.1,2.0,6.9,Bruce Bowen
2004-05,33.0,SAS,NBA,SF,82,82,32.0,3.1,7.3,.420,1.2,3.1,.403,1.8,4.2,.432,.505,0.9,1.4,.634,0.6,2.9,3.5,1.5,0.7,0.5,0.7,2.1,8.2,Bruce Bowen
2005-06,34.0,SAS,NBA,SF,82,82,33.6,2.8,6.5,.433,1.3,3.0,.424,1.6,3.5,.440,.530,0.6,1.0,.607,0.4,3.5,3.9,1.5,1.0,0.4,0.8,2.3,7.5,Bruce Bowen
2006-07,35.0,SAS,NBA,SF,82,82,30.0,2.3,5.7,.405,1.1,2.8,.384,1.2,2.9,.426,.500,0.5,0.9,.589,0.3,2.4,2.7,1.4,0.8,0.3,0.8,2.1,6.2,Bruce Bowen
2007-08,36.0,SAS,NBA,SF,81,81,30.2,2.1,5.3,.407,1.1,2.7,.419,1.0,2.6,.394,.512,0.6,0.9,.652,0.4,2.5,2.9,1.1,0.7,0.3,0.6,2.2,6.0,Bruce Bowen
2008-09,37.0,SAS,NBA,SF,80,10,18.8,1.0,2.3,.422,0.5,1.2,.429,0.5,1.1,.416,.535,0.2,0.3,.538,0.2,1.6,1.8,0.5,0.5,0.2,0.3,1.5,2.7,Bruce Bowen
1988-89,23.0,POR,NBA,PF,56.0,32.0,14.3,2.1,4.4,0.486,0.0,0.0,0.0,2.1,4.4,0.486,0.486,0.7,1.2,0.58,1.2,2.0,3.2,0.6,0.4,0.1,0.7,2.6,5.0,Mark Bryant
1989-90,24.0,POR,NBA,PF,58.0,0.0,9.7,1.2,2.6,0.458,0.0,0.0,0.0,1.2,2.6,0.458,0.458,0.5,0.9,0.56,0.9,1.6,2.5,0.2,0.3,0.2,0.4,1.6,2.9,Mark Bryant
1990-91,25.0,POR,NBA,PF,53.0,0.0,14.7,1.9,3.8,0.488,0.0,0.0,0.0,1.9,3.8,0.49,0.488,1.4,1.9,0.733,1.2,2.4,3.6,0.5,0.3,0.2,0.6,2.3,5.1,Mark Bryant
1991-92,26.0,POR,NBA,PF,56.0,0.0,14.3,1.7,3.5,0.48,0.0,0.1,0.0,1.7,3.5,0.487,0.48,0.7,1.1,0.667,1.6,2.0,3.6,0.7,0.5,0.1,0.5,1.9,4.1,Mark Bryant
1992-93,27.0,POR,NBA,C,80.0,24.0,17.5,2.3,4.6,0.503,0.0,0.0,0.0,2.3,4.6,0.504,0.503,1.3,1.9,0.703,1.7,2.4,4.1,0.5,0.5,0.3,0.8,2.8,6.0,Mark Bryant
1993-94,28.0,POR,NBA,C,79.0,10.0,18.2,2.3,4.9,0.482,0.0,0.0,0.0,2.3,4.8,0.483,0.482,0.9,1.3,0.692,1.5,2.5,4.0,0.5,0.4,0.4,0.8,2.4,5.6,Mark Bryant
1994-95,29.0,POR,NBA,PF,49.0,0.0,13.4,2.1,3.9,0.526,0.0,0.0,0.5,2.0,3.9,0.526,0.529,0.8,1.3,0.651,1.1,2.2,3.3,0.6,0.4,0.3,0.8,2.2,5.0,Mark Bryant
1995-96,30.0,HOU,NBA,PF,71.0,9.0,22.4,3.4,6.3,0.543,0.0,0.0,0.0,3.4,6.3,0.545,0.543,1.8,2.5,0.718,1.8,3.1,4.9,0.7,0.4,0.3,1.2,3.3,8.6,Mark Bryant
1996-97,31.0,PHO,NBA,PF,41.0,18.0,24.8,3.7,6.7,0.553,0.0,0.0,0.0,3.7,6.7,0.553,0.553,1.9,2.6,0.704,1.6,3.5,5.2,1.1,0.5,0.1,1.1,3.3,9.3,Mark Bryant
1997-98,32.0,PHO,NBA,C,70.0,22.0,15.9,1.6,3.2,0.484,0.0,0.0,0.0,1.6,3.2,0.487,0.484,1.0,1.4,0.768,1.3,2.2,3.5,0.7,0.5,0.2,0.8,2.6,4.2,Mark Bryant
1998-99,33.0,CHI,NBA,PF,45.0,29.0,26.8,3.7,7.7,0.483,0.0,0.0,0.0,3.7,7.7,0.484,0.483,1.6,2.4,0.645,2.0,3.1,5.2,1.1,0.8,0.4,1.5,3.3,9.0,Mark Bryant
1999-00,34.0,CLE,NBA,PF,75.0,50.0,22.8,2.3,4.6,0.503,0.0,0.0,0.0,2.3,4.6,0.503,0.503,1.0,1.3,0.809,1.7,3.0,4.7,0.8,0.4,0.4,1.2,3.3,5.7,Mark Bryant
2000-01,35.0,DAL,NBA,PF,18.0,1.0,5.6,0.4,1.1,0.4,0.0,0.0,0.0,0.4,1.1,0.4,0.4,0.2,0.3,0.6,0.2,0.9,1.2,0.2,0.1,0.1,0.3,1.6,1.1,Mark Bryant
2001-02,36.0,SAS,NBA,PF,30.0,3.0,6.9,0.8,1.8,0.455,0.0,0.0,0.0,0.8,1.8,0.455,0.455,0.2,0.3,0.75,0.8,0.6,1.5,0.3,0.2,0.1,0.2,1.3,1.9,Mark Bryant
2002-03,37.0,TOT,NBA,PF,16.0,0.0,6.3,0.3,1.2,0.263,0.0,0.0,0.0,0.3,1.2,0.263,0.263,0.2,0.3,0.75,0.5,0.8,1.3,0.3,0.1,0.1,0.4,1.1,0.8,Mark Bryant
2002-03,37.0,PHI,NBA,PF,11.0,0.0,7.0,0.5,1.5,0.294,0.0,0.0,0.0,0.5,1.5,0.294,0.294,0.2,0.2,1.0,0.6,0.8,1.5,0.1,0.1,0.1,0.5,1.1,1.1,Mark Bryant
2002-03,37.0,DEN,NBA,PF,3.0,0.0,4.7,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.3,0.7,0.5,0.3,0.3,0.7,0.7,0.0,0.0,0.7,1.3,0.3,Mark Bryant
2002-03,37.0,BOS,NBA,PF,2.0,0.0,4.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,0.0,Mark Bryant
1997-98,22.0,VAN,NBA,SG,74,50,26.4,3.1,7.4,.416,0.1,0.7,.212,2.9,6.7,.438,.426,1.5,2.3,.659,0.3,1.6,1.9,4.5,0.7,0.1,2.2,1.2,7.8,Antonio Daniels
1998-99,23.0,SAS,NBA,PG,47,0,13.1,1.8,3.9,.454,0.1,0.4,.294,1.7,3.5,.470,.467,1.0,1.4,.754,0.3,0.9,1.1,2.3,0.6,0.1,0.9,0.8,4.7,Antonio Daniels
1999-00,24.0,SAS,NBA,SG,68,1,17.6,2.4,5.1,.474,0.3,1.0,.333,2.1,4.1,.507,.506,1.1,1.5,.713,0.2,1.0,1.3,2.6,0.8,0.1,0.9,1.1,6.2,Antonio Daniels
2000-01,25.0,SAS,NBA,PG,79,23,26.1,3.5,7.4,.468,0.9,2.3,.404,2.5,5.1,.496,.531,1.5,2.0,.776,0.3,1.7,2.1,3.8,0.8,0.2,1.4,1.5,9.4,Antonio Daniels
2001-02,26.0,SAS,NBA,SG,82,13,26.5,3.3,7.5,.440,0.7,2.4,.291,2.6,5.1,.510,.486,1.9,2.6,.752,0.3,1.9,2.1,2.8,0.6,0.1,0.9,1.3,9.2,Antonio Daniels
2002-03,27.0,POR,NBA,SG,67,2,13.0,1.3,2.8,.452,0.3,0.9,.305,1.0,1.9,.520,.500,1.0,1.1,.855,0.2,0.9,1.1,1.3,0.5,0.1,0.5,0.6,3.7,Antonio Daniels
2003-04,28.0,SEA,NBA,PG,71,32,21.3,2.6,5.6,.470,0.6,1.6,.362,2.0,4.0,.514,.523,2.2,2.6,.842,0.3,1.7,2.0,4.2,0.6,0.1,0.9,0.9,8.0,Antonio Daniels
2004-05,29.0,SEA,NBA,PG,75,2,27.0,3.6,8.3,.438,0.7,2.2,.297,3.0,6.1,.489,.478,3.3,4.1,.816,0.3,2.0,2.3,4.1,0.7,0.0,1.0,1.0,11.2,Antonio Daniels
2005-06,30.0,WAS,NBA,SG,80,17,28.5,2.9,6.9,.418,0.3,1.3,.228,2.6,5.6,.461,.439,3.6,4.2,.845,0.2,1.9,2.2,3.6,0.7,0.1,1.1,1.2,9.6,Antonio Daniels
2006-07,31.0,WAS,NBA,SG,80,8,22.0,2.2,4.9,.442,0.2,0.8,.302,1.9,4.1,.469,.467,2.6,3.1,.832,0.2,1.7,1.9,3.6,0.5,0.1,0.9,1.0,7.1,Antonio Daniels
2007-08,32.0,WAS,NBA,PG,71,63,30.4,2.9,6.3,.459,0.2,1.0,.230,2.6,5.3,.504,.478,2.4,3.1,.776,0.3,2.5,2.9,4.8,1.0,0.0,1.3,1.1,8.4,Antonio Daniels
