# Dunks,# Heaves,% of FGA 0-3,% of FGA 10-16,% of FGA 16-3P,% of FGA 2P,% of FGA 3-10,% of FGA 3P,%3PA Corner 3s,%FGA Dunks,0-3 FG%,10-16 FG%,16-3P FG%,2P % AST,2P FG%,3-10 FG%,3P % AST,3P FG%,3P% Corner 3s,AGE,Att. Heaves,Dist.,FG%,G,LEAGUE,MP,POS,SEASON,TEAM,PLAYER
117.0,1.0,0.668,0.038,0.023,0.962,0.232,0.038,0.867,0.353,0.698,0.333,0.333,0.843,0.599,0.38,1.0,0.333,0.385,19.0,2.0,3.7,0.589,72.0,NBA,1441.0,C,2017-18,BRK,Jarrett Allen
170.0,0.0,0.678,0.021,0.002,0.921,0.22,0.079,0.867,0.343,0.725,0.167,0.0,0.83,0.629,0.384,1.0,0.133,0.154,20.0,0.0,4.3,0.59,80.0,NBA,2096.0,C,2018-19,BRK,Jarrett Allen
177.0,0.0,0.755,0.019,0.002,0.987,0.211,0.013,0.833,0.447,0.746,0.444,0.0,0.795,0.658,0.367,0.0,0.0,0.0,21.0,0.0,2.6,0.649,70.0,NBA,1852.0,C,2019-20,BRK,Jarrett Allen
127.0,0.0,0.6,0.056,0.029,0.961,0.276,0.039,0.368,0.288,0.761,0.407,0.214,0.723,0.631,0.436,1.0,0.316,0.286,22.0,0.0,4.5,0.618,63.0,NBA,1864.0,C,2020-21,TOT,Jarrett Allen
17.0,0.0,0.723,0.046,0.046,1.0,0.185,0.0,0.0,0.277,0.809,0.333,0.333,0.75,0.677,0.333,0.0,0.0,0.0,22.0,0.0,2.9,0.677,12.0,NBA,320.0,C,2020-21,BRK,Jarrett Allen
110.0,0.0,0.58,0.058,0.026,0.954,0.29,0.046,0.368,0.29,0.752,0.417,0.182,0.718,0.623,0.446,1.0,0.316,0.286,22.0,0.0,4.7,0.609,51.0,NBA,1544.0,C,2020-21,CLE,Jarrett Allen
164.0,0.0,0.624,0.046,0.018,0.982,0.294,0.018,0.6,0.343,0.809,0.48,0.6,0.734,0.688,0.469,0.0,0.1,0.0,23.0,0.0,3.8,0.677,56.0,NBA,1809.0,C,2021-22,CLE,Jarrett Allen
179.0,0.0,0.575,0.075,0.027,0.984,0.307,0.016,0.6,0.319,0.764,0.511,0.294,0.774,0.653,0.51,1.0,0.1,0.0,24.0,0.0,4.4,0.644,68.0,NBA,2220.0,C,2022-23,CLE,Jarrett Allen
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,1.0,NBA,3.0,C,2019-20,CLE,Marques Bolden
0.0,0.0,0.333,0.333,0.0,1.0,0.333,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.333,0.0,0.0,0.0,0.0,22.0,0.0,7.7,0.333,6.0,NBA,29.0,C,2020-21,CLE,Marques Bolden
0.0,0.0,0.167,0.106,0.212,0.606,0.106,0.394,0.154,0.0,0.545,0.571,0.429,0.182,0.55,0.857,0.636,0.423,0.25,23.0,0.0,16.2,0.5,14.0,NBA,188.0,PG,2016-17,TOT,Quinn Cook
0.0,0.0,0.04,0.08,0.16,0.44,0.12,0.56,0.214,0.0,0.0,0.0,0.75,0.0,0.545,1.0,0.4,0.357,0.0,23.0,0.0,18.9,0.44,5.0,NBA,77.0,PG,2016-17,DAL,Quinn Cook
0.0,0.0,0.244,0.122,0.244,0.707,0.098,0.293,0.083,0.0,0.6,0.8,0.3,0.25,0.552,0.75,0.833,0.5,1.0,23.0,0.0,14.6,0.537,9.0,NBA,111.0,PG,2016-17,NOP,Quinn Cook
0.0,0.0,0.183,0.123,0.19,0.587,0.091,0.413,0.163,0.0,0.565,0.484,0.521,0.408,0.514,0.435,0.761,0.442,0.471,24.0,0.0,16.2,0.484,33.0,NBA,740.0,PG,2017-18,GSW,Quinn Cook
0.0,0.0,0.157,0.118,0.18,0.544,0.089,0.456,0.205,0.002,0.609,0.442,0.519,0.407,0.515,0.436,0.815,0.405,0.439,25.0,1.0,17.5,0.465,74.0,NBA,1059.0,PG,2018-19,GSW,Quinn Cook
0.0,0.0,0.192,0.089,0.178,0.603,0.145,0.397,0.247,0.0,0.61,0.632,0.368,0.333,0.465,0.29,0.774,0.365,0.476,26.0,0.0,15.7,0.425,44.0,NBA,508.0,PG,2019-20,LAL,Quinn Cook
0.0,0.0,0.235,0.088,0.191,0.618,0.103,0.382,0.308,0.0,0.375,0.5,0.385,0.333,0.429,0.571,0.455,0.423,0.25,27.0,0.0,15.5,0.426,23.0,NBA,157.0,PG,2020-21,TOT,Quinn Cook
0.0,0.0,0.154,0.115,0.192,0.5,0.038,0.5,0.308,0.0,0.25,0.667,0.6,0.429,0.538,1.0,0.4,0.385,0.25,27.0,0.0,18.4,0.462,16.0,NBA,62.0,PG,2020-21,LAL,Quinn Cook
0.0,0.0,0.286,0.071,0.19,0.69,0.143,0.31,0.308,0.0,0.417,0.333,0.25,0.273,0.379,0.5,0.5,0.462,0.25,27.0,0.0,13.7,0.405,7.0,NBA,95.0,PG,2020-21,CLE,Quinn Cook
0.0,0.0,0.091,0.105,0.108,0.476,0.176,0.524,0.31,0.0,0.667,0.355,0.469,0.477,0.461,0.404,0.93,0.368,0.458,23.0,2.0,17.8,0.412,72.0,NBA,1271.0,SG,2013-14,CLE,Matthew Dellavedova
0.0,0.0,0.059,0.121,0.075,0.456,0.202,0.544,0.323,0.0,0.389,0.351,0.348,0.326,0.307,0.242,0.897,0.407,0.315,24.0,0.0,17.6,0.362,67.0,NBA,1380.0,SG,2014-15,CLE,Matthew Dellavedova
0.0,0.0,0.092,0.135,0.065,0.532,0.241,0.468,0.172,0.0,0.489,0.304,0.485,0.321,0.401,0.398,0.806,0.41,0.488,25.0,0.0,15.9,0.405,76.0,NBA,1867.0,PG,2015-16,CLE,Matthew Dellavedova
0.0,0.0,0.15,0.101,0.077,0.597,0.266,0.403,0.144,0.0,0.4,0.389,0.366,0.31,0.404,0.43,0.861,0.367,0.355,26.0,0.0,15.1,0.39,76.0,NBA,1986.0,PG,2016-17,MIL,Matthew Dellavedova
0.0,0.0,0.079,0.105,0.086,0.487,0.217,0.513,0.141,0.0,0.583,0.438,0.308,0.269,0.351,0.242,0.897,0.372,0.455,27.0,0.0,17.4,0.362,38.0,NBA,712.0,PG,2017-18,MIL,Matthew Dellavedova
0.0,0.0,0.124,0.091,0.037,0.463,0.211,0.537,0.054,0.0,0.567,0.409,0.444,0.278,0.482,0.471,0.773,0.338,0.143,28.0,4.0,18.1,0.405,48.0,NBA,812.0,PG,2018-19,TOT,Matthew Dellavedova
0.0,0.0,0.105,0.053,0.105,0.421,0.158,0.579,0.091,0.0,0.0,1.0,0.0,0.0,0.25,0.333,1.0,0.364,0.0,28.0,0.0,18.9,0.316,12.0,NBA,97.0,PG,2018-19,MIL,Matthew Dellavedova
0.0,0.0,0.126,0.094,0.031,0.466,0.215,0.534,0.05,0.0,0.607,0.381,0.571,0.288,0.5,0.479,0.75,0.336,0.167,28.0,4.0,18.0,0.413,36.0,NBA,715.0,PG,2018-19,CLE,Matthew Dellavedova
0.0,0.0,0.137,0.103,0.011,0.48,0.229,0.52,0.165,0.0,0.542,0.611,0.5,0.317,0.488,0.4,0.905,0.231,0.333,29.0,0.0,16.6,0.354,57.0,NBA,821.0,PG,2019-20,CLE,Matthew Dellavedova
0.0,0.0,0.161,0.071,0.0,0.554,0.321,0.446,0.16,0.0,0.222,0.25,0.0,0.4,0.323,0.389,0.75,0.16,0.0,30.0,0.0,14.3,0.25,13.0,NBA,224.0,PG,2020-21,CLE,Matthew Dellavedova
0.0,0.0,0.08,0.12,0.04,0.46,0.22,0.54,0.148,0.0,0.75,0.167,0.5,0.25,0.348,0.273,0.778,0.333,0.5,32.0,0.0,17.5,0.34,32.0,NBA,213.0,PG,2022-23,SAC,Matthew Dellavedova
2.0,0.0,0.211,0.118,0.186,0.578,0.062,0.422,0.221,0.019,0.588,0.684,0.433,0.64,0.538,0.4,1.0,0.324,0.333,23.0,1.0,16.2,0.447,44.0,NBA,474.0,SG,2017-18,NYK,Damyean Dotson
4.0,0.0,0.165,0.08,0.203,0.51,0.062,0.49,0.152,0.01,0.591,0.393,0.458,0.567,0.461,0.209,0.881,0.368,0.5,24.0,1.0,18.2,0.415,73.0,NBA,2004.0,SG,2018-19,NYK,Damyean Dotson
0.0,0.0,0.128,0.062,0.193,0.438,0.055,0.562,0.153,0.0,0.676,0.389,0.446,0.541,0.48,0.25,0.814,0.362,0.32,25.0,0.0,19.6,0.414,48.0,NBA,836.0,SG,2019-20,NYK,Damyean Dotson
2.0,0.0,0.174,0.072,0.137,0.457,0.075,0.543,0.208,0.007,0.667,0.333,0.475,0.493,0.545,0.591,0.891,0.289,0.333,26.0,2.0,18.4,0.406,46.0,NBA,907.0,SG,2020-21,CLE,Damyean Dotson
0.0,0.0,0.25,0.25,0.0,0.75,0.25,0.25,1.0,0.0,1.0,1.0,0.0,0.5,0.667,0.0,0.0,0.0,0.0,27.0,0.0,11.3,0.5,2.0,NBA,21.0,SG,2021-22,NYK,Damyean Dotson
114.0,0.0,0.816,0.02,0.012,0.994,0.146,0.006,0.0,0.365,0.688,0.0,0.0,0.623,0.609,0.3,0.0,0.5,0.0,19.0,1.0,2.2,0.608,60.0,NBA,1243.0,C,2012-13,DET,Andre Drummond
183.0,0.0,0.814,0.01,0.001,0.997,0.172,0.003,0.0,0.256,0.682,0.25,0.0,0.574,0.625,0.379,0.0,0.0,0.0,20.0,1.0,1.9,0.623,81.0,NBA,2619.0,C,2013-14,DET,Andre Drummond
166.0,0.0,0.687,0.019,0.003,0.998,0.29,0.002,0.0,0.196,0.6,0.111,0.0,0.579,0.515,0.344,0.0,0.0,0.0,21.0,2.0,2.4,0.514,82.0,NBA,2502.0,C,2014-15,DET,Andre Drummond
115.0,1.0,0.592,0.042,0.004,0.994,0.358,0.006,0.0,0.125,0.612,0.227,0.25,0.533,0.522,0.409,0.0,0.333,0.0,22.0,4.0,3.1,0.521,81.0,NBA,2666.0,C,2015-16,DET,Andre Drummond
