# Dunks,# Heaves,% of FGA 0-3,% of FGA 10-16,% of FGA 16-3P,% of FGA 2P,% of FGA 3-10,% of FGA 3P,%3PA Corner 3s,%FGA Dunks,0-3 FG%,10-16 FG%,16-3P FG%,2P % AST,2P FG%,3-10 FG%,3P % AST,3P FG%,3P% Corner 3s,AGE,Att. Heaves,Dist.,FG%,G,LEAGUE,MP,POS,SEASON,TEAM,PLAYER
2.0,0.0,0.258,0.18,0.225,0.876,0.213,0.124,0.545,0.022,0.565,0.25,0.25,0.357,0.359,0.316,1.0,0.273,0.5,21.0,0.0,10.9,0.348,33.0,NBA,358.0,SF,2014-15,SAS,Kyle Anderson
9.0,0.0,0.217,0.251,0.21,0.875,0.2,0.125,0.865,0.034,0.609,0.5,0.452,0.484,0.488,0.373,1.0,0.324,0.375,22.0,0.0,11.5,0.468,78.0,NBA,1245.0,SF,2015-16,SAS,Kyle Anderson
4.0,0.0,0.344,0.105,0.163,0.809,0.196,0.191,0.725,0.019,0.611,0.273,0.294,0.577,0.462,0.439,1.0,0.375,0.414,23.0,1.0,11.2,0.445,72.0,NBA,1020.0,SF,2016-17,SAS,Kyle Anderson
15.0,0.0,0.388,0.128,0.105,0.87,0.249,0.13,0.649,0.039,0.688,0.482,0.391,0.514,0.556,0.459,0.947,0.333,0.405,24.0,1.0,8.4,0.527,74.0,NBA,1978.0,SF,2017-18,SAS,Kyle Anderson
2.0,0.0,0.464,0.051,0.101,0.877,0.261,0.123,0.618,0.011,0.68,0.357,0.5,0.539,0.583,0.486,1.0,0.265,0.381,25.0,0.0,7.9,0.543,43.0,NBA,1281.0,SF,2018-19,MEM,Kyle Anderson
10.0,0.0,0.26,0.136,0.085,0.743,0.263,0.257,0.518,0.03,0.663,0.4,0.5,0.541,0.541,0.506,1.0,0.282,0.25,26.0,2.0,11.8,0.474,67.0,NBA,1330.0,SF,2019-20,MEM,Kyle Anderson
7.0,0.0,0.158,0.149,0.076,0.603,0.22,0.397,0.425,0.012,0.654,0.541,0.42,0.449,0.539,0.497,0.862,0.36,0.369,27.0,1.0,14.8,0.468,69.0,NBA,1887.0,PF,2020-21,MEM,Kyle Anderson
19.0,0.0,0.279,0.141,0.045,0.768,0.303,0.232,0.422,0.043,0.641,0.333,0.238,0.514,0.481,0.437,0.972,0.33,0.435,28.0,0.0,10.7,0.446,69.0,NBA,1484.0,PF,2021-22,MEM,Kyle Anderson
10.0,0.0,0.246,0.087,0.028,0.788,0.426,0.212,0.448,0.02,0.648,0.465,0.143,0.512,0.536,0.512,0.93,0.41,0.468,29.0,1.0,9.9,0.509,69.0,NBA,1957.0,PF,2022-23,MIN,Kyle Anderson
19.0,0.0,0.569,0.123,0.092,1.0,0.215,0.0,0.0,0.308,0.757,0.625,0.667,0.791,0.662,0.429,0.0,0.0,0.0,22.0,0.0,4.9,0.662,39.0,NBA,405.0,C,2009-10,POR,Jeff Ayres
8.0,0.0,0.417,0.167,0.167,1.0,0.25,0.0,0.0,0.25,0.533,0.5,0.167,0.8,0.417,0.333,0.0,0.0,0.0,24.0,0.0,7.6,0.417,20.0,NBA,106.0,C,2011-12,IND,Jeff Ayres
