# Dunks,# Heaves,% of FGA 0-3,% of FGA 10-16,% of FGA 16-3P,% of FGA 2P,% of FGA 3-10,% of FGA 3P,%3PA Corner 3s,%FGA Dunks,0-3 FG%,10-16 FG%,16-3P FG%,2P % AST,2P FG%,3-10 FG%,3P % AST,3P FG%,3P% Corner 3s,AGE,Att. Heaves,Dist.,FG%,G,LEAGUE,MP,POS,SEASON,TEAM,PLAYER
4.0,0.0,0.313,0.075,0.478,0.925,0.06,0.075,0.2,0.06,0.667,0.2,0.219,0.391,0.371,0.25,0.0,0.0,0.0,20.0,0.0,13.1,0.343,31.0,NBA,162.0,PG,2010-11,BOS,Avery Bradley
14.0,0.0,0.41,0.057,0.311,0.866,0.087,0.134,0.648,0.045,0.661,0.522,0.4,0.629,0.511,0.2,1.0,0.407,0.571,21.0,0.0,11.1,0.498,64.0,NBA,1368.0,PG,2011-12,BOS,Avery Bradley
8.0,0.0,0.295,0.067,0.305,0.736,0.069,0.264,0.825,0.019,0.482,0.313,0.445,0.487,0.432,0.273,0.95,0.317,0.337,22.0,0.0,13.9,0.402,50.0,NBA,1435.0,PG,2012-13,BOS,Avery Bradley
17.0,0.0,0.187,0.064,0.425,0.758,0.081,0.242,0.625,0.027,0.597,0.321,0.439,0.543,0.451,0.284,0.937,0.395,0.368,23.0,0.0,15.8,0.438,60.0,NBA,1855.0,SG,2013-14,BOS,Avery Bradley
14.0,0.0,0.168,0.044,0.389,0.652,0.05,0.348,0.358,0.016,0.612,0.356,0.431,0.661,0.47,0.392,0.895,0.352,0.389,24.0,2.0,16.8,0.429,77.0,NBA,2428.0,SG,2014-15,BOS,Avery Bradley
25.0,0.0,0.216,0.042,0.309,0.601,0.034,0.399,0.329,0.025,0.718,0.349,0.387,0.647,0.505,0.4,0.912,0.361,0.313,25.0,0.0,16.4,0.447,76.0,NBA,2536.0,SG,2015-16,BOS,Avery Bradley
23.0,0.0,0.27,0.066,0.231,0.643,0.076,0.357,0.296,0.031,0.622,0.529,0.408,0.614,0.504,0.356,0.815,0.39,0.39,26.0,1.0,15.1,0.463,55.0,NBA,1835.0,SG,2016-17,BOS,Avery Bradley
13.0,0.0,0.227,0.099,0.219,0.675,0.13,0.325,0.335,0.026,0.599,0.355,0.358,0.685,0.436,0.346,0.92,0.369,0.426,27.0,0.0,14.3,0.414,46.0,NBA,1433.0,SG,2017-18,TOT,Avery Bradley
11.0,0.0,0.221,0.098,0.216,0.66,0.125,0.34,0.314,0.025,0.571,0.375,0.341,0.704,0.423,0.338,0.919,0.381,0.459,27.0,0.0,14.6,0.409,40.0,NBA,1268.0,SG,2017-18,DET,Avery Bradley
2.0,0.0,0.291,0.109,0.255,0.836,0.182,0.164,0.778,0.036,0.813,0.167,0.5,0.56,0.543,0.4,1.0,0.111,0.143,27.0,0.0,11.2,0.473,6.0,NBA,165.0,SG,2017-18,LAC,Avery Bradley
2.0,0.0,0.161,0.074,0.262,0.597,0.1,0.403,0.359,0.003,0.49,0.4,0.472,0.611,0.446,0.344,0.86,0.351,0.386,28.0,3.0,17.0,0.408,63.0,NBA,1905.0,SG,2018-19,TOT,Avery Bradley
2.0,0.0,0.176,0.064,0.245,0.59,0.105,0.41,0.436,0.005,0.473,0.444,0.408,0.631,0.415,0.318,0.948,0.337,0.36,28.0,2.0,16.6,0.383,49.0,NBA,1463.0,SG,2018-19,LAC,Avery Bradley
0.0,0.0,0.128,0.096,0.298,0.612,0.09,0.388,0.178,0.0,0.542,0.333,0.589,0.576,0.513,0.412,0.679,0.384,0.538,28.0,1.0,17.9,0.463,14.0,NBA,442.0,SG,2018-19,MEM,Avery Bradley
2.0,0.0,0.17,0.076,0.211,0.548,0.091,0.452,0.468,0.005,0.646,0.448,0.457,0.738,0.51,0.429,0.921,0.364,0.358,29.0,1.0,16.9,0.444,49.0,NBA,1186.0,SG,2019-20,LAL,Avery Bradley
0.0,0.0,0.158,0.035,0.117,0.409,0.099,0.591,0.396,0.0,0.741,0.167,0.2,0.71,0.443,0.353,0.939,0.327,0.375,30.0,0.0,18.2,0.374,27.0,NBA,602.0,SG,2020-21,TOT,Avery Bradley
0.0,0.0,0.136,0.061,0.106,0.424,0.121,0.576,0.5,0.0,0.889,0.25,0.429,0.733,0.536,0.375,1.0,0.421,0.421,30.0,0.0,17.8,0.47,10.0,NBA,211.0,SG,2020-21,MIA,Avery Bradley
0.0,0.0,0.171,0.019,0.124,0.4,0.086,0.6,0.333,0.0,0.667,0.0,0.077,0.688,0.381,0.333,0.882,0.27,0.333,30.0,0.0,18.5,0.314,17.0,NBA,391.0,SG,2020-21,HOU,Avery Bradley
1.0,0.0,0.137,0.083,0.089,0.4,0.091,0.6,0.538,0.003,0.604,0.483,0.452,0.636,0.471,0.281,0.939,0.39,0.381,31.0,0.0,18.1,0.423,62.0,NBA,1406.0,SG,2021-22,LAL,Avery Bradley
5.0,0.0,0.647,0.05,0.167,1.0,0.136,0.0,0.0,0.023,0.573,0.182,0.405,0.645,0.484,0.267,0.0,0.0,0.0,22.0,0.0,5.0,0.484,69.0,NBA,940.0,C,2007-08,BOS,Glen Davis
14.0,0.0,0.331,0.109,0.404,0.989,0.144,0.011,0.2,0.031,0.584,0.306,0.412,0.772,0.443,0.308,1.0,0.4,1.0,23.0,2.0,10.7,0.442,76.0,NBA,1637.0,C,2008-09,BOS,Glen Davis
4.0,0.0,0.495,0.104,0.161,0.986,0.226,0.014,0.5,0.018,0.536,0.379,0.356,0.68,0.444,0.333,0.0,0.0,0.0,24.0,1.0,6.7,0.437,54.0,NBA,933.0,PF,2009-10,BOS,Glen Davis
12.0,0.0,0.286,0.134,0.402,0.981,0.16,0.019,0.133,0.017,0.646,0.439,0.36,0.706,0.454,0.359,0.0,0.133,0.0,25.0,2.0,11.2,0.448,78.0,NBA,2298.0,C,2010-11,BOS,Glen Davis
13.0,0.0,0.318,0.159,0.273,0.974,0.223,0.026,0.0,0.032,0.606,0.365,0.301,0.65,0.429,0.378,1.0,0.143,0.0,26.0,1.0,9.9,0.421,61.0,NBA,1427.0,PF,2011-12,ORL,Glen Davis
9.0,0.0,0.312,0.18,0.27,0.996,0.234,0.004,0.5,0.019,0.658,0.395,0.287,0.621,0.45,0.402,0.0,0.0,0.0,27.0,0.0,9.4,0.448,34.0,NBA,1064.0,PF,2012-13,ORL,Glen Davis
