SEASON,AGE,TEAM,LEAGUE,POS,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PLAYER
2006-07,21.0,TOR,NBA,PF,65,2,25.1,4.1,9.6,.427,1.5,4.1,.373,2.6,5.5,.468,.507,1.8,2.2,.824,0.8,3.1,3.9,0.8,0.5,0.8,1.6,2.8,11.6,Andrea Bargnani
2007-08,22.0,TOR,NBA,PF,78,53,23.9,3.6,9.3,.386,1.2,3.3,.345,2.4,5.9,.409,.448,1.8,2.2,.840,0.6,3.1,3.7,1.1,0.3,0.5,1.1,2.7,10.2,Andrea Bargnani
2008-09,23.0,TOR,NBA,PF,78,59,31.4,5.5,12.3,.450,1.5,3.7,.409,4.0,8.6,.468,.512,2.8,3.4,.831,0.9,4.4,5.3,1.2,0.4,1.2,1.7,3.1,15.4,Andrea Bargnani
2009-10,24.0,TOR,NBA,PF,80,80,35.0,6.7,14.3,.470,1.5,4.1,.372,5.2,10.2,.509,.523,2.3,2.9,.774,1.3,4.9,6.2,1.2,0.3,1.4,1.5,2.7,17.2,Andrea Bargnani
2010-11,25.0,TOR,NBA,C,66,66,35.7,8.0,17.8,.448,1.2,3.4,.345,6.8,14.4,.472,.480,4.3,5.3,.820,1.1,4.1,5.2,1.8,0.5,0.7,2.3,2.4,21.4,Andrea Bargnani
2011-12,26.0,TOR,NBA,C,31,31,33.3,6.7,15.6,.432,1.1,3.7,.296,5.6,11.9,.474,.467,4.9,5.6,.873,0.8,4.8,5.5,2.0,0.6,0.5,2.2,1.7,19.5,Andrea Bargnani
2012-13,27.0,TOR,NBA,PF,35,25,28.7,4.9,12.2,.399,1.1,3.5,.309,3.8,8.7,.436,.444,1.9,2.2,.844,0.7,2.9,3.7,1.1,0.6,0.7,1.5,1.8,12.7,Andrea Bargnani
2013-14,28.0,NYK,NBA,C,42,39,29.9,5.3,12.0,.442,0.7,2.6,.278,4.6,9.4,.487,.472,2.0,2.4,.824,1.6,3.6,5.3,1.1,0.3,1.2,1.4,2.4,13.3,Andrea Bargnani
2014-15,29.0,NYK,NBA,C,29,22,27.1,5.7,12.4,.454,0.5,1.4,.366,5.1,11.0,.466,.475,3.0,3.7,.813,1.1,3.3,4.4,1.6,0.1,0.9,1.4,1.8,14.8,Andrea Bargnani
2015-16,30.0,BRK,NBA,C,46,0,13.8,2.8,6.1,.455,0.1,0.3,.188,2.7,5.7,.471,.461,1.0,1.2,.825,0.6,1.5,2.1,0.4,0.1,0.2,0.6,1.3,6.6,Andrea Bargnani
2016-17,31.0,Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Did Not Play (other pro league—Spain),Andrea Bargnani
2011-12,22.0,Did Not Play (other pro league—Turkey),Did Not Play (other pro league—Turkey),Did Not Play (other pro league—Turkey),Did Not Play (other pro league—Turkey),Did Not Play (other pro league—Turkey),Did Not Play (other pro league—Turkey),Did Not Play (other pro league—Turkey),Did Not Play (other pro league—Turkey),Did Not Play (other pro league—Turkey),Did Not Play (other pro league—Turkey),Did Not Play (other pro league—Turkey),Did Not Play (other pro league—Turkey),Did Not Play (other pro league—Turkey),Did Not Play (other pro league—Turkey),Did Not Play (other pro league—Turkey),Did Not Play (other pro league—Turkey),Did Not Play (other pro league—Turkey),Did Not Play (other pro league—Turkey),Did Not Play (other pro league—Turkey),Did Not Play (other pro league—Turkey),Did Not Play (other pro league—Turkey),Did Not Play (other pro league—Turkey),Did Not Play (other pro league—Turkey),Did Not Play (other pro league—Turkey),Did Not Play (other pro league—Turkey),Did Not Play (other pro league—Turkey),Did Not Play (other pro league—Turkey),Did Not Play (other pro league—Turkey),Bojan Bogdanović
2012-13,23.0,Did Not Play (other pro league—Turkey),Did Not Play (other pro league—Turkey),Did Not Play (other pro league—Turkey),Did Not Play (other pro league—Turkey),Did Not Play (other pro league—Turkey),Did Not Play (other pro league—Turkey),Did Not Play (other pro league—Turkey),Did Not Play (other pro league—Turkey),Did Not Play (other pro league—Turkey),Did Not Play (other pro league—Turkey),Did Not Play (other pro league—Turkey),Did Not Play (other pro league—Turkey),Did Not Play (other pro league—Turkey),Did Not Play (other pro league—Turkey),Did Not Play (other pro league—Turkey),Did Not Play (other pro league—Turkey),Did Not Play (other pro league—Turkey),Did Not Play (other pro league—Turkey),Did Not Play (other pro league—Turkey),Did Not Play (other pro league—Turkey),Did Not Play (other pro league—Turkey),Did Not Play (other pro league—Turkey),Did Not Play (other pro league—Turkey),Did Not Play (other pro league—Turkey),Did Not Play (other pro league—Turkey),Did Not Play (other pro league—Turkey),Did Not Play (other pro league—Turkey),Did Not Play (other pro league—Turkey),Bojan Bogdanović
