DATE,AGE,TEAM,HOME/AWAY,OPPONENT,RESULT,GS,MP,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,GAME_SCORE,BPM,PLAYER
2021-12-22,22-364,LAC,AWAY,SAC,W (+16),0,1:28,,,0.0,0.0,0.0,77.9,0.0,0.0,,0.0,217,103,0.7,24.2,Moses Wright
2021-12-27,23-004,LAC,HOME,BRK,L (-16),Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Moses Wright
2022-03-23,23-090,DAL,HOME,HOU,W (+19),0,3:18,.436,.333,35.5,0.0,16.7,0.0,0.0,0.0,0.0,46.5,107,105,2.0,-6.8,Moses Wright
2022-03-29,23-096,DAL,HOME,LAL,W (+18),0,2:08,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.6,0,128,-0.7,-32.7,Moses Wright
2022-04-10,23-108,DAL,HOME,SAS,W (+10),0,7:50,1.136,,0.0,30.6,15.7,13.3,0.0,10.6,0.0,4.9,248,114,4.0,11.3,Moses Wright
2021-10-21,22-176,MIA,HOME,MIL,W (+42),0,8:15,.750,.750,0.0,11.2,6.1,0.0,0.0,0.0,0.0,9.6,148,95,1.9,2.0,KZ Okpala
2021-10-25,22-180,MIA,HOME,ORL,W (+17),0,1:38,,,0.0,75.4,36.3,0.0,0.0,0.0,,0.0,0,89,0.3,-1.0,KZ Okpala
2021-10-27,22-182,MIA,AWAY,BRK,W (+13),0,0:51,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,98,0.0,-3.3,KZ Okpala
2021-10-30,22-185,MIA,AWAY,MEM,W (+26),0,4:59,,,0.0,20.5,11.7,0.0,0.0,0.0,,0.0,0,109,0.3,-3.0,KZ Okpala
2021-11-08,22-194,MIA,AWAY,DEN,L (-17),0,2:39,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,127,0.0,-6.0,KZ Okpala
2021-11-15,22-201,MIA,AWAY,OKC,W (+13),0,15:04,.405,.333,23.3,27.7,25.6,11.6,3.3,0.0,0.0,30.1,107,90,7.5,-1.9,KZ Okpala
2021-11-17,22-203,MIA,HOME,NOP,W (+15),0,11:49,.000,.000,10.7,0.0,5.3,9.7,0.0,0.0,0.0,15.6,41,116,-2.2,-20.5,KZ Okpala
2021-11-18,22-204,MIA,HOME,WAS,W (+15),0,1:22,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,114,0.0,-7.1,KZ Okpala
2021-11-29,22-215,MIA,HOME,DEN,L (-9),0,1:40,,,0.0,90.0,38.9,0.0,0.0,0.0,,0.0,0,127,0.3,-2.9,KZ Okpala
2021-12-01,22-217,MIA,HOME,CLE,L (-26),0,14:35,.647,.500,6.7,0.0,4.4,11.5,0.0,8.9,0.0,15.0,148,126,5.5,2.2,KZ Okpala
2021-12-04,22-220,MIA,AWAY,MIL,L (-22),0,6:49,.000,.000,0.0,0.0,0.0,20.7,0.0,0.0,0.0,13.0,33,138,-0.7,-15.9,KZ Okpala
2021-12-06,22-222,MIA,HOME,MEM,L (-15),0,1:16,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,121,0.0,-6.2,KZ Okpala
2021-12-08,22-224,MIA,HOME,MIL,W (+9),0,32:05,1.000,1.000,0.0,28.1,16.2,8.8,1.5,6.5,16.7,8.8,152,99,12.4,7.7,KZ Okpala
2021-12-11,22-227,MIA,HOME,CHI,W (+26),0,27:59,.500,.500,4.4,11.4,8.2,0.0,0.0,4.0,0.0,16.3,109,103,4.9,-9.0,KZ Okpala
2021-12-13,22-229,MIA,AWAY,CLE,L (-11),0,17:22,.300,.300,6.1,15.4,10.2,15.7,3.1,0.0,28.6,18.8,65,114,1.2,-7.0,KZ Okpala
2021-12-15,22-231,MIA,AWAY,PHI,W (+5),0,14:49,.667,.667,0.0,16.6,8.2,22.7,0.0,7.7,0.0,9.6,155,103,4.2,3.7,KZ Okpala
2021-12-17,22-233,MIA,AWAY,ORL,W (+10),0,15:35,.381,.286,15.0,7.5,11.3,0.0,0.0,5.4,0.0,23.0,106,116,4.3,-10.7,KZ Okpala
2021-12-19,22-235,MIA,AWAY,DET,L (-10),0,14:48,.250,.250,6.6,8.8,7.5,0.0,3.5,0.0,20.0,16.0,51,104,-1.0,-15.0,KZ Okpala
2021-12-21,22-237,MIA,HOME,IND,W (+29),0,23:21,.889,.889,0.0,12.6,6.5,6.3,0.0,0.0,0.0,16.7,178,107,13.7,8.6,KZ Okpala
2021-12-23,22-239,MIA,HOME,DET,W (+3),0,11:35,.500,.500,9.6,9.6,9.6,21.3,0.0,0.0,25.0,15.2,104,115,2.3,-0.1,KZ Okpala
2021-12-28,22-244,MIA,HOME,WAS,W (+7),0,15:31,.676,.750,0.0,0.0,0.0,9.8,0.0,7.2,0.0,12.6,138,129,5.0,-3.1,KZ Okpala
2022-01-05,22-252,MIA,AWAY,POR,W (+6),Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,KZ Okpala
2022-01-08,22-255,MIA,AWAY,PHO,W (+23),Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,KZ Okpala
2019-10-23,20-178,MIA,HOME,MEM,W (+19),0,1:10,,,0.0,84.0,45.2,0.0,0.0,0.0,100.0,33.4,0,81,-0.7,-32.1,KZ Okpala
2019-10-27,20-182,MIA,AWAY,MIN,L (-7),0,1:28,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,122,0.0,-7.4,KZ Okpala
