PLAYER,DATE,AGE,TEAM,HOME/AWAY,OPPONENT,RESULT,GS,MP,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,GAME_SCORE,BPM
Jeryl Sasser,2001-12-22,22-312,ORL,AWAY,DAL,L (-22),0,14:31,.307,.250,5.6,13.9,9.3,12.4,0.0,0.0,17.0,17.0,70,122,0.0,-12.9
Jeryl Sasser,2001-12-26,22-316,ORL,HOME,IND,L (-7),0,0:21,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,107,0.0,-3.8
Jeryl Sasser,2002-01-02,22-323,ORL,AWAY,BOS,L (-16),0,7:40,.460,.400,14.3,16.7,15.4,0.0,13.0,0.0,0.0,31.7,104,96,5.3,11.3
Jeryl Sasser,2002-01-22,22-343,ORL,HOME,ATL,W (+14),0,5:31,.532,.000,0.0,21.6,11.4,0.0,0.0,0.0,0.0,15.7,126,102,1.6,-6.4
Jeryl Sasser,2002-01-30,22-351,ORL,HOME,LAL,L (-18),0,1:05,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,44.7,0,123,-1.0,-48.0
Jeryl Sasser,2002-02-05,22-357,ORL,HOME,CLE,W (+8),0,2:07,.000,.000,66.7,0.0,29.3,0.0,22.9,0.0,0.0,62.9,26,56,-0.4,-23.0
Jeryl Sasser,2002-04-17,23-063,ORL,HOME,MIA,L (-14),0,2:58,.000,.000,0.0,0.0,0.0,50.0,0.0,0.0,0.0,15.9,45,116,0.0,-7.9
Jeryl Sasser,2002-10-29,23-258,ORL,HOME,PHI,W (+7),0,5:03,.000,.000,44.7,0.0,22.6,0.0,0.0,0.0,0.0,18.2,62,99,0.0,-12.0
Jeryl Sasser,2002-10-30,23-259,ORL,AWAY,MIA,W (+14),0,7:42,.000,.000,51.4,0.0,25.0,15.4,0.0,0.0,0.0,19.3,85,109,0.7,-11.2
Jeryl Sasser,2002-11-01,23-261,ORL,AWAY,MIN,L (-6),0,0:35,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,118,0.0,-3.4
Jeryl Sasser,2002-11-02,23-262,ORL,AWAY,MIL,W (+10),0,4:35,.000,.000,22.3,0.0,11.0,0.0,0.0,0.0,0.0,9.1,63,110,-0.4,-15.6
Jeryl Sasser,2002-11-05,23-265,ORL,HOME,SAC,W (+4),0,2:57,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,120,-0.4,-9.3
Jeryl Sasser,2002-11-12,23-272,ORL,HOME,TOR,L (-6),0,4:34,.500,.500,0.0,0.0,0.0,46.2,0.0,0.0,0.0,23.1,117,129,1.3,-3.1
Jeryl Sasser,2002-11-14,23-274,ORL,AWAY,LAC,W (+21),0,16:40,.250,.250,0.0,20.7,10.0,7.4,0.0,4.7,20.0,12.9,57,87,0.5,-6.9
Jeryl Sasser,2002-11-16,23-276,ORL,AWAY,GSW,L (-43),0,24:12,.500,.500,0.0,5.7,2.5,0.0,2.1,0.0,33.3,5.4,66,141,0.1,-8.7
Jeryl Sasser,2002-11-17,23-277,ORL,AWAY,SAC,L (-2),0,6:26,.000,.000,0.0,22.2,8.8,0.0,0.0,0.0,0.0,6.4,0,107,-0.8,-12.5
Jeryl Sasser,2002-11-19,23-279,ORL,AWAY,SEA,W (+17),0,2:13,.000,.000,0.0,0.0,0.0,60.0,0.0,0.0,0.0,24.8,60,106,0.0,-7.3
Jeryl Sasser,2002-11-20,23-280,ORL,AWAY,POR,L (-14),0,2:12,.500,.500,0.0,0.0,0.0,100.0,25.6,0.0,0.0,47.0,116,59,2.7,47.1
Jeryl Sasser,2002-11-22,23-282,ORL,AWAY,IND,L (-36),0,15:52,.347,.250,5.2,6.0,5.6,0.0,6.3,3.6,34.2,23.0,51,103,0.7,-6.9
Jeryl Sasser,2002-11-24,23-284,ORL,HOME,MIA,W (+2),0,10:59,.000,.000,11.8,0.0,4.9,0.0,5.0,0.0,50.0,8.7,23,87,0.0,-4.6
Jeryl Sasser,2002-11-27,23-287,ORL,HOME,LAL,W (+10),0,0:29,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,117,0.0,-3.2
Jeryl Sasser,2002-11-30,23-290,ORL,HOME,ATL,W (+25),0,12:00,.680,.700,9.3,0.0,4.3,11.8,4.2,0.0,25.4,28.3,107,101,5.7,3.8
Jeryl Sasser,2002-12-04,23-294,ORL,AWAY,NYK,W (+2),0,17:18,.000,.000,0.0,26.9,13.8,15.7,3.3,5.0,0.0,2.8,83,87,3.6,5.9
Jeryl Sasser,2002-12-07,23-297,ORL,AWAY,NJN,L (-33),0,15:22,.296,.000,7.1,33.7,19.3,32.0,3.5,4.7,0.0,20.4,93,121,6.2,4.2
Jeryl Sasser,2002-12-09,23-299,ORL,AWAY,BOS,L (-5),0,5:53,1.500,1.500,0.0,0.0,0.0,30.3,0.0,0.0,0.0,7.1,280,114,3.0,18.2
Jeryl Sasser,2002-12-10,23-300,ORL,AWAY,CHI,L (-20),0,7:29,.000,.000,0.0,17.6,7.1,0.0,0.0,0.0,66.7,15.8,0,117,-3.6,-31.0
Jeryl Sasser,2002-12-13,23-303,ORL,HOME,GSW,W (+26),0,12:31,.129,.000,0.0,16.7,8.5,0.0,0.0,0.0,20.5,17.2,24,94,-2.3,-19.7
Jeryl Sasser,2002-12-15,23-305,ORL,AWAY,LAL,L (-23),0,9:40,.313,.313,9.2,0.0,5.5,0.0,10.0,0.0,0.0,35.0,72,100,2.9,4.1
Jeryl Sasser,2002-12-16,23-306,ORL,AWAY,PHO,L (-3),1,35:08,.464,.333,16.1,17.6,16.8,0.0,1.6,0.0,6.2,20.4,115,103,10.9,0.0
Jeryl Sasser,2002-12-18,23-308,ORL,AWAY,UTA,W (+7),0,36:13,.546,.500,0.0,19.0,9.3,4.6,4.4,0.0,12.0,11.3,99,94,7.6,0.7
Jeryl Sasser,2002-12-20,23-310,ORL,AWAY,DEN,W (+9),0,19:34,.333,.333,0.0,5.9,3.1,9.9,2.8,0.0,0.0,8.1,77,92,1.9,-2.7
Jeryl Sasser,2002-12-23,23-313,ORL,HOME,MIL,L (-5),0,18:34,.258,.000,5.1,0.0,2.9,0.0,2.6,0.0,0.0,8.1,79,113,1.2,-6.6
Jeryl Sasser,2002-12-25,23-315,ORL,HOME,DET,W (+5),0,7:14,1.042,1.000,28.6,0.0,16.3,0.0,0.0,0.0,0.0,9.0,215,116,3.7,6.9
Jeryl Sasser,2002-12-27,23-317,ORL,AWAY,MEM,L (-13),0,10:13,.725,.000,0.0,22.3,11.3,15.5,5.5,0.0,0.0,13.5,168,101,5.6,11.8
Jeryl Sasser,2002-12-28,23-318,ORL,HOME,BOS,W (+6),0,8:31,.543,.000,0.0,26.0,13.3,0.0,0.0,0.0,0.0,13.4,129,101,0.9,-8.3
Jeryl Sasser,2002-12-30,23-320,ORL,HOME,WAS,W (+17),0,19:18,.515,.500,16.3,22.3,19.4,7.8,0.0,0.0,20.5,23.7,96,107,4.8,-6.4
Jeryl Sasser,2003-01-03,23-324,ORL,AWAY,NOH,L (-11),0,13:36,.000,.000,17.1,10.7,14.3,10.1,0.0,0.0,25.0,13.3,41,116,-0.7,-11.9
Jeryl Sasser,2003-01-04,23-325,ORL,HOME,NJN,L (-5),0,10:35,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,9.4,0,111,-2.0,-13.6
Jeryl Sasser,2003-01-06,23-327,ORL,HOME,NYK,W (+3),0,7:34,.000,.000,15.4,28.6,22.2,17.6,0.0,0.0,0.0,12.2,67,112,0.2,-11.1
Jeryl Sasser,2003-01-08,23-329,ORL,HOME,HOU,L (-10),0,10:58,.000,.000,16.5,26.4,20.3,42.2,5.1,0.0,33.3,12.4,61,97,2.3,2.7
Jeryl Sasser,2003-01-10,23-331,ORL,HOME,IND,L (-4),0,7:18,.266,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.8,64,112,-0.5,-11.4
Jeryl Sasser,2003-01-12,23-333,ORL,AWAY,PHI,W (+2),0,5:03,.000,.000,0.0,33.1,15.7,0.0,0.0,0.0,0.0,9.4,0,114,-0.8,-17.6
Jeryl Sasser,2003-01-13,23-334,ORL,HOME,DET,L (-15),0,6:48,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1,0,126,-0.7,-11.9
Jeryl Sasser,2003-01-16,23-337,ORL,AWAY,WAS,L (-15),0,10:16,.000,.000,0.0,11.7,6.1,0.0,0.0,0.0,0.0,9.6,0,133,-2.3,-23.0
Jeryl Sasser,2003-01-19,23-340,ORL,AWAY,TOR,W (+8),1,17:02,.500,.500,12.0,12.0,12.0,0.0,0.0,4.2,33.3,15.4,79,104,0.7,-10.2
Jeryl Sasser,2003-01-21,23-342,ORL,AWAY,CLE,W (+9),1,45:07,.513,.455,5.2,2.2,3.6,10.1,3.5,1.5,0.0,13.8,121,106,15.0,1.9
Jeryl Sasser,2003-01-22,23-343,ORL,HOME,CHI,W (+3),0,14:44,.532,.000,0.0,8.2,3.7,0.0,0.0,0.0,34.7,8.9,75,107,0.2,-8.9
Jeryl Sasser,2003-01-24,23-345,ORL,HOME,PHO,L (-3),0,17:32,.000,.000,0.0,5.9,3.1,0.0,0.0,3.9,0.0,5.5,0,119,-2.0,-12.1
Jeryl Sasser,2003-01-26,23-347,ORL,AWAY,BOS,L (-8),1,46:01,.693,.676,8.9,22.4,13.9,5.3,4.8,0.0,9.6,19.7,135,99,24.2,12.0
Jeryl Sasser,2003-01-29,23-350,ORL,HOME,CLE,W (+5),0,10:21,.868,1.000,0.0,10.0,5.0,15.8,0.0,0.0,0.0,10.9,176,107,4.6,6.1
Jeryl Sasser,2003-01-31,23-352,ORL,HOME,SAS,L (-1),0,12:19,.000,.000,8.9,20.5,14.3,8.7,0.0,0.0,0.0,10.9,46,121,-0.9,-13.6
Jeryl Sasser,2003-02-02,23-354,ORL,AWAY,ATL,L (-8),0,11:58,.500,.500,13.1,0.0,8.0,0.0,0.0,0.0,0.0,7.4,132,117,2.0,-5.5
Jeryl Sasser,2003-02-04,23-356,ORL,HOME,POR,L (-7),0,14:55,1.000,1.000,6.0,16.4,10.4,31.2,0.0,0.0,50.0,5.7,127,105,4.1,4.9
Jeryl Sasser,2003-02-11,23-363,ORL,HOME,NJN,W (+9),0,17:07,.333,.333,0.0,22.1,12.1,9.1,3.1,0.0,0.0,8.1,84,85,2.8,2.5
Jeryl Sasser,2003-02-13,24-000,ORL,AWAY,DET,L (-10),0,23:22,.000,.000,5.4,5.2,5.3,6.7,0.0,0.0,0.0,2.1,89,118,0.2,-4.9
Jeryl Sasser,2003-02-14,24-001,ORL,AWAY,PHI,L (-1),0,10:21,.000,.000,0.0,15.0,6.2,13.7,0.0,0.0,0.0,4.6,55,115,-0.1,-6.4
Jeryl Sasser,2003-02-16,24-003,ORL,AWAY,TOR,L (-2),0,12:56,.904,1.000,14.5,10.0,12.6,0.0,0.0,0.0,0.0,11.6,190,114,6.3,7.0
Jeryl Sasser,2003-02-18,24-005,ORL,HOME,NOH,W (+5),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
Jeryl Sasser,2003-02-21,24-008,ORL,HOME,CHI,W (+14),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
Jeryl Sasser,2003-02-23,24-010,ORL,AWAY,NJN,W (+8),0,2:42,,,0.0,0.0,0.0,41.0,0.0,0.0,,0.0,218,117,0.3,5.1
Jeryl Sasser,2003-02-25,24-012,ORL,HOME,DAL,W (+5),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
Jeryl Sasser,2003-02-28,24-015,ORL,AWAY,NYK,L (-8),0,14:55,,,0.0,0.0,0.0,18.4,3.5,0.0,,0.0,219,109,1.6,0.8
Jeryl Sasser,2003-03-02,24-017,ORL,AWAY,CLE,W (+26),0,19:13,.255,.200,0.0,14.9,8.2,25.6,5.4,3.1,14.5,16.4,76,73,4.5,2.8
Jeryl Sasser,2003-03-03,24-018,ORL,AWAY,CHI,W (+15),0,6:18,,,0.0,0.0,0.0,23.5,8.2,0.0,,0.0,229,82,1.3,6.7
Jeryl Sasser,2003-03-05,24-020,ORL,HOME,MIL,W (+12),0,7:16,,,0.0,28.0,14.1,16.3,6.8,0.0,,0.0,221,84,1.5,6.5
Jeryl Sasser,2003-03-07,24-022,ORL,HOME,NYK,L (-9),0,6:19,,,0.0,25.0,10.8,0.0,0.0,0.0,,0.0,0,124,-0.5,-11.3
Jeryl Sasser,2003-03-09,24-024,ORL,HOME,DEN,W (+13),0,16:43,.000,.000,34.4,22.9,29.0,21.7,0.0,0.0,34.0,14.6,70,104,0.8,-9.6
Jeryl Sasser,2003-03-11,24-026,ORL,AWAY,WAS,L (-1),0,19:31,1.160,1.333,0.0,25.7,11.4,21.3,0.0,3.4,0.0,9.1,223,116,11.4,18.4
Jeryl Sasser,2003-03-12,24-027,ORL,HOME,UTA,L (-3),0,7:40,1.500,1.500,13.0,20.0,15.8,0.0,0.0,0.0,50.0,10.9,118,126,2.3,4.5
Jeryl Sasser,2003-03-15,24-030,ORL,HOME,NOH,W (+10),0,14:00,.333,.333,0.0,7.8,3.8,10.2,3.8,0.0,25.0,11.9,67,94,1.3,-0.9
Jeryl Sasser,2003-03-19,24-034,ORL,HOME,MIA,W (+16),0,16:07,.000,.000,23.7,18.4,20.7,0.0,3.3,3.9,0.0,5.9,94,96,2.9,-0.8
Jeryl Sasser,2003-03-21,24-036,ORL,HOME,CLE,W (+24),0,24:05,.354,.278,13.0,21.6,16.9,11.1,2.1,0.0,0.0,17.1,105,92,6.8,-1.9
Jeryl Sasser,2003-03-23,24-038,ORL,AWAY,MIA,W (+22),0,19:28,.250,.250,5.4,26.9,16.1,6.9,2.6,0.0,20.0,12.1,62,75,2.1,-4.7
Jeryl Sasser,2003-03-24,24-039,ORL,HOME,MEM,L (-6),0,8:36,.000,.000,0.0,0.0,0.0,13.7,0.0,0.0,0.0,5.0,55,123,-1.2,-12.6
Jeryl Sasser,2003-03-26,24-041,ORL,AWAY,NOH,W (+2),0,6:53,.000,.000,35.2,43.8,39.9,0.0,0.0,0.0,25.8,25.3,34,91,-1.3,-24.1
Jeryl Sasser,2003-03-27,24-042,ORL,HOME,MIN,W (+3),0,9:36,.266,.000,0.0,0.0,0.0,0.0,5.3,0.0,34.7,13.4,38,117,-0.5,-10.2
Jeryl Sasser,2003-03-31,24-046,ORL,HOME,PHI,L (-5),0,14:47,.129,.000,7.4,20.8,14.3,8.6,3.5,0.0,0.0,11.5,61,106,1.4,-5.5
Jeryl Sasser,2003-04-01,24-047,ORL,AWAY,SAS,L (-13),0,13:48,.798,.750,0.0,32.1,13.5,0.0,0.0,0.0,34.7,17.9,103,131,3.5,-4.0
Jeryl Sasser,2003-04-05,24-051,ORL,AWAY,DAL,L (-18),0,20:45,.000,.000,5.7,31.2,19.0,13.9,2.4,3.7,0.0,2.1,106,105,4.1,3.0
Jeryl Sasser,2003-04-06,24-052,ORL,AWAY,HOU,L (-21),0,20:54,.654,.667,5.7,0.0,3.1,8.8,2.4,0.0,12.7,16.4,119,122,6.6,2.1
Jeryl Sasser,2003-04-09,24-055,ORL,HOME,TOR,W (+6),0,14:11,.000,.000,0.0,0.0,0.0,20.8,3.8,0.0,0.0,7.4,48,96,0.6,-4.9
Jeryl Sasser,2003-04-11,24-057,ORL,AWAY,IND,W (+12),0,12:34,.000,.000,7.7,16.7,12.0,0.0,4.2,0.0,33.3,10.6,21,88,-1.3,-13.0
Jeryl Sasser,2003-04-12,24-058,ORL,HOME,BOS,W (+3),0,16:31,.000,.000,6.6,6.9,6.7,0.0,3.1,0.0,0.0,11.0,18,95,-1.6,-11.0
Jeryl Sasser,2003-04-14,24-060,ORL,AWAY,ATL,L (-16),0,21:33,.429,.429,0.0,31.7,13.9,0.0,2.5,3.7,0.0,14.1,97,103,4.7,2.2
Jeryl Sasser,2003-04-16,24-062,ORL,AWAY,MIL,L (-6),0,24:33,.410,.250,9.6,29.5,19.4,31.1,4.2,0.0,29.1,12.8,98,93,8.6,5.4
Greg Foster,1999-11-02,31-030,SEA,AWAY,LAC,W (+12),0,4:10,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,105,-0.4,-11.7
Greg Foster,1999-11-10,31-038,SEA,AWAY,WAS,W (+14),0,8:29,.500,.500,0.0,40.0,21.1,15.5,0.0,0.0,0.0,19.5,111,92,2.4,-4.2
Greg Foster,1999-11-13,31-041,SEA,AWAY,DET,L (-8),0,2:27,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.2,0,113,-1.1,-26.0
Greg Foster,1999-11-15,31-043,SEA,AWAY,NJN,W (+8),0,12:12,.563,.500,0.0,20.0,12.5,14.8,0.0,4.7,18.4,19.7,105,94,3.9,3.6
Greg Foster,1999-11-17,31-045,SEA,HOME,GSW,W (+3),0,0:08,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,120,0.0,-7.8
Greg Foster,1999-11-18,31-046,SEA,AWAY,VAN,W (+2),0,14:32,.500,.500,6.0,0.0,3.5,0.0,3.4,0.0,14.3,20.7,90,117,3.3,-6.9
Greg Foster,1999-11-20,31-048,SEA,HOME,HOU,W (+3),1,33:37,.511,.500,0.0,21.5,10.6,0.0,0.0,2.4,15.3,24.8,85,111,6.6,-10.6
Greg Foster,1999-11-21,31-049,SEA,AWAY,PHO,L (-13),0,12:40,1.000,1.000,0.0,22.6,10.9,0.0,0.0,0.0,0.0,6.3,200,103,2.7,-2.5
Greg Foster,1999-11-26,31-054,SEA,HOME,LAC,W (+5),0,9:35,.500,.500,0.0,0.0,0.0,14.0,0.0,0.0,0.0,8.8,125,108,1.3,-2.9
Greg Foster,1999-11-28,31-056,SEA,HOME,IND,W (+11),0,15:34,.436,.333,0.0,11.9,6.6,0.0,0.0,4.4,22.5,24.9,71,98,1.9,-6.4
Greg Foster,1999-11-30,31-058,SEA,HOME,LAL,L (-24),0,13:24,.429,.429,14.8,30.8,21.5,0.0,0.0,0.0,12.5,29.4,83,118,2.8,-7.2
Greg Foster,1999-12-02,31-060,SEA,AWAY,GSW,W (+9),0,8:03,.258,.000,13.0,11.3,12.1,14.3,0.0,0.0,0.0,20.1,97,114,1.2,-10.0
Greg Foster,1999-12-04,31-062,SEA,AWAY,LAC,W (+13),0,15:31,.667,.667,0.0,6.5,3.8,9.7,0.0,4.0,0.0,8.7,148,107,2.8,0.5
Greg Foster,1999-12-05,31-063,SEA,HOME,CHH,L (-22),0,15:25,.167,.167,0.0,16.0,6.7,11.9,0.0,4.2,14.3,20.6,37,109,-1.6,-13.4
Greg Foster,1999-12-08,31-066,SEA,HOME,MIN,W (+16),1,34:01,.322,.300,0.0,10.6,4.9,3.8,1.5,2.0,0.0,13.3,84,100,2.5,-6.7
Greg Foster,1999-12-10,31-068,SEA,AWAY,UTA,L (-18),0,15:36,.425,.400,7.3,14.3,10.8,12.5,0.0,4.1,14.5,19.0,86,110,2.4,-1.4
Greg Foster,1999-12-11,31-069,SEA,HOME,MIA,W (+4),1,22:52,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,14.5,13.4,0,100,-6.5,-17.5
Greg Foster,1999-12-14,31-072,SEA,HOME,DEN,W (+25),0,8:57,.750,.750,12.7,0.0,5.7,19.0,0.0,0.0,42.9,31.3,81,96,2.0,-8.2
Greg Foster,1999-12-16,31-074,SEA,HOME,POR,L (-26),0,4:23,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.8,0,124,-1.4,-23.7
Greg Foster,1999-12-23,31-081,SEA,AWAY,MIN,L (-7),0,12:01,.000,.000,0.0,8.3,4.3,0.0,0.0,9.0,0.0,7.7,0,115,-0.9,-9.8
Greg Foster,1999-12-28,31-086,SEA,AWAY,POR,L (-5),0,17:56,.102,.000,0.0,31.7,14.3,23.5,3.0,0.0,0.0,12.0,59,97,2.0,-2.0
Greg Foster,1999-12-29,31-087,SEA,HOME,SAC,L (-9),0,13:28,.500,.500,8.2,29.9,18.0,12.1,0.0,0.0,0.0,16.2,122,122,3.8,-0.7
Greg Foster,2000-01-04,31-093,SEA,AWAY,HOU,W (+7),0,14:30,.583,.583,6.5,20.4,13.3,0.0,0.0,0.0,0.0,17.4,124,103,5.2,0.4
Greg Foster,2000-01-05,31-094,SEA,AWAY,SAS,W (+3),0,19:57,.786,.786,5.2,18.5,11.3,8.0,2.7,0.0,0.0,16.2,157,106,11.0,10.9
