PLAYER,DATE,AGE,TEAM,HOME/AWAY,OPPONENT,RESULT,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GAME_SCORE,+/-
Jaden Springer,2022-04-23,19-210,PHI,AWAY,TOR,L (-8),0,1:23,0,1,.000,0,0,,0,0,,0,1,1,1,0,0,0,0,0,0.3,+4
Jaden Springer,2022-04-28,19-215,PHI,AWAY,TOR,W (+35),0,2:13,2,2,1.000,0,0,,0,0,,0,1,1,0,0,0,0,1,4,3.3,+3
Jaden Springer,2022-05-04,19-221,PHI,AWAY,MIA,L (-16),0,1:23,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-3
Jaden Springer,2022-05-10,19-227,PHI,AWAY,MIA,L (-35),0,6:59,1,3,.333,0,1,.000,0,0,,0,2,2,1,0,0,0,0,2,1.6,-7
Jaden Springer,2022-05-12,19-229,PHI,HOME,MIA,L (-9),0,1:08,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,+5
Jaden Springer,2023-04-15,20-202,PHI,HOME,BRK,W (+20),0,2:24,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-3
Jaden Springer,2023-05-03,20-220,PHI,AWAY,BOS,L (-34),0,10:02,1,1,1.000,0,0,,1,2,.500,0,0,0,0,0,0,1,1,3,0.9,-2
Jaden Springer,2023-05-11,20-228,PHI,HOME,BOS,L (-9),0,0:36,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,0,2,1.7,+2
Jaden Springer,2023-05-14,20-231,PHI,AWAY,BOS,L (-24),0,3:52,2,2,1.000,0,0,,0,0,,0,0,0,0,1,0,0,1,4,4.0,+6
Lonnie Walker IV,2023-04-16,24-123,LAL,AWAY,MEM,W (+16),0,0:30,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,0
Lonnie Walker IV,2023-04-19,24-126,LAL,AWAY,MEM,L (-10),0,0:30,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,0
Lonnie Walker IV,2023-04-26,24-133,LAL,AWAY,MEM,L (-17),0,4:40,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-0.7,-3
Lonnie Walker IV,2023-04-28,24-135,LAL,HOME,MEM,W (+40),0,9:10,3,6,.500,2,5,.400,0,0,,0,1,1,1,0,0,0,0,8,6.0,+8
Lonnie Walker IV,2023-05-04,24-141,LAL,AWAY,GSW,L (-27),0,12:00,4,8,.500,1,4,.250,0,0,,0,0,0,1,1,0,0,0,9,6.7,+3
Lonnie Walker IV,2023-05-06,24-143,LAL,HOME,GSW,W (+30),0,24:24,4,6,.667,2,4,.500,2,2,1.000,0,4,4,0,2,1,1,3,12,11.1,+10
Lonnie Walker IV,2023-05-08,24-145,LAL,HOME,GSW,W (+3),0,27:00,6,9,.667,1,3,.333,2,2,1.000,0,3,3,2,2,0,1,1,15,14.0,+8
Lonnie Walker IV,2023-05-10,24-147,LAL,AWAY,GSW,L (-15),0,28:19,2,6,.333,0,2,.000,0,0,,0,0,0,4,0,0,1,1,4,2.0,-7
Lonnie Walker IV,2023-05-12,24-149,LAL,HOME,GSW,W (+21),0,14:28,4,8,.500,3,5,.600,2,4,.500,0,0,0,0,0,0,0,5,13,6.2,-10
Lonnie Walker IV,2023-05-16,24-153,LAL,AWAY,DEN,L (-6),0,19:37,2,6,.333,2,4,.500,0,0,,0,2,2,0,2,0,0,1,6,4.8,+3
Lonnie Walker IV,2023-05-18,24-155,LAL,AWAY,DEN,L (-5),0,12:58,1,3,.333,0,2,.000,0,0,,0,1,1,1,0,0,0,1,2,0.9,-6
Lonnie Walker IV,2023-05-20,24-157,LAL,HOME,DEN,L (-11),0,18:48,2,5,.400,2,4,.500,3,4,.750,1,0,1,2,0,0,0,2,9,7.2,-3
Lonnie Walker IV,2023-05-22,24-159,LAL,HOME,DEN,L (-2),0,6:32,1,2,.500,0,1,.000,0,0,,0,0,0,0,0,0,1,2,2,-0.8,-2
Lonnie Walker IV,2019-04-13,20-120,SAS,AWAY,DEN,W (+5),0,0:07,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,0
Lonnie Walker IV,2019-04-16,20-123,SAS,AWAY,DEN,L (-9),0,1:15,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,0.3,+2
