PLAYER,DATE,AGE,TEAM,HOME/AWAY,OPPONENT,RESULT,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GAME_SCORE,+/-
Randy Foye,2008-10-29,25-035,MIN,HOME,SAC,W (+2),1,31:57,5,12,.417,2,5,.400,0,2,.000,1,1,2,3,3,0,4,3,12,5.7,-10
Randy Foye,2008-11-01,25-038,MIN,HOME,DAL,L (-10),1,32:01,3,14,.214,0,2,.000,2,2,1.000,0,5,5,6,0,0,1,2,8,3.3,+5
Randy Foye,2008-11-02,25-039,MIN,AWAY,OKC,L (-3),1,29:49,0,10,.000,0,3,.000,2,2,1.000,0,3,3,6,0,0,5,1,2,-5.3,-1
Randy Foye,2008-11-05,25-042,MIN,HOME,SAS,L (-4),1,44:33,5,11,.455,1,3,.333,0,0,,1,4,5,9,1,1,2,4,11,11.6,+7
Randy Foye,2008-11-07,25-044,MIN,AWAY,SAC,L (-12),0,25:35,4,8,.500,3,4,.750,0,0,,0,2,2,4,1,0,1,0,11,10.4,-7
Randy Foye,2008-11-08,25-045,MIN,AWAY,POR,L (-4),0,34:02,5,10,.500,0,2,.000,1,1,1.000,1,1,2,5,0,0,0,4,11,8.9,0
Randy Foye,2008-11-11,25-048,MIN,AWAY,GSW,L (-3),0,38:46,7,19,.368,0,6,.000,1,2,.500,2,2,4,8,2,1,1,6,15,11.0,-2
Randy Foye,2008-11-15,25-052,MIN,HOME,POR,L (-5),0,33:33,5,14,.357,0,1,.000,0,0,,1,3,4,2,0,0,3,2,10,1.4,-5
Randy Foye,2008-11-16,25-053,MIN,AWAY,DEN,L (-6),0,39:03,7,15,.467,1,3,.333,3,3,1.000,0,5,5,6,1,1,2,6,18,13.3,+7
Randy Foye,2008-11-19,25-056,MIN,HOME,PHI,W (+6),1,35:10,3,8,.375,0,3,.000,4,4,1.000,1,2,3,6,0,2,2,2,10,9.7,+4
Randy Foye,2008-11-21,25-058,MIN,HOME,BOS,L (-17),1,29:00,2,12,.167,0,3,.000,0,0,,0,2,2,1,1,0,2,4,4,-4.9,-11
Randy Foye,2008-11-23,25-060,MIN,AWAY,DET,W (+26),1,37:17,9,12,.750,3,4,.750,2,2,1.000,0,1,1,14,2,1,2,3,23,27.8,+25
Randy Foye,2008-11-26,25-063,MIN,HOME,PHO,L (-8),1,37:26,8,17,.471,0,1,.000,1,2,.500,0,1,1,5,1,0,2,6,17,8.3,-6
Randy Foye,2008-11-28,25-065,MIN,AWAY,OKC,W (+2),1,28:54,2,6,.333,0,0,,0,0,,0,2,2,7,0,0,2,3,4,2.9,+6
Randy Foye,2008-11-29,25-066,MIN,HOME,DEN,L (-9),1,33:44,11,20,.550,2,6,.333,1,1,1.000,1,4,5,6,0,0,4,3,25,16.3,-1
Randy Foye,2008-12-01,25-068,MIN,AWAY,CHA,L (-10),1,33:25,7,13,.538,2,4,.500,7,8,.875,0,0,0,4,0,0,3,3,23,14.9,-6
Randy Foye,2008-12-03,25-070,MIN,AWAY,ORL,L (-11),1,36:46,5,15,.333,0,0,,3,4,.750,0,5,5,5,3,0,3,4,13,7.5,-8
Randy Foye,2008-12-05,25-072,MIN,AWAY,NJN,L (-29),1,34:22,5,13,.385,0,2,.000,10,10,1.000,0,3,3,5,0,0,5,2,20,11.5,-24
Randy Foye,2008-12-06,25-073,MIN,HOME,LAC,L (-23),1,31:21,2,10,.200,0,1,.000,9,12,.750,0,1,1,5,1,0,1,5,13,7.4,-9
Randy Foye,2008-12-09,25-076,MIN,HOME,UTA,L (-3),1,36:52,4,11,.364,1,4,.250,8,8,1.000,1,2,3,4,2,0,2,5,17,13.0,-1
Randy Foye,2008-12-10,25-077,MIN,AWAY,DEN,L (-11),1,43:26,11,24,.458,2,6,.333,2,2,1.000,1,3,4,6,0,1,2,3,26,16.9,-16
Randy Foye,2008-12-12,25-079,MIN,HOME,SAS,L (-12),1,37:25,7,14,.500,1,1,1.000,4,4,1.000,0,2,2,6,2,0,2,4,19,15.2,+1
Randy Foye,2008-12-14,25-081,MIN,AWAY,LAL,L (-12),1,32:39,2,12,.167,0,5,.000,1,2,.500,0,3,3,6,0,1,4,4,5,-2.8,-12
Randy Foye,2008-12-15,25-082,MIN,AWAY,SAC,L (-15),1,31:57,2,11,.182,0,3,.000,5,5,1.000,0,2,2,2,1,1,2,1,9,3.4,-5
Randy Foye,2008-12-17,25-084,MIN,HOME,CLE,L (-23),1,35:31,3,8,.375,0,2,.000,1,2,.500,0,4,4,3,3,0,1,0,7,7.5,-4
Randy Foye,2008-12-20,25-087,MIN,HOME,HOU,L (-7),1,33:04,11,21,.524,2,5,.400,0,1,.000,0,6,6,3,0,0,1,3,24,15.0,0
Randy Foye,2008-12-23,25-090,MIN,AWAY,SAS,L (-6),1,44:13,9,17,.529,2,5,.400,6,7,.857,1,15,16,1,0,0,3,4,26,18.6,-7
Randy Foye,2008-12-26,25-093,MIN,AWAY,NYK,W (+13),1,33:24,8,15,.533,1,4,.250,2,2,1.000,0,2,2,2,1,0,2,4,19,11.1,+3
Randy Foye,2008-12-27,25-094,MIN,HOME,ORL,L (-24),1,31:17,5,15,.333,0,1,.000,2,3,.667,1,2,3,2,3,1,4,3,12,4.3,-22
Randy Foye,2008-12-29,25-096,MIN,HOME,MEM,W (+10),1,39:52,4,8,.500,0,1,.000,7,7,1.000,0,6,6,5,1,2,1,5,15,15.7,+13
Randy Foye,2008-12-30,25-097,MIN,AWAY,DAL,L (-7),1,34:54,6,12,.500,4,5,.800,2,2,1.000,1,3,4,3,1,0,4,2,18,11.9,-16
Randy Foye,2009-01-02,25-100,MIN,HOME,GSW,W (+7),1,30:32,6,12,.500,1,2,.500,4,5,.800,2,1,3,7,4,1,3,2,17,18.1,+12
Randy Foye,2009-01-03,25-101,MIN,AWAY,CHI,W (+10),1,39:40,6,13,.462,2,5,.400,7,7,1.000,1,2,3,1,2,1,3,3,21,14.8,+5
Randy Foye,2009-01-06,25-104,MIN,AWAY,MEM,W (+7),1,38:30,7,13,.538,4,7,.571,5,6,.833,0,1,1,3,1,1,1,4,23,17.8,+6
Randy Foye,2009-01-07,25-105,MIN,HOME,OKC,W (+42),1,29:29,10,16,.625,6,9,.667,6,6,1.000,0,3,3,6,2,1,1,3,32,30.4,+28
Randy Foye,2009-01-10,25-108,MIN,HOME,MIL,W (+2),1,30:06,4,12,.333,2,4,.500,1,1,1.000,0,2,2,2,0,0,1,3,11,4.0,-2
Randy Foye,2009-01-13,25-111,MIN,HOME,MIA,L (-3),1,38:15,12,21,.571,5,10,.500,0,0,,2,3,5,8,1,0,2,3,29,24.8,0
Randy Foye,2009-01-16,25-114,MIN,AWAY,PHO,W (+2),1,35:34,6,17,.353,1,5,.200,2,3,.667,0,2,2,3,0,0,0,2,15,7.0,+1
Randy Foye,2009-01-19,25-117,MIN,AWAY,LAC,W (+8),1,40:52,6,11,.545,3,5,.600,2,2,1.000,0,3,3,4,2,0,2,3,17,14.2,+11
Randy Foye,2009-01-20,25-118,MIN,AWAY,UTA,L (-5),1,38:23,7,13,.538,2,6,.333,3,5,.600,0,0,0,1,1,0,1,2,19,11.8,-7
Randy Foye,2009-01-23,25-121,MIN,HOME,NOH,W (+8),1,40:19,7,19,.368,4,8,.500,6,7,.857,1,4,5,8,1,1,0,1,24,21.9,+13
Randy Foye,2009-01-25,25-123,MIN,HOME,CHI,W (+1),1,41:20,2,11,.182,0,5,.000,5,5,1.000,1,2,3,6,3,0,5,2,9,4.8,-3
Randy Foye,2009-01-26,25-124,MIN,AWAY,MIL,W (+7),1,40:13,4,11,.364,2,6,.333,2,3,.667,0,1,1,7,0,0,2,4,12,7.1,+2
