PLAYER,DATE,AGE,TEAM,HOME/AWAY,OPPONENT,RESULT,GS,MP,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,GAME_SCORE,BPM
Jacob Pullen,2017-11-20,28-010,PHI,HOME,UTA,W (+21),0,0:54,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.9,0,98,-0.7,-48.7
Jacob Pullen,2017-11-25,28-015,PHI,HOME,ORL,W (+19),0,1:30,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,117,0.0,-8.2
Jacob Pullen,2017-12-23,28-043,PHI,AWAY,TOR,L (-16),0,3:41,1.000,1.000,0.0,0.0,0.0,0.0,0.0,0.0,50.0,23.5,68,110,0.7,-5.7
Wes Iwundu,2020-12-25,26-005,DAL,AWAY,LAL,L (-23),0,2:23,1.000,1.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5,200,150,1.7,7.4
Wes Iwundu,2020-12-27,26-007,DAL,AWAY,LAC,W (+51),0,11:34,.500,.500,0.0,8.6,4.6,0.0,4.6,0.0,0.0,23.7,101,78,3.9,-2.8
Wes Iwundu,2020-12-30,26-010,DAL,HOME,CHO,L (-19),0,3:40,.773,.833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,142,127,4.3,24.5
Wes Iwundu,2021-01-04,26-015,DAL,AWAY,HOU,W (+13),0,2:44,,,0.0,36.6,20.4,0.0,0.0,0.0,,0.0,0,104,0.3,-0.1
Wes Iwundu,2021-01-09,26-020,DAL,HOME,ORL,W (+14),0,32:26,.000,.000,3.8,15.4,10.2,3.8,3.1,0.0,50.0,5.7,38,100,0.3,-6.9
Wes Iwundu,2021-01-13,26-024,DAL,AWAY,CHO,W (+11),1,26:12,.254,.143,0.0,9.8,5.1,4.8,0.0,0.0,0.0,12.8,67,104,0.7,-11.8
Wes Iwundu,2021-01-15,26-026,DAL,AWAY,MIL,L (-3),1,22:54,.750,.750,4.0,18.7,11.6,4.9,0.0,0.0,0.0,3.8,169,115,4.9,0.6
Wes Iwundu,2021-01-17,26-028,DAL,HOME,CHI,L (-16),1,30:26,.643,.643,2.9,7.9,5.0,4.5,1.5,0.0,12.5,10.8,118,112,6.9,-0.3
Wes Iwundu,2021-01-18,26-029,DAL,AWAY,TOR,L (-23),0,16:48,.000,.000,0.0,14.7,6.8,9.2,2.9,0.0,0.0,10.4,14,115,-0.9,-9.7
Wes Iwundu,2021-01-20,26-031,DAL,AWAY,IND,W (+12),0,1:54,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,0,119,-0.7,-29.4
Wes Iwundu,2021-01-22,26-033,DAL,AWAY,SAS,W (+5),0,24:22,.258,.000,4.2,13.4,8.7,4.4,0.0,0.0,0.0,7.2,88,122,0.2,-9.8
Wes Iwundu,2021-01-23,26-034,DAL,HOME,HOU,L (-25),0,22:49,.174,.000,0.0,16.2,7.2,0.0,2.1,0.0,0.0,5.5,40,134,-0.1,-10.7
Wes Iwundu,2021-01-25,26-036,DAL,HOME,DEN,L (-4),0,15:42,.333,.333,7.1,15.3,11.1,8.1,3.3,6.9,0.0,8.7,102,120,3.6,0.3
Wes Iwundu,2021-01-27,26-038,DAL,AWAY,UTA,L (-12),0,4:27,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,0,130,-0.7,-16.2
Wes Iwundu,2021-01-29,26-040,DAL,AWAY,UTA,L (-19),0,3:36,.347,.000,0.0,27.2,13.9,36.0,0.0,34.2,0.0,35.3,92,108,2.3,13.0
Wes Iwundu,2021-02-04,26-046,DAL,HOME,GSW,L (-31),0,5:35,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.3,0,148,-1.8,-27.1
Wes Iwundu,2021-02-08,26-050,DAL,HOME,MIN,W (+5),0,4:38,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,9.1,0,124,-1.8,-22.7
Wes Iwundu,2021-02-25,26-067,DAL,AWAY,PHI,L (-14),0,6:30,1.042,1.000,0.0,15.4,8.3,0.0,0.0,0.0,41.0,17.0,109,120,2.0,-0.7
Wes Iwundu,2021-02-27,26-069,DAL,AWAY,BRK,W (+17),0,5:28,,,0.0,20.0,10.6,0.0,0.0,20.9,,0.0,0,101,1.0,3.6
Wes Iwundu,2021-03-03,26-073,DAL,HOME,OKC,W (+9),0,2:13,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,92,0.0,-4.9
Wes Iwundu,2021-03-17,26-087,DAL,HOME,LAC,W (+16),0,10:37,,,0.0,20.1,11.3,0.0,0.0,0.0,100.0,4.4,0,98,-1.2,-7.4
Wes Iwundu,2021-03-19,26-089,DAL,AWAY,POR,L (-6),0,18:36,1.042,1.000,7.4,5.5,6.3,13.3,2.8,0.0,0.0,7.5,226,136,8.0,6.1
Wes Iwundu,2021-03-21,26-091,DAL,AWAY,POR,W (+40),0,12:00,.436,.333,0.0,37.7,23.5,0.0,4.3,0.0,0.0,13.1,98,85,3.0,-2.4
Wes Iwundu,2021-03-29,26-099,NOP,AWAY,BOS,W (+6),0,4:33,.000,.000,0.0,20.7,11.3,0.0,0.0,0.0,0.0,9.7,0,111,-0.4,-13.9
Wes Iwundu,2021-04-01,26-102,NOP,HOME,ORL,L (-5),0,20:01,.421,.286,5.5,14.4,10.3,7.4,4.8,0.0,26.5,23.9,74,99,3.8,-8.2
Wes Iwundu,2021-04-02,26-103,NOP,HOME,ATL,L (-23),0,27:43,.635,.571,0.0,4.9,2.3,11.1,1.7,0.0,20.2,15.1,103,123,7.0,-4.1
Wes Iwundu,2021-04-04,26-105,NOP,AWAY,HOU,W (+7),0,20:17,.500,.500,4.3,19.7,11.5,6.0,0.0,0.0,0.0,5.8,133,115,1.9,-8.0
Wes Iwundu,2021-04-06,26-107,NOP,AWAY,ATL,L (-16),0,11:12,.174,.000,8.9,19.9,14.1,0.0,0.0,0.0,0.0,10.5,64,131,0.1,-14.4
Wes Iwundu,2021-04-07,26-108,NOP,AWAY,BRK,L (-28),0,23:11,.436,.333,0.0,18.8,7.3,0.0,2.0,0.0,46.6,11.1,46,134,-0.2,-13.1
Wes Iwundu,2021-04-12,26-113,NOP,HOME,SAC,W (+7),1,27:19,.887,.875,5.0,21.1,14.5,0.0,0.0,3.2,24.4,12.5,132,105,8.6,0.7
Wes Iwundu,2021-04-14,26-115,NOP,HOME,NYK,L (-10),0,3:33,.000,.000,0.0,26.5,13.9,0.0,0.0,0.0,0.0,12.6,0,120,-0.8,-22.8
Wes Iwundu,2021-04-16,26-117,NOP,AWAY,WAS,L (-2),0,0:11,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,108,0.0,-6.6
Wes Iwundu,2021-04-20,26-121,NOP,HOME,BRK,L (-5),0,20:09,.600,.600,5.8,11.9,8.8,0.0,0.0,0.0,0.0,10.4,127,132,4.6,-4.6
Wes Iwundu,2021-04-22,26-123,NOP,AWAY,ORL,W (+35),0,18:58,.129,.000,0.0,17.2,10.3,5.1,2.6,0.0,20.5,10.7,39,98,0.4,-8.4
Wes Iwundu,2021-04-24,26-125,NOP,HOME,SAS,L (-2),0,10:27,,,0.0,19.5,9.8,0.0,0.0,0.0,,0.0,0,108,-1.0,-9.1
Wes Iwundu,2021-04-26,26-127,NOP,HOME,LAC,W (+17),0,1:46,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,117,-0.4,-15.1
Wes Iwundu,2021-05-03,26-134,NOP,HOME,GSW,L (-15),0,2:29,.000,.000,42.0,0.0,22.7,49.6,0.0,0.0,0.0,32.2,56,126,0.0,-13.5
Wes Iwundu,2021-05-07,26-138,NOP,AWAY,PHI,L (-2),0,21:35,.532,.000,0.0,24.2,10.8,5.4,0.0,0.0,0.0,3.5,140,115,3.5,-4.9
Wes Iwundu,2021-05-09,26-140,NOP,AWAY,CHO,W (+2),0,17:43,.250,.250,5.3,0.0,2.8,6.4,2.6,0.0,33.3,13.4,53,111,-0.8,-12.9
Wes Iwundu,2021-05-10,26-141,NOP,AWAY,MEM,L (-5),0,7:39,.000,.000,0.0,13.6,6.3,0.0,0.0,0.0,0.0,10.6,0,119,-1.1,-18.0
Wes Iwundu,2021-05-12,26-143,NOP,AWAY,DAL,L (-18),0,12:31,.400,.400,15.3,18.3,16.7,0.0,0.0,0.0,0.0,16.6,101,126,2.9,-6.7
Wes Iwundu,2021-05-16,26-147,NOP,HOME,LAL,L (-12),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
Wes Iwundu,2021-12-23,27-003,ATL,AWAY,PHI,W (+2),0,23:15,.200,.200,10.1,14.4,12.3,0.0,0.0,0.0,16.7,12.3,58,113,-0.6,-13.0
Wes Iwundu,2021-12-29,27-009,ATL,AWAY,CHI,L (-14),0,16:05,.840,.833,0.0,18.1,7.7,0.0,3.0,0.0,0.0,12.4,171,127,7.5,3.7
Wes Iwundu,2021-12-31,27-011,ATL,AWAY,CLE,W (+3),1,42:53,.600,.600,2.2,14.7,7.5,0.0,0.0,0.0,0.0,10.3,127,131,7.2,-7.3
Wes Iwundu,2018-10-19,23-303,ORL,HOME,CHO,L (-32),0,14:52,.417,.364,11.7,14.7,13.0,0.0,3.2,0.0,0.0,37.0,94,117,7.1,0.2
Wes Iwundu,2018-10-20,23-304,ORL,AWAY,PHI,L (-1),0,18:03,.000,.000,11.3,11.1,11.2,0.0,0.0,0.0,0.0,9.4,40,128,-1.6,-18.7
Wes Iwundu,2018-10-27,23-311,ORL,AWAY,MIL,L (-22),0,12:08,.592,.400,6.4,22.0,12.1,0.0,0.0,0.0,12.9,25.7,110,113,4.8,-2.3
Wes Iwundu,2018-11-02,23-317,ORL,HOME,LAC,L (-25),0,31:13,.396,.400,0.0,14.6,6.8,4.2,0.0,0.0,24.0,11.8,63,124,-0.2,-12.1
Wes Iwundu,2018-11-04,23-319,ORL,AWAY,SAS,W (+7),1,13:51,.205,.000,0.0,8.3,4.0,0.0,0.0,6.5,17.0,19.1,40,118,-1.6,-18.9
Wes Iwundu,2018-11-05,23-320,ORL,HOME,CLE,W (+2),1,12:55,.410,.250,0.0,9.8,4.5,0.0,0.0,0.0,0.0,16.7,93,113,1.5,-11.1
Wes Iwundu,2018-11-07,23-322,ORL,HOME,DET,L (-7),1,17:47,.667,.667,0.0,0.0,0.0,0.0,2.6,0.0,0.0,7.3,124,107,2.9,-3.6
Wes Iwundu,2018-11-09,23-324,ORL,HOME,WAS,W (+9),1,14:36,.515,.333,8.4,0.0,4.3,8.1,0.0,0.0,20.5,14.7,107,116,1.9,-9.0
Wes Iwundu,2018-11-11,23-326,ORL,AWAY,NYK,W (+26),1,31:38,.438,.438,3.0,19.3,11.5,7.7,0.0,2.5,20.0,13.3,82,89,4.3,-7.3
Wes Iwundu,2018-11-12,23-327,ORL,AWAY,WAS,L (-8),1,15:12,.901,1.000,0.0,9.6,4.2,37.7,0.0,0.0,0.0,13.2,185,129,8.3,12.8
Wes Iwundu,2018-11-14,23-329,ORL,HOME,PHI,W (+5),1,18:44,.935,.900,0.0,6.1,3.3,0.0,5.5,0.0,0.0,15.1,184,108,11.4,13.0
Wes Iwundu,2018-11-17,23-332,ORL,HOME,LAL,W (+13),1,20:03,.000,.000,0.0,0.0,0.0,4.8,0.0,8.0,33.3,6.2,23,115,-1.5,-8.3
Wes Iwundu,2018-11-18,23-333,ORL,HOME,NYK,W (+14),1,15:20,1.136,,9.8,7.0,8.1,13.0,0.0,0.0,0.0,2.5,236,125,4.4,2.8
Wes Iwundu,2018-11-20,23-335,ORL,HOME,TOR,L (-2),1,22:39,.735,.667,0.0,9.6,4.6,21.4,2.2,0.0,17.4,11.5,133,96,7.6,5.7
Wes Iwundu,2018-11-23,23-338,ORL,AWAY,DEN,L (-25),1,23:31,.375,.375,0.0,13.6,7.0,13.6,0.0,0.0,0.0,8.1,88,121,1.7,-5.9
Wes Iwundu,2018-11-25,23-340,ORL,AWAY,LAL,W (+4),1,5:27,.000,.000,0.0,0.0,0.0,21.0,0.0,0.0,0.0,23.6,21,108,-1.8,-23.8
Wes Iwundu,2018-11-26,23-341,ORL,AWAY,GSW,L (-6),0,3:28,1.000,1.000,0.0,0.0,0.0,0.0,14.1,0.0,0.0,12.6,200,95,2.7,20.7
Wes Iwundu,2018-11-28,23-343,ORL,AWAY,POR,L (-3),0,11:31,.500,.500,0.0,8.9,5.0,0.0,0.0,0.0,0.0,8.2,93,126,0.9,-8.3
Wes Iwundu,2018-12-07,23-352,ORL,HOME,IND,L (-22),0,4:08,.500,.500,0.0,0.0,0.0,95.2,0.0,0.0,0.0,21.4,129,122,2.4,15.3
Wes Iwundu,2018-12-10,23-355,ORL,AWAY,DAL,L (-25),0,28:39,.429,.429,0.0,15.2,7.1,5.8,0.0,0.0,22.2,14.2,67,111,1.0,-7.5
Wes Iwundu,2018-12-19,23-364,ORL,HOME,SAS,L (-39),0,16:28,.417,.417,5.6,0.0,3.7,0.0,3.1,0.0,25.0,21.7,66,136,0.9,-11.4
Wes Iwundu,2018-12-21,24-001,ORL,AWAY,CHI,L (-10),0,21:43,.375,.375,0.0,0.0,0.0,0.0,2.6,0.0,20.0,10.6,59,107,-1.0,-11.0
Wes Iwundu,2018-12-23,24-003,ORL,HOME,MIA,L (-24),0,3:46,.532,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.2,129,133,1.3,-3.4
Wes Iwundu,2018-12-28,24-008,ORL,HOME,TOR,W (+29),0,18:24,.635,.571,6.9,8.3,7.7,0.0,0.0,4.3,11.3,19.7,118,92,6.9,1.1
Wes Iwundu,2018-12-30,24-010,ORL,HOME,DET,W (+2),0,15:51,.258,.000,0.0,5.7,3.2,7.6,0.0,0.0,0.0,10.8,73,120,-0.3,-11.2
Wes Iwundu,2018-12-31,24-011,ORL,AWAY,CHO,L (-25),0,22:47,.666,.600,4.0,10.3,6.7,0.0,2.2,0.0,22.8,16.6,105,128,5.4,-7.0
Wes Iwundu,2019-01-02,24-013,ORL,AWAY,CHI,W (+28),0,21:20,.798,.500,0.0,10.7,6.2,5.4,0.0,0.0,21.0,11.1,136,97,4.5,-3.9
Wes Iwundu,2019-01-04,24-015,ORL,AWAY,MIN,L (-17),0,14:56,.615,.500,0.0,24.1,10.8,9.0,3.2,0.0,0.0,14.6,129,116,5.8,-0.1
Wes Iwundu,2019-01-06,24-017,ORL,AWAY,LAC,L (-10),0,19:27,.581,.583,0.0,14.2,6.9,9.6,0.0,0.0,0.0,14.9,118,113,5.0,-2.5
Wes Iwundu,2019-01-07,24-018,ORL,AWAY,SAC,L (-16),0,26:29,.468,.400,0.0,18.1,8.8,7.3,0.0,0.0,14.5,22.0,82,109,5.0,-6.3
Wes Iwundu,2019-01-09,24-020,ORL,AWAY,UTA,L (-13),0,15:56,.000,.000,0.0,15.9,7.1,9.1,3.1,5.9,33.3,8.8,19,102,0.2,-5.0
Wes Iwundu,2019-01-12,24-023,ORL,HOME,BOS,W (+2),0,12:51,.000,.000,0.0,7.3,3.9,0.0,0.0,0.0,50.0,6.8,0,109,-2.2,-13.0
Wes Iwundu,2019-01-13,24-024,ORL,HOME,HOU,W (+7),0,14:43,.392,.250,23.9,7.8,15.7,0.0,3.4,7.4,0.0,30.7,107,109,6.1,-4.1
Wes Iwundu,2019-01-16,24-027,ORL,AWAY,DET,L (-5),0,17:06,.644,.667,0.0,7.2,3.7,7.6,3.2,5.0,0.0,10.9,137,119,5.6,3.9
