PLAYER,DATE,AGE,TEAM,HOME/AWAY,OPPONENT,RESULT,GS,MP,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,GAME_SCORE,BPM
Jalen Lecque,2020-12-26,20-196,IND,AWAY,CHI,W (+19),0,2:05,.000,.000,62.3,43.5,51.2,0.0,0.0,0.0,0.0,19.6,73,96,0.3,-13.6
Jalen Lecque,2020-12-31,20-201,IND,HOME,CLE,W (+20),0,1:36,1.042,1.000,0.0,65.2,34.5,100.0,0.0,0.0,0.0,38.7,219,92,3.7,54.4
Jalen Lecque,2021-01-17,20-218,IND,AWAY,LAC,L (-33),0,5:06,.347,.000,0.0,26.1,11.1,25.4,0.0,0.0,0.0,24.2,89,131,1.6,-7.0
Jalen Lecque,2021-03-22,20-282,IND,AWAY,MIL,L (-27),0,3:21,.000,.000,24.7,0.0,15.1,0.0,0.0,0.0,0.0,58.6,16,139,-2.8,-53.9
Jalen Lecque,2020-01-16,19-217,PHO,AWAY,NYK,W (+23),0,2:10,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.6,0,104,-0.7,-25.1
Jalen Lecque,2020-02-02,19-234,PHO,AWAY,MIL,L (-21),0,10:44,.667,.667,0.0,0.0,0.0,14.0,0.0,0.0,0.0,10.8,142,129,3.0,-0.8
Jalen Lecque,2020-02-03,19-235,PHO,AWAY,BRK,L (-22),0,8:38,.515,.333,0.0,0.0,0.0,0.0,0.0,0.0,20.5,23.8,89,128,0.9,-13.1
Jalen Lecque,2020-02-10,19-242,PHO,AWAY,LAL,L (-25),0,4:48,.333,.333,0.0,0.0,0.0,45.5,0.0,0.0,0.0,29.2,77,135,1.0,-9.2
Jalen Lecque,2020-08-10,20-058,PHO,HOME,OKC,W (+27),0,5:16,,,0.0,37.2,19.6,0.0,0.0,0.0,100.0,7.5,0,96,-0.8,-15.2
Sonny Weems,2008-11-11,22-126,DEN,AWAY,CHA,W (+8),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
Sonny Weems,2009-01-17,22-193,DEN,HOME,ORL,L (-18),0,3:31,.667,.667,0.0,35.9,15.5,0.0,0.0,0.0,0.0,35.5,131,112,3.0,17.1
Sonny Weems,2009-01-20,22-196,DEN,HOME,SAC,W (+19),0,5:57,.000,.000,0.0,0.0,0.0,0.0,8.1,0.0,0.0,37.3,0,92,-2.9,-38.7
Sonny Weems,2009-01-25,22-201,DEN,HOME,UTA,W (+20),0,4:31,.387,.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.6,92,109,0.1,-21.8
Sonny Weems,2009-01-27,22-203,DEN,AWAY,MEM,W (+15),0,2:19,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,18.2,0,98,-1.0,-22.9
Sonny Weems,2009-02-06,22-213,DEN,AWAY,WAS,W (+21),0,7:31,.667,.667,0.0,14.9,7.9,17.6,0.0,0.0,0.0,18.0,146,117,3.3,-0.9
Sonny Weems,2009-02-07,22-214,DEN,AWAY,NJN,L (-44),0,7:50,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,50.0,24.7,0,137,-3.8,-32.5
Sonny Weems,2009-02-18,22-225,DEN,AWAY,PHI,W (+12),0,1:42,1.000,1.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.9,200,105,1.7,23.6
Sonny Weems,2009-02-20,22-227,DEN,AWAY,CHI,L (-17),0,1:16,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,132,0.0,-5.3
Sonny Weems,2009-02-23,22-230,DEN,HOME,BOS,L (-38),0,4:33,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.1,0,135,-0.7,-14.6
Sonny Weems,2009-03-05,22-240,DEN,HOME,POR,W (+16),0,1:21,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,110,0.0,-3.5
Sonny Weems,2009-04-04,22-270,DEN,HOME,LAC,W (+16),0,4:13,.250,.250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.6,52,119,-0.8,-39.6
Sonny Weems,2009-04-05,22-271,DEN,AWAY,MIN,W (+23),0,10:18,.355,.333,0.0,20.3,11.0,26.4,0.0,0.0,34.7,40.0,59,98,-1.1,-24.7
Sonny Weems,2009-11-06,23-121,TOR,AWAY,NOH,W (+17),0,2:01,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,111,0.0,-5.9
Sonny Weems,2009-11-09,23-124,TOR,AWAY,SAS,L (-7),0,7:26,1.000,1.000,0.0,16.1,9.2,20.1,0.0,0.0,0.0,12.9,204,143,4.0,8.7
Sonny Weems,2009-11-15,23-130,TOR,AWAY,PHO,L (-1),0,8:26,1.000,1.000,0.0,28.5,13.4,19.9,0.0,0.0,0.0,10.8,203,110,4.3,10.6
Sonny Weems,2009-11-17,23-132,TOR,AWAY,DEN,L (-18),0,27:18,.429,.429,7.2,0.0,4.3,11.2,1.8,2.9,6.7,22.5,100,131,6.9,-6.4
Sonny Weems,2009-11-18,23-133,TOR,AWAY,UTA,L (-13),0,5:29,.000,.000,0.0,37.3,17.7,0.0,0.0,0.0,0.0,23.5,0,107,-1.9,-25.1
Sonny Weems,2009-11-20,23-135,TOR,HOME,MIA,W (+7),0,6:34,.500,.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.4,99,126,1.6,-11.4
Sonny Weems,2009-11-22,23-137,TOR,HOME,ORL,L (-8),0,19:56,.444,.444,6.0,14.7,10.8,0.0,0.0,0.0,18.2,26.9,75,119,1.7,-11.1
Sonny Weems,2009-11-25,23-140,TOR,AWAY,CHA,L (-35),0,10:58,.000,.000,9.5,0.0,4.8,0.0,0.0,5.8,40.0,19.5,10,125,-2.7,-18.7
Sonny Weems,2009-11-27,23-142,TOR,AWAY,BOS,L (-13),0,2:00,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,132,0.0,-3.6
Sonny Weems,2009-12-01,23-146,TOR,HOME,WAS,L (-4),0,0:04,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,116,0.0,-4.9
Sonny Weems,2009-12-02,23-147,TOR,AWAY,ATL,L (-31),0,28:41,.274,.273,3.8,9.3,6.3,9.1,3.5,2.5,0.0,20.2,72,145,3.9,-10.3
Sonny Weems,2009-12-05,23-150,TOR,AWAY,CHI,W (+32),0,6:50,.000,.000,0.0,15.3,8.3,17.6,8.1,0.0,0.0,19.6,31,79,-0.1,-8.9
Sonny Weems,2009-12-09,23-154,TOR,AWAY,MIL,L (-22),0,18:48,.872,.833,0.0,0.0,0.0,25.2,0.0,4.3,0.0,18.4,178,131,11.1,11.3
Sonny Weems,2009-12-11,23-156,TOR,HOME,ATL,L (-22),0,17:49,.556,.556,0.0,7.5,3.8,0.0,0.0,0.0,0.0,24.0,116,132,5.2,-3.1
Sonny Weems,2009-12-13,23-158,TOR,HOME,HOU,W (+13),0,29:08,.527,.500,4.7,10.7,8.1,10.4,1.8,2.6,8.7,18.3,109,100,8.5,1.5
Sonny Weems,2009-12-15,23-160,TOR,AWAY,MIA,L (-20),0,24:44,.600,.600,0.0,14.6,7.6,21.4,2.0,2.5,44.4,17.3,72,119,4.4,-3.6
Sonny Weems,2009-12-16,23-161,TOR,AWAY,ORL,L (-19),0,14:24,.500,.500,0.0,11.5,4.6,13.0,7.3,0.0,11.1,28.4,91,117,5.2,1.9
Sonny Weems,2009-12-18,23-163,TOR,HOME,NJN,W (+23),0,23:15,.625,.625,5.7,17.7,11.6,21.4,0.0,0.0,11.1,17.5,131,109,7.4,-4.2
Sonny Weems,2009-12-20,23-165,TOR,HOME,NOH,W (+6),0,30:00,.325,.333,7.3,8.3,7.8,22.1,1.7,2.2,0.0,15.6,96,98,7.4,1.8
Sonny Weems,2009-12-23,23-168,TOR,AWAY,DET,W (+30),0,22:16,.429,.429,7.4,26.9,20.3,22.7,2.7,2.8,22.2,22.1,86,64,6.5,2.4
Sonny Weems,2009-12-27,23-172,TOR,HOME,DET,W (+7),0,11:07,.600,.600,14.4,9.4,11.4,21.5,4.9,6.2,0.0,22.4,130,99,5.9,10.9
Sonny Weems,2009-12-30,23-175,TOR,HOME,CHA,W (+4),0,23:21,.356,.200,4.5,8.2,5.8,18.8,2.3,8.2,7.3,26.0,94,111,5.7,-4.9
Sonny Weems,2010-01-02,23-178,TOR,AWAY,BOS,L (-7),0,13:16,.510,.400,11.0,23.3,17.0,13.0,4.1,0.0,0.0,21.7,119,109,4.7,-0.3
Sonny Weems,2010-01-03,23-179,TOR,HOME,SAS,W (+5),0,16:20,.333,.333,7.3,18.0,13.2,29.3,0.0,0.0,25.0,11.5,84,96,2.2,-1.3
Sonny Weems,2010-01-06,23-182,TOR,AWAY,ORL,W (+5),0,11:15,1.000,1.000,0.0,9.9,6.1,0.0,0.0,0.0,0.0,8.8,200,116,3.3,1.7
Sonny Weems,2010-01-08,23-184,TOR,AWAY,PHI,W (+2),0,19:23,.333,.333,0.0,18.1,9.4,7.1,0.0,0.0,14.3,16.5,63,114,0.0,-13.2
Sonny Weems,2010-01-10,23-186,TOR,HOME,BOS,L (-7),0,8:15,.266,.000,0.0,14.2,7.4,14.9,0.0,11.0,0.0,10.1,87,123,1.2,-1.5
Sonny Weems,2010-01-11,23-187,TOR,AWAY,IND,L (-4),0,11:38,.554,.600,0.0,25.8,12.6,21.0,0.0,0.0,0.0,22.9,113,106,4.3,-0.5
Sonny Weems,2010-01-15,23-191,TOR,AWAY,NYK,W (+8),0,23:57,.600,.600,0.0,8.4,4.8,6.1,0.0,0.0,0.0,10.2,124,113,4.2,-3.1
Sonny Weems,2010-01-17,23-193,TOR,HOME,DAL,W (+22),0,9:10,.250,.250,0.0,0.0,0.0,0.0,0.0,8.1,20.0,25.0,42,100,-1.5,-20.3
Sonny Weems,2010-01-20,23-196,TOR,AWAY,MIL,L (-6),0,6:20,.500,.500,18.9,16.1,17.4,0.0,0.0,0.0,0.0,14.3,124,126,2.0,-1.7
Sonny Weems,2010-01-22,23-198,TOR,HOME,MIL,W (+5),0,4:14,.000,.000,0.0,0.0,0.0,0.0,12.1,0.0,0.0,21.1,0,84,-1.2,-17.7
Sonny Weems,2010-01-27,23-203,TOR,HOME,MIA,W (+8),1,26:11,.484,.444,5.4,0.0,2.3,14.2,0.0,0.0,8.8,19.8,110,120,5.9,-4.5
Sonny Weems,2010-01-28,23-204,TOR,AWAY,NYK,W (+2),1,18:38,.750,.750,18.0,5.2,11.1,8.0,2.6,0.0,42.9,15.9,100,105,5.5,2.3
Sonny Weems,2010-01-31,23-207,TOR,HOME,IND,W (+15),1,31:53,.666,.625,0.0,22.0,11.9,10.6,0.0,0.0,23.5,18.5,107,110,9.1,-4.1
Sonny Weems,2010-02-02,23-209,TOR,AWAY,IND,L (-15),1,23:37,.000,.000,8.0,0.0,4.4,5.0,0.0,0.0,50.0,9.9,30,130,-4.2,-16.4
Sonny Weems,2010-02-03,23-210,TOR,HOME,NJN,W (+9),1,39:30,.636,.636,12.5,19.3,16.1,17.1,1.3,0.0,26.7,18.1,110,108,13.0,-1.5
