PLAYER,DATE,AGE,TEAM,HOME/AWAY,OPPONENT,RESULT,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GAME_SCORE,+/-
Andrew Harrison,2017-04-15,22-169,MEM,AWAY,SAS,L (-29),0.0,19:37,3.0,6.0,0.5,1.0,2.0,0.5,3.0,4.0,0.75,1.0,1.0,2.0,2.0,0.0,0.0,1.0,2.0,10.0,7.2,-19.0
Andrew Harrison,2017-04-17,22-171,MEM,AWAY,SAS,L (-14),0.0,23:10,1.0,5.0,0.2,0.0,3.0,0.0,0.0,0.0,,1.0,1.0,2.0,4.0,0.0,0.0,1.0,2.0,2.0,0.9,-13.0
Andrew Harrison,2017-04-20,22-174,MEM,HOME,SAS,W (+11),0.0,25:01,1.0,6.0,0.167,1.0,3.0,0.333,2.0,2.0,1.0,1.0,1.0,2.0,6.0,1.0,0.0,1.0,3.0,5.0,5.2,2.0
Andrew Harrison,2017-04-22,22-176,MEM,HOME,SAS,W (+2),0.0,19:35,2.0,2.0,1.0,0.0,0.0,,3.0,3.0,1.0,0.0,3.0,3.0,1.0,1.0,1.0,0.0,3.0,7.0,8.5,0.0
Andrew Harrison,2017-04-25,22-179,MEM,AWAY,SAS,L (-13),0.0,23:29,4.0,7.0,0.571,1.0,3.0,0.333,0.0,0.0,,1.0,1.0,2.0,0.0,1.0,0.0,0.0,3.0,9.0,6.5,-21.0
Andrew Harrison,2017-04-27,22-181,MEM,HOME,SAS,L (-7),0.0,7:58,2.0,3.0,0.667,2.0,2.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,4.3,-8.0
Brandon Knight,2004-04-18,28-162,MIL,AWAY,DET,L (-26),0.0,16:21,1.0,3.0,0.333,0.0,0.0,,2.0,2.0,1.0,1.0,0.0,1.0,3.0,3.0,0.0,2.0,6.0,4.0,3.7,-13.0
Brandon Knight,2004-04-21,28-165,MIL,AWAY,DET,W (+4),0.0,27:17,3.0,7.0,0.429,0.0,0.0,,5.0,6.0,0.833,2.0,5.0,7.0,5.0,2.0,1.0,2.0,2.0,11.0,13.2,1.0
Brandon Knight,2004-04-24,28-168,MIL,HOME,DET,L (-10),0.0,24:48,1.0,6.0,0.167,0.0,0.0,,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,0.0,2.0,3.0,3.0,0.4,10.0
Brandon Knight,2004-04-26,28-170,MIL,HOME,DET,L (-17),0.0,16:51,0.0,3.0,0.0,0.0,0.0,,0.0,0.0,,0.0,2.0,2.0,2.0,4.0,0.0,0.0,1.0,0.0,3.5,-13.0
