PLAYER,DATE,AGE,TEAM,HOME/AWAY,OPPONENT,RESULT,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GAME_SCORE,+/-
Andrew Wiggins,2018-04-15,23-051,MIN,AWAY,HOU,L (-3),1,32:07,7,15,0.467,1,3,0.333,3,4,0.75,2,4,6,1,0,0,2,4,18,9.6,-3
Andrew Wiggins,2018-04-18,23-054,MIN,AWAY,HOU,L (-20),1,30:35,6,14,0.429,0,3,0.0,1,2,0.5,1,7,8,3,1,1,3,3,13,7.6,-12
Andrew Wiggins,2018-04-21,23-057,MIN,HOME,HOU,W (+16),1,35:03,7,11,0.636,4,6,0.667,2,4,0.5,2,3,5,5,1,1,1,1,20,20.4,5
Andrew Wiggins,2018-04-23,23-059,MIN,HOME,HOU,L (-19),1,29:14,5,14,0.357,1,5,0.2,3,4,0.75,0,3,3,1,0,0,1,2,14,5.6,-30
Andrew Wiggins,2018-04-25,23-061,MIN,AWAY,HOU,L (-18),1,37:13,5,14,0.357,1,4,0.25,3,6,0.5,0,4,4,0,0,0,2,4,14,2.6,-16
Andrew Wiggins,2023-04-15,28-051,GSW,AWAY,SAC,L (-3),0,28:12,7,16,0.438,1,8,0.125,2,4,0.5,2,1,3,1,0,4,0,3,17,11.8,-5
Andrew Wiggins,2023-04-17,28-053,GSW,AWAY,SAC,L (-8),1,39:07,9,19,0.474,2,8,0.25,2,2,1.0,1,4,5,0,1,0,2,5,22,11.2,0
Andrew Wiggins,2023-04-20,28-056,GSW,HOME,SAC,W (+17),1,34:10,8,16,0.5,3,6,0.5,1,2,0.5,1,6,7,3,0,1,2,3,20,13.7,17
Andrew Wiggins,2023-04-23,28-059,GSW,HOME,SAC,W (+1),1,37:31,7,12,0.583,1,2,0.5,3,4,0.75,2,6,8,3,1,4,3,3,18,16.9,0
Andrew Wiggins,2023-04-26,28-062,GSW,AWAY,SAC,W (+7),1,38:45,9,16,0.563,2,5,0.4,0,0,,0,4,4,0,2,2,1,5,20,14.0,10
Andrew Wiggins,2023-04-28,28-064,GSW,HOME,SAC,L (-19),1,33:07,5,13,0.385,0,3,0.0,3,6,0.5,2,5,7,0,2,2,0,4,13,9.4,-7
Andrew Wiggins,2023-04-30,28-066,GSW,AWAY,SAC,W (+20),1,37:02,5,16,0.313,1,5,0.2,6,10,0.6,4,3,7,2,1,0,1,4,17,9.7,25
Andrew Wiggins,2023-05-02,28-068,GSW,HOME,LAL,L (-5),1,33:44,6,14,0.429,1,5,0.2,2,2,1.0,3,3,6,0,0,0,2,3,15,7.4,-2
Andrew Wiggins,2023-05-04,28-070,GSW,HOME,LAL,W (+27),1,29:48,3,8,0.375,2,4,0.5,3,4,0.75,2,2,4,4,0,1,2,2,11,8.9,35
Andrew Wiggins,2023-05-06,28-072,GSW,AWAY,LAL,L (-30),1,27:50,6,11,0.545,2,4,0.5,2,2,1.0,3,6,9,4,0,1,0,2,16,17.3,-16
Andrew Wiggins,2023-05-08,28-074,GSW,AWAY,LAL,L (-3),1,38:40,6,14,0.429,2,6,0.333,3,4,0.75,1,3,4,1,2,0,3,4,17,8.9,-7
