PLAYER,DATE,AGE,TEAM,HOME/AWAY,OPPONENT,RESULT,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GAME_SCORE,+/-
Perry Jones,2013-04-21,21-209,OKC,HOME,HOU,W (+29),0,4:45,0,1,.000,0,0,,0,0,,0,1,1,0,0,0,0,0,0,-0.4,-4
Perry Jones,2014-04-24,22-212,OKC,AWAY,MEM,L (-3),0,0:01,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,0
Perry Jones,2014-05-01,22-219,OKC,AWAY,MEM,W (+20),0,2:46,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,0.3,-1
Perry Jones,2014-05-03,22-221,OKC,HOME,MEM,W (+11),0,1:20,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-5
Perry Jones,2014-05-05,22-223,OKC,HOME,LAC,L (-17),0,10:40,3,6,.500,2,4,.500,0,0,,3,0,3,0,0,0,0,0,8,7.1,+9
Perry Jones,2014-05-13,22-231,OKC,HOME,LAC,W (+1),0,0:07,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-3
Perry Jones,2014-05-19,22-237,OKC,AWAY,SAS,L (-17),0,2:13,1,1,1.000,1,1,1.000,0,0,,0,0,0,0,0,0,0,0,3,2.7,+4
Perry Jones,2014-05-21,22-239,OKC,AWAY,SAS,L (-35),0,24:00,1,4,.250,0,2,.000,0,0,,0,4,4,0,0,1,0,3,2,0.3,-22
Perry Jones,2014-05-25,22-243,OKC,HOME,SAS,W (+9),0,3:17,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,3,0,-1.2,-11
Perry Jones,2014-05-27,22-245,OKC,HOME,SAS,W (+13),0,1:08,1,1,1.000,0,0,,0,0,,0,0,0,1,0,0,0,0,2,2.4,-1
Perry Jones,2014-05-29,22-247,OKC,AWAY,SAS,L (-28),0,9:22,1,6,.167,0,3,.000,0,0,,0,1,1,0,0,0,1,3,2,-3.7,-6
Perry Jones,2014-05-31,22-249,OKC,HOME,SAS,L (-5),0,0:10,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,0
Chuck Hayes,2009-04-18,25-311,HOU,AWAY,POR,W (+27),0,2:12,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-1
Chuck Hayes,2009-04-21,25-314,HOU,AWAY,POR,L (-4),0,13:13,0,2,0.0,0,1,0.0,0,0,,1,2,3,2,0,0,0,3,0,0.1,4
Chuck Hayes,2009-04-24,25-317,HOU,HOME,POR,W (+3),0,3:29,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,0,0,0.7,-3
Chuck Hayes,2009-04-26,25-319,HOU,HOME,POR,W (+1),0,4:05,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-0.4,-4
Chuck Hayes,2009-04-28,25-321,HOU,AWAY,POR,L (-11),0,8:25,0,0,,0,0,,0,0,,0,4,4,0,0,0,0,3,0,0.0,-6
Chuck Hayes,2009-04-30,25-323,HOU,HOME,POR,W (+16),0,1:30,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-4
Chuck Hayes,2009-05-04,25-327,HOU,AWAY,LAL,W (+8),0,6:21,0,0,,0,0,,0,0,,2,1,3,0,1,0,0,0,0,2.7,3
Chuck Hayes,2009-05-06,25-329,HOU,AWAY,LAL,L (-13),0,20:36,1,2,0.5,0,0,,0,0,,1,4,5,1,2,0,0,4,2,4.0,15
Chuck Hayes,2009-05-08,25-331,HOU,HOME,LAL,L (-14),0,6:34,0,0,,0,0,,0,0,,0,1,1,1,0,0,1,1,0,-0.4,0
Chuck Hayes,2009-05-10,25-333,HOU,HOME,LAL,W (+12),1,34:39,1,2,0.5,0,0,,0,0,,3,6,9,2,4,1,1,4,2,8.4,16
Chuck Hayes,2009-05-12,25-335,HOU,AWAY,LAL,L (-40),1,17:01,3,6,0.5,0,0,,0,0,,3,1,4,0,0,0,0,5,6,3.4,-8
Chuck Hayes,2009-05-14,25-337,HOU,HOME,LAL,W (+15),1,30:19,1,1,1.0,0,0,,0,0,,2,3,5,2,1,0,0,4,2,4.8,3
Chuck Hayes,2009-05-17,25-340,HOU,AWAY,LAL,L (-19),1,24:58,4,8,0.5,0,1,0.0,0,0,,1,4,5,1,5,1,2,2,8,9.5,-12
Chuck Hayes,2007-04-21,23-314,HOU,HOME,UTA,W (+9),1,28:14,2,3,0.667,0,0,,0,0,,1,8,9,0,1,1,0,4,4,5.9,11
Chuck Hayes,2007-04-23,23-316,HOU,HOME,UTA,W (+8),1,26:44,5,5,1.0,0,0,,2,2,1.0,7,5,12,0,1,0,1,1,12,16.5,5
Chuck Hayes,2007-04-26,23-319,HOU,AWAY,UTA,L (-14),1,28:38,0,2,0.0,0,0,,0,2,0.0,3,4,7,1,1,0,2,4,0,-0.8,3
Chuck Hayes,2007-04-28,23-321,HOU,AWAY,UTA,L (-13),1,27:59,2,3,0.667,0,1,0.0,0,1,0.0,0,4,4,0,3,0,1,4,4,3.9,-12
Chuck Hayes,2007-04-30,23-323,HOU,HOME,UTA,W (+4),1,26:38,0,1,0.0,0,0,,0,0,,1,5,6,0,3,2,1,3,0,3.7,-3
Chuck Hayes,2007-05-03,23-326,HOU,AWAY,UTA,L (-12),1,31:13,1,1,1.0,0,0,,0,0,,1,4,5,2,0,0,2,2,2,2.2,-13
Chuck Hayes,2007-05-05,23-328,HOU,HOME,UTA,L (-4),1,28:01,2,2,1.0,0,0,,0,0,,1,1,2,0,0,0,0,4,4,2.8,-9
Chuck Hayes,2008-04-19,24-313,HOU,HOME,UTA,L (-11),0,15:36,1,2,0.5,0,1,0.0,0,0,,1,2,3,1,0,1,0,3,2,2.5,-17
Chuck Hayes,2008-04-21,24-315,HOU,HOME,UTA,L (-6),0,26:29,1,3,0.333,0,0,,0,0,,2,8,10,1,0,2,0,4,2,4.6,-1
Chuck Hayes,2008-04-24,24-318,HOU,AWAY,UTA,W (+2),0,16:23,1,2,0.5,0,1,0.0,0,0,,1,6,7,2,2,1,1,5,2,4.6,-2
Chuck Hayes,2008-04-26,24-320,HOU,AWAY,UTA,L (-4),0,18:57,1,1,1.0,0,0,,0,0,,1,2,3,0,1,0,2,3,2,0.8,3
Chuck Hayes,2008-04-29,24-323,HOU,HOME,UTA,W (+26),0,14:08,2,2,1.0,0,0,,0,0,,2,1,3,1,0,2,0,1,4,6.8,13
Chuck Hayes,2008-05-02,24-326,HOU,AWAY,UTA,L (-22),0,16:40,1,1,1.0,0,0,,0,0,,0,2,2,0,0,0,1,2,2,0.5,-10
Chuck Hayes,2014-04-19,30-312,TOR,HOME,BRK,L (-7),0,6:19,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-0.7,+3
Chuck Hayes,2014-04-27,30-320,TOR,AWAY,BRK,W (+8),0,8:01,0,1,.000,0,0,,0,0,,1,3,4,0,1,0,0,3,0,0.7,0
Chuck Hayes,2014-04-30,30-323,TOR,HOME,BRK,W (+2),0,10:59,1,4,.250,0,0,,2,2,1.000,2,0,2,1,1,0,1,1,4,3.3,+6
