PLAYER,DATE,AGE,TEAM,HOME/AWAY,OPPONENT,RESULT,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GAME_SCORE,+/-
Jalen Lecque,2020-12-26,20-196,IND,AWAY,CHI,W (+19),0,2:05,0,1,.000,0,0,,0,0,,1,1,2,0,0,0,0,0,0,0.3,+3
Jalen Lecque,2020-12-31,20-201,IND,HOME,CLE,W (+20),0,1:36,1,1,1.000,0,0,,1,1,1.000,0,1,1,1,0,0,0,0,3,3.7,+1
Jalen Lecque,2021-01-17,20-218,IND,AWAY,LAC,L (-33),0,5:06,0,2,.000,0,1,.000,2,2,1.000,0,1,1,1,0,0,0,0,2,1.6,-7
Jalen Lecque,2021-03-22,20-282,IND,AWAY,MIL,L (-27),0,3:21,0,5,.000,0,0,,0,0,,1,0,1,0,0,0,0,0,0,-2.8,-1
Jalen Lecque,2020-01-16,19-217,PHO,AWAY,NYK,W (+23),0,2:10,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-0.7,-5
Jalen Lecque,2020-02-02,19-234,PHO,AWAY,MIL,L (-21),0,10:44,2,3,.667,0,1,.000,0,0,,0,0,0,1,0,0,0,1,4,3.0,-6
Jalen Lecque,2020-02-03,19-235,PHO,AWAY,BRK,L (-22),0,8:38,1,3,.333,0,2,.000,2,2,1.000,0,0,0,0,0,0,1,1,4,0.9,-9
Jalen Lecque,2020-02-10,19-242,PHO,AWAY,LAL,L (-25),0,4:48,1,3,.333,0,1,.000,0,0,,0,0,0,1,0,0,0,0,2,1.0,-2
Jalen Lecque,2020-08-10,20-058,PHO,HOME,OKC,W (+27),0,5:16,0,0,,0,0,,0,0,,0,2,2,0,0,0,1,1,0,-0.8,+2
Sonny Weems,2008-11-11,22-126,DEN,AWAY,CHA,W (+8),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
Sonny Weems,2009-01-17,22-193,DEN,HOME,ORL,L (-18),0,3:31,2,3,.667,0,0,,0,0,,0,1,1,0,0,0,0,0,4,3.0,-1
Sonny Weems,2009-01-20,22-196,DEN,HOME,SAC,W (+19),0,5:57,0,5,.000,0,2,.000,0,0,,0,0,0,0,1,0,0,1,0,-2.9,-8
Sonny Weems,2009-01-25,22-201,DEN,HOME,UTA,W (+20),0,4:31,1,3,.333,0,0,,1,2,.500,0,0,0,0,0,0,0,2,3,0.1,0
Sonny Weems,2009-01-27,22-203,DEN,AWAY,MEM,W (+15),0,2:19,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0,-1.0,-3
Sonny Weems,2009-02-06,22-213,DEN,AWAY,WAS,W (+21),0,7:31,2,3,.667,0,0,,0,0,,0,1,1,1,0,0,0,1,4,3.3,-8
Sonny Weems,2009-02-07,22-214,DEN,AWAY,NJN,L (-44),0,7:50,0,2,.000,0,0,,0,0,,0,0,0,0,0,0,2,1,0,-3.8,-8
Sonny Weems,2009-02-18,22-225,DEN,AWAY,PHI,W (+12),0,1:42,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,0,2,1.7,-2
Sonny Weems,2009-02-20,22-227,DEN,AWAY,CHI,L (-17),0,1:16,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,0
Sonny Weems,2009-02-23,22-230,DEN,HOME,BOS,L (-38),0,4:33,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-0.7,-1
Sonny Weems,2009-03-05,22-240,DEN,HOME,POR,W (+16),0,1:21,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,0
Sonny Weems,2009-04-04,22-270,DEN,HOME,LAC,W (+16),0,4:13,1,4,.250,0,0,,0,0,,0,0,0,0,0,0,0,1,2,-0.8,-5
Sonny Weems,2009-04-05,22-271,DEN,AWAY,MIN,W (+23),0,10:18,1,3,.333,0,1,.000,2,6,.333,0,2,2,2,0,0,3,2,4,-1.1,-4
Sonny Weems,2009-11-06,23-121,TOR,AWAY,NOH,W (+17),0,2:01,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-2
Sonny Weems,2009-11-09,23-124,TOR,AWAY,SAS,L (-7),0,7:26,2,2,1.000,0,0,,0,0,,0,1,1,1,0,0,0,1,4,4.0,-3
Sonny Weems,2009-11-15,23-130,TOR,AWAY,PHO,L (-1),0,8:26,2,2,1.000,0,0,,0,0,,0,2,2,1,0,0,0,1,4,4.3,+1
Sonny Weems,2009-11-17,23-132,TOR,AWAY,DEN,L (-18),0,27:18,6,14,.429,0,1,.000,0,0,,2,0,2,2,1,1,1,3,12,6.9,-4
Sonny Weems,2009-11-18,23-133,TOR,AWAY,UTA,L (-13),0,5:29,0,3,.000,0,1,.000,0,0,,0,2,2,0,0,0,0,1,0,-1.9,-1
Sonny Weems,2009-11-20,23-135,TOR,HOME,MIA,W (+7),0,6:34,2,4,.500,0,0,,0,0,,0,0,0,0,0,0,0,1,4,1.6,-9
Sonny Weems,2009-11-22,23-137,TOR,HOME,ORL,L (-8),0,19:56,4,9,.444,0,1,.000,0,0,,1,3,4,0,0,0,2,3,8,1.7,+5
Sonny Weems,2009-11-25,23-140,TOR,AWAY,CHA,L (-35),0,10:58,0,3,.000,0,0,,0,0,,1,0,1,0,0,1,2,0,0,-2.7,-17
Sonny Weems,2009-11-27,23-142,TOR,AWAY,BOS,L (-13),0,2:00,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-3
Sonny Weems,2009-12-01,23-146,TOR,HOME,WAS,L (-4),0,0:04,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-2
Sonny Weems,2009-12-02,23-147,TOR,AWAY,ATL,L (-31),0,28:41,3,11,.273,0,1,.000,1,4,.250,1,2,3,2,2,1,0,2,7,3.9,-16
Sonny Weems,2009-12-05,23-150,TOR,AWAY,CHI,W (+32),0,6:50,0,3,.000,0,1,.000,0,0,,0,1,1,1,1,0,0,0,0,-0.1,0
Sonny Weems,2009-12-09,23-154,TOR,AWAY,MIL,L (-22),0,18:48,5,6,.833,0,1,.000,2,2,1.000,0,0,0,2,0,1,0,2,12,11.1,-10
Sonny Weems,2009-12-11,23-156,TOR,HOME,ATL,L (-22),0,17:49,5,9,.556,0,0,,0,0,,0,1,1,0,0,0,0,2,10,5.2,-2
Sonny Weems,2009-12-13,23-158,TOR,HOME,HOU,W (+13),0,29:08,5,10,.500,0,1,.000,1,1,1.000,1,3,4,2,1,1,1,3,11,8.5,+2
Sonny Weems,2009-12-15,23-160,TOR,AWAY,MIA,L (-20),0,24:44,3,5,.600,0,0,,0,0,,0,3,3,3,1,1,4,0,6,4.4,-3
Sonny Weems,2009-12-16,23-161,TOR,AWAY,ORL,L (-19),0,14:24,4,8,.500,0,0,,0,0,,0,1,1,1,2,0,1,2,8,5.2,-6
Sonny Weems,2009-12-18,23-163,TOR,HOME,NJN,W (+23),0,23:15,5,8,.625,0,0,,0,0,,1,3,4,4,0,0,1,6,10,7.4,+16
Sonny Weems,2009-12-20,23-165,TOR,HOME,NOH,W (+6),0,30:00,3,9,.333,0,0,,1,4,.250,2,3,5,5,1,1,0,2,7,7.4,+11
Sonny Weems,2009-12-23,23-168,TOR,AWAY,DET,W (+30),0,22:16,3,7,.429,0,1,.000,0,0,,1,7,8,3,1,1,2,1,6,6.5,+23
Sonny Weems,2009-12-27,23-172,TOR,HOME,DET,W (+7),0,11:07,3,5,.600,0,0,,0,0,,1,1,2,1,1,1,0,3,6,5.9,+4
Sonny Weems,2009-12-30,23-175,TOR,HOME,CHA,W (+4),0,23:21,2,10,.200,0,0,,5,6,.833,1,1,2,3,1,2,1,3,9,5.7,+3
Sonny Weems,2010-01-02,23-178,TOR,AWAY,BOS,L (-7),0,13:16,2,5,.400,0,0,,2,2,1.000,1,2,3,1,1,0,0,4,6,4.7,-12
Sonny Weems,2010-01-03,23-179,TOR,HOME,SAS,W (+5),0,16:20,1,3,.333,0,0,,0,0,,1,3,4,3,0,0,1,2,2,2.2,-3
Sonny Weems,2010-01-06,23-182,TOR,AWAY,ORL,W (+5),0,11:15,2,2,1.000,0,0,,0,0,,0,1,1,0,0,0,0,1,4,3.3,-3
Sonny Weems,2010-01-08,23-184,TOR,AWAY,PHI,W (+2),0,19:23,2,6,.333,0,0,,0,0,,0,3,3,1,0,0,1,3,4,0.0,+7
Sonny Weems,2010-01-10,23-186,TOR,HOME,BOS,L (-7),0,8:15,0,1,.000,0,0,,1,2,.500,0,1,1,1,0,1,0,1,1,1.2,-2
Sonny Weems,2010-01-11,23-187,TOR,AWAY,IND,L (-4),0,11:38,3,5,.600,0,0,,1,3,.333,0,3,3,1,0,0,0,3,7,4.3,+8
