PLAYER,DATE,AGE,TEAM,HOME/AWAY,OPPONENT,RESULT,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GAME_SCORE,+/-
Spencer Hawes,2015-04-19,26-356,LAC,HOME,SAS,W (+15),0,2:32,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-0.4,-5
Spencer Hawes,2015-04-24,26-361,LAC,AWAY,SAS,L (-27),0,7:55,1,6,.167,0,1,.000,0,0,,0,2,2,0,0,1,0,0,2,-0.5,0
Spencer Hawes,2015-04-30,27-002,LAC,AWAY,SAS,W (+6),0,0:15,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,+2
Spencer Hawes,2015-05-08,27-010,LAC,HOME,HOU,W (+25),0,11:17,1,1,1.000,0,0,,0,0,,0,3,3,2,0,2,0,4,2,3.8,+20
Spencer Hawes,2015-05-10,27-012,LAC,HOME,HOU,W (+33),0,9:16,2,2,1.000,2,2,1.000,2,2,1.000,0,1,1,2,1,0,0,2,8,9.3,+4
Spencer Hawes,2015-05-12,27-014,LAC,AWAY,HOU,L (-21),0,19:59,5,7,.714,1,2,.500,0,0,,2,3,5,1,1,0,1,4,11,9.5,-16
Spencer Hawes,2015-05-14,27-016,LAC,HOME,HOU,L (-12),0,3:34,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,0
Spencer Hawes,2015-05-17,27-019,LAC,AWAY,HOU,L (-13),0,1:49,0,1,.000,0,1,.000,0,0,,1,1,2,0,0,0,0,1,0,-0.1,-3
Spencer Hawes,2011-04-16,22-353,PHI,AWAY,MIA,L (-8),1,13:32,2,4,0.5,0,0,,0,0,,0,1,1,2,0,0,1,4,4,1.1,-2
Spencer Hawes,2011-04-18,22-355,PHI,AWAY,MIA,L (-21),1,12:31,1,3,0.333,0,0,,0,2,0.0,0,0,0,0,0,0,1,3,2,-2.7,-10
Spencer Hawes,2011-04-21,22-358,PHI,HOME,MIA,L (-6),1,21:59,6,11,0.545,0,1,0.0,0,0,,1,5,6,0,0,2,0,1,12,9.9,0
Spencer Hawes,2011-04-24,22-361,PHI,HOME,MIA,W (+4),1,25:01,1,8,0.125,0,0,,2,2,1.0,2,6,8,3,0,0,0,3,4,2.9,18
Spencer Hawes,2011-04-27,22-364,PHI,AWAY,MIA,L (-6),1,24:59,2,7,0.286,0,0,,0,0,,2,2,4,4,0,0,0,0,4,4.7,-2
Spencer Hawes,2016-04-17,27-355,CHO,AWAY,MIA,L (-32),0,4:11,1,2,.500,1,2,.500,0,0,,0,1,1,0,0,0,1,0,3,1.3,-1
Spencer Hawes,2016-04-20,27-358,CHO,AWAY,MIA,L (-12),0,7:19,1,1,1.000,0,0,,3,4,.750,0,2,2,0,0,0,0,0,5,4.9,+2
Spencer Hawes,2016-04-23,27-361,CHO,HOME,MIA,W (+16),0,11:06,1,2,.500,0,1,.000,0,0,,1,0,1,1,0,0,0,0,2,2.4,+3
Spencer Hawes,2016-04-25,27-363,CHO,HOME,MIA,W (+4),0,15:58,0,3,.000,0,0,,2,2,1.000,2,6,8,1,0,1,0,2,2,3.7,+10
Spencer Hawes,2016-04-27,27-365,CHO,AWAY,MIA,W (+2),0,14:41,3,5,.600,0,1,.000,0,0,,0,4,4,1,1,1,3,3,6,3.1,+11
Spencer Hawes,2012-04-28,24-000,PHI,AWAY,CHI,L (-12),0,15:26,2,4,0.5,0,0,,1,2,0.5,1,3,4,2,0,0,0,3,5,4.4,-3
Spencer Hawes,2012-05-01,24-003,PHI,AWAY,CHI,W (+17),1,17:57,1,3,0.333,0,0,,0,0,,1,2,3,0,1,1,1,3,2,1.1,11
Spencer Hawes,2012-05-04,24-006,PHI,HOME,CHI,W (+5),1,32:20,7,15,0.467,1,1,1.0,6,6,1.0,2,7,9,2,1,0,1,2,21,17.4,11
Spencer Hawes,2012-05-06,24-008,PHI,HOME,CHI,W (+7),1,36:09,9,11,0.818,1,2,0.5,3,4,0.75,2,6,8,1,0,3,2,2,22,20.7,9
Spencer Hawes,2012-05-08,24-010,PHI,AWAY,CHI,L (-8),1,35:40,4,9,0.444,0,0,,3,5,0.6,2,12,14,3,0,2,3,2,11,10.2,-7
Spencer Hawes,2012-05-10,24-012,PHI,HOME,CHI,W (+1),1,30:42,4,10,0.4,0,1,0.0,0,0,,2,8,10,2,0,0,2,5,8,3.8,-4
Spencer Hawes,2012-05-12,24-014,PHI,AWAY,BOS,L (-1),1,34:03,6,12,0.5,0,0,,3,4,0.75,1,7,8,3,1,2,1,3,15,13.7,5
Spencer Hawes,2012-05-14,24-016,PHI,AWAY,BOS,W (+1),1,27:02,4,9,0.444,0,0,,0,0,,2,8,10,0,0,2,4,1,8,4.1,-12
Spencer Hawes,2012-05-16,24-018,PHI,HOME,BOS,L (-16),1,24:36,2,8,0.25,0,0,,0,1,0.0,1,3,4,1,0,1,2,2,4,-1.0,-13
Spencer Hawes,2012-05-18,24-020,PHI,HOME,BOS,W (+9),1,15:02,1,5,0.2,0,0,,0,0,,0,3,3,1,0,0,1,2,2,-1.3,-4
Spencer Hawes,2012-05-21,24-023,PHI,AWAY,BOS,L (-16),1,24:19,4,8,0.5,0,0,,2,2,1.0,3,2,5,3,0,0,3,4,10,6.2,4
Spencer Hawes,2012-05-23,24-025,PHI,HOME,BOS,W (+7),1,20:45,4,6,0.667,0,1,0.0,1,2,0.5,0,3,3,2,1,0,1,1,9,7.9,8
Spencer Hawes,2012-05-26,24-028,PHI,AWAY,BOS,L (-10),1,17:34,2,8,0.25,0,0,,0,0,,1,4,5,1,0,0,1,2,4,0.0,-10
Spencer Hawes,2017-04-15,28-352,MIL,AWAY,TOR,W (+14),0,6:54,1,3,.333,1,1,1.000,0,0,,1,1,2,0,0,0,0,0,3,2.3,-4
Spencer Hawes,2017-04-18,28-355,MIL,AWAY,TOR,L (-6),0,5:57,1,2,.500,0,1,.000,0,0,,1,0,1,1,0,1,0,2,2,2.3,+2
Spencer Hawes,2017-04-20,28-357,MIL,HOME,TOR,W (+27),0,3:46,0,0,,0,0,,0,0,,0,1,1,0,0,0,1,1,0,-1.1,-3
Marcus Haislip,2003-04-19,22-118,MIL,AWAY,NJN,L (-13),1,17:26,4,6,.667,0,0,,0,0,,2,1,3,2,1,0,1,2,8,7.7,+2
Marcus Haislip,2003-05-01,22-130,MIL,HOME,NJN,L (-12),0,7:08,0,0,,0,0,,2,4,.500,0,1,1,0,1,1,0,3,2,2.0,+9
Marcus Haislip,2004-04-18,23-118,MIL,AWAY,DET,L (-26),0,2:57,1,1,1.000,0,0,,0,0,,1,0,1,0,0,0,0,0,2,2.4,+2
Armoni Brooks,2022-04-16,23-315,TOR,AWAY,PHI,L (-20),0,2:46,0,3,.000,0,3,.000,0,0,,0,2,2,0,0,0,0,0,0,-1.5,0
Armoni Brooks,2022-04-23,23-322,TOR,HOME,PHI,W (+8),0,1:18,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-3
Armoni Brooks,2022-04-25,23-324,TOR,AWAY,PHI,W (+15),0,1:18,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-3
Armoni Brooks,2022-04-28,23-327,TOR,HOME,PHI,L (-35),0,2:14,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,-0.7,-3
Nate Robinson,2011-05-11,26-345,OKC,HOME,MEM,W (+27),0,4:17,1,3,.333,1,3,.333,0,0,,0,0,0,0,0,0,0,1,3,0.9,0
Nate Robinson,2011-05-15,26-349,OKC,HOME,MEM,W (+15),0,1:50,1,1,1.000,1,1,1.000,2,2,1.000,0,0,0,1,0,0,0,0,5,5.4,-4
Nate Robinson,2011-05-17,26-351,OKC,AWAY,DAL,L (-9),0,5:41,0,3,.000,0,2,.000,0,0,,0,0,0,0,0,0,0,0,0,-2.1,0
Nate Robinson,2013-04-20,28-324,CHI,AWAY,BRK,L (-17),0,20:11,8,12,0.667,1,4,0.25,0,0,,0,2,2,1,0,0,3,2,17,9.3,2
Nate Robinson,2013-04-22,28-326,CHI,AWAY,BRK,W (+8),0,26:07,4,11,0.364,1,3,0.333,2,2,1.0,0,1,1,2,2,0,1,2,11,6.8,5
