PLAYER,DATE,AGE,TEAM,HOME/AWAY,OPPONENT,RESULT,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GAME_SCORE,+/-
Luol Deng,2005-11-02,20-200,CHI,HOME,CHA,W (+4),0,17:27,3,8,.375,0,1,.000,4,4,1.000,3,1,4,1,0,0,1,1,10,7.3,-5
Luol Deng,2005-11-05,20-203,CHI,AWAY,NJN,L (-1),0,32:20,4,13,.308,0,0,,5,5,1.000,3,6,9,1,0,0,2,2,13,7.3,+5
Luol Deng,2005-11-07,20-205,CHI,HOME,SAS,L (-9),0,35:48,7,14,.500,0,0,,5,6,.833,0,6,6,2,0,0,1,2,19,13.0,-9
Luol Deng,2005-11-09,20-207,CHI,HOME,GSW,W (+1),0,34:45,2,8,.250,1,1,1.000,0,0,,0,4,4,1,1,0,2,2,5,0.3,-5
Luol Deng,2005-11-12,20-210,CHI,HOME,UTA,W (+5),0,29:38,7,12,.583,1,2,.500,6,7,.857,1,2,3,1,0,2,0,1,21,18.0,+11
Luol Deng,2005-11-14,20-212,CHI,AWAY,GSW,L (-18),0,24:53,5,13,.385,0,0,,1,4,.250,2,3,5,0,0,0,0,2,11,4.2,-11
Luol Deng,2005-11-16,20-214,CHI,AWAY,POR,L (-3),0,29:39,3,12,.250,0,1,.000,2,2,1.000,2,3,5,4,2,1,0,2,8,7.8,-7
Luol Deng,2005-11-18,20-216,CHI,AWAY,SEA,L (-14),0,19:25,6,10,.600,2,2,1.000,2,2,1.000,1,3,4,0,0,0,0,0,16,13.0,-5
Luol Deng,2005-11-20,20-218,CHI,AWAY,LAL,W (+3),0,32:56,5,10,.500,0,1,.000,4,5,.800,0,6,6,2,1,0,3,1,14,9.4,0
Luol Deng,2005-11-25,20-223,CHI,AWAY,SAS,W (+7),0,32:22,7,15,.467,0,0,,3,3,1.000,2,5,7,1,0,1,1,2,17,11.8,+15
