PLAYER,DATE,AGE,TEAM,HOME/AWAY,OPPONENT,RESULT,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GAME_SCORE,+/-
Linton Johnson,2009-04-20,28-311,CHI,AWAY,BOS,L (-3),0,1:14,1,1,1.000,0,0,,0,0,,1,0,1,0,0,0,0,1,2,2.0,0
Linton Johnson,2009-04-23,28-314,CHI,HOME,BOS,L (-21),0,8:30,0,1,.000,0,0,,2,2,1.000,1,2,3,1,0,0,0,0,2,3.3,+13
Linton Johnson,2009-04-30,28-321,CHI,HOME,BOS,W (+1),0,0:15,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-2
Edmond Sumner,2019-04-14,23-104,IND,AWAY,BOS,L (-10),0,1:36,0,0,,0,0,,0,0,,0,2,2,0,0,0,0,0,0,0.6,+5
Edmond Sumner,2023-04-15,27-105,BRK,AWAY,PHI,L (-20),0,4:27,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,0,0,0.7,-4
Edmond Sumner,2020-08-18,24-231,IND,HOME,MIA,L (-12),0,27:02,2,4,.500,0,1,.000,2,2,1.000,1,5,6,0,0,0,1,3,6,4.0,-6
Edmond Sumner,2020-08-20,24-233,IND,HOME,MIA,L (-9),0,3:52,0,3,.000,0,2,.000,0,0,,0,0,0,0,0,0,0,0,0,-2.1,-1
Edmond Sumner,2020-08-24,24-237,IND,AWAY,MIA,L (-12),0,9:36,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,2,0,-1.8,+1
Eddie House,2001-04-21,22-342,MIA,HOME,CHH,L (-26),0,18:34,6,13,0.462,1,3,0.333,3,3,1.0,0,3,3,2,1,0,3,2,16,8.8,2
Eddie House,2001-04-23,22-344,MIA,HOME,CHH,L (-26),0,14:08,4,9,0.444,0,1,0.0,1,2,0.5,0,0,0,1,1,1,0,2,9,5.5,-10
Eddie House,2001-04-27,22-348,MIA,AWAY,CHH,L (-15),0,30:36,6,18,0.333,1,3,0.333,0,0,,1,1,2,2,1,0,2,3,13,3.0,-11
Eddie House,2007-05-12,28-363,NJN,HOME,CLE,W (+11),0,1:06,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,0,0,0.7,0
Eddie House,2007-05-14,29-000,NJN,HOME,CLE,L (-2),0,4:10,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,1,0,2,0.7,-2
Eddie House,2007-05-16,29-002,NJN,AWAY,CLE,W (+11),0,7:39,1,5,.200,1,4,.250,0,0,,0,1,1,0,1,0,0,0,3,1.2,+2
Eddie House,2007-05-18,29-004,NJN,HOME,CLE,L (-16),0,4:36,0,2,.000,0,2,.000,0,0,,0,1,1,0,0,0,1,2,0,-2.9,-11
Eddie House,2008-04-20,29-342,BOS,HOME,ATL,W (+23),0,4:49,1,2,.500,1,1,1.000,0,0,,0,0,0,0,0,0,0,0,3,2.0,+4
Eddie House,2008-04-23,29-345,BOS,HOME,ATL,W (+19),0,3:03,0,1,.000,0,1,.000,0,0,,0,1,1,0,1,0,0,0,0,0.6,-6
Eddie House,2008-04-26,29-348,BOS,AWAY,ATL,L (-9),0,2:56,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,0.3,+5
Eddie House,2008-04-28,29-350,BOS,AWAY,ATL,L (-5),0,6:31,0,2,.000,0,1,.000,0,0,,0,1,1,1,0,0,0,0,0,-0.4,-11
Eddie House,2008-04-30,29-352,BOS,HOME,ATL,W (+25),0,1:54,0,0,,0,0,,0,0,,0,1,1,1,0,0,0,0,0,1.0,+2
Eddie House,2008-05-02,29-354,BOS,AWAY,ATL,L (-3),0,0:12,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,+2
Eddie House,2008-05-04,29-356,BOS,HOME,ATL,W (+34),0,10:44,0,2,.000,0,2,.000,0,0,,0,0,0,2,0,0,1,0,0,-1.0,0
Eddie House,2008-05-08,29-360,BOS,HOME,CLE,W (+16),0,3:45,0,2,.000,0,0,,0,0,,1,0,1,0,0,0,0,0,0,-0.7,-2
Eddie House,2008-05-10,29-362,BOS,AWAY,CLE,L (-24),0,6:33,0,3,.000,0,1,.000,0,0,,1,2,3,2,0,0,0,2,0,-0.2,-5
Eddie House,2008-05-14,30-000,BOS,HOME,CLE,W (+7),0,0:21,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,+2
Eddie House,2008-05-16,30-002,BOS,AWAY,CLE,L (-5),0,18:11,3,5,.600,2,3,.667,0,0,,0,2,2,1,1,0,0,2,8,7.2,+7
Eddie House,2008-05-18,30-004,BOS,HOME,CLE,W (+5),0,14:58,1,5,.200,0,2,.000,2,2,1.000,0,1,1,1,1,1,1,0,4,2.6,+13
Eddie House,2008-05-20,30-006,BOS,HOME,DET,W (+9),0,8:06,2,3,.667,1,2,.500,0,0,,0,1,1,0,1,0,0,4,5,3.4,+1
Eddie House,2008-05-22,30-008,BOS,HOME,DET,L (-6),0,6:59,0,3,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,1,0,-2.5,-1
Eddie House,2008-05-26,30-012,BOS,AWAY,DET,L (-19),0,1:43,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-3
Eddie House,2008-05-28,30-014,BOS,HOME,DET,W (+4),0,0:09,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,+4
Eddie House,2008-05-30,30-016,BOS,AWAY,DET,W (+8),0,0:02,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,0
Eddie House,2008-06-10,30-027,BOS,AWAY,LAL,L (-6),0,19:48,2,8,.250,2,3,.667,0,0,,0,3,3,2,1,0,0,2,6,3.7,+7
