PLAYER,DATE,AGE,TEAM,HOME/AWAY,OPPONENT,RESULT,GS,MP,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,GAME_SCORE,BPM
Gerald Wallace,2005-11-02,23-102,CHA,AWAY,CHI,L (-4),1,43:09,.686,.719,7.7,4.8,6.2,20.1,5.8,0.0,4.7,20.8,141,100,27.9,15.3
Gerald Wallace,2005-11-04,23-104,CHA,AWAY,PHI,W (+17),1,28:01,.554,.400,4.2,30.5,17.9,9.1,1.8,0.0,0.0,9.5,142,93,8.2,0.8
Gerald Wallace,2005-11-05,23-105,CHA,HOME,BOS,W (+2),1,41:00,.640,.563,9.9,12.3,11.2,17.3,6.2,0.0,9.3,22.9,130,95,24.6,11.3
Gerald Wallace,2005-11-07,23-107,CHA,HOME,UTA,L (-4),1,17:18,.387,.333,17.7,28.5,22.6,0.0,0.0,9.6,11.4,23.0,88,95,5.1,0.3
Gerald Wallace,2005-11-09,23-109,CHA,HOME,SAS,L (-8),1,32:44,.615,.600,3.2,8.1,5.4,10.4,4.7,4.7,7.6,17.5,122,97,14.5,9.4
Gerald Wallace,2005-11-23,23-123,CHA,HOME,NYK,W (+13),1,37:38,.671,.676,11.6,19.9,15.1,18.5,2.9,6.8,10.1,22.4,143,102,24.1,16.0
Gerald Wallace,2005-11-25,23-125,CHA,AWAY,BOS,L (-1),1,38:01,.612,.615,9.0,6.6,7.9,4.9,2.7,3.8,12.6,18.1,113,94,13.5,3.4
Gerald Wallace,2005-11-26,23-126,CHA,HOME,WAS,W (+18),1,39:52,.666,.656,17.2,19.2,18.1,4.3,3.8,10.6,13.3,23.1,127,77,27.2,15.8
Gerald Wallace,2005-11-29,23-129,CHA,AWAY,SAC,L (-18),1,32:11,.333,.333,11.9,7.8,10.2,9.5,3.0,4.5,21.1,24.1,69,109,5.3,-6.0
Gerald Wallace,2005-11-30,23-130,CHA,AWAY,SEA,L (-10),1,31:46,.575,.600,7.0,11.1,9.0,17.8,0.0,0.0,22.3,19.3,98,118,6.0,-3.2
Gerald Wallace,2005-12-02,23-132,CHA,AWAY,GSW,L (-7),1,26:56,.556,.556,0.0,8.1,3.6,9.9,7.1,2.9,25.0,18.3,78,99,8.3,1.9
Gerald Wallace,2005-12-04,23-134,CHA,AWAY,LAL,L (-1),1,32:12,.350,.350,3.7,0.0,1.8,0.0,0.0,0.0,9.1,15.7,80,128,0.1,-12.6
Gerald Wallace,2005-12-07,23-137,CHA,HOME,NJN,L (-13),1,29:28,.460,.500,3.5,4.1,3.7,13.7,3.6,2.4,0.0,16.3,109,107,8.5,3.0
Gerald Wallace,2005-12-09,23-139,CHA,AWAY,PHI,L (-4),1,25:42,.922,1.000,0.0,17.4,8.9,9.4,1.8,2.4,17.0,9.6,146,115,10.3,2.3
Gerald Wallace,2005-12-10,23-140,CHA,HOME,TOR,L (-8),1,40:45,.401,.357,12.6,21.9,16.7,3.4,2.5,1.7,5.8,17.3,102,113,12.2,-3.0
Gerald Wallace,2005-12-13,23-143,CHA,HOME,DEN,L (-16),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
Gerald Wallace,2005-12-17,23-147,CHA,HOME,DET,L (-25),1,11:44,,,0.0,0.0,0.0,13.2,4.5,0.0,100.0,7.4,17,109,-1.9,-15.4
Gerald Wallace,2005-12-19,23-149,CHA,HOME,SAC,W (+3),1,42:07,.563,.583,7.7,3.1,5.7,29.2,7.5,3.9,7.0,15.2,126,94,21.1,13.5
Gerald Wallace,2005-12-20,23-150,CHA,AWAY,CHI,W (+13),1,32:49,.786,.778,19.5,13.3,15.8,5.1,0.0,13.5,14.2,19.8,142,102,20.1,10.9
Gerald Wallace,2005-12-23,23-153,CHA,HOME,LAC,L (-9),1,33:28,.381,.286,2.8,10.0,6.1,10.6,0.0,5.4,27.6,14.7,67,109,3.6,-6.5
