PLAYER,DATE,AGE,TEAM,HOME/AWAY,OPPONENT,RESULT,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GAME_SCORE,+/-
Sam Dekker,2017-04-16,22-345,HOU,HOME,OKC,W (+31),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
Sam Dekker,2017-04-19,22-348,HOU,HOME,OKC,W (+4),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
Sam Dekker,2017-04-21,22-350,HOU,AWAY,OKC,L (-2),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
Sam Dekker,2017-04-23,22-352,HOU,AWAY,OKC,W (+4),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
Sam Dekker,2017-04-25,22-354,HOU,HOME,OKC,W (+6),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
Sam Dekker,2017-05-01,22-360,HOU,AWAY,SAS,W (+27),0,7:22,1,4,.250,1,2,.500,0,0,,2,1,3,1,1,0,0,0,3,4.0,-7
Sam Dekker,2017-05-03,22-362,HOU,AWAY,SAS,L (-25),0,3:54,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-0.7,+1
Sam Dekker,2017-05-07,23-001,HOU,HOME,SAS,W (+21),0,10:05,0,1,.000,0,0,,0,0,,2,3,5,0,0,1,0,0,0,2.3,-3
Sam Dekker,2017-05-11,23-005,HOU,HOME,SAS,L (-39),0,10:01,2,6,.333,2,4,.500,0,0,,1,1,2,0,0,0,0,2,6,2.8,-15
Tony Wroten,2013-04-20,20-007,MEM,AWAY,LAC,L (-21),0,1:48,1,2,.500,0,1,.000,2,2,1.000,0,0,0,0,0,0,0,0,4,3.0,-2
Tony Wroten,2013-04-27,20-014,MEM,HOME,LAC,W (+21),0,4:33,0,1,.000,0,0,,2,2,1.000,0,2,2,1,0,0,1,0,2,1.6,+4
Tony Wroten,2013-04-30,20-017,MEM,AWAY,LAC,W (+10),0,0:05,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,0
Tony Wroten,2013-05-07,20-024,MEM,AWAY,OKC,W (+6),0,5:41,1,3,.333,0,0,,0,0,,0,1,1,1,1,0,1,1,2,0.9,-4
Tony Wroten,2013-05-19,20-036,MEM,AWAY,SAS,L (-22),0,2:12,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-0.7,-2
Tony Wroten,2013-05-21,20-038,MEM,AWAY,SAS,L (-4),0,2:49,0,4,.000,0,1,.000,0,0,,1,0,1,0,0,0,0,0,0,-2.1,-5
Sasha Vujačić,2006-04-23,22-046,LAL,AWAY,PHO,L (-5),0,11:22,1,3,0.333,1,2,0.5,0,0,,1,0,1,0,0,0,0,2,3,1.2,-5
Sasha Vujačić,2006-04-26,22-049,LAL,AWAY,PHO,W (+6),0,20:33,3,6,0.5,3,4,0.75,2,2,1.0,0,2,2,2,0,0,0,1,11,9.6,6
Sasha Vujačić,2006-04-28,22-051,LAL,HOME,PHO,W (+7),0,14:09,2,4,0.5,2,2,1.0,0,0,,0,2,2,0,1,0,1,0,6,4.6,2
Sasha Vujačić,2006-04-30,22-053,LAL,HOME,PHO,W (+1),0,29:06,2,3,0.667,2,3,0.667,3,3,1.0,0,5,5,1,0,0,1,2,9,8.1,10
Sasha Vujačić,2006-05-02,22-055,LAL,AWAY,PHO,L (-17),0,16:00,0,1,0.0,0,1,0.0,0,0,,0,0,0,0,1,0,1,3,0,-1.9,12
Sasha Vujačić,2006-05-04,22-057,LAL,HOME,PHO,L (-8),0,15:37,1,3,0.333,0,2,0.0,0,0,,0,1,1,3,0,0,0,5,2,0.7,-3
Sasha Vujačić,2006-05-06,22-059,LAL,AWAY,PHO,L (-31),0,21:49,2,6,0.333,1,1,1.0,6,6,1.0,2,4,6,0,2,0,0,1,11,11.8,0
Sasha Vujačić,2009-04-19,25-042,LAL,HOME,UTA,W (+13),0,11:48,0,2,.000,0,1,.000,0,0,,0,1,1,2,1,1,0,2,0,1.2,+8
Sasha Vujačić,2009-04-21,25-044,LAL,HOME,UTA,W (+10),0,15:23,0,3,.000,0,1,.000,0,0,,1,1,2,0,0,0,1,2,0,-2.9,-5
Sasha Vujačić,2009-04-23,25-046,LAL,AWAY,UTA,L (-2),0,8:45,1,5,.200,1,3,.333,0,0,,2,2,4,0,2,0,0,1,3,3.5,0
Sasha Vujačić,2009-04-25,25-048,LAL,AWAY,UTA,W (+14),0,17:05,3,9,.333,3,8,.375,0,0,,0,3,3,1,0,0,0,1,9,5.1,+9
Sasha Vujačić,2009-04-27,25-050,LAL,HOME,UTA,W (+11),0,23:59,2,10,.200,2,5,.400,0,0,,1,2,3,1,2,1,2,2,6,1.7,-2
Sasha Vujačić,2009-05-04,25-057,LAL,HOME,HOU,L (-8),0,13:47,1,4,.250,0,2,.000,0,0,,1,0,1,1,1,0,1,4,2,-0.6,0
Sasha Vujačić,2009-05-06,25-059,LAL,HOME,HOU,W (+13),0,9:51,2,3,.667,0,1,.000,0,0,,0,1,1,0,1,0,1,3,4,1.8,-1
Sasha Vujačić,2009-05-08,25-061,LAL,AWAY,HOU,W (+14),0,12:32,1,6,.167,1,3,.333,0,0,,0,1,1,0,1,0,0,2,3,-0.3,-3
Sasha Vujačić,2009-05-10,25-063,LAL,AWAY,HOU,L (-12),0,18:37,2,7,.286,2,4,.500,1,1,1.000,0,0,0,1,1,0,0,2,7,3.8,+8
Sasha Vujačić,2009-05-12,25-065,LAL,HOME,HOU,W (+40),0,14:24,1,5,.200,0,2,.000,0,0,,0,1,1,0,0,1,0,3,2,-1.3,+3
Sasha Vujačić,2009-05-14,25-067,LAL,AWAY,HOU,L (-15),0,6:35,1,3,.333,0,0,,0,0,,1,1,2,1,0,0,0,2,2,1.2,-4
