PLAYER,DATE,AGE,TEAM,HOME/AWAY,OPPONENT,RESULT,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GAME_SCORE,+/-
Jeff Foster,2001-04-21,24-095,IND,AWAY,PHI,W (+1),0,0:03,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,0
Jeff Foster,2001-04-24,24-098,IND,AWAY,PHI,L (-18),0,4:53,0,0,,0,0,,2,2,1.0,1,2,3,0,0,0,2,1,2,0.9,-6
Jeff Foster,2001-04-28,24-102,IND,HOME,PHI,L (-5),1,23:08,2,5,0.4,0,0,,0,0,,2,3,5,0,0,1,1,2,4,2.5,4
Jeff Foster,2001-05-02,24-106,IND,HOME,PHI,L (-3),1,22:55,2,4,0.5,0,0,,0,0,,0,4,4,2,0,2,1,5,4,3.0,10
Jeff Foster,2002-04-20,25-094,IND,AWAY,NJN,W (+6),0,13:46,1,1,1.0,0,0,,0,0,,1,2,3,1,1,0,0,2,2,3.9,-4
Jeff Foster,2002-04-22,25-096,IND,AWAY,NJN,L (-16),0,10:04,3,4,0.75,1,1,1.0,0,0,,1,3,4,1,0,0,2,3,7,4.5,-1
Jeff Foster,2002-04-26,25-100,IND,HOME,NJN,L (-1),0,30:55,3,6,0.5,1,1,1.0,0,3,0.0,3,9,12,4,1,1,4,2,7,7.3,-7
Jeff Foster,2002-04-30,25-104,IND,HOME,NJN,W (+23),0,8:21,0,0,,0,0,,1,2,0.5,0,4,4,1,1,0,1,3,1,1.3,-2
Jeff Foster,2002-05-02,25-106,IND,AWAY,NJN,L (-11),0,14:58,0,2,0.0,0,2,0.0,3,4,0.75,0,1,1,0,0,0,2,3,3,-1.7,-8
Jeff Foster,2004-04-17,27-092,IND,HOME,BOS,W (+16),1,22:41,4,5,0.8,0,0,,0,0,,3,7,10,0,0,1,2,3,8,7.8,1
Jeff Foster,2004-04-20,27-095,IND,HOME,BOS,W (+13),1,18:04,2,3,0.667,0,0,,0,0,,2,4,6,0,2,1,0,4,4,6.4,-10
Jeff Foster,2004-04-23,27-098,IND,AWAY,BOS,W (+23),1,22:51,3,4,0.75,0,0,,1,1,1.0,5,2,7,3,1,0,0,4,7,11.0,10
Jeff Foster,2004-04-25,27-100,IND,AWAY,BOS,W (+15),1,25:48,1,3,0.333,0,0,,0,0,,2,5,7,1,3,0,0,2,2,6.1,-1
Jeff Foster,2004-05-06,27-111,IND,HOME,MIA,W (+13),1,24:51,2,4,0.5,0,0,,3,3,1.0,6,4,10,1,2,0,1,4,7,10.5,15
Jeff Foster,2004-05-08,27-113,IND,HOME,MIA,W (+11),1,13:15,0,0,,0,0,,0,0,,1,4,5,0,0,0,0,1,0,1.5,5
Jeff Foster,2004-05-10,27-115,IND,AWAY,MIA,L (-7),1,27:02,1,2,0.5,0,0,,1,2,0.5,4,4,8,2,0,0,2,2,3,4.2,-13
Jeff Foster,2004-05-12,27-117,IND,AWAY,MIA,L (-12),1,16:43,0,2,0.0,0,1,0.0,1,2,0.5,2,2,4,2,0,0,2,4,1,-1.0,-5
Jeff Foster,2004-05-15,27-120,IND,HOME,MIA,W (+11),1,34:24,9,10,0.9,0,0,,2,2,1.0,7,9,16,1,1,0,3,3,20,21.7,12
Jeff Foster,2004-05-18,27-123,IND,AWAY,MIA,W (+3),1,28:39,1,2,0.5,0,0,,0,0,,1,6,7,1,0,0,2,3,2,1.0,-7
Jeff Foster,2004-05-22,27-127,IND,HOME,DET,W (+4),1,26:05,1,4,0.25,0,0,,0,0,,4,4,8,0,1,2,0,2,2,5.2,-1
Jeff Foster,2004-05-24,27-129,IND,HOME,DET,L (-5),1,28:09,1,2,0.5,0,0,,0,0,,4,5,9,1,2,1,0,3,2,7.5,-6
Jeff Foster,2004-05-26,27-131,IND,AWAY,DET,L (-7),1,12:26,0,1,0.0,0,0,,0,0,,2,3,5,0,0,0,1,1,0,0.2,-4
Jeff Foster,2004-05-28,27-133,IND,AWAY,DET,W (+15),0,3:03,0,0,,0,0,,0,0,,0,1,1,0,1,0,0,1,0,0.9,-5
Jeff Foster,2004-05-30,27-135,IND,HOME,DET,L (-18),0,3:34,0,1,0.0,0,0,,0,0,,1,1,2,0,0,0,0,0,0,0.3,0
Jeff Foster,2004-06-01,27-137,IND,AWAY,DET,L (-4),0,2:22,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-1
Jeff Foster,2005-04-23,28-097,IND,AWAY,BOS,L (-20),0,16:23,2,3,0.667,0,0,,3,4,0.75,1,4,5,0,1,1,0,1,7,8.5,4
Jeff Foster,2005-04-25,28-099,IND,AWAY,BOS,W (+3),0,8:13,1,1,1.0,0,0,,1,1,1.0,2,0,2,0,0,0,0,0,3,4.1,-4
Jeff Foster,2005-04-28,28-102,IND,HOME,BOS,W (+23),0,19:36,2,3,0.667,0,0,,0,2,0.0,5,4,9,0,0,2,1,2,4,6.2,4
Jeff Foster,2005-04-30,28-104,IND,HOME,BOS,L (-31),0,9:22,0,1,0.0,0,0,,0,0,,0,2,2,0,0,0,1,2,0,-1.9,-4
Jeff Foster,2005-05-03,28-107,IND,AWAY,BOS,W (+5),0,13:39,2,5,0.4,0,0,,0,0,,5,1,6,0,0,0,1,3,4,2.9,0
Jeff Foster,2005-05-05,28-109,IND,HOME,BOS,L (-3),0,10:34,1,2,0.5,0,0,,0,0,,1,1,2,0,0,0,1,0,2,1.0,-6
Jeff Foster,2005-05-07,28-111,IND,AWAY,BOS,W (+27),0,27:27,3,6,0.5,0,0,,3,3,1.0,4,8,12,1,1,4,0,4,9,14.1,24
Jeff Foster,2005-05-09,28-113,IND,AWAY,DET,L (-15),0,20:40,2,2,1.0,0,0,,3,3,1.0,6,7,13,1,0,1,1,4,7,11.5,-5
Jeff Foster,2005-05-11,28-115,IND,AWAY,DET,W (+9),0,30:27,6,11,0.545,0,0,,2,4,0.5,10,10,20,2,2,2,1,3,14,20.5,12
Jeff Foster,2005-05-13,28-117,IND,HOME,DET,W (+5),0,31:19,3,6,0.5,0,0,,2,2,1.0,7,5,12,1,1,0,0,2,8,12.3,1
Jeff Foster,2005-05-15,28-119,IND,HOME,DET,L (-13),0,11:35,1,1,1.0,0,0,,1,2,0.5,0,1,1,0,0,1,1,1,3,1.9,-12
Jeff Foster,2005-05-17,28-121,IND,AWAY,DET,L (-19),0,17:39,2,4,0.5,0,0,,0,0,,3,3,6,0,0,0,1,4,4,2.4,-1
Jeff Foster,2005-05-19,28-123,IND,HOME,DET,L (-9),0,27:09,6,7,0.857,0,0,,0,0,,2,4,6,0,1,1,0,1,12,13.4,-12
Jeff Foster,2003-04-19,26-093,IND,HOME,BOS,L (-3),0,2:18,1,1,1.0,0,0,,0,0,,0,0,0,0,0,0,0,0,2,1.7,-9
Jeff Foster,2003-04-21,26-095,IND,HOME,BOS,W (+12),0,1:42,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-4
Jeff Foster,2003-04-24,26-098,IND,AWAY,BOS,L (-18),0,1:30,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-1
Jeff Foster,2003-04-27,26-101,IND,AWAY,BOS,L (-10),0,2:47,0,1,0.0,0,0,,0,0,,0,1,1,0,0,0,0,1,0,-0.8,-4
Jeff Foster,2003-04-29,26-103,IND,HOME,BOS,W (+5),0,21:20,3,6,0.5,0,0,,2,2,1.0,3,3,6,1,0,2,0,1,8,9.7,-5
Jeff Foster,2003-05-01,26-105,IND,AWAY,BOS,L (-20),0,7:34,2,3,0.667,0,0,,0,0,,1,0,1,1,0,1,0,1,4,4.4,-10
Jeff Foster,2006-04-23,29-097,IND,AWAY,NJN,W (+2),1,28:45,1,2,.500,0,0,,3,4,.750,5,4,9,2,0,0,0,2,5,8.9,-8
Jeff Foster,2006-04-25,29-099,IND,AWAY,NJN,L (-15),1,23:55,2,5,.400,0,0,,0,0,,4,4,8,1,1,1,0,1,4,7.3,-3
Jeff Foster,2006-04-27,29-101,IND,HOME,NJN,W (+12),1,15:37,1,2,.500,0,0,,0,0,,0,2,2,0,2,0,0,4,2,2.0,-2
Jeff Foster,2006-04-29,29-103,IND,HOME,NJN,L (-9),1,11:16,0,2,.000,0,0,,0,0,,2,3,5,0,1,0,0,2,0,1.1,-10
Jeff Foster,2006-05-02,29-106,IND,AWAY,NJN,L (-6),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
Jeff Foster,2011-04-16,34-090,IND,AWAY,CHI,L (-5),0,15:41,1,3,0.333,0,0,,2,2,1.0,1,1,2,2,1,1,1,2,4,4.6,-4
Jeff Foster,2011-04-18,34-092,IND,AWAY,CHI,L (-6),0,17:40,4,5,0.8,0,0,,1,4,0.25,0,4,4,1,1,0,2,4,9,5.2,12
Jeff Foster,2011-04-21,34-095,IND,HOME,CHI,L (-4),0,25:05,1,1,1.0,0,0,,0,0,,1,6,7,0,0,1,2,2,2,2.1,0
Jeff Foster,2011-04-23,34-097,IND,HOME,CHI,W (+5),0,15:42,1,2,0.5,0,0,,0,2,0.0,7,2,9,0,0,1,0,3,2,5.2,5
Jeff Foster,2011-04-26,34-100,IND,AWAY,CHI,L (-27),0,19:02,0,1,0.0,0,0,,0,0,,1,1,2,1,0,1,0,3,0,0.5,0
Shannon Brown,2007-06-14,21-197,CLE,HOME,SAS,L (-1),0,0:01,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,-2
Shannon Brown,2010-04-18,24-140,LAL,HOME,OKC,W (+8),0,12:57,2,4,.500,0,0,,0,0,,2,0,2,2,1,0,0,2,4,5.0,-5
Shannon Brown,2010-04-20,24-142,LAL,HOME,OKC,W (+3),0,12:08,2,4,.500,1,2,.500,1,2,.500,1,0,1,0,0,0,0,1,6,3.9,+11
Shannon Brown,2010-04-22,24-144,LAL,AWAY,OKC,L (-5),0,9:54,1,4,.250,0,2,.000,2,2,1.000,0,1,1,1,0,0,0,3,4,1.4,-12
Shannon Brown,2010-04-24,24-146,LAL,AWAY,OKC,L (-21),0,21:27,2,8,.250,0,3,.000,6,6,1.000,1,1,2,2,1,0,1,5,10,5.6,-9
Shannon Brown,2010-04-27,24-149,LAL,HOME,OKC,W (+24),0,19:37,1,4,.250,0,0,,0,2,.000,0,1,1,2,2,1,1,4,2,0.6,-2
Shannon Brown,2010-04-30,24-152,LAL,AWAY,OKC,W (+1),0,14:57,4,5,.800,2,2,1.000,1,2,.500,1,0,1,0,0,0,3,2,11,5.6,-1
Shannon Brown,2010-05-02,24-154,LAL,HOME,UTA,W (+5),0,16:45,1,5,.200,0,0,,2,4,.500,0,3,3,0,2,0,1,0,4,2.0,-4
Shannon Brown,2010-05-04,24-156,LAL,HOME,UTA,W (+8),0,20:10,2,4,.500,0,1,.000,0,0,,0,2,2,2,0,1,1,1,4,3.3,+4
Shannon Brown,2010-05-08,24-160,LAL,AWAY,UTA,W (+1),0,19:25,4,12,.333,1,3,.333,0,0,,0,0,0,1,1,1,1,2,9,2.8,-1
