PLAYER,DATE,AGE,TEAM,HOME/AWAY,OPPONENT,RESULT,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GAME_SCORE,+/-
Kobe Bryant,2003-04-20,24-240,LAL,AWAY,MIN,W (+19),1,45:15,16,30,0.533,1,3,0.333,6,6,1.0,1,4,5,8,1,0,1,3,39,30.7,18
Kobe Bryant,2003-04-22,24-242,LAL,AWAY,MIN,L (-28),1,45:34,9,28,0.321,2,6,0.333,7,9,0.778,0,4,4,8,1,0,3,4,27,13.4,-26
Kobe Bryant,2003-04-24,24-244,LAL,HOME,MIN,L (-4),1,50:38,10,28,0.357,1,5,0.2,9,10,0.9,3,4,7,6,1,0,6,1,30,16.1,-3
Kobe Bryant,2003-04-27,24-247,LAL,HOME,MIN,W (+5),1,46:39,7,25,0.28,2,3,0.667,16,17,0.941,1,4,5,5,3,0,1,2,32,23.5,5
Kobe Bryant,2003-04-29,24-249,LAL,AWAY,MIN,W (+30),1,39:59,12,21,0.571,2,4,0.5,6,8,0.75,3,5,8,5,1,0,2,0,32,27.4,29
Kobe Bryant,2003-05-01,24-251,LAL,HOME,MIN,W (+16),1,41:48,14,26,0.538,2,7,0.286,1,2,0.5,1,1,2,8,1,0,2,4,31,22.0,19
Kobe Bryant,2003-05-05,24-255,LAL,AWAY,SAS,L (-5),1,45:01,16,38,0.421,3,4,0.75,2,2,1.0,1,3,4,2,0,0,5,3,37,13.6,1
Kobe Bryant,2003-05-07,24-257,LAL,AWAY,SAS,L (-19),1,40:39,9,24,0.375,2,6,0.333,7,10,0.7,0,6,6,1,0,0,5,4,27,8.5,-22
Kobe Bryant,2003-05-09,24-259,LAL,HOME,SAS,W (+15),1,43:20,10,23,0.435,2,4,0.5,17,19,0.895,2,2,4,4,1,0,4,2,39,27.1,23
Kobe Bryant,2003-05-11,24-261,LAL,HOME,SAS,W (+4),1,40:16,10,24,0.417,1,4,0.25,14,17,0.824,2,5,7,3,2,1,2,5,35,24.7,-2
Kobe Bryant,2003-05-13,24-263,LAL,AWAY,SAS,L (-2),1,48:00,15,31,0.484,5,11,0.455,1,2,0.5,2,5,7,6,2,0,4,3,36,23.8,-2
Kobe Bryant,2003-05-15,24-265,LAL,HOME,SAS,L (-28),1,43:26,9,19,0.474,2,5,0.4,0,2,0.0,0,2,2,6,1,0,7,4,20,6.7,-20
Kobe Bryant,2001-04-22,22-242,LAL,HOME,POR,W (+13),1,40:58,9,20,0.45,1,2,0.5,9,12,0.75,1,5,6,7,2,0,0,4,28,23.9,26
Kobe Bryant,2001-04-26,22-246,LAL,HOME,POR,W (+18),1,34:55,8,11,0.727,1,2,0.5,8,10,0.8,2,1,3,7,3,0,3,3,25,25.1,24
Kobe Bryant,2001-04-29,22-249,LAL,AWAY,POR,W (+13),1,42:39,9,23,0.391,0,2,0.0,4,6,0.667,1,3,4,9,2,0,3,4,22,14.0,16
Kobe Bryant,2001-05-06,22-256,LAL,HOME,SAC,W (+3),1,39:13,10,23,0.435,0,1,0.0,9,11,0.818,3,1,4,5,0,0,5,4,29,15.4,-1
Kobe Bryant,2001-05-08,22-258,LAL,HOME,SAC,W (+6),1,47:07,9,19,0.474,0,2,0.0,9,10,0.9,1,8,9,5,1,1,4,4,27,19.6,10
Kobe Bryant,2001-05-11,22-261,LAL,AWAY,SAC,W (+22),1,38:54,10,22,0.455,0,1,0.0,16,19,0.842,0,7,7,4,2,0,5,4,36,23.7,28
Kobe Bryant,2001-05-13,22-263,LAL,AWAY,SAC,W (+6),1,48:00,15,29,0.517,1,1,1.0,17,19,0.895,9,7,16,3,2,1,2,2,48,43.3,6
Kobe Bryant,2001-05-19,22-269,LAL,AWAY,SAS,W (+14),1,46:53,19,35,0.543,1,2,0.5,6,8,0.75,1,9,10,3,1,1,4,4,45,28.9,17
Kobe Bryant,2001-05-21,22-271,LAL,AWAY,SAS,W (+7),1,47:20,11,24,0.458,1,4,0.25,5,6,0.833,1,6,7,6,2,1,2,4,28,21.0,5
Kobe Bryant,2001-05-25,22-275,LAL,HOME,SAS,W (+39),1,39:36,14,27,0.519,2,4,0.5,6,9,0.667,5,4,9,8,1,0,3,1,36,29.4,28
Kobe Bryant,2001-05-27,22-277,LAL,HOME,SAS,W (+29),1,33:50,10,19,0.526,1,4,0.25,3,3,1.0,0,2,2,11,2,1,2,4,24,22.1,23
Kobe Bryant,2001-06-06,22-287,LAL,HOME,PHI,L (-6),1,52:05,7,22,0.318,0,0,,1,1,1.0,0,3,3,5,1,3,6,4,15,2.3,-6
Kobe Bryant,2001-06-08,22-289,LAL,HOME,PHI,W (+9),1,47:27,11,23,0.478,1,2,0.5,8,8,1.0,1,7,8,6,2,2,2,4,31,26.1,11
Kobe Bryant,2001-06-10,22-291,LAL,AWAY,PHI,W (+5),1,48:00,13,30,0.433,0,2,0.0,6,6,1.0,0,6,6,3,2,0,3,2,32,18.3,5
Kobe Bryant,2001-06-13,22-294,LAL,AWAY,PHI,W (+14),1,42:41,6,13,0.462,0,2,0.0,7,12,0.583,2,8,10,9,1,1,4,2,19,17.3,7
Kobe Bryant,2001-06-15,22-296,LAL,AWAY,PHI,W (+12),1,43:56,7,18,0.389,2,3,0.667,10,11,0.909,2,10,12,6,1,1,3,3,26,21.9,14
Kobe Bryant,2000-04-23,21-244,LAL,HOME,SAC,W (+10),1,38:39,11,22,.500,0,1,.000,1,2,.500,5,2,7,5,0,0,3,5,23,14.2,+4
Kobe Bryant,2000-04-27,21-248,LAL,HOME,SAC,W (+24),1,36:45,12,20,.600,3,3,1.000,5,6,.833,0,4,4,1,2,0,1,2,32,24.5,+17
Kobe Bryant,2000-04-30,21-251,LAL,AWAY,SAC,L (-8),1,37:32,13,25,.520,2,6,.333,7,9,.778,1,2,3,2,2,0,2,5,35,22.6,-12
Kobe Bryant,2000-05-02,21-253,LAL,AWAY,SAC,L (-13),1,45:48,13,30,.433,0,3,.000,6,8,.750,2,4,6,4,2,0,7,4,32,14.2,-10
Kobe Bryant,2000-05-05,21-256,LAL,HOME,SAC,W (+27),1,33:54,7,16,.438,1,5,.200,2,2,1.000,0,2,2,6,0,3,1,2,17,13.7,+23
Kobe Bryant,2000-05-07,21-258,LAL,HOME,PHO,W (+28),1,34:27,8,17,.471,1,2,.500,8,10,.800,3,3,6,1,3,3,3,4,25,19.7,+6
