PLAYER,DATE,AGE,TEAM,HOME/AWAY,OPPONENT,RESULT,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GAME_SCORE,+/-
Wade Baldwin,2018-04-14,22-016,POR,HOME,NOP,L (-2),0,2:36,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,0,0,0.7,-2
Wade Baldwin,2018-04-17,22-019,POR,HOME,NOP,L (-9),0,0:18,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0,-1.0,-3
Wade Baldwin,2018-04-19,22-021,POR,AWAY,NOP,L (-17),0,7:55,0,1,0.0,0,0,,1,2,0.5,0,1,1,2,1,1,1,0,1,2.3,11
Wade Baldwin,2018-04-21,22-023,POR,AWAY,NOP,L (-8),0,8:17,1,3,0.333,1,1,1.0,0,0,,0,2,2,0,0,0,1,1,3,0.5,1
Wade Baldwin,2017-04-15,21-017,MEM,AWAY,SAS,L (-29),0,7:12,0,1,.000,0,0,,0,0,,1,1,2,1,0,0,0,1,0,0.6,-3
Wade Baldwin,2017-04-20,21-022,MEM,HOME,SAS,W (+11),0,3:00,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,1,0,-0.1,-9
Wade Baldwin,2017-04-25,21-027,MEM,AWAY,SAS,L (-13),0,2:12,0,0,,0,0,,2,2,1.000,0,1,1,1,0,0,0,1,2,2.6,+4
Marquese Chriss,2022-04-25,24-297,DAL,HOME,UTA,W (+25),0,4:05,1,2,.500,0,0,,0,0,,1,1,2,0,0,0,0,0,2,2.0,-3
Marquese Chriss,2022-05-04,24-306,DAL,AWAY,PHO,L (-20),0,4:41,1,2,.500,0,0,,3,4,.750,2,0,2,0,0,0,0,0,5,5.0,+1
Marquese Chriss,2022-05-08,24-310,DAL,HOME,PHO,W (+10),0,1:07,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,0.3,-4
Marquese Chriss,2022-05-10,24-312,DAL,AWAY,PHO,L (-30),0,4:42,1,1,1.000,0,0,,0,0,,1,1,2,0,0,0,0,1,2,2.3,-11
Marquese Chriss,2022-05-12,24-314,DAL,HOME,PHO,W (+27),0,1:43,0,0,,0,0,,2,2,1.000,0,1,1,0,0,0,0,0,2,2.3,+4
Marquese Chriss,2022-05-15,24-317,DAL,AWAY,PHO,W (+33),0,6:44,1,3,.333,1,2,.500,0,0,,0,0,0,0,0,0,0,1,3,0.9,-11
Marquese Chriss,2022-05-18,24-320,DAL,AWAY,GSW,L (-25),0,5:03,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,1,0,-0.1,+3
Marquese Chriss,2022-05-26,24-328,DAL,AWAY,GSW,L (-10),0,2:02,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0,-1.0,+6
Kerry Kittles,2002-04-20,27-312,NJN,HOME,IND,L (-6),1,33:17,4,9,0.444,1,3,0.333,0,0,,1,0,1,0,2,0,1,3,9,4.8,-9
Kerry Kittles,2002-04-22,27-314,NJN,HOME,IND,W (+16),1,27:20,2,6,0.333,0,0,,0,0,,0,1,1,2,3,0,1,2,4,3.5,18
Kerry Kittles,2002-04-26,27-318,NJN,AWAY,IND,W (+1),1,26:46,2,11,0.182,1,3,0.333,0,0,,1,3,4,4,3,1,0,2,5,5.4,-6
Kerry Kittles,2002-04-30,27-322,NJN,AWAY,IND,L (-23),1,20:39,2,5,0.4,0,1,0.0,0,1,0.0,0,2,2,0,2,0,1,2,4,1.7,-13
Kerry Kittles,2002-05-02,27-324,NJN,HOME,IND,W (+11),1,42:38,4,12,0.333,0,2,0.0,1,1,1.0,2,3,5,3,0,2,0,1,9,7.6,5
Kerry Kittles,2002-05-05,27-327,NJN,HOME,CHH,W (+6),1,23:05,5,9,0.556,0,1,0.0,2,2,1.0,1,1,2,1,0,0,1,1,12,8.0,-2
Kerry Kittles,2002-05-07,27-329,NJN,HOME,CHH,W (+14),1,23:35,4,9,0.444,0,1,0.0,2,2,1.0,1,0,1,3,0,1,0,1,10,8.4,-1
