PLAYER,DATE,AGE,TEAM,HOME/AWAY,OPPONENT,RESULT,GS,MP,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,GAME_SCORE,BPM
Luol Deng,2005-11-02,20-200,CHI,HOME,CHA,W (+4),0,17:27,.512,.375,17.9,6.3,12.3,10.2,0.0,0.0,9.3,26.5,112,107,7.3,-0.5
Luol Deng,2005-11-05,20-203,CHI,AWAY,NJN,L (-1),0,32:20,.428,.308,9.9,20.7,15.2,5.1,0.0,0.0,11.6,23.6,91,105,7.3,-4.5
Luol Deng,2005-11-07,20-205,CHI,HOME,SAS,L (-9),0,35:48,.571,.500,0.0,19.3,9.3,11.5,0.0,0.0,5.7,22.9,112,105,13.0,4.2
Luol Deng,2005-11-09,20-207,CHI,HOME,GSW,W (+1),0,34:45,.313,.313,0.0,10.6,6.4,4.9,1.4,0.0,20.0,13.2,56,92,0.3,-4.9
Luol Deng,2005-11-12,20-210,CHI,HOME,UTA,W (+5),0,29:38,.696,.625,5.1,8.1,6.7,6.3,0.0,5.6,0.0,25.6,147,114,18.0,7.3
Luol Deng,2005-11-14,20-212,CHI,AWAY,GSW,L (-18),0,24:53,.373,.385,7.0,15.2,10.4,0.0,0.0,0.0,0.0,23.5,86,109,4.2,-3.6
Luol Deng,2005-11-16,20-214,CHI,AWAY,POR,L (-3),0,29:39,.311,.250,6.7,16.7,10.5,20.8,3.8,2.7,0.0,18.9,105,106,7.8,2.8
Luol Deng,2005-11-18,20-216,CHI,AWAY,SEA,L (-14),0,19:25,.735,.700,5.3,20.6,11.9,0.0,0.0,0.0,0.0,25.6,152,115,13.0,16.4
Luol Deng,2005-11-20,20-218,CHI,AWAY,LAL,W (+3),0,32:56,.574,.500,0.0,19.9,10.2,9.5,1.6,0.0,19.7,19.8,99,99,9.4,1.2
Luol Deng,2005-11-25,20-223,CHI,AWAY,SAS,W (+7),0,32:22,.521,.467,6.6,16.5,11.5,4.5,0.0,2.9,5.8,23.8,110,106,11.8,1.0
Luol Deng,2005-11-26,20-224,CHI,AWAY,HOU,W (+5),0,22:22,.510,.400,0.0,20.0,10.2,7.0,2.4,7.0,14.5,15.3,92,92,5.8,2.1
Luol Deng,2005-11-29,20-227,CHI,HOME,ORL,W (+9),0,33:10,.528,.500,3.1,18.7,9.4,0.0,1.7,0.0,4.8,30.8,99,92,12.8,1.9
Luol Deng,2005-11-30,20-228,CHI,AWAY,NYK,L (-8),0,17:33,.333,.333,7.4,16.1,11.6,0.0,0.0,9.8,14.3,18.1,67,114,1.5,-7.6
Luol Deng,2005-12-02,20-230,CHI,AWAY,BOS,W (+4),0,33:18,.717,.625,9.8,23.4,16.0,6.5,0.0,0.0,9.3,26.3,141,110,22.6,9.6
Luol Deng,2005-12-03,20-231,CHI,HOME,DET,L (-13),0,33:17,.567,.533,7.4,25.2,16.4,7.8,3.2,2.6,5.9,23.8,115,97,16.2,9.4
Luol Deng,2005-12-05,20-233,CHI,HOME,DAL,L (-8),0,38:23,.709,.700,6.4,10.1,8.2,0.0,4.2,0.0,0.0,22.3,145,112,22.2,10.1
Luol Deng,2005-12-07,20-235,CHI,AWAY,ORL,W (+9),0,36:42,.590,.531,3.5,30.2,17.2,14.8,2.7,0.0,9.7,26.1,111,92,19.1,5.7
Luol Deng,2005-12-09,20-237,CHI,HOME,LAL,L (-13),0,32:13,.444,.393,6.9,15.3,10.9,6.3,0.0,0.0,0.0,23.8,99,111,8.7,-0.7
Luol Deng,2005-12-10,20-238,CHI,AWAY,WAS,W (+7),1,41:04,.587,.588,9.5,25.7,18.0,6.4,2.2,1.9,18.3,21.9,102,102,16.8,0.3
Luol Deng,2005-12-13,20-241,CHI,HOME,MIA,L (-3),1,21:05,.340,.300,11.7,14.5,13.2,26.1,0.0,0.0,0.0,25.3,96,114,5.4,-3.0
Luol Deng,2005-12-14,20-242,CHI,AWAY,TOR,W (+11),1,39:26,.658,.667,4.7,23.8,16.4,4.1,2.7,2.4,9.2,13.5,127,98,13.0,4.4
Luol Deng,2005-12-16,20-244,CHI,AWAY,DET,L (-28),1,21:44,.583,.556,5.0,16.2,10.4,27.7,5.1,0.0,9.6,22.8,119,117,11.4,11.9
Luol Deng,2005-12-17,20-245,CHI,HOME,BOS,W (+32),1,19:28,.820,.750,9.5,5.4,6.8,34.6,2.6,0.0,29.1,16.2,143,95,9.5,9.1
Luol Deng,2005-12-22,20-250,CHI,HOME,CLE,L (-8),1,26:08,.576,.577,0.0,20.4,12.1,12.6,0.0,11.7,12.6,29.1,100,111,11.1,4.4
Luol Deng,2005-12-23,20-251,CHI,AWAY,MEM,L (-18),1,34:37,.315,.267,3.2,6.8,4.9,6.8,3.2,0.0,11.2,24.7,67,111,3.1,-5.1
Luol Deng,2005-12-26,20-254,CHI,AWAY,CLE,L (-11),1,38:46,.167,.167,5.2,9.8,7.2,13.6,0.0,0.0,0.0,13.7,62,115,1.1,-7.7
Luol Deng,2005-12-28,20-256,CHI,AWAY,CHA,L (-13),1,40:33,.587,.643,5.9,9.9,8.1,4.9,1.3,0.0,20.7,21.4,91,104,9.3,-1.0
Luol Deng,2005-12-31,20-259,CHI,HOME,PHO,L (-9),1,43:47,.490,.467,9.5,26.3,17.5,7.4,1.2,0.0,5.8,17.8,108,103,14.3,2.4
Luol Deng,2006-01-02,20-261,CHI,HOME,MIL,L (-1),1,32:48,.820,.813,3.8,32.1,18.3,10.0,0.0,2.0,33.9,20.9,104,96,12.1,4.3
Luol Deng,2006-01-04,20-263,CHI,HOME,SEA,L (-4),1,19:52,.429,.429,5.5,12.7,8.8,18.8,5.1,0.0,0.0,15.5,108,100,7.0,4.8
Luol Deng,2006-01-06,20-265,CHI,AWAY,MIL,W (+14),1,35:10,.716,.500,0.0,20.0,10.8,4.3,0.0,2.3,0.0,12.8,158,106,13.2,3.2
Luol Deng,2006-01-07,20-266,CHI,HOME,MEM,W (+29),1,33:54,.429,.429,6.2,19.1,14.2,23.1,1.6,5.1,12.5,11.8,120,92,10.1,7.3
Luol Deng,2006-01-09,20-268,CHI,HOME,TOR,W (+9),1,37:19,.839,.778,4.0,12.9,8.9,4.4,0.0,2.1,0.0,16.0,177,119,19.6,7.2
Luol Deng,2006-01-11,20-270,CHI,AWAY,MIN,L (-6),1,36:42,.444,.429,6.2,17.2,11.4,8.7,0.0,3.8,20.2,12.8,85,109,5.8,-2.3
Luol Deng,2006-01-14,20-273,CHI,HOME,IND,L (-2),1,28:05,.545,.545,7.4,20.3,13.6,6.9,3.7,0.0,21.4,21.5,91,94,8.5,2.2
Luol Deng,2006-01-16,20-275,CHI,HOME,DEN,L (-3),1,35:28,.308,.308,11.0,20.6,16.3,25.7,0.0,2.0,7.1,18.5,91,107,7.4,-3.1
Luol Deng,2006-01-18,20-277,CHI,HOME,NYK,W (+2),1,37:14,.475,.450,10.9,3.2,6.9,12.1,1.4,1.8,13.7,18.1,102,108,9.6,-0.7
Luol Deng,2006-01-20,20-279,CHI,HOME,HOU,L (-1),1,47:10,.559,.559,4.9,10.2,7.5,12.3,1.2,0.0,0.0,17.6,116,110,16.0,2.6
Luol Deng,2006-01-21,20-280,CHI,AWAY,IND,W (+12),1,10:18,.296,.000,0.0,22.2,10.8,0.0,5.1,0.0,12.9,33.8,64,89,0.3,-12.9
Luol Deng,2006-01-25,20-284,CHI,AWAY,TOR,W (+16),1,26:03,.486,.500,0.0,30.7,16.8,11.6,0.0,3.0,8.1,22.4,94,94,7.6,-1.1
Luol Deng,2006-01-27,20-286,CHI,HOME,WAS,W (+11),1,35:20,.493,.462,2.8,7.8,5.4,0.0,1.6,2.0,0.0,19.3,112,94,9.6,2.4
Luol Deng,2006-01-28,20-287,CHI,HOME,ATL,W (+12),1,39:58,.643,.643,6.5,7.1,6.8,0.0,2.4,3.1,17.6,18.6,108,99,13.3,1.0
Luol Deng,2006-01-31,20-290,CHI,AWAY,DAL,L (-4),1,27:28,.125,.125,6.7,22.4,13.4,0.0,3.9,0.0,20.0,15.7,36,103,-1.9,-11.4
Luol Deng,2006-02-01,20-291,CHI,AWAY,NOK,L (-5),1,34:43,.541,.429,0.0,13.2,7.0,11.2,0.0,4.1,10.7,25.0,106,106,11.4,0.8
Luol Deng,2006-02-04,20-294,CHI,AWAY,PHO,L (-17),1,32:53,.511,.464,3.1,6.5,4.8,4.7,1.5,0.0,5.7,23.6,105,122,10.8,-0.5
Luol Deng,2006-02-06,20-296,CHI,AWAY,UTA,L (-2),1,31:23,.333,.333,0.0,16.9,7.7,32.8,0.0,0.0,10.0,14.9,87,113,4.1,-2.8
