PLAYER,DATE,AGE,TEAM,HOME/AWAY,OPPONENT,RESULT,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GAME_SCORE,+/-
Doug Christie,2000-04-23,29-350,TOR,AWAY,NYK,L (-4),1.0,25:57,1.0,5.0,0.2,1.0,4.0,0.25,2.0,4.0,0.5,1.0,1.0,2.0,2.0,2.0,0.0,2.0,1.0,5.0,3.1,-12.0
Doug Christie,2000-04-26,29-353,TOR,AWAY,NYK,L (-1),0.0,16:27,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,2.0,2.0,2.0,1.0,0.0,1.0,5.0,0.0,-0.7,1.0
Doug Christie,2000-04-30,29-357,TOR,HOME,NYK,L (-7),0.0,19:32,2.0,7.0,0.286,2.0,4.0,0.5,1.0,2.0,0.5,0.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,7.0,3.3,-3.0
Doug Christie,2002-04-20,31-346,SAC,HOME,UTA,W (+3),1.0,41:13,5.0,8.0,0.625,2.0,5.0,0.4,5.0,5.0,1.0,0.0,6.0,6.0,4.0,2.0,1.0,3.0,3.0,17.0,16.5,6.0
Doug Christie,2002-04-23,31-349,SAC,HOME,UTA,L (-7),1.0,44:35,2.0,7.0,0.286,0.0,4.0,0.0,8.0,9.0,0.889,2.0,2.0,4.0,5.0,1.0,0.0,4.0,4.0,12.0,8.4,-3.0
Doug Christie,2002-04-27,31-353,SAC,AWAY,UTA,W (+3),1.0,37:34,2.0,10.0,0.2,1.0,6.0,0.167,4.0,7.0,0.571,0.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,9.0,3.1,2.0
Doug Christie,2002-04-29,31-355,SAC,AWAY,UTA,W (+5),1.0,43:53,4.0,9.0,0.444,1.0,3.0,0.333,3.0,3.0,1.0,1.0,7.0,8.0,9.0,4.0,0.0,3.0,3.0,12.0,16.2,5.0
Doug Christie,2002-05-04,31-360,SAC,HOME,DAL,W (+17),1.0,40:35,2.0,10.0,0.2,1.0,6.0,0.167,1.0,2.0,0.5,2.0,2.0,4.0,8.0,2.0,0.0,2.0,2.0,6.0,6.2,15.0
Doug Christie,2002-05-06,31-362,SAC,HOME,DAL,L (-8),1.0,37:04,3.0,6.0,0.5,0.0,1.0,0.0,0.0,0.0,,1.0,4.0,5.0,6.0,2.0,1.0,4.0,6.0,6.0,5.4,-16.0
Doug Christie,2002-05-09,32-000,SAC,AWAY,DAL,W (+6),1.0,26:49,6.0,6.0,1.0,2.0,2.0,1.0,6.0,6.0,1.0,0.0,5.0,5.0,3.0,1.0,0.0,6.0,5.0,20.0,14.8,13.0
Doug Christie,2002-05-11,32-002,SAC,AWAY,DAL,W (+2),1.0,50:52,3.0,10.0,0.3,0.0,4.0,0.0,6.0,7.0,0.857,1.0,4.0,5.0,4.0,6.0,1.0,3.0,3.0,12.0,13.0,4.0
Doug Christie,2002-05-13,32-004,SAC,HOME,DAL,W (+13),1.0,45:47,5.0,10.0,0.5,1.0,5.0,0.2,4.0,6.0,0.667,3.0,4.0,7.0,7.0,1.0,1.0,2.0,2.0,15.0,16.3,16.0
Doug Christie,2002-05-18,32-009,SAC,HOME,LAL,L (-7),1.0,43:17,6.0,11.0,0.545,1.0,4.0,0.25,0.0,0.0,,0.0,7.0,7.0,3.0,2.0,0.0,3.0,6.0,13.0,8.5,-9.0
Doug Christie,2002-05-20,32-011,SAC,HOME,LAL,W (+6),1.0,45:28,3.0,7.0,0.429,3.0,5.0,0.6,4.0,5.0,0.8,1.0,3.0,4.0,3.0,3.0,0.0,4.0,5.0,13.0,9.6,9.0
Doug Christie,2002-05-24,32-015,SAC,AWAY,LAL,W (+13),1.0,43:00,4.0,10.0,0.4,3.0,7.0,0.429,6.0,8.0,0.75,0.0,12.0,12.0,6.0,3.0,1.0,3.0,4.0,17.0,17.7,16.0
Doug Christie,2002-05-26,32-017,SAC,AWAY,LAL,L (-1),1.0,35:36,3.0,7.0,0.429,1.0,5.0,0.2,1.0,2.0,0.5,1.0,5.0,6.0,5.0,0.0,0.0,2.0,5.0,8.0,5.6,5.0
Doug Christie,2002-05-28,32-019,SAC,HOME,LAL,W (+1),1.0,28:46,2.0,4.0,0.5,0.0,1.0,0.0,4.0,4.0,1.0,1.0,1.0,2.0,3.0,1.0,0.0,2.0,6.0,8.0,5.7,13.0
