PLAYER,DATE,AGE,TEAM,HOME/AWAY,OPPONENT,RESULT,GS,MP,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,GAME_SCORE,BPM
Randy Foye,2008-10-29,25-035,MIN,HOME,SAC,W (+2),1,31:57,.466,.500,3.2,4.0,3.5,13.1,4.8,0.0,23.7,23.6,77,101,5.7,-5.5
Randy Foye,2008-11-01,25-038,MIN,HOME,DAL,L (-10),1,32:01,.269,.214,0.0,19.2,9.4,33.9,0.0,0.0,6.3,22.8,71,106,3.3,-6.2
Randy Foye,2008-11-02,25-039,MIN,AWAY,OKC,L (-3),1,29:49,.092,.000,0.0,10.1,5.5,29.3,0.0,0.0,31.5,26.1,33,105,-5.3,-20.7
Randy Foye,2008-11-05,25-042,MIN,HOME,SAS,L (-4),1,44:33,.500,.500,2.7,11.8,7.0,28.9,1.2,1.5,15.4,13.2,107,117,11.6,-1.4
Randy Foye,2008-11-07,25-044,MIN,AWAY,SAC,L (-12),0,25:35,.688,.688,0.0,11.0,4.8,26.3,2.1,0.0,11.1,15.9,132,134,10.4,3.8
Randy Foye,2008-11-08,25-045,MIN,AWAY,POR,L (-4),0,34:02,.527,.500,3.3,3.5,3.4,25.2,0.0,0.0,0.0,13.9,130,124,8.9,-0.6
Randy Foye,2008-11-11,25-048,MIN,AWAY,GSW,L (-3),0,38:46,.377,.368,4.7,7.2,5.7,29.2,2.7,2.2,4.8,22.4,99,110,11.0,-0.3
Randy Foye,2008-11-15,25-052,MIN,HOME,POR,L (-5),0,33:33,.357,.357,3.8,11.9,7.7,10.7,0.0,0.0,17.6,25.8,66,111,1.4,-11.2
Randy Foye,2008-11-16,25-053,MIN,AWAY,DEN,L (-6),0,39:03,.551,.500,0.0,12.3,6.9,32.9,1.3,2.0,10.9,21.0,109,98,13.3,4.3
Randy Foye,2008-11-19,25-056,MIN,HOME,PHI,W (+6),1,35:10,.512,.375,3.9,7.2,5.6,24.2,0.0,3.7,17.0,15.7,108,105,9.7,-1.1
Randy Foye,2008-11-21,25-058,MIN,HOME,BOS,L (-17),1,29:00,.167,.167,0.0,9.5,3.8,7.3,1.8,0.0,14.3,21.5,34,105,-4.9,-16.4
Randy Foye,2008-11-23,25-060,MIN,AWAY,DET,W (+26),1,37:17,.893,.875,0.0,2.8,1.6,55.6,2.8,1.9,13.4,18.8,163,87,27.8,21.2
