PLAYER,DATE,AGE,TEAM,HOME/AWAY,OPPONENT,RESULT,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GAME_SCORE,+/-
Mikki Moore,2000-02-25,24-113,DET,HOME,GSW,W (+32),0,13:15,4,4,1.000,0,0,,0,0,,0,3,3,2,1,2,0,3,8,10.3,+17
Mikki Moore,2000-02-27,24-115,DET,HOME,CHI,W (+3),0,11:17,1,3,.333,0,0,,0,0,,0,1,1,0,0,0,0,4,2,-1.0,-6
Mikki Moore,2000-02-29,24-117,DET,AWAY,IND,L (-10),0,23:26,4,6,.667,0,0,,2,2,1.000,2,3,5,1,1,2,1,6,10,9.4,+15
Mikki Moore,2000-03-01,24-118,DET,HOME,UTA,L (-13),0,16:48,4,5,.800,0,0,,1,2,.500,1,3,4,3,0,0,0,4,9,8.8,+4
Mikki Moore,2000-03-04,24-121,DET,AWAY,WAS,L (-6),0,18:45,3,6,.500,0,0,,0,0,,0,4,4,1,0,1,2,3,6,2.4,+4
Mikki Moore,2000-03-08,24-125,DET,HOME,DEN,W (+14),0,21:25,5,8,.625,0,0,,5,6,.833,3,5,8,0,0,1,0,6,15,12.9,+1
Mikki Moore,2000-03-10,24-127,DET,HOME,VAN,W (+14),0,15:00,3,4,.750,0,0,,0,0,,1,1,2,2,1,1,2,6,6,4.1,+7
Mikki Moore,2000-03-11,24-128,DET,HOME,POR,L (-5),0,15:12,3,3,1.000,0,0,,3,4,.750,1,2,3,0,0,2,0,5,9,8.4,+3
Mikki Moore,2000-03-13,24-130,DET,HOME,BOS,W (+9),0,18:59,5,5,1.000,0,0,,1,2,.500,0,4,4,0,1,0,0,3,11,10.1,+7
Mikki Moore,2000-03-15,24-132,DET,HOME,ORL,W (+22),0,17:27,0,1,.000,0,0,,5,6,.833,1,1,2,0,0,1,3,3,5,1.4,+5
Mikki Moore,2000-03-17,24-134,DET,HOME,LAL,L (-28),0,14:55,5,5,1.000,0,0,,2,2,1.000,2,0,2,0,0,0,0,5,12,9.9,-12
Mikki Moore,2000-03-19,24-136,DET,AWAY,VAN,W (+2),0,12:05,3,4,.750,0,0,,0,0,,1,0,1,0,1,1,1,2,6,5.0,-13
Mikki Moore,2000-03-21,24-138,DET,AWAY,SEA,W (+10),0,11:10,1,2,.500,0,0,,0,0,,0,2,2,0,0,2,1,2,2,1.2,+11
Mikki Moore,2000-03-22,24-139,DET,AWAY,POR,W (+9),0,11:32,2,4,.500,0,0,,1,2,.500,1,2,3,0,1,2,0,2,5,5.5,0
Mikki Moore,2000-03-24,24-141,DET,AWAY,SAC,L (-10),0,16:23,4,6,.667,0,0,,1,2,.500,5,1,6,0,0,2,1,4,9,8.6,+10
Mikki Moore,2000-03-25,24-142,DET,AWAY,LAC,W (+19),0,20:45,6,8,.750,0,0,,2,2,1.000,1,4,5,1,0,0,1,4,14,10.8,+15
Mikki Moore,2000-03-29,24-146,DET,HOME,CHH,L (-7),0,10:01,1,3,.333,0,0,,2,2,1.000,1,0,1,0,0,0,0,3,4,1.8,-1
Mikki Moore,2000-03-31,24-148,DET,HOME,PHO,L (-1),0,13:12,0,2,.000,0,0,,0,0,,1,3,4,0,0,0,0,3,0,-1.0,+9
Mikki Moore,2000-04-02,24-150,DET,AWAY,NJN,W (+21),0,17:46,2,8,.250,0,0,,2,3,.667,1,5,6,1,0,1,1,3,6,2.2,+2
Mikki Moore,2000-04-04,24-152,DET,AWAY,TOR,W (+16),0,25:44,4,7,.571,0,0,,4,4,1.000,4,3,7,1,1,1,0,3,12,13.6,+22
Mikki Moore,2000-04-05,24-153,DET,HOME,BOS,W (+5),0,17:58,1,1,1.000,0,0,,7,8,.875,2,2,4,1,0,2,1,4,9,9.8,+1
Mikki Moore,2000-04-07,24-155,DET,AWAY,CHH,W (+15),0,14:22,2,5,.400,0,0,,4,4,1.000,3,2,5,0,0,1,1,1,8,7.3,0
Mikki Moore,2000-04-08,24-156,DET,AWAY,CLE,L (-19),0,18:02,3,4,.750,0,0,,0,0,,2,4,6,0,0,1,1,6,6,4.3,-3
Mikki Moore,2000-04-10,24-158,DET,AWAY,MIN,L (-2),0,10:52,2,4,.500,0,0,,1,2,.500,2,0,2,2,0,2,1,6,5,3.4,-3
Mikki Moore,2000-04-12,24-160,DET,HOME,MIA,W (+17),0,27:07,2,2,1.000,0,0,,3,4,.750,1,5,6,0,0,1,2,3,7,5.7,+1
Mikki Moore,2000-04-15,24-163,DET,AWAY,PHI,L (-6),0,15:58,2,6,.333,0,0,,0,0,,1,0,1,0,0,0,1,4,4,-1.3,-3
Mikki Moore,2000-04-16,24-164,DET,HOME,IND,L (-11),0,20:56,4,9,.444,0,0,,4,5,.800,5,1,6,0,1,2,1,1,12,11.7,+6
