PLAYER,DATE,AGE,TEAM,HOME/AWAY,OPPONENT,RESULT,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GAME_SCORE,+/-
Donta Hall,2020-08-17,23-010,BRK,AWAY,TOR,L (-24),0,7:57,1,3,.333,0,0,,0,2,.000,1,1,2,0,0,0,1,1,2,-0.9,-13
Donta Hall,2020-08-21,23-014,BRK,HOME,TOR,L (-25),0,6:11,1,1,1.000,0,0,,1,2,.500,2,1,3,0,0,1,0,0,3,4.7,-2
Donta Hall,2020-08-23,23-016,BRK,HOME,TOR,L (-28),0,5:47,1,1,1.000,0,0,,0,0,,0,0,0,0,0,1,0,0,2,2.4,-2
Brian Shaw,2000-04-23,34-032,LAL,HOME,SAC,W (+10),0,14:40,3,4,.750,0,0,,0,0,,0,2,2,5,1,1,1,0,6,9.2,-5
Brian Shaw,2000-04-27,34-036,LAL,HOME,SAC,W (+24),0,22:42,1,4,.250,0,2,.000,2,2,1.000,0,3,3,4,1,1,1,3,4,4.8,-3
Brian Shaw,2000-04-30,34-039,LAL,AWAY,SAC,L (-8),0,17:39,1,2,.500,1,1,1.000,0,0,,0,1,1,3,0,0,0,2,3,3.6,-8
Brian Shaw,2000-05-02,34-041,LAL,AWAY,SAC,L (-13),0,23:01,1,6,.167,0,3,.000,0,0,,2,5,7,2,1,0,0,2,2,2.7,-6
Brian Shaw,2000-05-05,34-044,LAL,HOME,SAC,W (+27),0,12:32,3,3,1.000,0,0,,0,0,,0,4,4,2,0,0,1,3,6,5.5,0
Brian Shaw,2000-05-07,34-046,LAL,HOME,PHO,W (+28),0,17:50,2,3,.667,1,2,.500,0,0,,0,3,3,4,0,0,0,0,5,7.4,+22
Brian Shaw,2000-05-10,34-049,LAL,HOME,PHO,W (+1),0,30:44,6,8,.750,0,1,.000,0,0,,1,1,2,5,1,0,0,1,12,13.9,0
Brian Shaw,2000-05-12,34-051,LAL,AWAY,PHO,W (+6),0,25:48,1,6,.167,1,5,.200,4,4,1.000,0,2,2,4,0,0,2,4,7,3.0,+18
Brian Shaw,2000-05-14,34-053,LAL,AWAY,PHO,L (-19),0,19:32,4,7,.571,2,4,.500,2,2,1.000,1,1,2,4,0,0,1,0,12,11.5,-3
Brian Shaw,2000-05-16,34-055,LAL,HOME,PHO,W (+22),0,24:11,1,3,.333,0,0,,1,2,.500,0,0,0,4,0,0,1,2,3,1.9,+13
Brian Shaw,2000-05-20,34-059,LAL,HOME,POR,W (+15),0,18:42,3,4,.750,2,3,.667,0,0,,0,1,1,5,2,0,1,5,8,9.2,+14
Brian Shaw,2000-05-22,34-061,LAL,HOME,POR,L (-29),0,24:02,2,6,.333,2,6,.333,2,2,1.000,0,1,1,4,0,0,1,3,8,5.5,-24
Brian Shaw,2000-05-26,34-065,LAL,AWAY,POR,W (+2),0,3:03,0,0,,0,0,,0,0,,0,0,0,0,0,1,0,0,0,0.7,-1
Brian Shaw,2000-05-28,34-067,LAL,AWAY,POR,W (+12),Player Suspended,Player Suspended,Player Suspended,Player Suspended,Player Suspended,Player Suspended,Player Suspended,Player Suspended,Player Suspended,Player Suspended,Player Suspended,Player Suspended,Player Suspended,Player Suspended,Player Suspended,Player Suspended,Player Suspended,Player Suspended,Player Suspended,Player Suspended,Player Suspended,Player Suspended
Brian Shaw,2000-05-30,34-069,LAL,HOME,POR,L (-8),0,7:04,1,2,.500,0,1,.000,0,0,,0,0,0,0,0,0,1,6,2,-2.4,-10
Brian Shaw,2000-06-02,34-072,LAL,AWAY,POR,L (-10),0,15:32,4,6,.667,4,4,1.000,0,2,.000,0,3,3,2,1,1,0,2,12,11.8,-1
Brian Shaw,2000-06-04,34-074,LAL,HOME,POR,W (+5),0,16:46,4,6,.667,3,4,.750,0,0,,0,3,3,2,2,0,2,2,11,9.9,+22
Brian Shaw,2000-06-07,34-077,LAL,HOME,IND,W (+17),0,17:44,2,9,.222,0,4,.000,0,0,,1,4,5,3,0,0,1,0,4,1.5,+4
Brian Shaw,2000-06-09,34-079,LAL,HOME,IND,W (+7),0,31:40,1,9,.111,0,3,.000,2,2,1.000,1,2,3,7,1,0,0,1,4,4.9,+4
Brian Shaw,2000-06-11,34-081,LAL,AWAY,IND,L (-9),1,30:36,3,10,.300,0,3,.000,0,0,,0,5,5,1,1,0,2,4,6,-0.2,-15
Brian Shaw,2000-06-14,34-084,LAL,AWAY,IND,W (+2),0,12:32,2,4,.500,0,1,.000,0,0,,1,0,1,3,0,0,0,0,4,4.8,0
Brian Shaw,2000-06-16,34-086,LAL,AWAY,IND,L (-33),0,12:23,0,4,.000,0,1,.000,0,0,,0,1,1,2,0,0,2,4,0,-4.7,-7
Brian Shaw,2000-06-19,34-089,LAL,HOME,IND,W (+5),0,6:38,0,1,.000,0,0,,0,0,,0,2,2,1,0,0,0,2,0,-0.2,+3
Brian Shaw,2002-04-21,36-030,LAL,HOME,POR,W (+8),0,9:56,2,3,0.667,1,2,0.5,2,2,1.0,1,3,4,1,0,0,0,1,7,7.6,6
Brian Shaw,2002-04-25,36-034,LAL,HOME,POR,W (+7),0,14:08,0,0,,0,0,,0,0,,1,2,3,0,0,1,1,1,0,0.6,-9
Brian Shaw,2002-04-28,36-037,LAL,AWAY,POR,W (+1),0,7:41,1,3,0.333,0,2,0.0,0,0,,0,1,1,1,0,0,2,2,2,-1.5,-1
Brian Shaw,2002-05-05,36-044,LAL,HOME,SAS,W (+6),0,16:55,1,5,0.2,1,3,0.333,2,2,1.0,1,4,5,0,0,1,0,0,5,4.5,5
Brian Shaw,2002-05-07,36-046,LAL,HOME,SAS,L (-3),0,12:19,3,6,0.5,3,4,0.75,0,0,,0,0,0,1,0,0,0,1,9,6.3,-13
Brian Shaw,2002-05-10,36-049,LAL,AWAY,SAS,W (+10),0,12:46,1,3,0.333,0,0,,0,0,,0,2,2,1,0,1,0,0,2,2.3,7
Brian Shaw,2002-05-12,36-051,LAL,AWAY,SAS,W (+2),0,13:54,0,1,0.0,0,1,0.0,0,0,,0,2,2,0,0,0,0,1,0,-0.5,-5
Brian Shaw,2002-05-14,36-053,LAL,HOME,SAS,W (+6),0,10:24,1,1,1.0,0,0,,0,0,,0,3,3,3,1,0,0,1,2,5.3,10
Brian Shaw,2002-05-18,36-057,LAL,AWAY,SAC,W (+7),0,3:41,0,1,0.0,0,1,0.0,0,0,,0,1,1,2,0,0,0,0,0,1.0,0
