PLAYER,DATE,AGE,TEAM,HOME/AWAY,OPPONENT,RESULT,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GAME_SCORE,+/-
Dalibor Bagarić,2002-11-08,22-274,CHI,HOME,DAL,L (-27),0,8:59,2,2,1.000,0,0,,0,0,,0,1,1,1,1,0,1,1,4,4.0,+8
Dalibor Bagarić,2002-11-15,22-281,CHI,AWAY,NOH,L (-18),0,8:35,0,4,.000,0,0,,0,0,,1,1,2,1,0,0,0,0,0,-1.1,+1
Dalibor Bagarić,2002-12-23,22-319,CHI,AWAY,NJN,L (-16),0,7:04,1,3,.333,0,0,,0,0,,1,4,5,0,0,3,2,2,2,1.5,+6
Dalibor Bagarić,2003-02-11,23-004,CHI,HOME,DET,L (-10),0,2:50,0,0,,0,0,,0,0,,0,2,2,0,0,0,0,0,0,0.6,+6
Dalibor Bagarić,2003-03-12,23-033,CHI,AWAY,MEM,L (-29),0,10:38,0,4,.000,0,0,,1,2,.500,2,1,3,1,0,0,2,1,1,-2.2,-12
Dalibor Bagarić,2003-03-14,23-035,CHI,AWAY,HOU,L (-30),0,5:33,2,2,1.000,0,0,,0,0,,1,1,2,1,0,0,0,1,4,4.7,+2
Dalibor Bagarić,2003-03-18,23-039,CHI,HOME,ATL,W (+25),0,4:22,1,3,.333,0,0,,2,2,1.000,1,0,1,0,1,0,0,0,4,4.0,+4
Dalibor Bagarić,2003-04-11,23-063,CHI,HOME,NJN,W (+9),0,13:32,1,4,.250,0,0,,0,0,,1,2,3,0,1,0,0,3,2,0.7,+2
Dalibor Bagarić,2003-04-13,23-065,CHI,AWAY,MIN,L (-24),0,10:47,0,3,.000,0,0,,0,0,,0,1,1,0,0,0,0,1,0,-2.2,-6
Dalibor Bagarić,2003-04-15,23-067,CHI,HOME,PHI,W (+9),0,3:17,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,2,2,0.9,-8
Dalibor Bagarić,2001-11-02,21-268,CHI,AWAY,BOS,L (-14),0,10:18,2,2,1.000,0,0,,2,3,.667,2,2,4,0,0,2,2,3,6,5.2,+3
Dalibor Bagarić,2001-11-03,21-269,CHI,HOME,NYK,W (+5),0,6:38,0,2,.000,0,0,,1,1,1.000,0,1,1,0,0,0,0,5,1,-2.1,0
Dalibor Bagarić,2001-11-07,21-273,CHI,HOME,DET,L (-24),0,2:36,0,0,,0,0,,1,2,.500,0,0,0,0,0,0,2,0,1,-1.4,-1
Dalibor Bagarić,2001-11-08,21-274,CHI,AWAY,MIN,L (-53),0,20:50,2,7,.286,0,0,,3,6,.500,2,4,6,3,1,1,3,2,7,4.3,-14
Dalibor Bagarić,2001-11-10,21-276,CHI,HOME,CHH,L (-4),0,3:20,0,1,.000,0,0,,1,2,.500,2,1,3,0,1,0,0,3,1,1.4,+1
Dalibor Bagarić,2001-11-13,21-279,CHI,AWAY,DEN,L (-8),0,10:09,1,4,.250,0,0,,1,2,.500,1,0,1,0,0,0,1,3,3,-1.3,-8
Dalibor Bagarić,2001-11-14,21-280,CHI,AWAY,LAC,L (-4),0,5:38,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,1,0,0,-1.7,-12
Dalibor Bagarić,2001-11-16,21-282,CHI,AWAY,SAC,L (-34),0,9:55,1,7,.143,0,0,,0,0,,1,2,3,1,0,0,0,3,2,-1.7,-7
Dalibor Bagarić,2001-11-27,21-293,CHI,AWAY,NJN,L (-32),0,8:37,1,2,.500,0,0,,0,0,,0,4,4,0,0,1,2,3,2,-0.3,-5
Dalibor Bagarić,2001-12-01,21-297,CHI,HOME,PHI,L (-17),0,5:25,2,2,1.000,0,0,,0,0,,0,0,0,1,0,1,0,1,4,4.4,+7
Dalibor Bagarić,2001-12-22,21-318,CHI,HOME,MIN,L (-21),0,4:55,0,2,.000,0,0,,1,2,.500,2,0,2,0,1,1,0,0,1,2.3,+3
Dalibor Bagarić,2001-12-26,21-322,CHI,AWAY,MEM,L (-22),0,4:39,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,1,0,-0.1,-3
Dalibor Bagarić,2001-12-27,21-323,CHI,AWAY,DAL,L (-15),0,7:06,3,4,.750,0,0,,2,2,1.000,0,0,0,0,2,0,2,2,8,5.6,+4
Dalibor Bagarić,2001-12-29,21-325,CHI,HOME,CLE,W (+23),0,6:22,2,2,1.000,0,0,,2,3,.667,0,3,3,0,0,0,2,1,6,3.5,+5
Dalibor Bagarić,2002-02-02,21-360,CHI,AWAY,SEA,W (+6),0,10:20,1,2,.500,0,0,,0,0,,1,1,2,0,0,0,2,3,2,-1.2,-11
Dalibor Bagarić,2002-02-03,21-361,CHI,AWAY,POR,L (-5),0,9:25,1,3,.333,0,0,,0,0,,0,2,2,0,0,1,0,5,2,-0.4,-6
Dalibor Bagarić,2002-02-12,22-005,CHI,HOME,MIL,W (+4),0,1:34,0,2,.000,0,0,,0,0,,1,1,2,0,0,0,0,0,0,-0.4,-2
Dalibor Bagarić,2002-02-13,22-006,CHI,AWAY,CHH,L (-22),0,31:54,2,9,.222,0,0,,1,1,1.000,1,10,11,1,1,2,1,3,5,4.1,-10
Dalibor Bagarić,2002-02-15,22-008,CHI,HOME,NJN,L (-25),0,17:05,0,2,.000,0,0,,0,0,,1,4,5,0,2,0,0,1,0,2.1,+5
Dalibor Bagarić,2002-02-18,22-011,CHI,AWAY,MIA,L (-22),0,28:46,1,6,.167,0,1,.000,3,4,.750,1,3,4,1,1,1,3,3,5,0.6,-5
