PLAYER,DATE,AGE,TEAM,HOME/AWAY,OPPONENT,RESULT,GS,MP,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,GAME_SCORE,BPM
Dalibor Bagarić,2002-11-08,22-274,CHI,HOME,DAL,L (-27),0,8:59,1.000,1.000,0.0,14.0,5.9,21.1,5.6,0.0,33.3,14.5,119,112,4.0,8.0
Dalibor Bagarić,2002-11-15,22-281,CHI,AWAY,NOH,L (-18),0,8:35,.000,.000,14.0,15.0,14.5,18.2,0.0,0.0,0.0,22.4,29,115,-1.1,-14.9
Dalibor Bagarić,2002-12-23,22-319,CHI,AWAY,NJN,L (-16),0,7:04,.333,.333,16.3,59.6,39.0,0.0,0.0,32.7,40.0,33.1,48,71,1.5,-5.8
Dalibor Bagarić,2003-02-11,23-004,CHI,HOME,DET,L (-10),0,2:50,,,0.0,56.1,32.3,0.0,0.0,0.0,,0.0,0,68,0.6,1.7
Dalibor Bagarić,2003-03-12,23-033,CHI,AWAY,MEM,L (-29),0,10:38,.102,.000,20.3,13.6,17.5,11.8,0.0,0.0,29.1,26.9,40,128,-2.2,-24.0
Dalibor Bagarić,2003-03-14,23-035,CHI,AWAY,HOU,L (-30),0,5:33,1.000,1.000,17.8,27.6,21.6,38.1,0.0,0.0,0.0,13.7,204,127,4.7,19.6
Dalibor Bagarić,2003-03-18,23-039,CHI,HOME,ATL,W (+25),0,4:22,.515,.333,27.9,0.0,14.6,0.0,13.1,0.0,0.0,43.7,129,71,4.0,10.9
Dalibor Bagarić,2003-04-11,23-063,CHI,HOME,NJN,W (+9),0,13:32,.250,.250,8.6,17.1,12.9,0.0,3.6,0.0,0.0,12.5,71,91,0.7,-7.1
Dalibor Bagarić,2003-04-13,23-065,CHI,AWAY,MIN,L (-24),0,10:47,.000,.000,0.0,10.4,5.0,0.0,0.0,0.0,0.0,12.8,0,124,-2.2,-19.8
Dalibor Bagarić,2003-04-15,23-067,CHI,HOME,PHI,W (+9),0,3:17,1.000,1.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.2,200,124,0.9,-6.5
