PLAYER,DATE,AGE,TEAM,HOME/AWAY,OPPONENT,RESULT,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GAME_SCORE,+/-
Wade Baldwin,2018-10-20,22-205,POR,HOME,SAS,W (+13),0,3:02,0,2,.000,0,1,.000,0,0,,0,2,2,0,0,0,2,0,0,-2.8,-5
Wade Baldwin,2018-11-01,22-217,POR,HOME,NOP,W (+13),0,1:51,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-0.7,-2
Wade Baldwin,2018-11-04,22-220,POR,HOME,MIN,W (+30),0,9:53,0,2,.000,0,1,.000,0,0,,0,1,1,2,0,0,1,1,0,-1.1,-3
Wade Baldwin,2018-11-16,22-232,POR,AWAY,MIN,L (-16),0,5:44,1,2,.500,0,1,.000,0,0,,1,0,1,1,0,0,0,0,2,2.4,+8
Wade Baldwin,2018-11-18,22-234,POR,AWAY,WAS,W (+10),0,2:02,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,1,0,-1.4,-4
Wade Baldwin,2018-11-20,22-236,POR,AWAY,NYK,W (+4),0,6:42,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-0.4,-6
Wade Baldwin,2018-11-21,22-237,POR,AWAY,MIL,L (-43),0,12:00,2,7,.286,1,1,1.000,0,0,,0,1,1,3,0,0,1,0,5,2.3,-13
Wade Baldwin,2018-11-23,22-239,POR,AWAY,GSW,L (-28),0,3:19,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,1,0,0,-1.7,-5
Wade Baldwin,2018-12-06,22-252,POR,HOME,PHO,W (+22),0,6:53,1,3,.333,0,1,.000,1,1,1.000,0,3,3,2,0,2,2,0,3,3.0,-9
Wade Baldwin,2018-12-21,22-267,POR,HOME,UTA,L (-30),0,5:47,2,3,.667,0,1,.000,1,2,.500,0,0,0,0,0,0,1,1,5,1.9,-5
Wade Baldwin,2018-12-25,22-271,POR,AWAY,UTA,L (-21),0,2:40,1,1,1.000,1,1,1.000,1,2,.500,0,0,0,0,0,0,0,1,4,2.9,-3
Wade Baldwin,2018-12-29,22-275,POR,HOME,GSW,L (-10),0,1:49,0,0,,0,0,,2,2,1.000,0,0,0,0,0,0,0,1,2,1.6,+2
Wade Baldwin,2018-12-30,22-276,POR,HOME,PHI,W (+34),0,10:14,1,4,.250,0,0,,3,4,.750,0,1,1,2,0,0,2,1,5,1.5,-7
Wade Baldwin,2019-01-24,22-301,POR,AWAY,PHO,W (+14),0,6:38,0,1,.000,0,0,,0,0,,0,1,1,0,0,0,0,1,0,-0.8,-8
Wade Baldwin,2019-01-26,22-303,POR,HOME,ATL,W (+9),0,8:25,0,2,.000,0,2,.000,0,0,,0,3,3,2,1,0,2,3,0,-1.3,-7
Wade Baldwin,2019-01-30,22-307,POR,HOME,UTA,W (+27),0,6:40,2,4,.500,0,0,,0,0,,1,1,2,0,0,0,1,0,4,2.0,+1
Wade Baldwin,2018-03-06,21-342,POR,HOME,NYK,W (+24),0,3:00,0,0,,0,0,,1,2,.500,0,1,1,0,0,0,1,1,1,-0.5,-1
Wade Baldwin,2018-03-28,21-364,POR,AWAY,MEM,L (-5),0,20:37,5,6,.833,1,1,1.000,4,7,.571,0,4,4,2,0,0,0,2,15,13.4,-2
Wade Baldwin,2018-03-30,22-001,POR,HOME,LAC,W (+9),0,1:20,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-0.7,-2
Wade Baldwin,2018-04-01,22-003,POR,HOME,MEM,W (+15),0,3:37,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,1,0,-1.4,-14
Wade Baldwin,2018-04-05,22-007,POR,AWAY,HOU,L (-2),0,31:34,6,10,.600,2,3,.667,0,0,,0,1,1,3,2,0,2,2,14,11.0,+14
Wade Baldwin,2018-04-07,22-009,POR,AWAY,SAS,L (-11),0,7:28,1,1,1.000,1,1,1.000,0,0,,0,0,0,0,0,0,0,3,3,1.5,+5
Wade Baldwin,2018-04-11,22-013,POR,HOME,UTA,W (+9),0,12:53,2,3,.667,0,0,,1,1,1.000,1,1,2,0,0,1,0,3,5,4.2,+5
Wade Baldwin,2016-10-26,20-211,MEM,HOME,MIN,W (+4),0,24:31,3,8,.375,1,2,.500,0,0,,2,3,5,6,3,3,1,2,7,12.4,+3
Wade Baldwin,2016-10-29,20-214,MEM,AWAY,NYK,L (-7),0,21:43,2,4,.500,1,1,1.000,0,0,,0,2,2,3,0,0,2,1,5,3.3,-10
Wade Baldwin,2016-10-30,20-215,MEM,HOME,WAS,W (+9),0,18:02,0,5,.000,0,0,,0,0,,0,0,0,4,2,0,0,1,0,0.9,-3
Wade Baldwin,2016-11-01,20-217,MEM,AWAY,MIN,L (-36),1,23:10,2,8,.250,0,4,.000,4,4,1.000,1,2,3,1,3,0,5,1,8,2.8,-31
Wade Baldwin,2016-11-02,20-218,MEM,HOME,NOP,W (+6),0,23:36,2,5,.400,0,0,,0,0,,0,3,3,5,0,0,0,2,4,4.9,-15
