PLAYER,BIRTH_DATE
Chris Andersen,1978-07-07
Brandon Bass,1985-04-30
P.J. Brown,1969-10-14
Rasual Butler,1979-05-23
Speedy Claxton,1978-05-08
Marcus Fizer,1978-08-10
Marc Jackson,1975-01-16
Linton Johnson,1980-06-13
Maciej Lampe,1985-02-05
Arvydas Macijauskas,1980-01-19
Desmond Mason,1977-10-11
Boštjan Nachbar,1980-07-03
Moochie Norris,1973-07-27
Chris Paul,1985-05-06
J.R. Smith,1985-09-09
Kirk Snyder,1983-06-05
Jackson Vroman,1981-06-06
David West,1980-08-29
Aaron Williams,1971-10-02
