SEASON,AGE,TEAM,LEAGUE,POS,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PLAYER
2006-07,22.0,NOK,NBA,C,56.0,5.0,634.0,3.9,7.1,0.544,0.0,0.0,0.0,3.9,7.1,0.544,2.3,3.8,0.597,3.3,5.2,8.5,0.6,0.7,1.5,2.0,4.5,10.0,Hilton Armstrong
2007-08,23.0,NOH,NBA,C,65.0,3.0,732.0,3.3,7.3,0.453,0.0,0.0,0.0,3.3,7.3,0.453,2.2,3.4,0.629,3.2,4.8,8.0,1.1,0.7,1.7,2.9,6.4,8.8,Hilton Armstrong
2008-09,24.0,NOH,NBA,C,70.0,29.0,1092.0,4.5,8.1,0.561,0.0,0.1,0.0,4.5,8.0,0.566,2.0,3.2,0.633,2.7,3.8,6.4,1.0,0.9,1.5,2.6,6.0,11.1,Hilton Armstrong
2009-10,25.0,TOT,NBA,"C,PF",33.0,0.0,335.0,3.0,8.5,0.354,0.0,0.1,0.0,3.0,8.4,0.359,1.6,3.4,0.469,2.9,5.8,8.7,2.3,1.6,1.3,2.4,6.3,7.6,Hilton Armstrong
2009-10,25.0,NOH,NBA,PF,18.0,0.0,239.0,2.9,7.5,0.38,0.0,0.0,0.0,2.9,7.5,0.38,2.0,4.2,0.464,2.6,6.6,9.2,2.4,1.2,1.2,2.0,6.6,7.7,Hilton Armstrong
2009-10,25.0,SAC,NBA,C,6.0,0.0,56.0,2.6,7.7,0.333,0.0,0.0,0.0,2.6,7.7,0.333,1.3,1.3,1.0,3.2,5.8,9.0,1.3,1.3,2.6,2.6,3.2,6.4,Hilton Armstrong
2009-10,25.0,HOU,NBA,C,9.0,0.0,40.0,4.5,15.3,0.294,0.0,0.9,0.0,4.5,14.4,0.313,0.0,1.8,0.0,4.5,0.9,5.4,2.7,4.5,0.0,4.5,9.0,9.0,Hilton Armstrong
2010-11,26.0,TOT,NBA,C,53.0,2.0,488.0,2.7,5.6,0.487,0.1,0.3,0.5,2.6,5.3,0.486,1.2,2.4,0.485,3.1,6.6,9.7,1.0,1.3,1.5,2.1,6.2,6.8,Hilton Armstrong
2010-11,26.0,WAS,NBA,C,41.0,2.0,412.0,2.7,5.6,0.484,0.1,0.3,0.333,2.6,5.3,0.492,1.2,2.0,0.609,3.4,6.6,10.0,0.9,1.3,1.4,2.2,6.6,6.7,Hilton Armstrong
2010-11,26.0,ATL,NBA,C,12.0,0.0,76.0,2.8,5.7,0.5,0.5,0.5,1.0,2.4,5.2,0.455,0.9,4.7,0.2,1.4,6.6,8.1,1.9,1.4,2.4,1.4,4.3,7.1,Hilton Armstrong
2013-14,29.0,GSW,NBA,C,15.0,1.0,97.0,3.3,7.1,0.474,0.0,0.0,0.0,3.3,7.1,0.474,2.6,5.9,0.438,7.1,10.4,17.4,1.9,1.5,1.5,2.2,4.1,9.3,Hilton Armstrong
2009-10,22.0,SAC,NBA,PF,52.0,4.0,654.0,3.0,5.7,0.534,0.0,0.0,0.0,3.0,5.7,0.534,2.0,3.4,0.597,5.8,5.9,11.7,1.2,0.8,0.3,1.3,6.3,8.1,Jon Brockman
2010-11,23.0,MIL,NBA,C,63.0,6.0,677.0,2.6,5.0,0.511,0.0,0.0,0.0,2.6,5.0,0.511,2.1,3.1,0.678,3.9,5.8,9.8,1.0,0.7,0.2,1.3,6.3,7.2,Jon Brockman
2011-12,24.0,MIL,NBA,PF,35.0,0.0,239.0,2.3,6.8,0.333,0.0,0.2,0.0,2.3,6.6,0.341,1.1,2.3,0.467,5.0,6.3,11.3,1.4,0.6,0.2,1.5,5.0,5.6,Jon Brockman
2009-10,21.0,SAC,NBA,SF,77.0,31.0,1931.0,5.6,12.5,0.446,1.4,3.8,0.369,4.2,8.7,0.48,2.2,3.2,0.672,1.4,5.1,6.5,1.8,1.0,0.3,1.8,2.3,14.8,Omri Casspi
2010-11,22.0,SAC,NBA,SF,71.0,27.0,1702.0,4.8,11.5,0.412,1.9,5.2,0.372,2.8,6.3,0.445,1.4,2.1,0.673,1.6,4.9,6.5,1.6,1.1,0.3,1.4,2.4,12.9,Omri Casspi
