2P,2P%,2PA,3P,3P%,3PA,AGE,AST,BLK,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,LEAGUE,MP,ORB,PF,POS,PTS,SEASON,STL,TEAM,TOV,TRB,eFG%,PLAYER
13.0,0.361,36.0,25.0,0.338,74.0,22.0,65.0,5.0,49.0,38.0,0.345,110.0,7.0,0.778,9.0,34.0,1.0,NBA,428.0,11.0,45.0,PG,108.0,2018-19,14.0,ATL,28.0,60.0,0.459,Jaylen Adams
1.0,0.167,6.0,0.0,0.0,2.0,24.0,2.0,0.0,3.0,1.0,0.125,8.0,0.0,0.0,0.0,7.0,0.0,NBA,18.0,0.0,1.0,PG,2.0,2020-21,0.0,MIL,0.0,3.0,0.125,Jaylen Adams
132.0,0.44,300.0,41.0,0.347,118.0,19.0,150.0,61.0,261.0,173.0,0.414,418.0,138.0,0.683,202.0,77.0,23.0,NBA,1897.0,78.0,173.0,SF,525.0,2013-14,60.0,MIL,122.0,339.0,0.463,Giannis Antetokounmpo
376.0,0.511,736.0,7.0,0.159,44.0,20.0,207.0,85.0,442.0,383.0,0.491,780.0,257.0,0.741,347.0,81.0,71.0,NBA,2541.0,100.0,254.0,SG,1030.0,2014-15,73.0,MIL,173.0,542.0,0.496,Giannis Antetokounmpo
485.0,0.537,904.0,28.0,0.257,109.0,21.0,345.0,113.0,499.0,513.0,0.506,1013.0,296.0,0.724,409.0,80.0,79.0,NBA,2823.0,113.0,258.0,PG,1350.0,2015-16,94.0,MIL,208.0,612.0,0.52,Giannis Antetokounmpo
607.0,0.563,1079.0,49.0,0.272,180.0,22.0,434.0,151.0,558.0,656.0,0.521,1259.0,471.0,0.77,612.0,80.0,80.0,NBA,2845.0,142.0,246.0,SF,1832.0,2016-17,131.0,MIL,234.0,700.0,0.541,Giannis Antetokounmpo
699.0,0.554,1262.0,43.0,0.307,140.0,23.0,361.0,106.0,597.0,742.0,0.529,1402.0,487.0,0.76,641.0,75.0,75.0,NBA,2756.0,156.0,231.0,PF,2014.0,2017-18,109.0,MIL,223.0,753.0,0.545,Giannis Antetokounmpo
669.0,0.641,1044.0,52.0,0.256,203.0,24.0,424.0,110.0,739.0,721.0,0.578,1247.0,500.0,0.729,686.0,72.0,72.0,NBA,2358.0,159.0,232.0,PF,1994.0,2018-19,92.0,MIL,268.0,898.0,0.599,Giannis Antetokounmpo
596.0,0.631,945.0,89.0,0.304,293.0,25.0,354.0,66.0,716.0,685.0,0.553,1238.0,398.0,0.633,629.0,63.0,63.0,NBA,1917.0,140.0,195.0,PF,1857.0,2019-20,61.0,MIL,230.0,856.0,0.589,Giannis Antetokounmpo
559.0,0.636,879.0,67.0,0.303,221.0,26.0,357.0,73.0,574.0,626.0,0.569,1100.0,398.0,0.685,581.0,61.0,61.0,NBA,2013.0,97.0,168.0,PF,1717.0,2020-21,72.0,MIL,207.0,671.0,0.6,Giannis Antetokounmpo
618.0,0.616,1003.0,71.0,0.293,242.0,27.0,388.0,91.0,644.0,689.0,0.553,1245.0,553.0,0.722,766.0,67.0,67.0,NBA,2204.0,134.0,212.0,PF,2002.0,2021-22,72.0,MIL,219.0,778.0,0.582,Giannis Antetokounmpo
660.0,0.596,1107.0,47.0,0.275,171.0,28.0,359.0,51.0,605.0,707.0,0.553,1278.0,498.0,0.645,772.0,63.0,63.0,NBA,2024.0,137.0,197.0,PF,1959.0,2022-23,52.0,MIL,246.0,742.0,0.572,Giannis Antetokounmpo
3.0,1.0,3.0,0.0,0.0,1.0,23.0,0.0,0.0,1.0,3.0,0.75,4.0,0.0,0.0,0.0,2.0,0.0,NBA,6.0,0.0,2.0,SF,6.0,2015-16,0.0,NYK,0.0,1.0,0.75,Thanasis Antetokounmpo
24.0,0.632,38.0,0.0,0.0,10.0,27.0,15.0,2.0,12.0,24.0,0.5,48.0,7.0,0.412,17.0,20.0,2.0,NBA,129.0,12.0,18.0,SF,55.0,2019-20,7.0,MIL,12.0,24.0,0.5,Thanasis Antetokounmpo
60.0,0.556,108.0,7.0,0.241,29.0,28.0,46.0,10.0,70.0,67.0,0.489,137.0,25.0,0.51,49.0,57.0,3.0,NBA,551.0,54.0,74.0,SF,166.0,2020-21,22.0,MIL,43.0,124.0,0.515,Thanasis Antetokounmpo
68.0,0.596,114.0,2.0,0.143,14.0,29.0,22.0,12.0,61.0,70.0,0.547,128.0,29.0,0.63,46.0,48.0,6.0,NBA,473.0,40.0,68.0,SF,171.0,2021-22,16.0,MIL,26.0,101.0,0.555,Thanasis Antetokounmpo
20.0,0.526,38.0,0.0,0.0,8.0,30.0,15.0,3.0,29.0,20.0,0.435,46.0,11.0,0.5,22.0,37.0,0.0,NBA,206.0,15.0,22.0,PF,51.0,2022-23,3.0,MIL,12.0,44.0,0.435,Thanasis Antetokounmpo
159.0,0.424,375.0,108.0,0.439,246.0,21.0,250.0,2.0,116.0,267.0,0.43,621.0,208.0,0.893,233.0,72.0,12.0,NBA,1908.0,17.0,140.0,PG,850.0,2008-09,42.0,CHA,119.0,133.0,0.517,D.J. Augustin
98.0,0.381,257.0,70.0,0.393,178.0,22.0,193.0,5.0,86.0,168.0,0.386,435.0,102.0,0.779,131.0,80.0,2.0,NBA,1472.0,11.0,127.0,PG,508.0,2009-10,45.0,CHA,74.0,97.0,0.467,D.J. Augustin
288.0,0.461,625.0,111.0,0.333,333.0,23.0,498.0,3.0,187.0,399.0,0.416,958.0,269.0,0.906,297.0,82.0,82.0,NBA,2757.0,38.0,152.0,PG,1178.0,2010-11,54.0,CHA,155.0,225.0,0.474,D.J. Augustin
122.0,0.396,308.0,61.0,0.341,179.0,24.0,307.0,1.0,85.0,183.0,0.376,487.0,105.0,0.875,120.0,48.0,46.0,NBA,1408.0,24.0,65.0,PG,532.0,2011-12,36.0,CHA,110.0,109.0,0.438,D.J. Augustin
36.0,0.346,104.0,67.0,0.353,190.0,25.0,170.0,3.0,71.0,103.0,0.35,294.0,83.0,0.838,99.0,76.0,5.0,NBA,1226.0,20.0,64.0,PG,356.0,2012-13,34.0,IND,68.0,91.0,0.464,D.J. Augustin
165.0,0.427,386.0,133.0,0.401,332.0,26.0,313.0,3.0,115.0,298.0,0.415,718.0,201.0,0.885,227.0,71.0,9.0,NBA,1939.0,15.0,147.0,PG,930.0,2013-14,53.0,TOT,125.0,130.0,0.508,D.J. Augustin
6.0,0.462,13.0,1.0,0.091,11.0,26.0,10.0,0.0,4.0,7.0,0.292,24.0,6.0,1.0,6.0,10.0,0.0,NBA,82.0,0.0,7.0,PG,21.0,2013-14,1.0,TOR,9.0,4.0,0.313,D.J. Augustin
159.0,0.426,373.0,132.0,0.411,321.0,26.0,303.0,3.0,111.0,291.0,0.419,694.0,195.0,0.882,221.0,61.0,9.0,NBA,1857.0,15.0,140.0,PG,909.0,2013-14,52.0,CHI,116.0,126.0,0.514,D.J. Augustin
175.0,0.436,401.0,83.0,0.337,246.0,27.0,353.0,3.0,141.0,258.0,0.399,647.0,178.0,0.868,205.0,82.0,14.0,NBA,1964.0,20.0,93.0,PG,777.0,2014-15,49.0,TOT,145.0,161.0,0.463,D.J. Augustin
140.0,0.45,311.0,49.0,0.327,150.0,27.0,265.0,2.0,87.0,189.0,0.41,461.0,147.0,0.87,169.0,54.0,13.0,NBA,1287.0,13.0,61.0,PG,574.0,2014-15,33.0,DET,110.0,100.0,0.463,D.J. Augustin
35.0,0.389,90.0,34.0,0.354,96.0,27.0,88.0,1.0,54.0,69.0,0.371,186.0,31.0,0.861,36.0,28.0,1.0,NBA,677.0,7.0,32.0,PG,203.0,2014-15,16.0,OKC,35.0,61.0,0.462,D.J. Augustin
80.0,0.44,182.0,68.0,0.405,168.0,28.0,198.0,4.0,87.0,148.0,0.423,350.0,103.0,0.805,128.0,62.0,0.0,NBA,1178.0,8.0,85.0,PG,467.0,2015-16,38.0,TOT,84.0,95.0,0.52,D.J. Augustin
22.0,0.367,60.0,24.0,0.393,61.0,28.0,66.0,2.0,38.0,46.0,0.38,121.0,26.0,0.765,34.0,34.0,0.0,NBA,519.0,5.0,41.0,PG,142.0,2015-16,13.0,OKC,30.0,43.0,0.479,D.J. Augustin
58.0,0.475,122.0,44.0,0.411,107.0,28.0,132.0,2.0,49.0,102.0,0.445,229.0,77.0,0.819,94.0,28.0,0.0,NBA,659.0,3.0,44.0,PG,325.0,2015-16,25.0,DEN,54.0,52.0,0.541,D.J. Augustin
100.0,0.412,243.0,95.0,0.347,274.0,29.0,209.0,1.0,102.0,195.0,0.377,517.0,131.0,0.814,161.0,78.0,20.0,NBA,1538.0,15.0,101.0,PG,616.0,2016-17,31.0,ORL,90.0,117.0,0.469,D.J. Augustin
130.0,0.485,268.0,114.0,0.419,272.0,30.0,287.0,0.0,130.0,244.0,0.452,540.0,164.0,0.868,189.0,75.0,36.0,NBA,1760.0,30.0,94.0,PG,766.0,2017-18,54.0,ORL,123.0,160.0,0.557,D.J. Augustin
187.0,0.511,366.0,131.0,0.421,311.0,31.0,426.0,4.0,162.0,318.0,0.47,677.0,181.0,0.866,209.0,81.0,81.0,NBA,2269.0,41.0,115.0,PG,948.0,2018-19,52.0,ORL,128.0,203.0,0.566,D.J. Augustin
114.0,0.438,260.0,70.0,0.348,201.0,32.0,262.0,1.0,100.0,184.0,0.399,461.0,161.0,0.89,181.0,57.0,13.0,NBA,1420.0,22.0,72.0,PG,599.0,2019-20,34.0,ORL,86.0,122.0,0.475,D.J. Augustin
52.0,0.413,126.0,83.0,0.382,217.0,33.0,188.0,1.0,74.0,135.0,0.394,343.0,85.0,0.904,94.0,57.0,12.0,NBA,1129.0,20.0,56.0,PG,438.0,2020-21,28.0,TOT,65.0,94.0,0.515,D.J. Augustin
22.0,0.349,63.0,49.0,0.38,129.0,33.0,110.0,1.0,39.0,71.0,0.37,192.0,36.0,0.9,40.0,37.0,6.0,NBA,713.0,11.0,33.0,PG,227.0,2020-21,20.0,MIL,34.0,50.0,0.497,D.J. Augustin
30.0,0.476,63.0,34.0,0.386,88.0,33.0,78.0,0.0,35.0,64.0,0.424,151.0,49.0,0.907,54.0,20.0,6.0,NBA,416.0,9.0,23.0,PG,211.0,2020-21,8.0,HOU,31.0,44.0,0.536,D.J. Augustin
26.0,0.448,58.0,68.0,0.415,164.0,34.0,107.0,1.0,57.0,94.0,0.423,222.0,38.0,0.884,43.0,55.0,2.0,NBA,883.0,11.0,39.0,PG,294.0,2021-22,17.0,TOT,56.0,68.0,0.577,D.J. Augustin
16.0,0.4,40.0,39.0,0.406,96.0,34.0,74.0,0.0,34.0,55.0,0.404,136.0,33.0,0.868,38.0,34.0,2.0,NBA,510.0,7.0,17.0,PG,182.0,2021-22,10.0,HOU,45.0,41.0,0.548,D.J. Augustin
10.0,0.556,18.0,29.0,0.426,68.0,34.0,33.0,1.0,23.0,39.0,0.453,86.0,5.0,1.0,5.0,21.0,0.0,NBA,373.0,4.0,22.0,PG,112.0,2021-22,7.0,LAL,11.0,27.0,0.622,D.J. Augustin
5.0,0.625,8.0,1.0,0.2,5.0,25.0,3.0,1.0,4.0,6.0,0.462,13.0,3.0,1.0,3.0,1.0,0.0,NBA,32.0,2.0,4.0,SG,16.0,2020-21,0.0,MIL,4.0,6.0,0.5,Elijah Bryant
8.0,0.286,28.0,5.0,0.238,21.0,23.0,10.0,0.0,21.0,13.0,0.265,49.0,5.0,1.0,5.0,34.0,0.0,NBA,143.0,11.0,6.0,SG,36.0,2015-16,2.0,POR,10.0,32.0,0.316,Pat Connaughton
20.0,0.513,39.0,17.0,0.515,33.0,24.0,28.0,2.0,42.0,37.0,0.514,72.0,7.0,0.778,9.0,39.0,1.0,NBA,316.0,10.0,23.0,SG,98.0,2016-17,6.0,POR,17.0,52.0,0.632,Pat Connaughton
91.0,0.506,180.0,74.0,0.352,210.0,25.0,91.0,22.0,125.0,165.0,0.423,390.0,37.0,0.841,44.0,82.0,5.0,NBA,1488.0,36.0,120.0,SG,441.0,2017-18,23.0,POR,43.0,161.0,0.518,Pat Connaughton
97.0,0.647,150.0,66.0,0.33,200.0,26.0,122.0,25.0,197.0,163.0,0.466,350.0,29.0,0.725,40.0,61.0,2.0,NBA,1261.0,61.0,81.0,SG,421.0,2018-19,33.0,MIL,33.0,258.0,0.56,Pat Connaughton
82.0,0.607,135.0,55.0,0.331,166.0,27.0,107.0,31.0,224.0,137.0,0.455,301.0,31.0,0.775,40.0,67.0,4.0,NBA,1243.0,60.0,70.0,SG,360.0,2019-20,25.0,MIL,52.0,284.0,0.547,Pat Connaughton
67.0,0.583,115.0,101.0,0.371,272.0,28.0,81.0,23.0,269.0,168.0,0.434,387.0,31.0,0.775,40.0,69.0,4.0,NBA,1575.0,63.0,99.0,SG,468.0,2020-21,49.0,MIL,33.0,332.0,0.565,Pat Connaughton
81.0,0.643,126.0,146.0,0.395,370.0,29.0,82.0,15.0,228.0,227.0,0.458,496.0,45.0,0.833,54.0,65.0,19.0,NBA,1691.0,45.0,86.0,SF,645.0,2021-22,59.0,MIL,35.0,273.0,0.605,Pat Connaughton
56.0,0.566,99.0,109.0,0.339,322.0,30.0,77.0,11.0,233.0,165.0,0.392,421.0,27.0,0.659,41.0,61.0,33.0,NBA,1443.0,50.0,69.0,SF,466.0,2022-23,37.0,MIL,33.0,283.0,0.521,Pat Connaughton
45.0,0.57,79.0,17.0,0.293,58.0,27.0,25.0,15.0,87.0,62.0,0.453,137.0,22.0,0.629,35.0,39.0,5.0,NBA,629.0,40.0,63.0,SF,163.0,2017-18,12.0,DEN,20.0,127.0,0.515,Torrey Craig
99.0,0.569,174.0,61.0,0.324,188.0,28.0,72.0,46.0,174.0,160.0,0.442,362.0,49.0,0.7,70.0,75.0,37.0,NBA,1503.0,89.0,175.0,SF,430.0,2018-19,37.0,DEN,44.0,263.0,0.526,Torrey Craig
79.0,0.603,131.0,45.0,0.326,138.0,29.0,47.0,36.0,126.0,124.0,0.461,269.0,22.0,0.611,36.0,58.0,27.0,NBA,1072.0,63.0,135.0,SF,315.0,2019-20,23.0,DEN,25.0,189.0,0.545,Torrey Craig
70.0,0.579,121.0,39.0,0.368,106.0,30.0,49.0,26.0,140.0,109.0,0.48,227.0,17.0,0.773,22.0,50.0,8.0,NBA,803.0,57.0,83.0,SF,274.0,2020-21,28.0,TOT,25.0,197.0,0.566,Torrey Craig
10.0,0.417,24.0,8.0,0.364,22.0,30.0,16.0,7.0,30.0,18.0,0.391,46.0,1.0,0.5,2.0,18.0,0.0,NBA,201.0,13.0,24.0,SF,45.0,2020-21,9.0,MIL,5.0,43.0,0.478,Torrey Craig
