PLAYER,BIRTH_DATE
Shareef Abdur-Rahim,1976-12-11
Mike Bibby,1978-05-13
Antoine Carr,1961-07-23
Michael Dickerson,1975-06-25
Obinna Ekezie,1975-08-22
Othella Harrington,1974-01-31
Grant Long,1966-03-12
Felipe López,1974-12-19
Milt Palacio,1978-02-07
Cherokee Parks,1972-10-11
Brent Price,1968-12-09
Bryant Reeves,1973-06-08
Dennis Scott,1968-09-05
Joe Stephens,1973-01-28
Doug West,1967-05-27
