SEASON,AGE,TEAM,LEAGUE,POS,G,MP,FG,LGFG,2P,LG2P,3P,LG3P,eFG%,LGeFG%,FT,LGFT,TS,LGTS,FTr,LGFTr,3PAr,LG3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add,PLAYER
2019-20,19.0,OKC,NBA,PF,61.0,1130.0,0.394,0.46,0.432,0.524,0.348,0.358,0.472,0.529,0.694,0.773,0.497,0.565,0.196,0.26,0.445,0.384,86.0,82.0,97.0,89.0,90.0,88.0,75.0,116.0,-36.3,-46.8,Darius Bazley
2020-21,20.0,OKC,NBA,PF,55.0,1714.0,0.396,0.466,0.47,0.53,0.29,0.367,0.456,0.538,0.702,0.778,0.491,0.572,0.258,0.247,0.414,0.392,85.0,89.0,79.0,85.0,90.0,86.0,105.0,106.0,-113.3,-124.6,Darius Bazley
2021-22,21.0,OKC,NBA,PF,69.0,1924.0,0.422,0.461,0.511,0.533,0.297,0.354,0.484,0.532,0.688,0.775,0.515,0.566,0.262,0.248,0.414,0.399,92.0,96.0,84.0,91.0,89.0,91.0,106.0,104.0,-62.1,-74.3,Darius Bazley
2022-23,22.0,TOT,NBA,C,43.0,616.0,0.454,0.475,0.485,0.548,0.377,0.361,0.508,0.545,0.543,0.782,0.524,0.581,0.383,0.266,0.29,0.387,95.0,88.0,105.0,93.0,69.0,90.0,144.0,75.0,-13.6,-24.5,Darius Bazley
2022-23,22.0,OKC,NBA,C,36.0,555.0,0.449,0.475,0.469,0.548,0.4,0.361,0.506,0.545,0.554,0.782,0.525,0.581,0.411,0.266,0.285,0.387,95.0,86.0,111.0,93.0,71.0,90.0,154.0,74.0,-12.3,-20.9,Darius Bazley
2022-23,22.0,PHO,NBA,C,7.0,61.0,0.48,0.475,0.588,0.548,0.25,0.361,0.52,0.545,0.4,0.782,0.515,0.581,0.2,0.266,0.32,0.387,101.0,107.0,69.0,95.0,51.0,89.0,75.0,83.0,-1.3,-3.6,Darius Bazley
2017-18,20.0,UTA,NBA,C,9.0,29.0,0.273,0.46,0.3,0.51,0.0,0.362,0.273,0.521,1.0,0.767,0.337,0.556,0.182,0.252,0.091,0.337,59.0,59.0,0.0,52.0,130.0,61.0,72.0,27.0,-5.5,-5.2,Tony Bradley
2018-19,21.0,UTA,NBA,C,3.0,36.0,0.5,0.461,0.5,0.52,0.0,0.355,0.5,0.524,0.5,0.766,0.504,0.56,0.125,0.259,0.0,0.359,109.0,96.0,0.0,95.0,65.0,90.0,48.0,0.0,-0.8,-1.9,Tony Bradley
2019-20,22.0,UTA,NBA,C,58.0,663.0,0.667,0.46,0.661,0.524,1.0,0.358,0.675,0.529,0.652,0.773,0.681,0.565,0.243,0.26,0.016,0.384,145.0,126.0,279.0,128.0,84.0,121.0,94.0,4.0,55.1,48.7,Tony Bradley
2020-21,23.0,TOT,NBA,C,42.0,684.0,0.665,0.466,0.675,0.53,0.0,0.367,0.665,0.538,0.691,0.778,0.678,0.572,0.279,0.247,0.015,0.392,143.0,127.0,0.0,124.0,89.0,119.0,113.0,4.0,50.1,47.0,Tony Bradley
2020-21,23.0,PHI,NBA,C,20.0,287.0,0.68,0.466,0.689,0.53,0.0,0.367,0.68,0.538,0.636,0.778,0.683,0.572,0.147,0.247,0.013,0.392,146.0,130.0,0.0,126.0,82.0,119.0,59.0,3.0,21.3,17.7,Tony Bradley
2020-21,23.0,OKC,NBA,C,22.0,397.0,0.656,0.466,0.667,0.53,0.0,0.367,0.656,0.538,0.705,0.778,0.676,0.572,0.361,0.247,0.016,0.392,141.0,126.0,0.0,122.0,91.0,118.0,146.0,4.0,28.7,29.3,Tony Bradley
2021-22,24.0,CHI,NBA,C,55.0,549.0,0.585,0.461,0.585,0.533,0.0,0.354,0.585,0.532,0.655,0.775,0.6,0.566,0.236,0.248,0.0,0.399,127.0,110.0,0.0,110.0,85.0,106.0,95.0,0.0,13.2,9.3,Tony Bradley
2022-23,25.0,CHI,NBA,C,12.0,33.0,0.5,0.475,0.429,0.548,0.6,0.361,0.625,0.545,1.0,0.782,0.69,0.581,0.333,0.266,0.417,0.387,105.0,78.0,166.0,115.0,128.0,119.0,125.0,108.0,1.9,3.0,Tony Bradley
2019-20,22.0,ATL,NBA,SG,10.0,40.0,0.316,0.46,0.3,0.524,0.333,0.358,0.395,0.529,1.0,0.773,0.472,0.565,0.263,0.26,0.474,0.384,69.0,57.0,93.0,75.0,129.0,84.0,101.0,123.0,-5.1,-3.9,Charlie Brown Jr.
2020-21,23.0,OKC,NBA,SG,9.0,152.0,0.302,0.466,0.364,0.53,0.238,0.367,0.36,0.538,0.9,0.778,0.422,0.572,0.233,0.247,0.488,0.392,65.0,69.0,65.0,67.0,116.0,74.0,94.0,125.0,-15.3,-14.2,Charlie Brown Jr.
2021-22,24.0,TOT,NBA,SG,22.0,177.0,0.256,0.461,0.333,0.533,0.083,0.354,0.269,0.532,0.9,0.775,0.346,0.566,0.256,0.248,0.308,0.399,56.0,63.0,24.0,51.0,116.0,61.0,103.0,77.0,-20.5,-19.1,Charlie Brown Jr.
2021-22,24.0,DAL,NBA,SG,3.0,15.0,0.2,0.461,0.5,0.533,0.0,0.354,0.2,0.532,0.0,0.775,0.2,0.566,0.0,0.248,0.6,0.399,43.0,94.0,0.0,38.0,0.0,35.0,0.0,150.0,-3.3,-3.7,Charlie Brown Jr.
2021-22,24.0,PHI,NBA,SG,19.0,162.0,0.265,0.461,0.32,0.533,0.111,0.354,0.279,0.532,0.9,0.775,0.365,0.566,0.294,0.248,0.265,0.399,57.0,60.0,31.0,53.0,116.0,64.0,119.0,66.0,-17.2,-15.5,Charlie Brown Jr.
2019-20,20.0,POR,NBA,C,9.0,33.0,0.4,0.46,0.4,0.524,0.0,0.358,0.4,0.529,0.375,0.773,0.407,0.565,0.8,0.26,0.0,0.384,87.0,76.0,0.0,76.0,49.0,72.0,307.0,0.0,-2.6,-4.3,Moses Brown
2020-21,21.0,OKC,NBA,C,43.0,920.0,0.545,0.466,0.545,0.53,0.0,0.367,0.545,0.538,0.619,0.778,0.572,0.572,0.47,0.247,0.0,0.392,117.0,103.0,0.0,101.0,80.0,100.0,190.0,0.0,3.7,0.1,Moses Brown
2021-22,22.0,TOT,NBA,C,40.0,345.0,0.593,0.461,0.593,0.533,0.0,0.354,0.593,0.532,0.597,0.775,0.612,0.566,0.667,0.248,0.0,0.399,129.0,111.0,0.0,111.0,77.0,108.0,269.0,0.0,13.2,12.9,Moses Brown
2021-22,22.0,DAL,NBA,C,26.0,169.0,0.54,0.461,0.54,0.533,0.0,0.354,0.54,0.532,0.628,0.775,0.588,0.566,0.86,0.248,0.0,0.399,117.0,101.0,0.0,102.0,81.0,104.0,347.0,0.0,0.8,3.0,Moses Brown
2021-22,22.0,CLE,NBA,C,14.0,176.0,0.638,0.461,0.638,0.533,0.0,0.354,0.638,0.532,0.552,0.775,0.636,0.566,0.5,0.248,0.0,0.399,138.0,120.0,0.0,120.0,71.0,112.0,201.0,0.0,12.3,9.9,Moses Brown
2022-23,23.0,TOT,NBA,C,36.0,294.0,0.635,0.475,0.635,0.548,0.0,0.361,0.635,0.545,0.458,0.782,0.607,0.581,0.75,0.266,0.0,0.387,134.0,116.0,0.0,117.0,59.0,104.0,281.0,0.0,17.3,6.6,Moses Brown
2022-23,23.0,LAC,NBA,C,34.0,288.0,0.635,0.475,0.635,0.548,0.0,0.361,0.635,0.545,0.458,0.782,0.607,0.581,0.75,0.266,0.0,0.387,134.0,116.0,0.0,117.0,59.0,104.0,281.0,0.0,17.3,6.6,Moses Brown
