2P,2P%,2PA,3P,3P%,3PA,AGE,AST,BLK,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,LEAGUE,MP,ORB,PF,POS,PTS,SEASON,STL,TEAM,TOV,TRB,eFG%,PLAYER
76.0,0.432,176.0,49.0,0.348,141.0,19.0,41.0,41.0,216.0,125.0,0.394,317.0,43.0,0.694,62.0,61.0,9.0,NBA,1130.0,30.0,55.0,PF,342.0,2019-20,23.0,OKC,45.0,246.0,0.472,Darius Bazley
190.0,0.47,404.0,83.0,0.29,286.0,20.0,99.0,25.0,345.0,273.0,0.396,690.0,125.0,0.702,178.0,55.0,55.0,NBA,1714.0,51.0,60.0,PF,754.0,2020-21,29.0,OKC,122.0,396.0,0.456,Darius Bazley
194.0,0.511,380.0,80.0,0.297,269.0,21.0,97.0,70.0,365.0,274.0,0.422,649.0,117.0,0.688,170.0,69.0,53.0,NBA,1924.0,71.0,68.0,PF,745.0,2021-22,58.0,OKC,90.0,436.0,0.484,Darius Bazley
63.0,0.485,130.0,20.0,0.377,53.0,22.0,38.0,34.0,104.0,83.0,0.454,183.0,38.0,0.543,70.0,43.0,1.0,NBA,616.0,34.0,44.0,C,224.0,2022-23,22.0,TOT,27.0,138.0,0.508,Darius Bazley
53.0,0.469,113.0,18.0,0.4,45.0,22.0,32.0,29.0,93.0,71.0,0.449,158.0,36.0,0.554,65.0,36.0,1.0,NBA,555.0,29.0,35.0,C,196.0,2022-23,19.0,OKC,22.0,122.0,0.506,Darius Bazley
10.0,0.588,17.0,2.0,0.25,8.0,22.0,6.0,5.0,11.0,12.0,0.48,25.0,2.0,0.4,5.0,7.0,0.0,NBA,61.0,5.0,9.0,C,28.0,2022-23,3.0,PHO,5.0,16.0,0.52,Darius Bazley
3.0,0.3,10.0,0.0,0.0,1.0,20.0,1.0,0.0,7.0,3.0,0.273,11.0,2.0,1.0,2.0,9.0,0.0,NBA,29.0,4.0,1.0,C,8.0,2017-18,0.0,UTA,0.0,11.0,0.273,Tony Bradley
8.0,0.5,16.0,0.0,0.0,0.0,21.0,1.0,2.0,6.0,8.0,0.5,16.0,1.0,0.5,2.0,3.0,0.0,NBA,36.0,9.0,6.0,C,17.0,2018-19,2.0,UTA,3.0,15.0,0.5,Tony Bradley
123.0,0.661,186.0,3.0,1.0,3.0,22.0,23.0,33.0,156.0,126.0,0.667,189.0,30.0,0.652,46.0,58.0,3.0,NBA,663.0,111.0,115.0,C,285.0,2019-20,14.0,UTA,30.0,267.0,0.675,Tony Bradley
131.0,0.675,194.0,0.0,0.0,3.0,23.0,37.0,30.0,154.0,131.0,0.665,197.0,38.0,0.691,55.0,42.0,8.0,NBA,684.0,85.0,61.0,C,300.0,2020-21,15.0,TOT,33.0,239.0,0.665,Tony Bradley
51.0,0.689,74.0,0.0,0.0,1.0,23.0,17.0,13.0,65.0,51.0,0.68,75.0,7.0,0.636,11.0,20.0,8.0,NBA,287.0,39.0,28.0,C,109.0,2020-21,6.0,PHI,6.0,104.0,0.68,Tony Bradley
80.0,0.667,120.0,0.0,0.0,2.0,23.0,20.0,17.0,89.0,80.0,0.656,122.0,31.0,0.705,44.0,22.0,0.0,NBA,397.0,46.0,33.0,C,191.0,2020-21,9.0,OKC,27.0,135.0,0.656,Tony Bradley
72.0,0.585,123.0,0.0,0.0,0.0,24.0,27.0,33.0,119.0,72.0,0.585,123.0,19.0,0.655,29.0,55.0,7.0,NBA,549.0,67.0,62.0,C,163.0,2021-22,10.0,CHI,34.0,186.0,0.585,Tony Bradley
3.0,0.429,7.0,3.0,0.6,5.0,25.0,1.0,1.0,10.0,6.0,0.5,12.0,4.0,1.0,4.0,12.0,0.0,NBA,33.0,1.0,2.0,C,19.0,2022-23,1.0,CHI,1.0,11.0,0.625,Tony Bradley
3.0,0.3,10.0,3.0,0.333,9.0,22.0,2.0,2.0,2.0,6.0,0.316,19.0,5.0,1.0,5.0,10.0,0.0,NBA,40.0,2.0,3.0,SG,20.0,2019-20,2.0,ATL,3.0,4.0,0.395,Charlie Brown Jr.
8.0,0.364,22.0,5.0,0.238,21.0,23.0,9.0,2.0,14.0,13.0,0.302,43.0,9.0,0.9,10.0,9.0,1.0,NBA,152.0,3.0,19.0,SG,40.0,2020-21,4.0,OKC,6.0,17.0,0.36,Charlie Brown Jr.
9.0,0.333,27.0,1.0,0.083,12.0,24.0,6.0,4.0,18.0,10.0,0.256,39.0,9.0,0.9,10.0,22.0,2.0,NBA,177.0,14.0,18.0,SG,30.0,2021-22,10.0,TOT,5.0,32.0,0.269,Charlie Brown Jr.
1.0,0.5,2.0,0.0,0.0,3.0,24.0,1.0,1.0,1.0,1.0,0.2,5.0,0.0,0.0,0.0,3.0,0.0,NBA,15.0,0.0,2.0,SG,2.0,2021-22,2.0,DAL,0.0,1.0,0.2,Charlie Brown Jr.
8.0,0.32,25.0,1.0,0.111,9.0,24.0,5.0,3.0,17.0,9.0,0.265,34.0,9.0,0.9,10.0,19.0,2.0,NBA,162.0,14.0,16.0,SG,28.0,2021-22,8.0,PHI,5.0,31.0,0.279,Charlie Brown Jr.
4.0,0.4,10.0,0.0,0.0,0.0,20.0,1.0,1.0,11.0,4.0,0.4,10.0,3.0,0.375,8.0,9.0,0.0,NBA,33.0,3.0,7.0,C,11.0,2019-20,1.0,POR,3.0,14.0,0.4,Moses Brown
146.0,0.545,268.0,0.0,0.0,0.0,21.0,10.0,47.0,229.0,146.0,0.545,268.0,78.0,0.619,126.0,43.0,32.0,NBA,920.0,154.0,93.0,C,370.0,2020-21,31.0,OKC,43.0,383.0,0.545,Moses Brown
64.0,0.593,108.0,0.0,0.0,0.0,22.0,1.0,16.0,96.0,64.0,0.593,108.0,43.0,0.597,72.0,40.0,6.0,NBA,345.0,39.0,53.0,C,171.0,2021-22,7.0,TOT,20.0,135.0,0.593,Moses Brown
27.0,0.54,50.0,0.0,0.0,0.0,22.0,1.0,9.0,45.0,27.0,0.54,50.0,27.0,0.628,43.0,26.0,1.0,NBA,169.0,16.0,28.0,C,81.0,2021-22,3.0,DAL,14.0,61.0,0.54,Moses Brown
37.0,0.638,58.0,0.0,0.0,0.0,22.0,0.0,7.0,51.0,37.0,0.638,58.0,16.0,0.552,29.0,14.0,5.0,NBA,176.0,23.0,25.0,C,90.0,2021-22,4.0,CLE,6.0,74.0,0.638,Moses Brown
61.0,0.635,96.0,0.0,0.0,0.0,23.0,4.0,14.0,82.0,61.0,0.635,96.0,33.0,0.458,72.0,36.0,1.0,NBA,294.0,57.0,39.0,C,155.0,2022-23,4.0,TOT,15.0,139.0,0.635,Moses Brown
61.0,0.635,96.0,0.0,0.0,0.0,23.0,4.0,14.0,82.0,61.0,0.635,96.0,33.0,0.458,72.0,34.0,1.0,NBA,288.0,57.0,38.0,C,155.0,2022-23,3.0,LAC,14.0,139.0,0.635,Moses Brown
0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,NBA,6.0,0.0,1.0,C,0.0,2022-23,1.0,BRK,1.0,0.0,0.0,Moses Brown
30.0,0.577,52.0,2.0,0.133,15.0,25.0,24.0,0.0,24.0,32.0,0.478,67.0,18.0,0.818,22.0,10.0,0.0,NBA,212.0,16.0,9.0,PF,84.0,2020-21,8.0,OKC,6.0,40.0,0.493,Gabriel Deck
6.0,0.6,10.0,2.0,0.5,4.0,26.0,5.0,0.0,5.0,8.0,0.571,14.0,0.0,0.0,0.0,7.0,0.0,NBA,56.0,1.0,2.0,PF,18.0,2021-22,1.0,OKC,2.0,6.0,0.643,Gabriel Deck
71.0,0.504,141.0,4.0,0.167,24.0,20.0,17.0,10.0,59.0,75.0,0.455,165.0,36.0,0.61,59.0,51.0,3.0,NBA,526.0,38.0,77.0,SG,190.0,2018-19,21.0,OKC,23.0,97.0,0.467,Hamidou Diallo
116.0,0.485,239.0,16.0,0.281,57.0,21.0,36.0,9.0,123.0,132.0,0.446,296.0,38.0,0.603,63.0,46.0,3.0,NBA,896.0,44.0,101.0,SF,318.0,2019-20,37.0,OKC,51.0,167.0,0.473,Hamidou Diallo
196.0,0.505,388.0,28.0,0.341,82.0,22.0,101.0,24.0,213.0,224.0,0.477,470.0,128.0,0.64,200.0,52.0,9.0,NBA,1226.0,59.0,134.0,"SF,SG",604.0,2020-21,41.0,TOT,76.0,272.0,0.506,Hamidou Diallo
131.0,0.512,256.0,12.0,0.293,41.0,22.0,77.0,12.0,128.0,143.0,0.481,297.0,83.0,0.629,132.0,32.0,5.0,NBA,761.0,37.0,83.0,SG,381.0,2020-21,31.0,OKC,49.0,165.0,0.502,Hamidou Diallo
65.0,0.492,132.0,16.0,0.39,41.0,22.0,24.0,12.0,85.0,81.0,0.468,173.0,45.0,0.662,68.0,20.0,4.0,NBA,465.0,22.0,51.0,SF,223.0,2020-21,10.0,DET,27.0,107.0,0.514,Hamidou Diallo
238.0,0.55,433.0,23.0,0.247,93.0,23.0,73.0,17.0,208.0,261.0,0.496,526.0,91.0,0.65,140.0,58.0,29.0,NBA,1269.0,69.0,143.0,SG,636.0,2021-22,71.0,DET,58.0,277.0,0.518,Hamidou Diallo
210.0,0.593,354.0,5.0,0.238,21.0,24.0,55.0,16.0,137.0,215.0,0.573,375.0,87.0,0.588,148.0,56.0,0.0,NBA,996.0,57.0,124.0,SF,522.0,2022-23,53.0,DET,71.0,194.0,0.58,Hamidou Diallo
