2P,2P%,2PA,3P,3P%,3PA,AGE,AST,BLK,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,LEAGUE,MP,ORB,PF,POS,PTS,SEASON,STL,TEAM,TOV,TRB,eFG%,PLAYER
41.0,0.562,73.0,1.0,0.5,2.0,22.0,11.0,15.0,47.0,42.0,0.56,75.0,31.0,0.816,38.0,29.0,0.0,NBA,342.0,30.0,53.0,PF,116.0,2012-13,13.0,TOR,17.0,77.0,0.567,Quincy Acy
62.0,0.492,126.0,4.0,0.267,15.0,23.0,28.0,26.0,144.0,66.0,0.468,141.0,35.0,0.66,53.0,63.0,0.0,NBA,847.0,72.0,122.0,SF,171.0,2013-14,23.0,TOT,30.0,216.0,0.482,Quincy Acy
4.0,0.444,9.0,2.0,0.4,5.0,23.0,4.0,3.0,10.0,6.0,0.429,14.0,5.0,0.625,8.0,7.0,0.0,NBA,61.0,5.0,8.0,SF,19.0,2013-14,4.0,TOR,2.0,15.0,0.5,Quincy Acy
58.0,0.496,117.0,2.0,0.2,10.0,23.0,24.0,23.0,134.0,60.0,0.472,127.0,30.0,0.667,45.0,56.0,0.0,NBA,786.0,67.0,114.0,SF,152.0,2013-14,19.0,SAC,28.0,201.0,0.48,Quincy Acy
134.0,0.494,271.0,18.0,0.3,60.0,24.0,68.0,22.0,222.0,152.0,0.459,331.0,76.0,0.784,97.0,68.0,22.0,NBA,1287.0,79.0,147.0,PF,398.0,2014-15,27.0,NYK,60.0,301.0,0.486,Quincy Acy
100.0,0.606,165.0,19.0,0.388,49.0,25.0,27.0,24.0,123.0,119.0,0.556,214.0,50.0,0.735,68.0,59.0,29.0,NBA,876.0,65.0,103.0,PF,307.0,2015-16,29.0,SAC,27.0,188.0,0.6,Quincy Acy
33.0,0.413,80.0,37.0,0.411,90.0,26.0,18.0,15.0,95.0,70.0,0.412,170.0,45.0,0.75,60.0,38.0,1.0,NBA,558.0,20.0,67.0,PF,222.0,2016-17,14.0,TOT,21.0,115.0,0.521,Quincy Acy
4.0,0.4,10.0,1.0,0.143,7.0,26.0,0.0,0.0,6.0,5.0,0.294,17.0,2.0,0.667,3.0,6.0,0.0,NBA,48.0,2.0,9.0,PF,13.0,2016-17,0.0,DAL,2.0,8.0,0.324,Quincy Acy
29.0,0.414,70.0,36.0,0.434,83.0,26.0,18.0,15.0,89.0,65.0,0.425,153.0,43.0,0.754,57.0,32.0,1.0,NBA,510.0,18.0,58.0,PF,209.0,2016-17,14.0,BRK,19.0,107.0,0.542,Quincy Acy
28.0,0.384,73.0,102.0,0.349,292.0,27.0,57.0,29.0,217.0,130.0,0.356,365.0,49.0,0.817,60.0,70.0,8.0,NBA,1359.0,40.0,149.0,PF,411.0,2017-18,33.0,BRK,60.0,257.0,0.496,Quincy Acy
2.0,0.667,3.0,2.0,0.133,15.0,28.0,8.0,4.0,22.0,4.0,0.222,18.0,7.0,0.7,10.0,10.0,0.0,NBA,123.0,3.0,24.0,PF,17.0,2018-19,1.0,PHO,4.0,25.0,0.278,Quincy Acy
91.0,0.417,218.0,69.0,0.365,189.0,20.0,52.0,20.0,207.0,160.0,0.393,407.0,98.0,0.845,116.0,66.0,30.0,NBA,1312.0,104.0,157.0,PF,487.0,2008-09,44.0,NJN,63.0,311.0,0.478,Ryan Anderson
91.0,0.514,177.0,78.0,0.37,211.0,21.0,37.0,14.0,132.0,169.0,0.436,388.0,71.0,0.866,82.0,63.0,6.0,NBA,911.0,70.0,81.0,PF,487.0,2009-10,25.0,ORL,56.0,202.0,0.536,Ryan Anderson
92.0,0.5,184.0,134.0,0.393,341.0,22.0,52.0,38.0,226.0,226.0,0.43,525.0,95.0,0.812,117.0,64.0,14.0,NBA,1424.0,129.0,137.0,PF,681.0,2010-11,30.0,ORL,49.0,355.0,0.558,Ryan Anderson
166.0,0.496,335.0,166.0,0.393,422.0,23.0,54.0,26.0,247.0,332.0,0.439,757.0,150.0,0.877,171.0,61.0,61.0,NBA,1964.0,224.0,146.0,PF,980.0,2011-12,50.0,ORL,57.0,471.0,0.548,Ryan Anderson
259.0,0.464,558.0,213.0,0.382,557.0,24.0,97.0,31.0,328.0,472.0,0.423,1115.0,152.0,0.844,180.0,81.0,22.0,NBA,2503.0,191.0,179.0,PF,1309.0,2012-13,42.0,NOH,97.0,519.0,0.519,Ryan Anderson
88.0,0.463,190.0,67.0,0.409,164.0,25.0,17.0,7.0,76.0,155.0,0.438,354.0,59.0,0.952,62.0,22.0,14.0,NBA,795.0,66.0,47.0,PF,436.0,2013-14,10.0,NOP,20.0,142.0,0.532,Ryan Anderson
169.0,0.457,370.0,122.0,0.34,359.0,26.0,55.0,20.0,187.0,291.0,0.399,729.0,129.0,0.854,151.0,61.0,5.0,NBA,1675.0,108.0,113.0,PF,833.0,2014-15,33.0,NOP,62.0,295.0,0.483,Ryan Anderson
266.0,0.466,571.0,131.0,0.366,358.0,27.0,73.0,25.0,265.0,397.0,0.427,929.0,199.0,0.873,228.0,66.0,7.0,NBA,2008.0,131.0,109.0,PF,1124.0,2015-16,38.0,NOP,90.0,396.0,0.498,Ryan Anderson
119.0,0.446,267.0,204.0,0.403,506.0,28.0,68.0,14.0,218.0,323.0,0.418,773.0,129.0,0.86,150.0,72.0,72.0,NBA,2116.0,112.0,142.0,PF,979.0,2016-17,31.0,HOU,55.0,330.0,0.55,Ryan Anderson
76.0,0.539,141.0,131.0,0.386,339.0,29.0,60.0,21.0,237.0,207.0,0.431,480.0,72.0,0.774,93.0,66.0,50.0,NBA,1725.0,94.0,126.0,PF,617.0,2017-18,24.0,HOU,42.0,331.0,0.568,Ryan Anderson
12.0,0.414,29.0,9.0,0.225,40.0,30.0,19.0,1.0,36.0,21.0,0.304,69.0,12.0,0.75,16.0,25.0,8.0,NBA,322.0,18.0,25.0,PF,63.0,2018-19,4.0,TOT,14.0,54.0,0.37,Ryan Anderson
12.0,0.462,26.0,7.0,0.206,34.0,30.0,17.0,1.0,31.0,19.0,0.317,60.0,11.0,0.786,14.0,15.0,8.0,NBA,278.0,14.0,23.0,PF,56.0,2018-19,3.0,PHO,12.0,45.0,0.375,Ryan Anderson
0.0,0.0,3.0,2.0,0.333,6.0,30.0,2.0,0.0,5.0,2.0,0.222,9.0,1.0,0.5,2.0,10.0,0.0,NBA,44.0,4.0,2.0,PF,7.0,2018-19,1.0,MIA,2.0,9.0,0.333,Ryan Anderson
1.0,0.5,2.0,1.0,0.2,5.0,31.0,2.0,0.0,7.0,2.0,0.286,7.0,0.0,0.0,0.0,2.0,0.0,NBA,14.0,0.0,1.0,C,5.0,2019-20,1.0,HOU,1.0,7.0,0.357,Ryan Anderson
169.0,0.449,376.0,3.0,0.231,13.0,19.0,85.0,18.0,153.0,172.0,0.442,389.0,121.0,0.695,174.0,80.0,12.0,NBA,1382.0,89.0,150.0,SF,468.0,2004-05,70.0,NYK,73.0,242.0,0.446,Trevor Ariza
92.0,0.416,221.0,1.0,0.2,5.0,20.0,61.0,11.0,140.0,93.0,0.412,226.0,77.0,0.606,127.0,57.0,10.0,NBA,999.0,78.0,100.0,SF,264.0,2005-06,57.0,TOT,62.0,218.0,0.414,Trevor Ariza
60.0,0.42,143.0,1.0,0.333,3.0,20.0,46.0,9.0,88.0,61.0,0.418,146.0,42.0,0.545,77.0,36.0,10.0,NBA,709.0,49.0,78.0,SF,165.0,2005-06,43.0,NYK,46.0,137.0,0.421,Trevor Ariza
