# Dunks,# Heaves,% of FGA 0-3,% of FGA 10-16,% of FGA 16-3P,% of FGA 2P,% of FGA 3-10,% of FGA 3P,%3PA Corner 3s,%FGA Dunks,0-3 FG%,10-16 FG%,16-3P FG%,2P % AST,2P FG%,3-10 FG%,3P % AST,3P FG%,3P% Corner 3s,AGE,Att. Heaves,Dist.,FG%,G,LEAGUE,MP,POS,SEASON,TEAM,PLAYER
24.0,0.0,0.19,0.11,0.221,0.571,0.05,0.429,0.026,0.046,0.597,0.333,0.486,0.701,0.468,0.194,0.91,0.373,0.286,21.0,0.0,17.1,0.427,65.0,NBA,1629.0,PF,2006-07,TOR,Andrea Bargnani
33.0,0.0,0.199,0.094,0.292,0.64,0.055,0.36,0.011,0.054,0.514,0.353,0.363,0.711,0.409,0.375,0.956,0.345,0.0,22.0,3.0,16.6,0.386,78.0,NBA,1861.0,PF,2007-08,TOR,Andrea Bargnani
41.0,0.0,0.214,0.115,0.26,0.696,0.108,0.304,0.01,0.047,0.595,0.391,0.43,0.692,0.468,0.388,0.975,0.409,0.0,23.0,1.0,15.1,0.45,78.0,NBA,2453.0,PF,2008-09,TOR,Andrea Bargnani
42.0,1.0,0.198,0.144,0.226,0.716,0.148,0.284,0.031,0.039,0.664,0.479,0.399,0.688,0.509,0.497,0.983,0.372,0.5,24.0,4.0,14.7,0.47,80.0,NBA,2799.0,PF,2009-10,TOR,Andrea Bargnani
25.0,0.0,0.178,0.18,0.264,0.81,0.188,0.19,0.013,0.024,0.584,0.464,0.429,0.589,0.472,0.432,0.909,0.345,0.667,25.0,3.0,13.9,0.448,66.0,NBA,2353.0,C,2010-11,TOR,Andrea Bargnani
16.0,0.0,0.178,0.14,0.302,0.762,0.143,0.238,0.017,0.037,0.616,0.5,0.404,0.646,0.474,0.42,0.941,0.296,0.0,26.0,0.0,14.9,0.432,31.0,NBA,1032.0,C,2011-12,TOR,Andrea Bargnani
5.0,0.0,0.115,0.162,0.293,0.711,0.141,0.289,0.057,0.014,0.551,0.406,0.424,0.598,0.436,0.4,0.974,0.309,0.286,27.0,0.0,16.1,0.399,35.0,NBA,1003.0,PF,2012-13,TOR,Andrea Bargnani
13.0,0.0,0.207,0.147,0.265,0.785,0.165,0.215,0.019,0.026,0.615,0.365,0.489,0.76,0.487,0.434,0.967,0.278,0.5,28.0,0.0,13.7,0.442,42.0,NBA,1257.0,C,2013-14,NYK,Andrea Bargnani
7.0,0.0,0.152,0.211,0.335,0.886,0.188,0.114,0.0,0.019,0.582,0.434,0.446,0.685,0.466,0.441,1.0,0.366,0.0,29.0,0.0,13.0,0.454,29.0,NBA,785.0,C,2014-15,NYK,Andrea Bargnani
0.0,0.0,0.14,0.194,0.487,0.943,0.122,0.057,0.0,0.0,0.462,0.593,0.426,0.863,0.471,0.471,1.0,0.188,0.0,30.0,1.0,13.8,0.455,46.0,NBA,634.0,C,2015-16,BRK,Andrea Bargnani
