2P,2P%,2PA,3P,3P%,3PA,AGE,AST,BLK,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,LEAGUE,MP,ORB,PF,POS,PTS,SEASON,STL,TEAM,TOV,TRB,eFG%,PLAYER
224.0,0.464,483.0,52.0,0.359,145.0,20.0,98.0,14.0,280.0,276.0,0.439,628.0,144.0,0.758,190.0,81.0,81.0,NBA,2058.0,53.0,140.0,SF,748.0,2012-13,52.0,GSW,101.0,333.0,0.481,Harrison Barnes
205.0,0.419,489.0,66.0,0.347,190.0,21.0,116.0,20.0,245.0,271.0,0.399,679.0,130.0,0.718,181.0,78.0,24.0,NBA,2204.0,66.0,158.0,SF,738.0,2013-14,65.0,GSW,84.0,311.0,0.448,Harrison Barnes
229.0,0.519,441.0,87.0,0.405,215.0,22.0,116.0,19.0,336.0,316.0,0.482,656.0,108.0,0.72,150.0,82.0,82.0,NBA,2318.0,117.0,146.0,SF,827.0,2014-15,61.0,GSW,71.0,453.0,0.548,Harrison Barnes
213.0,0.508,419.0,82.0,0.383,214.0,23.0,117.0,10.0,248.0,295.0,0.466,633.0,102.0,0.761,134.0,66.0,59.0,NBA,2042.0,77.0,136.0,SF,774.0,2015-16,41.0,GSW,57.0,325.0,0.531,Harrison Barnes
521.0,0.492,1058.0,78.0,0.351,222.0,24.0,116.0,15.0,301.0,599.0,0.468,1280.0,242.0,0.861,281.0,79.0,79.0,NBA,2803.0,93.0,128.0,PF,1518.0,2016-17,65.0,DAL,102.0,394.0,0.498,Harrison Barnes
418.0,0.478,875.0,119.0,0.357,333.0,25.0,152.0,14.0,391.0,537.0,0.445,1208.0,259.0,0.827,313.0,77.0,77.0,NBA,2634.0,77.0,94.0,PF,1452.0,2017-18,49.0,DAL,118.0,468.0,0.494,Harrison Barnes
257.0,0.439,586.0,174.0,0.395,441.0,26.0,115.0,13.0,304.0,431.0,0.42,1027.0,229.0,0.824,278.0,77.0,77.0,NBA,2533.0,57.0,122.0,"PF,SF",1265.0,2018-19,50.0,TOT,98.0,361.0,0.504,Harrison Barnes
169.0,0.416,406.0,121.0,0.389,311.0,26.0,62.0,11.0,171.0,290.0,0.404,717.0,165.0,0.833,198.0,49.0,49.0,NBA,1584.0,36.0,79.0,PF,866.0,2018-19,33.0,DAL,68.0,207.0,0.489,Harrison Barnes
88.0,0.489,180.0,53.0,0.408,130.0,26.0,53.0,2.0,133.0,141.0,0.455,310.0,64.0,0.8,80.0,28.0,28.0,NBA,949.0,21.0,43.0,SF,399.0,2018-19,17.0,SAC,30.0,154.0,0.54,Harrison Barnes
263.0,0.501,525.0,102.0,0.381,268.0,27.0,159.0,12.0,278.0,365.0,0.46,793.0,214.0,0.801,267.0,72.0,72.0,NBA,2482.0,77.0,93.0,PF,1046.0,2019-20,43.0,SAC,88.0,355.0,0.525,Harrison Barnes
219.0,0.567,386.0,100.0,0.391,256.0,28.0,201.0,11.0,321.0,319.0,0.497,642.0,195.0,0.83,235.0,58.0,58.0,NBA,2102.0,64.0,75.0,PF,933.0,2020-21,43.0,SAC,93.0,385.0,0.575,Harrison Barnes
249.0,0.525,474.0,142.0,0.394,360.0,29.0,186.0,14.0,350.0,391.0,0.469,834.0,341.0,0.826,413.0,77.0,77.0,NBA,2587.0,82.0,94.0,PF,1265.0,2021-22,53.0,SAC,118.0,432.0,0.554,Harrison Barnes
242.0,0.553,438.0,132.0,0.374,353.0,30.0,128.0,10.0,279.0,374.0,0.473,791.0,350.0,0.847,413.0,82.0,82.0,NBA,2662.0,87.0,103.0,PF,1230.0,2022-23,57.0,SAC,86.0,366.0,0.556,Harrison Barnes
