PLAYER,BIRTH_DATE
P.J. Washington,1998-08-23
JT Thor,2002-08-26
Nick Richards,1997-11-29
Terry Rozier,1994-03-17
Dennis Smith Jr.,1997-11-25
Gordon Hayward,1990-03-23
Kelly Oubre Jr.,1995-12-09
Bryce McGowens,2002-11-08
Kai Jones,2001-01-19
Théo Maledon (TW),2001-06-12
Mark Williams,2001-12-16
LaMelo Ball,2001-08-22
James Bouknight,2000-09-18
Svi Mykhailiuk,1997-06-10
Cody Martin,1995-09-28
Kobi Simmons,1997-07-04
Xavier Sneed (TW),1997-12-21
