PLAYER,BIRTH_DATE
Stacey Augmon,1968-08-01
P.J. Brown,1969-10-14
Matt Bullard,1967-06-05
Elden Campbell,1968-07-23
Baron Davis,1979-04-13
Bryce Drew,1974-09-21
Kirk Haston,1979-03-10
George Lynch,1970-09-03
Jamaal Magloire,1978-05-21
Jamal Mashburn,1972-11-29
Jérôme Moïso,1978-06-15
Lee Nailon,1975-02-22
Eldridge Recasner,1967-12-14
Robert Traylor,1977-02-01
David Wesley,1970-11-14
