SEASON,AGE,TEAM,LEAGUE,POS,G,MP,FG,LGFG,2P,LG2P,3P,LG3P,eFG%,LGeFG%,FT,LGFT,TS,LGTS,FTr,LGFTr,3PAr,LG3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add,PLAYER
1995-96,22.0,SAS,NBA,PG,60.0,560.0,0.406,0.462,0.41600000000000004,0.486,0.39399999999999996,0.36700000000000005,0.49,0.499,0.64,0.74,0.506,0.542,0.161,0.32899999999999996,0.426,0.2,88.0,86.0,107.0,98.0,87.0,93.0,49.0,213.0,-2.6,-11.9,Cory Alexander
1996-97,23.0,SAS,NBA,PG,80.0,1454.0,0.396,0.455,0.42,0.48,0.373,0.36,0.49200000000000005,0.493,0.736,0.738,0.528,0.536,0.263,0.32,0.514,0.212,87.0,87.0,104.0,100.0,100.0,99.0,82.0,243.0,-1.1,-8.7,Cory Alexander
1997-98,24.0,TOT,NBA,PG,60.0,1298.0,0.428,0.45,0.469,0.47,0.375,0.34600000000000003,0.51,0.478,0.784,0.737,0.5479999999999999,0.524,0.255,0.33,0.44,0.159,95.0,100.0,108.0,107.0,106.0,105.0,77.0,276.0,25.6,22.1,Cory Alexander
1997-98,24.0,SAS,NBA,PG,37.0,501.0,0.414,0.45,0.494,0.47,0.313,0.34600000000000003,0.483,0.478,0.6759999999999999,0.737,0.512,0.524,0.255,0.33,0.441,0.159,92.0,105.0,90.0,101.0,92.0,98.0,77.0,277.0,1.4,-3.9,Cory Alexander
1997-98,24.0,DEN,NBA,PG,23.0,797.0,0.435,0.45,0.455,0.47,0.41100000000000003,0.34600000000000003,0.525,0.478,0.846,0.737,0.569,0.524,0.255,0.33,0.439,0.159,97.0,97.0,119.0,110.0,115.0,109.0,77.0,275.0,24.2,26.0,Cory Alexander
1998-99,25.0,DEN,NBA,PG,36.0,778.0,0.373,0.43700000000000006,0.43200000000000005,0.457,0.28600000000000003,0.33899999999999997,0.431,0.466,0.841,0.728,0.467,0.511,0.16899999999999998,0.33,0.40399999999999997,0.168,85.0,95.0,84.0,93.0,115.0,91.0,51.0,240.0,-18.1,-24.7,Cory Alexander
1999-00,26.0,DEN,NBA,PG,29.0,329.0,0.28600000000000003,0.449,0.302,0.46799999999999997,0.257,0.353,0.332,0.478,0.773,0.75,0.381,0.523,0.22399999999999998,0.308,0.35700000000000004,0.16699999999999998,64.0,64.0,73.0,69.0,103.0,73.0,73.0,214.0,-28.7,-30.6,Cory Alexander
2000-01,27.0,ORL,NBA,PG,26.0,227.0,0.321,0.44299999999999995,0.35,0.461,0.25,0.354,0.35700000000000004,0.473,0.667,0.748,0.40700000000000003,0.518,0.321,0.309,0.28600000000000003,0.17,73.0,76.0,71.0,76.0,89.0,79.0,104.0,168.0,-13.0,-14.2,Cory Alexander
2004-05,31.0,CHA,NBA,SG,16.0,201.0,0.327,0.447,0.267,0.47,0.42100000000000004,0.35600000000000004,0.408,0.48200000000000004,0.75,0.7559999999999999,0.451,0.529,0.245,0.324,0.38799999999999996,0.196,73.0,57.0,118.0,85.0,99.0,85.0,76.0,198.0,-7.3,-8.5,Cory Alexander
1995-96,25.0,CLE,NBA,PF,28.0,357.0,0.414,0.462,0.414,0.486,0.0,0.36700000000000005,0.414,0.499,0.5760000000000001,0.74,0.456,0.542,0.47100000000000003,0.32899999999999996,0.0,0.2,90.0,85.0,0.0,83.0,78.0,84.0,143.0,0.0,-11.8,-14.6,John Amaechi
1999-00,29.0,ORL,NBA,C,80.0,1684.0,0.43700000000000006,0.449,0.439,0.46799999999999997,0.16699999999999998,0.353,0.43799999999999994,0.478,0.7659999999999999,0.75,0.505,0.523,0.41600000000000004,0.308,0.009000000000000001,0.16699999999999998,97.0,94.0,47.0,92.0,102.0,97.0,135.0,5.0,-56.4,-29.8,John Amaechi
2000-01,30.0,ORL,NBA,C,82.0,1710.0,0.4,0.44299999999999995,0.405,0.461,0.0,0.354,0.4,0.473,0.631,0.748,0.455,0.518,0.47100000000000003,0.309,0.012,0.17,90.0,88.0,0.0,85.0,84.0,88.0,153.0,7.0,-85.8,-90.3,John Amaechi
2001-02,31.0,UTA,NBA,PF,54.0,586.0,0.325,0.445,0.325,0.465,0.0,0.354,0.325,0.47700000000000004,0.638,0.752,0.41200000000000003,0.52,0.633,0.293,0.0,0.18100000000000002,73.0,70.0,0.0,68.0,85.0,79.0,216.0,0.0,-50.4,-45.8,John Amaechi
2002-03,32.0,UTA,NBA,C,50.0,474.0,0.314,0.442,0.314,0.46299999999999997,0.0,0.349,0.314,0.474,0.48100000000000004,0.758,0.35100000000000003,0.519,0.441,0.302,0.0,0.182,71.0,68.0,0.0,66.0,63.0,68.0,146.0,0.0,-37.8,-47.3,John Amaechi
1994-95,26.0,ORL,NBA,PG,3.0,8.0,0.375,0.466,0.5,0.491,0.33299999999999996,0.359,0.5,0.5,1.0,0.737,0.563,0.5429999999999999,0.25,0.332,0.75,0.188,80.0,102.0,93.0,100.0,136.0,104.0,75.0,399.0,0.0,0.4,Darrell Armstrong
1995-96,27.0,ORL,NBA,PG,13.0,41.0,0.5,0.462,0.5,0.486,0.5,0.36700000000000005,0.594,0.499,1.0,0.74,0.622,0.542,0.125,0.32899999999999996,0.375,0.2,108.0,103.0,136.0,119.0,135.0,115.0,38.0,187.0,6.1,5.4,Darrell Armstrong
1996-97,28.0,ORL,NBA,PG,67.0,1010.0,0.38299999999999995,0.455,0.47,0.48,0.304,0.36,0.462,0.493,0.868,0.738,0.525,0.536,0.307,0.32,0.525,0.212,84.0,98.0,84.0,94.0,118.0,98.0,96.0,248.0,-21.1,-8.5,Darrell Armstrong
1997-98,29.0,ORL,NBA,PG,48.0,1236.0,0.41100000000000003,0.45,0.42,0.47,0.368,0.34600000000000003,0.44299999999999995,0.478,0.8540000000000001,0.737,0.509,0.524,0.324,0.33,0.179,0.159,91.0,89.0,106.0,93.0,116.0,97.0,98.0,112.0,-26.3,-12.6,Darrell Armstrong
1998-99,30.0,ORL,NBA,PG,50.0,1502.0,0.441,0.43700000000000006,0.483,0.457,0.365,0.33899999999999997,0.507,0.466,0.904,0.728,0.575,0.511,0.341,0.33,0.36200000000000004,0.168,101.0,106.0,108.0,109.0,124.0,112.0,103.0,215.0,43.0,76.0,Darrell Armstrong
1999-00,31.0,ORL,NBA,PG,82.0,2590.0,0.433,0.449,0.485,0.46799999999999997,0.34,0.353,0.494,0.478,0.9109999999999999,0.75,0.542,0.523,0.221,0.308,0.36,0.16699999999999998,96.0,104.0,96.0,103.0,121.0,104.0,72.0,216.0,34.9,46.3,Darrell Armstrong
2000-01,32.0,ORL,NBA,PG,75.0,2767.0,0.41200000000000003,0.44299999999999995,0.451,0.461,0.355,0.354,0.484,0.473,0.884,0.748,0.535,0.518,0.249,0.309,0.402,0.17,93.0,98.0,100.0,102.0,118.0,103.0,81.0,236.0,21.4,37.7,Darrell Armstrong
