PLAYER,BIRTH_DATE
Omri Casspi,1988-06-22
Semih Erden,1986-07-28
Christian Eyenga,1989-06-22
Alonzo Gee,1987-05-29
Daniel Gibson,1986-02-27
Luke Harangody,1988-01-02
Manny Harris,1989-09-21
Ryan Hollins,1984-10-10
Lester Hudson,1984-08-07
Kyrie Irving,1992-03-23
Antawn Jamison,1976-06-12
D.J. Kennedy,1989-11-05
Anthony Parker,1975-06-19
Samardo Samuels,1989-01-09
Ramon Sessions,1986-04-11
Donald Sloan,1988-01-15
Mychel Thompson,1988-06-01
Tristan Thompson,1991-03-13
Ben Uzoh,1988-03-19
Anderson Varejão,1982-09-28
Luke Walton,1980-03-28
