SEASON,AGE,TEAM,LEAGUE,POS,G,MP,FG,LGFG,2P,LG2P,3P,LG3P,eFG%,LGeFG%,FT,LGFT,TS,LGTS,FTr,LGFTr,3PAr,LG3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add,PLAYER
2005-06,22.0,IND,NBA,SF,78.0,1765.0,0.462,0.454,0.496,0.478,0.323,0.358,0.494,0.49,0.777,0.745,0.54,0.536,0.31,0.333,0.195,0.202,102.0,104.0,90.0,101.0,104.0,101.0,93.0,96.0,3.6,5.2,Danny Granger
2006-07,23.0,IND,NBA,SF,82.0,2785.0,0.459,0.458,0.497,0.485,0.382,0.358,0.522,0.496,0.803,0.752,0.573,0.541,0.339,0.327,0.332,0.213,100.0,102.0,107.0,105.0,107.0,106.0,104.0,156.0,44.3,61.9,Danny Granger
2007-08,24.0,IND,NBA,SF,80.0,2876.0,0.446,0.457,0.468,0.484,0.404,0.362,0.517,0.497,0.852,0.755,0.571,0.54,0.314,0.306,0.351,0.222,97.0,97.0,112.0,104.0,113.0,106.0,102.0,158.0,46.2,85.3,Danny Granger
2008-09,25.0,IND,NBA,SF,67.0,2424.0,0.447,0.459,0.47,0.485,0.404,0.367,0.518,0.5,0.878,0.771,0.584,0.544,0.36,0.306,0.352,0.224,97.0,97.0,110.0,104.0,114.0,107.0,118.0,157.0,47.5,117.3,Danny Granger
2009-10,26.0,IND,NBA,SF,62.0,2278.0,0.428,0.461,0.471,0.492,0.361,0.355,0.498,0.501,0.848,0.759,0.564,0.543,0.376,0.3,0.385,0.222,93.0,96.0,102.0,99.0,112.0,104.0,125.0,173.0,-6.7,55.7,Danny Granger
2010-11,27.0,IND,NBA,SF,79.0,2763.0,0.425,0.459,0.443,0.487,0.386,0.358,0.487,0.498,0.848,0.763,0.554,0.541,0.37,0.3,0.323,0.222,93.0,91.0,108.0,98.0,111.0,102.0,123.0,146.0,-28.9,35.6,Danny Granger
2011-12,28.0,IND,NBA,SF,62.0,2062.0,0.416,0.448,0.434,0.477,0.381,0.349,0.481,0.487,0.873,0.752,0.542,0.527,0.309,0.276,0.343,0.226,93.0,91.0,109.0,99.0,116.0,103.0,112.0,152.0,-12.1,32.0,Danny Granger
2012-13,29.0,IND,NBA,SF,5.0,74.0,0.286,0.453,0.32,0.483,0.2,0.359,0.314,0.496,0.625,0.753,0.35,0.535,0.229,0.27,0.286,0.243,63.0,66.0,56.0,63.0,83.0,66.0,85.0,117.0,-12.7,-14.2,Danny Granger
2013-14,30.0,TOT,NBA,SF,41.0,847.0,0.378,0.454,0.408,0.488,0.336,0.36,0.448,0.501,0.94,0.756,0.502,0.541,0.218,0.284,0.417,0.259,83.0,84.0,93.0,89.0,124.0,93.0,77.0,161.0,-32.7,-26.0,Danny Granger
2013-14,30.0,IND,NBA,SF,29.0,653.0,0.359,0.454,0.38,0.488,0.33,0.36,0.428,0.501,0.962,0.756,0.491,0.541,0.238,0.284,0.422,0.259,79.0,78.0,92.0,85.0,127.0,91.0,84.0,162.0,-32.5,-24.5,Danny Granger
2013-14,30.0,LAC,NBA,SF,12.0,194.0,0.429,0.454,0.48,0.488,0.353,0.36,0.5,0.501,0.857,0.756,0.532,0.541,0.167,0.284,0.405,0.259,94.0,98.0,98.0,100.0,113.0,98.0,59.0,156.0,-0.2,-1.5,Danny Granger
2014-15,31.0,MIA,NBA,SF,30.0,613.0,0.401,0.449,0.449,0.485,0.357,0.35,0.494,0.496,0.757,0.75,0.527,0.534,0.228,0.273,0.519,0.268,89.0,92.0,102.0,100.0,101.0,99.0,84.0,193.0,-0.7,-2.5,Danny Granger
2005-06,29.0,IND,NBA,PG,75.0,1557.0,0.396,0.454,0.435,0.478,0.364,0.358,0.497,0.49,0.91,0.745,0.561,0.536,0.31,0.333,0.55,0.202,87.0,91.0,102.0,101.0,122.0,105.0,93.0,272.0,5.6,24.8,Šarūnas Jasikevičius
2006-07,30.0,TOT,NBA,"PG,SG",63.0,973.0,0.398,0.458,0.438,0.485,0.338,0.358,0.466,0.496,0.905,0.752,0.531,0.541,0.295,0.327,0.404,0.213,87.0,90.0,94.0,94.0,120.0,98.0,90.0,190.0,-19.7,-8.0,Šarūnas Jasikevičius
2006-07,30.0,IND,NBA,SG,37.0,664.0,0.412,0.458,0.437,0.485,0.372,0.358,0.484,0.496,0.922,0.752,0.548,0.541,0.29,0.327,0.389,0.213,90.0,90.0,104.0,98.0,123.0,101.0,89.0,183.0,-5.4,3.2,Šarūnas Jasikevičius
2006-07,30.0,GSW,NBA,PG,26.0,309.0,0.366,0.458,0.439,0.485,0.273,0.358,0.426,0.496,0.871,0.752,0.493,0.541,0.307,0.327,0.436,0.213,80.0,90.0,76.0,86.0,116.0,91.0,94.0,205.0,-14.3,-11.1,Šarūnas Jasikevičius
