# Dunks,# Heaves,% of FGA 0-3,% of FGA 10-16,% of FGA 16-3P,% of FGA 2P,% of FGA 3-10,% of FGA 3P,%3PA Corner 3s,%FGA Dunks,0-3 FG%,10-16 FG%,16-3P FG%,2P % AST,2P FG%,3-10 FG%,3P % AST,3P FG%,3P% Corner 3s,AGE,Att. Heaves,Dist.,FG%,G,LEAGUE,MP,POS,SEASON,TEAM,PLAYER
10.0,0.0,0.514,0.108,0.041,0.986,0.324,0.014,0.0,0.135,0.632,0.375,0.333,0.667,0.575,0.583,0.0,0.0,0.0,25.0,0.0,4.8,0.568,38.0,NBA,271.0,PF,2006-07,SEA,Andre Brown
8.0,0.0,0.538,0.141,0.064,1.0,0.256,0.0,0.0,0.115,0.69,0.364,0.2,0.692,0.5,0.25,0.0,0.0,0.0,26.0,0.0,4.9,0.5,33.0,NBA,286.0,PF,2007-08,MEM,Andre Brown
0.0,0.0,0.714,0.0,0.143,1.0,0.143,0.0,0.0,0.143,0.2,0.0,0.0,0.0,0.143,0.0,0.0,0.0,0.0,27.0,0.0,3.4,0.143,4.0,NBA,41.0,PF,2008-09,CHA,Andre Brown
29.0,0.0,0.675,0.076,0.051,0.992,0.186,0.008,0.333,0.093,0.64,0.259,0.111,0.568,0.541,0.409,0.0,0.0,0.0,24.0,0.0,3.3,0.537,82.0,NBA,1396.0,C,2004-05,SEA,Nick Collison
26.0,0.0,0.503,0.102,0.198,0.992,0.19,0.008,0.0,0.074,0.652,0.425,0.397,0.628,0.529,0.4,0.0,0.0,0.0,25.0,1.0,6.7,0.525,66.0,NBA,1448.0,PF,2005-06,SEA,Nick Collison
61.0,0.0,0.549,0.127,0.116,0.997,0.204,0.003,0.0,0.107,0.659,0.346,0.324,0.657,0.502,0.277,0.0,0.0,0.0,26.0,0.0,5.2,0.5,82.0,NBA,2378.0,C,2006-07,SEA,Nick Collison
53.0,0.0,0.482,0.084,0.267,0.997,0.164,0.003,0.0,0.09,0.634,0.389,0.368,0.637,0.504,0.4,0.0,0.0,0.0,27.0,1.0,7.5,0.502,78.0,NBA,2223.0,PF,2007-08,SEA,Nick Collison
67.0,0.0,0.57,0.075,0.159,0.995,0.192,0.005,0.0,0.166,0.73,0.406,0.338,0.663,0.57,0.354,0.0,0.0,0.0,28.0,1.0,5.4,0.568,71.0,NBA,1831.0,C,2008-09,OKC,Nick Collison
35.0,0.0,0.65,0.058,0.136,0.987,0.142,0.013,0.25,0.117,0.677,0.389,0.429,0.652,0.593,0.455,1.0,0.25,0.0,29.0,1.0,4.8,0.589,75.0,NBA,1557.0,C,2009-10,OKC,Nick Collison
21.0,0.0,0.57,0.037,0.169,1.0,0.223,0.0,0.0,0.095,0.71,0.333,0.39,0.715,0.566,0.37,0.0,0.0,0.0,30.0,0.0,5.6,0.566,71.0,NBA,1524.0,C,2010-11,OKC,Nick Collison
