PLAYER,BIRTH_DATE
Hilton Armstrong,1984-11-11
Bobby Brown,1984-09-24
Devin Brown,1978-12-30
Darren Collison,1987-08-23
Aaron Gray,1984-12-07
Jason Hart,1978-04-29
Sean Marks,1975-08-23
Emeka Okafor,1982-09-28
Chris Paul,1985-05-06
Morris Peterson,1977-08-26
James Posey,1977-01-13
Darius Songaila,1978-02-14
Peja Stojaković,1977-06-09
Marcus Thornton,1987-06-05
David West,1980-08-29
Julian Wright,1987-05-20
