# Dunks,# Heaves,% of FGA 0-3,% of FGA 10-16,% of FGA 16-3P,% of FGA 2P,% of FGA 3-10,% of FGA 3P,%3PA Corner 3s,%FGA Dunks,0-3 FG%,10-16 FG%,16-3P FG%,2P % AST,2P FG%,3-10 FG%,3P % AST,3P FG%,3P% Corner 3s,AGE,Att. Heaves,Dist.,FG%,G,LEAGUE,MP,POS,SEASON,TEAM,PLAYER
0.0,0.0,0.263,0.0,0.184,0.447,0.0,0.553,0.095,0.0,0.5,0.0,0.571,0.667,0.529,0.0,0.889,0.429,0.5,24.0,0.0,19.4,0.474,27.0,NBA,256.0,PG,1997-98,ATL,Drew Barry
0.0,0.0,0.031,0.063,0.125,0.25,0.031,0.75,0.125,0.0,0.0,0.0,0.5,0.5,0.25,0.0,0.875,0.333,0.0,25.0,0.0,22.2,0.313,17.0,NBA,183.0,SG,1998-99,SEA,Drew Barry
0.0,0.0,0.091,0.03,0.303,0.455,0.03,0.545,0.0,0.0,1.0,0.0,0.4,0.625,0.533,1.0,0.714,0.389,0.0,26.0,0.0,20.5,0.455,16.0,NBA,159.0,PG,1999-00,TOT,Drew Barry
0.0,0.0,0.167,0.056,0.222,0.5,0.056,0.5,0.0,0.0,1.0,0.0,0.5,0.667,0.667,1.0,1.0,0.333,0.0,26.0,0.0,18.0,0.5,8.0,NBA,85.0,PG,1999-00,GSW,Drew Barry
0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.6,0.0,0.0,0.0,0.0,0.333,0.5,0.333,0.0,0.5,0.444,0.0,26.0,0.0,23.5,0.4,8.0,NBA,74.0,PG,1999-00,ATL,Drew Barry
5.0,0.0,0.339,0.287,0.209,0.991,0.157,0.009,0.0,0.043,0.59,0.364,0.292,0.694,0.43,0.389,0.0,0.0,0.0,22.0,0.0,10.5,0.426,46.0,NBA,423.0,SF,1999-00,ATL,Cal Bowdler
6.0,0.0,0.289,0.228,0.307,0.956,0.132,0.044,0.0,0.07,0.636,0.423,0.486,0.769,0.477,0.2,1.0,0.2,0.0,23.0,0.0,10.7,0.465,44.0,NBA,375.0,SF,2000-01,ATL,Cal Bowdler
2.0,0.0,0.207,0.178,0.483,0.971,0.103,0.029,0.0,0.017,0.444,0.29,0.345,0.817,0.355,0.333,1.0,0.2,0.0,24.0,0.0,12.8,0.351,52.0,NBA,585.0,PF,2001-02,ATL,Cal Bowdler
1.0,0.0,0.274,0.121,0.166,0.675,0.115,0.325,0.216,0.003,0.547,0.316,0.385,0.467,0.434,0.361,0.833,0.294,0.364,28.0,2.0,14.9,0.389,51.0,NBA,1183.0,PG,1996-97,GSW,Bimbo Coles
4.0,0.0,0.164,0.233,0.374,0.87,0.098,0.13,0.123,0.009,0.556,0.333,0.402,0.438,0.402,0.302,0.769,0.228,0.143,29.0,0.0,14.8,0.379,53.0,NBA,1471.0,PG,1997-98,GSW,Bimbo Coles
0.0,0.0,0.176,0.246,0.391,0.94,0.126,0.06,0.2,0.002,0.534,0.402,0.494,0.463,0.455,0.327,0.667,0.24,0.2,30.0,2.0,13.8,0.442,48.0,NBA,1272.0,PG,1998-99,GSW,Bimbo Coles
2.0,0.0,0.165,0.315,0.331,0.936,0.125,0.064,0.128,0.003,0.62,0.414,0.502,0.485,0.472,0.342,0.625,0.205,0.2,31.0,4.0,13.6,0.455,80.0,NBA,1924.0,PG,1999-00,ATL,Bimbo Coles
0.0,0.0,0.096,0.31,0.335,0.933,0.192,0.067,0.0,0.0,0.522,0.446,0.375,0.348,0.399,0.304,0.5,0.125,0.0,32.0,5.0,14.1,0.381,47.0,NBA,804.0,PG,2000-01,CLE,Bimbo Coles
0.0,0.0,0.158,0.233,0.336,0.863,0.137,0.137,0.15,0.0,0.565,0.441,0.408,0.635,0.413,0.2,1.0,0.2,0.333,33.0,4.0,14.7,0.384,47.0,NBA,693.0,PG,2001-02,CLE,Bimbo Coles
0.0,0.0,0.095,0.238,0.399,0.81,0.077,0.19,0.406,0.0,0.438,0.3,0.418,0.571,0.36,0.154,0.571,0.219,0.231,34.0,3.0,16.6,0.333,35.0,NBA,691.0,PG,2002-03,TOT,Bimbo Coles
0.0,0.0,0.101,0.277,0.303,0.79,0.109,0.21,0.32,0.0,0.333,0.242,0.361,0.778,0.287,0.154,0.571,0.28,0.375,34.0,3.0,16.3,0.286,21.0,NBA,516.0,PG,2002-03,CLE,Bimbo Coles
0.0,0.0,0.082,0.143,0.633,0.857,0.0,0.143,0.714,0.0,0.75,0.571,0.484,0.318,0.524,0.0,0.0,0.0,0.0,34.0,0.0,17.4,0.449,14.0,NBA,175.0,PG,2002-03,BOS,Bimbo Coles
0.0,0.0,0.235,0.118,0.618,1.0,0.029,0.0,0.0,0.0,0.75,0.0,0.238,0.75,0.353,1.0,0.0,0.0,0.0,35.0,0.0,13.4,0.353,22.0,NBA,170.0,PG,2003-04,MIA,Bimbo Coles
5.0,0.0,0.5,0.073,0.1,0.973,0.3,0.027,0.333,0.055,0.527,0.125,0.727,0.511,0.421,0.212,1.0,0.333,0.0,22.0,0.0,8.3,0.418,40.0,NBA,256.0,PF,1997-98,ATL,Chris Crawford
19.0,0.0,0.318,0.145,0.129,0.871,0.278,0.129,0.121,0.078,0.63,0.378,0.455,0.475,0.446,0.268,0.909,0.333,0.25,23.0,0.0,10.6,0.431,42.0,NBA,784.0,PF,1998-99,ATL,Chris Crawford
13.0,0.0,0.345,0.131,0.192,0.882,0.214,0.118,0.148,0.066,0.582,0.233,0.364,0.571,0.416,0.306,1.0,0.259,0.0,24.0,0.0,11.6,0.397,55.0,NBA,668.0,PF,1999-00,ATL,Chris Crawford
19.0,0.0,0.296,0.211,0.211,0.919,0.2,0.081,0.182,0.074,0.688,0.298,0.404,0.612,0.468,0.389,1.0,0.273,0.5,25.0,1.0,10.2,0.452,47.0,NBA,901.0,PF,2000-01,ATL,Chris Crawford
0.0,0.0,0.378,0.156,0.289,0.978,0.156,0.022,0.0,0.022,0.647,0.429,0.385,0.619,0.477,0.286,0.0,0.0,0.0,26.0,0.0,9.6,0.467,7.0,NBA,131.0,PF,2001-02,ATL,Chris Crawford
0.0,0.0,0.231,0.308,0.154,0.769,0.077,0.231,0.0,0.0,0.667,0.5,1.0,0.714,0.7,1.0,1.0,0.333,0.0,27.0,0.0,13.8,0.615,5.0,NBA,38.0,PF,2002-03,ATL,Chris Crawford
34.0,0.0,0.274,0.119,0.259,0.76,0.108,0.24,0.212,0.074,0.628,0.286,0.418,0.683,0.466,0.373,0.977,0.389,0.458,28.0,0.0,13.2,0.448,56.0,NBA,1207.0,PF,2003-04,ATL,Chris Crawford
53.0,0.0,0.246,0.182,0.122,0.745,0.194,0.255,0.039,0.056,0.538,0.395,0.363,0.557,0.464,0.497,0.895,0.367,0.5,26.0,1.0,13.4,0.439,55.0,NBA,2002.0,PF,1996-97,DEN,LaPhonso Ellis
37.0,0.0,0.183,0.167,0.314,0.8,0.137,0.2,0.109,0.041,0.63,0.28,0.411,0.535,0.438,0.435,0.965,0.284,0.227,27.0,0.0,14.8,0.407,76.0,NBA,2575.0,SF,1997-98,DEN,LaPhonso Ellis
9.0,0.0,0.205,0.237,0.368,0.974,0.163,0.026,0.0,0.047,0.667,0.311,0.429,0.696,0.427,0.29,1.0,0.2,0.0,28.0,1.0,12.8,0.421,20.0,NBA,539.0,PF,1998-99,ATL,LaPhonso Ellis
16.0,0.0,0.207,0.263,0.3,0.955,0.188,0.045,0.143,0.034,0.667,0.361,0.453,0.655,0.465,0.402,1.0,0.143,0.667,29.0,0.0,12.2,0.45,58.0,NBA,1309.0,PF,1999-00,ATL,LaPhonso Ellis
39.0,0.0,0.341,0.139,0.262,0.966,0.224,0.034,0.364,0.065,0.68,0.326,0.327,0.619,0.469,0.403,1.0,0.318,0.5,30.0,0.0,9.1,0.464,82.0,NBA,1948.0,PF,2000-01,MIN,LaPhonso Ellis
12.0,0.0,0.19,0.126,0.246,0.726,0.164,0.274,0.355,0.029,0.616,0.351,0.414,0.616,0.46,0.432,1.0,0.306,0.364,31.0,1.0,14.3,0.418,66.0,NBA,1684.0,SF,2001-02,MIA,LaPhonso Ellis
6.0,0.0,0.172,0.115,0.198,0.592,0.107,0.408,0.271,0.027,0.622,0.4,0.365,0.658,0.471,0.5,1.0,0.252,0.207,32.0,1.0,16.3,0.382,55.0,NBA,784.0,PF,2002-03,MIA,LaPhonso Ellis
7.0,0.0,0.433,0.064,0.099,0.737,0.14,0.263,0.067,0.047,0.541,0.182,0.412,0.444,0.429,0.208,0.833,0.267,0.333,21.0,0.0,12.9,0.386,30.0,NBA,446.0,SG,1999-00,ATL,Dion Glover
11.0,0.0,0.387,0.146,0.158,0.863,0.173,0.137,0.152,0.042,0.592,0.388,0.358,0.508,0.455,0.293,0.556,0.196,0.286,22.0,1.0,9.8,0.42,57.0,NBA,929.0,SG,2000-01,ATL,Dion Glover
18.0,0.0,0.39,0.151,0.167,0.8,0.092,0.2,0.165,0.042,0.556,0.348,0.368,0.444,0.444,0.262,0.967,0.33,0.4,23.0,1.0,10.8,0.421,55.0,NBA,1156.0,SG,2001-02,ATL,Dion Glover
