PLAYER,BIRTH_DATE
Ray Allen,1975-07-20
Brent Barry,1971-12-31
Calvin Booth,1976-05-07
Antonio Daniels,1975-03-19
Reggie Evans,1980-05-18
Richie Frahm,1977-08-14
Jerome James,1975-11-17
Rashard Lewis,1979-08-08
Ronald Murray,1979-07-29
Vitaly Potapenko,1975-03-21
Vladimir Radmanović,1980-11-19
Luke Ridnour,1981-02-13
Ansu Sesay,1976-07-29
Leon Smith,1980-11-02
