# Dunks,# Heaves,% of FGA 0-3,% of FGA 10-16,% of FGA 16-3P,% of FGA 2P,% of FGA 3-10,% of FGA 3P,%3PA Corner 3s,%FGA Dunks,0-3 FG%,10-16 FG%,16-3P FG%,2P % AST,2P FG%,3-10 FG%,3P % AST,3P FG%,3P% Corner 3s,AGE,Att. Heaves,Dist.,FG%,G,LEAGUE,MP,POS,SEASON,TEAM,PLAYER
0.0,0.0,0.2,0.05,0.0,0.6,0.35,0.4,0.125,0.0,0.5,0.0,0.0,0.0,0.25,0.143,1.0,0.25,0.0,25.0,0.0,12.5,0.25,17.0,NBA,75.0,SF,2020-21,POR,Keljin Blevins
1.0,0.0,0.207,0.027,0.054,0.351,0.063,0.649,0.319,0.018,0.391,0.0,0.333,0.615,0.333,0.286,0.857,0.292,0.217,26.0,0.0,18.4,0.306,31.0,NBA,349.0,SF,2021-22,POR,Keljin Blevins
0.0,0.0,0.0,0.0,0.071,0.214,0.143,0.786,0.364,0.0,0.0,0.0,1.0,1.0,0.667,0.5,1.0,0.364,0.5,23.0,0.0,21.6,0.429,7.0,NBA,34.0,SF,2013-14,HOU,Robert Covington
8.0,0.0,0.206,0.033,0.058,0.41,0.112,0.59,0.188,0.012,0.59,0.28,0.227,0.576,0.426,0.271,0.91,0.374,0.405,24.0,2.0,17.0,0.396,70.0,NBA,1956.0,SF,2014-15,PHI,Robert Covington
9.0,1.0,0.19,0.027,0.024,0.323,0.083,0.677,0.137,0.015,0.593,0.211,0.353,0.558,0.452,0.237,0.947,0.353,0.333,25.0,3.0,18.5,0.385,67.0,NBA,1903.0,SF,2015-16,PHI,Robert Covington
14.0,0.0,0.288,0.016,0.031,0.437,0.101,0.563,0.08,0.027,0.588,0.333,0.348,0.652,0.484,0.257,0.942,0.333,0.303,26.0,0.0,16.2,0.399,67.0,NBA,2119.0,SF,2016-17,PHI,Robert Covington
27.0,0.0,0.178,0.031,0.063,0.342,0.069,0.658,0.113,0.037,0.664,0.192,0.302,0.81,0.497,0.379,0.97,0.369,0.387,27.0,4.0,18.9,0.413,80.0,NBA,2532.0,SF,2017-18,PHI,Robert Covington
12.0,0.0,0.171,0.041,0.072,0.378,0.094,0.622,0.12,0.039,0.677,0.333,0.385,0.746,0.518,0.412,0.941,0.378,0.444,28.0,0.0,18.6,0.431,35.0,NBA,1203.0,SF,2018-19,TOT,Robert Covington
5.0,0.0,0.137,0.034,0.077,0.342,0.094,0.658,0.065,0.043,0.813,0.25,0.222,0.9,0.5,0.364,1.0,0.39,0.0,28.0,0.0,19.7,0.427,13.0,NBA,440.0,SF,2018-19,PHI,Robert Covington
7.0,0.0,0.188,0.045,0.069,0.396,0.094,0.604,0.149,0.037,0.63,0.364,0.471,0.686,0.526,0.435,0.909,0.372,0.545,28.0,0.0,18.1,0.433,22.0,NBA,763.0,SF,2018-19,MIN,Robert Covington
11.0,0.0,0.217,0.012,0.019,0.336,0.087,0.664,0.131,0.017,0.675,0.444,0.5,0.771,0.593,0.429,0.925,0.335,0.365,29.0,4.0,18.7,0.422,70.0,NBA,2137.0,"C,PF",2019-20,TOT,Robert Covington
7.0,0.0,0.232,0.018,0.024,0.371,0.097,0.629,0.093,0.016,0.661,0.444,0.417,0.769,0.587,0.479,0.889,0.346,0.379,29.0,3.0,18.2,0.435,48.0,NBA,1411.0,PF,2019-20,MIN,Robert Covington
4.0,0.0,0.185,0.0,0.009,0.26,0.066,0.74,0.202,0.018,0.714,0.0,1.0,0.778,0.61,0.267,1.0,0.315,0.353,29.0,1.0,19.8,0.392,22.0,NBA,726.0,C,2019-20,HOU,Robert Covington
10.0,0.0,0.181,0.016,0.029,0.301,0.075,0.699,0.126,0.031,0.587,0.125,0.4,0.652,0.451,0.211,0.948,0.379,0.244,30.0,1.0,19.6,0.401,70.0,NBA,2243.0,PF,2020-21,POR,Robert Covington
12.0,0.0,0.171,0.022,0.018,0.319,0.108,0.681,0.198,0.03,0.659,0.273,0.444,0.654,0.509,0.333,0.93,0.378,0.552,31.0,0.0,18.8,0.42,71.0,NBA,1940.0,PF,2021-22,TOT,Robert Covington
6.0,0.0,0.164,0.021,0.021,0.315,0.11,0.685,0.191,0.021,0.6,0.286,0.286,0.612,0.462,0.324,0.962,0.343,0.477,31.0,0.0,18.9,0.381,48.0,NBA,1431.0,PF,2021-22,POR,Robert Covington
6.0,0.0,0.185,0.025,0.012,0.327,0.105,0.673,0.211,0.049,0.767,0.25,1.0,0.719,0.604,0.353,0.878,0.45,0.696,31.0,0.0,18.7,0.5,23.0,NBA,509.0,PF,2021-22,LAC,Robert Covington
7.0,0.0,0.205,0.031,0.013,0.406,0.157,0.594,0.147,0.035,0.702,0.143,0.333,0.75,0.516,0.361,0.981,0.397,0.45,32.0,0.0,16.8,0.445,48.0,NBA,779.0,PF,2022-23,LAC,Robert Covington
3.0,0.0,0.242,0.076,0.076,0.485,0.091,0.515,0.176,0.045,0.75,0.6,0.6,0.444,0.563,0.0,0.714,0.206,0.5,20.0,0.0,16.4,0.379,30.0,NBA,192.0,SF,2020-21,POR,CJ Elleby
10.0,0.0,0.312,0.075,0.036,0.591,0.169,0.409,0.317,0.036,0.615,0.478,0.182,0.631,0.462,0.231,0.973,0.294,0.225,21.0,1.0,13.4,0.393,58.0,NBA,1174.0,SF,2021-22,POR,CJ Elleby
20.0,0.0,0.521,0.081,0.072,0.996,0.322,0.004,0.0,0.106,0.634,0.211,0.294,0.453,0.498,0.395,0.0,0.0,0.0,19.0,0.0,5.1,0.496,66.0,NBA,874.0,C,2011-12,UTA,Enes Freedom
24.0,0.0,0.485,0.132,0.137,0.997,0.243,0.003,0.0,0.066,0.652,0.4,0.462,0.537,0.542,0.446,0.0,1.0,0.0,20.0,0.0,6.4,0.544,70.0,NBA,1078.0,C,2012-13,UTA,Enes Freedom
39.0,0.0,0.392,0.171,0.154,0.999,0.283,0.001,0.0,0.05,0.638,0.39,0.374,0.539,0.492,0.415,0.0,0.0,0.0,21.0,0.0,7.4,0.491,80.0,NBA,2138.0,C,2013-14,UTA,Enes Freedom
30.0,0.0,0.503,0.089,0.182,0.952,0.177,0.048,0.778,0.039,0.666,0.41,0.32,0.528,0.528,0.409,1.0,0.356,0.343,22.0,0.0,6.9,0.519,75.0,NBA,2135.0,C,2014-15,TOT,Enes Freedom
20.0,0.0,0.452,0.086,0.216,0.93,0.175,0.07,0.756,0.045,0.673,0.36,0.294,0.538,0.505,0.402,1.0,0.317,0.29,22.0,0.0,7.9,0.491,49.0,NBA,1326.0,C,2014-15,UTA,Enes Freedom
10.0,0.0,0.59,0.095,0.124,0.988,0.179,0.012,1.0,0.029,0.657,0.485,0.395,0.513,0.564,0.419,1.0,0.75,0.75,22.0,0.0,5.2,0.566,26.0,NBA,809.0,C,2014-15,OKC,Enes Freedom
42.0,0.0,0.62,0.12,0.072,0.971,0.159,0.029,0.762,0.065,0.65,0.512,0.365,0.594,0.579,0.447,1.0,0.476,0.5,23.0,1.0,4.9,0.576,82.0,NBA,1721.0,C,2015-16,OKC,Enes Freedom
27.0,0.0,0.571,0.081,0.084,0.948,0.212,0.052,0.474,0.042,0.637,0.333,0.435,0.496,0.568,0.526,1.0,0.132,0.056,24.0,1.0,5.9,0.545,72.0,NBA,1533.0,C,2016-17,OKC,Enes Freedom
31.0,0.0,0.61,0.076,0.048,0.997,0.262,0.003,0.0,0.05,0.683,0.463,0.412,0.491,0.594,0.46,0.0,0.0,0.0,25.0,0.0,3.8,0.592,71.0,NBA,1830.0,C,2017-18,NYK,Enes Freedom
22.0,0.0,0.66,0.059,0.029,0.95,0.202,0.05,0.029,0.038,0.661,0.3,0.35,0.499,0.562,0.348,0.9,0.294,1.0,26.0,0.0,4.7,0.549,67.0,NBA,1640.0,C,2018-19,TOT,Enes Freedom
12.0,0.0,0.615,0.06,0.036,0.953,0.241,0.047,0.045,0.028,0.677,0.25,0.412,0.492,0.547,0.31,0.857,0.318,1.0,26.0,0.0,4.9,0.536,44.0,NBA,1128.0,C,2018-19,NYK,Enes Freedom
10.0,0.0,0.758,0.056,0.014,0.944,0.116,0.056,0.0,0.06,0.632,0.417,0.0,0.512,0.596,0.52,1.0,0.25,0.0,26.0,0.0,4.1,0.577,23.0,NBA,512.0,C,2018-19,POR,Enes Freedom
11.0,0.0,0.661,0.017,0.032,0.98,0.27,0.02,0.143,0.04,0.639,0.167,0.455,0.47,0.581,0.479,1.0,0.143,0.0,27.0,0.0,3.6,0.572,58.0,NBA,983.0,C,2019-20,BOS,Enes Freedom
16.0,0.0,0.695,0.016,0.007,0.993,0.275,0.007,0.0,0.032,0.695,0.222,0.25,0.459,0.607,0.416,1.0,0.25,0.0,28.0,1.0,2.7,0.604,72.0,NBA,1758.0,C,2020-21,POR,Enes Freedom
