SEASON,AGE,TEAM,LEAGUE,POS,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PLAYER
2011-12,23.0,NJN,NBA,SG,56.0,47.0,1648.0,6.0,14.0,0.428,1.0,3.3,0.313,5.0,10.7,0.463,2.5,3.2,0.764,1.5,2.8,4.4,2.9,1.1,0.3,2.6,2.5,15.5,MarShon Brooks
2012-13,24.0,BRK,NBA,SG,73.0,2.0,912.0,6.1,13.2,0.463,0.6,2.2,0.273,5.5,11.1,0.5,2.7,3.7,0.734,1.3,2.8,4.1,3.0,1.3,0.6,2.7,3.7,15.6,MarShon Brooks
2013-14,25.0,TOT,NBA,SG,35.0,0.0,316.0,6.5,14.2,0.456,1.5,2.8,0.52,5.0,11.4,0.44,3.6,5.0,0.727,1.1,5.0,6.2,2.8,1.6,0.5,2.7,2.4,18.1,MarShon Brooks
2013-14,25.0,BOS,NBA,SG,10.0,0.0,73.0,4.4,11.8,0.375,1.0,2.0,0.5,3.5,9.9,0.35,5.4,6.9,0.786,0.5,8.9,9.4,2.0,0.5,0.5,3.5,2.5,15.3,MarShon Brooks
2013-14,25.0,GSW,NBA,SG,7.0,0.0,15.0,12.0,31.2,0.385,0.0,4.8,0.0,12.0,26.4,0.455,7.2,9.6,0.75,2.4,9.6,12.0,0.0,2.4,0.0,0.0,0.0,31.2,MarShon Brooks
2013-14,25.0,LAL,NBA,SG,18.0,0.0,228.0,6.8,13.9,0.489,1.7,3.0,0.579,5.1,10.9,0.464,2.8,4.1,0.692,1.3,3.5,4.7,3.3,1.9,0.5,2.7,2.5,18.2,MarShon Brooks
2017-18,29.0,MEM,NBA,SG,7.0,1.0,193.0,9.5,19.0,0.5,3.5,6.0,0.594,6.0,13.1,0.457,3.7,4.3,0.87,1.5,2.4,3.9,4.7,2.1,0.6,3.0,1.1,26.3,MarShon Brooks
2018-19,30.0,MEM,NBA,SG,29.0,0.0,387.0,7.1,15.7,0.45,1.4,5.0,0.278,5.7,10.7,0.53,2.1,3.1,0.697,1.1,3.1,4.2,2.3,0.8,0.4,2.0,3.1,17.7,MarShon Brooks
2006-07,20.0,LAL,NBA,PG,72.0,2.0,1090.0,4.1,9.7,0.422,1.5,4.5,0.328,2.6,5.2,0.503,0.9,1.3,0.711,0.7,3.2,3.9,4.5,1.5,0.2,2.4,2.5,10.6,Jordan Farmar
2007-08,21.0,LAL,NBA,PG,82.0,0.0,1690.0,6.2,13.4,0.461,2.4,6.5,0.371,3.8,6.9,0.546,1.1,1.7,0.679,0.8,3.1,3.9,4.8,1.6,0.1,2.3,2.2,16.0,Jordan Farmar
2008-09,22.0,LAL,NBA,PG,65.0,0.0,1192.0,4.9,12.4,0.391,1.5,4.4,0.336,3.4,8.0,0.421,1.4,2.3,0.584,0.7,2.9,3.5,4.7,1.7,0.3,2.6,3.2,12.6,Jordan Farmar
2009-10,23.0,LAL,NBA,PG,82.0,0.0,1474.0,5.5,12.6,0.435,2.1,5.6,0.376,3.4,7.0,0.483,1.4,2.1,0.671,0.3,2.9,3.2,3.1,1.3,0.3,1.8,2.7,14.4,Jordan Farmar
2010-11,24.0,NJN,NBA,PG,73.0,18.0,1796.0,5.1,13.0,0.392,2.2,6.1,0.359,2.9,7.0,0.421,1.6,2.0,0.82,0.5,3.0,3.5,7.4,1.2,0.1,2.8,2.6,14.1,Jordan Farmar
2011-12,25.0,NJN,NBA,PG,39.0,5.0,831.0,6.4,13.6,0.467,2.4,5.4,0.44,4.0,8.2,0.484,2.5,2.7,0.905,0.3,2.3,2.6,5.6,1.0,0.1,2.9,2.1,17.6,Jordan Farmar
2013-14,27.0,LAL,NBA,PG,41.0,5.0,912.0,6.0,14.4,0.415,2.8,6.3,0.438,3.2,8.1,0.397,1.7,2.3,0.746,0.8,3.3,4.1,7.9,1.5,0.3,3.7,2.6,16.4,Jordan Farmar
2014-15,28.0,LAC,NBA,PG,36.0,0.0,529.0,4.2,10.8,0.386,2.4,6.6,0.361,1.8,4.2,0.426,0.7,0.7,0.909,0.5,2.3,2.9,4.6,1.4,0.3,2.2,3.5,11.4,Jordan Farmar
2015-16,29.0,MEM,NBA,PG,12.0,10.0,291.0,5.2,12.4,0.42,2.0,5.6,0.356,3.2,6.8,0.473,1.2,1.2,1.0,0.5,2.6,3.1,4.6,1.9,0.2,2.2,2.7,13.6,Jordan Farmar
2016-17,30.0,SAC,NBA,PG,2.0,0.0,35.0,4.1,12.3,0.333,4.1,9.3,0.444,0.0,3.1,0.0,0.0,0.0,0.0,1.0,2.1,3.1,9.3,2.1,0.0,3.1,1.0,12.3,Jordan Farmar
2009-10,23.0,UTA,NBA,PG,32.0,0.0,217.0,6.3,13.6,0.463,1.2,4.3,0.269,5.1,9.3,0.554,3.8,7.6,0.5,1.0,3.8,4.8,6.5,2.0,0.0,2.3,2.8,17.6,Sundiata Gaines
2010-11,24.0,TOT,NBA,PG,24.0,0.0,301.0,5.0,12.6,0.4,1.1,4.5,0.237,3.9,8.0,0.493,2.2,4.3,0.5,1.6,3.0,4.5,5.0,1.9,0.1,3.2,3.0,13.3,Sundiata Gaines
2010-11,24.0,MIN,NBA,PG,8.0,0.0,65.0,3.9,12.2,0.318,1.1,3.3,0.333,2.8,8.9,0.313,2.8,5.5,0.5,0.6,2.8,3.3,3.3,1.7,0.0,3.3,2.2,11.6,Sundiata Gaines
2010-11,24.0,TOR,NBA,PG,6.0,0.0,90.0,6.0,14.0,0.429,1.2,6.0,0.2,4.8,8.0,0.6,0.8,2.4,0.333,0.8,2.4,3.2,4.4,1.6,0.4,3.2,4.0,14.0,Sundiata Gaines
2010-11,24.0,NJN,NBA,PG,10.0,0.0,146.0,4.9,11.8,0.417,1.0,4.2,0.235,3.9,7.6,0.516,2.7,4.9,0.55,2.5,3.5,5.9,6.2,2.2,0.0,3.2,2.7,13.6,Sundiata Gaines
2011-12,25.0,NJN,NBA,SG,57.0,12.0,793.0,4.6,12.3,0.376,1.3,3.7,0.341,3.4,8.6,0.392,2.7,4.4,0.615,1.2,3.7,4.9,5.7,2.5,0.1,2.4,2.6,13.2,Sundiata Gaines
2005-06,20.0,BOS,NBA,SG,32.0,3.0,374.0,6.4,13.3,0.478,0.6,1.9,0.3,5.8,11.4,0.508,2.8,3.6,0.784,1.0,3.0,3.9,1.7,1.3,0.4,2.1,3.9,16.1,Gerald Green
2006-07,21.0,BOS,NBA,SF,81.0,26.0,1780.0,6.3,14.9,0.419,1.9,5.2,0.368,4.3,9.7,0.447,2.6,3.2,0.805,1.4,2.8,4.2,1.7,0.8,0.5,2.4,4.0,17.0,Gerald Green
