2P,2P%,2PA,3P,3P%,3PA,AGE,AST,BLK,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,LEAGUE,MP,ORB,PF,POS,PTS,SEASON,STL,TEAM,TOV,TRB,eFG%,PLAYER
51.0,0.415,123.0,24.0,0.414,58.0,23.0,32.0,4.0,47.0,75.0,0.414,181.0,33.0,0.805,41.0,36.0,7.0,NBA,564.0,23.0,48.0,SF,207.0,2005-06,11.0,CHA,32.0,70.0,0.481,Alan Anderson
32.0,0.525,61.0,5.0,0.25,20.0,24.0,21.0,0.0,21.0,37.0,0.457,81.0,19.0,0.826,23.0,17.0,0.0,NBA,256.0,11.0,33.0,SG,98.0,2006-07,7.0,CHA,22.0,32.0,0.488,Alan Anderson
31.0,0.383,81.0,24.0,0.393,61.0,29.0,26.0,3.0,26.0,55.0,0.387,142.0,29.0,0.853,34.0,17.0,12.0,NBA,461.0,8.0,35.0,SF,163.0,2011-12,5.0,TOR,25.0,34.0,0.472,Alan Anderson
141.0,0.426,331.0,95.0,0.333,285.0,30.0,103.0,7.0,114.0,236.0,0.383,616.0,126.0,0.857,147.0,65.0,2.0,NBA,1495.0,34.0,131.0,SF,693.0,2012-13,48.0,TOR,80.0,148.0,0.46,Alan Anderson
110.0,0.464,237.0,84.0,0.339,248.0,31.0,81.0,11.0,135.0,194.0,0.4,485.0,92.0,0.78,118.0,78.0,26.0,NBA,1773.0,40.0,147.0,SF,564.0,2013-14,48.0,BRK,62.0,175.0,0.487,Alan Anderson
122.0,0.53,230.0,73.0,0.348,210.0,32.0,83.0,5.0,173.0,195.0,0.443,440.0,82.0,0.812,101.0,74.0,19.0,NBA,1744.0,31.0,148.0,SG,545.0,2014-15,56.0,BRK,60.0,204.0,0.526,Alan Anderson
9.0,0.409,22.0,12.0,0.324,37.0,33.0,14.0,1.0,26.0,21.0,0.356,59.0,11.0,0.733,15.0,13.0,0.0,NBA,192.0,1.0,25.0,SG,65.0,2015-16,4.0,WAS,2.0,27.0,0.458,Alan Anderson
16.0,0.444,36.0,14.0,0.318,44.0,34.0,11.0,0.0,21.0,30.0,0.375,80.0,12.0,0.75,16.0,30.0,0.0,NBA,308.0,3.0,35.0,SF,86.0,2016-17,3.0,LAC,7.0,24.0,0.463,Alan Anderson
23.0,0.426,54.0,3.0,0.231,13.0,19.0,10.0,7.0,26.0,26.0,0.388,67.0,10.0,0.833,12.0,29.0,0.0,NBA,175.0,12.0,36.0,PF,65.0,2005-06,5.0,WAS,12.0,38.0,0.41,Andray Blatche
82.0,0.482,170.0,4.0,0.148,27.0,20.0,39.0,32.0,114.0,86.0,0.437,197.0,30.0,0.612,49.0,56.0,13.0,NBA,682.0,77.0,94.0,PF,206.0,2006-07,17.0,WAS,49.0,191.0,0.447,Andray Blatche
251.0,0.48,523.0,3.0,0.231,13.0,21.0,92.0,114.0,261.0,254.0,0.474,536.0,107.0,0.695,154.0,82.0,15.0,NBA,1675.0,164.0,258.0,PF,618.0,2007-08,53.0,WAS,112.0,425.0,0.477,Andray Blatche
292.0,0.479,609.0,5.0,0.238,21.0,22.0,118.0,74.0,252.0,297.0,0.471,630.0,114.0,0.704,162.0,71.0,36.0,NBA,1703.0,126.0,211.0,C,713.0,2008-09,53.0,WAS,117.0,378.0,0.475,Andray Blatche
465.0,0.487,955.0,13.0,0.295,44.0,23.0,170.0,71.0,351.0,478.0,0.478,999.0,174.0,0.744,234.0,81.0,36.0,NBA,2256.0,158.0,218.0,PF,1143.0,2009-10,85.0,WAS,182.0,509.0,0.485,Andray Blatche
422.0,0.449,939.0,4.0,0.222,18.0,24.0,144.0,51.0,343.0,426.0,0.445,957.0,220.0,0.777,283.0,64.0,63.0,NBA,2172.0,183.0,182.0,PF,1076.0,2010-11,98.0,WAS,172.0,526.0,0.447,Andray Blatche
91.0,0.382,238.0,2.0,0.286,7.0,25.0,28.0,17.0,108.0,93.0,0.38,245.0,33.0,0.673,49.0,26.0,13.0,NBA,626.0,42.0,54.0,PF,221.0,2011-12,20.0,WAS,37.0,150.0,0.384,Andray Blatche
343.0,0.524,654.0,3.0,0.136,22.0,26.0,85.0,54.0,256.0,346.0,0.512,676.0,148.0,0.685,216.0,82.0,8.0,NBA,1555.0,161.0,163.0,C,843.0,2012-13,86.0,BRK,123.0,417.0,0.514,Andray Blatche
306.0,0.494,620.0,15.0,0.278,54.0,27.0,112.0,38.0,270.0,321.0,0.476,674.0,164.0,0.742,221.0,73.0,7.0,NBA,1618.0,120.0,166.0,PF,821.0,2013-14,75.0,BRK,110.0,390.0,0.487,Andray Blatche
22.0,0.524,42.0,3.0,0.25,12.0,25.0,30.0,1.0,19.0,25.0,0.463,54.0,9.0,0.75,12.0,15.0,2.0,NBA,244.0,3.0,37.0,PG,62.0,2013-14,10.0,BRK,14.0,22.0,0.491,Jorge Gutiérrez
22.0,0.579,38.0,0.0,0.0,3.0,26.0,22.0,0.0,20.0,22.0,0.537,41.0,9.0,0.692,13.0,20.0,1.0,NBA,175.0,5.0,25.0,PG,53.0,2014-15,6.0,TOT,12.0,25.0,0.537,Jorge Gutiérrez
