SEASON,AGE,TEAM,LEAGUE,POS,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PLAYER
2003-04,23.0,DAL,NBA,SG,56.0,15.0,1039.0,7.0,14.2,0.494,0.4,1.2,0.306,6.7,13.0,0.512,2.1,2.7,0.769,2.3,2.8,5.1,4.0,1.8,0.4,1.5,1.8,16.5,Marquis Daniels
2004-05,24.0,DAL,NBA,SG,60.0,17.0,1412.0,5.6,12.8,0.437,0.2,0.9,0.2,5.4,12.0,0.454,2.5,3.4,0.737,2.2,3.3,5.5,3.3,2.1,0.4,2.2,3.2,13.9,Marquis Daniels
2005-06,25.0,DAL,NBA,SG,62.0,29.0,1766.0,5.0,10.4,0.48,0.1,0.4,0.211,4.9,10.0,0.491,2.8,3.7,0.754,1.7,2.9,4.6,3.5,1.4,0.3,2.0,2.9,12.9,Marquis Daniels
2006-07,26.0,IND,NBA,SG,45.0,4.0,800.0,5.8,12.6,0.459,0.3,1.2,0.231,5.5,11.5,0.482,2.5,3.6,0.7,1.2,2.5,3.7,2.6,1.2,0.3,2.5,2.5,14.4,Marquis Daniels
2007-08,27.0,IND,NBA,SG,74.0,1.0,1546.0,5.6,13.1,0.43,0.6,2.4,0.265,5.0,10.7,0.466,2.3,3.2,0.698,1.5,3.4,4.9,3.2,1.8,0.4,2.6,2.8,14.1,Marquis Daniels
2008-09,28.0,IND,NBA,SF,54.0,43.0,1700.0,6.6,14.6,0.451,0.4,1.9,0.2,6.2,12.7,0.489,2.0,2.7,0.721,1.7,3.6,5.3,2.4,1.3,0.6,2.0,2.5,15.5,Marquis Daniels
2009-10,29.0,BOS,NBA,SF,51.0,4.0,937.0,4.8,9.6,0.498,0.2,1.1,0.214,4.5,8.5,0.534,1.3,2.2,0.607,1.0,2.6,3.6,2.5,1.0,0.2,1.6,3.5,11.1,Marquis Daniels
2010-11,30.0,BOS,NBA,SF,49.0,0.0,938.0,4.4,8.9,0.491,0.2,0.8,0.19,4.2,8.1,0.521,1.5,2.2,0.684,0.9,3.4,4.3,2.5,1.5,0.8,1.5,2.4,10.4,Marquis Daniels
2011-12,31.0,BOS,NBA,SG,38.0,0.0,484.0,3.9,10.6,0.364,0.0,0.7,0.0,3.9,9.9,0.391,1.3,1.7,0.739,1.2,3.7,4.9,3.5,1.6,0.7,2.1,2.7,9.0,Marquis Daniels
2012-13,32.0,MIL,NBA,SF,59.0,33.0,1085.0,4.4,11.6,0.376,0.7,2.4,0.278,3.7,9.3,0.401,1.3,1.8,0.741,1.6,3.4,5.0,2.2,1.7,0.3,1.5,2.6,10.8,Marquis Daniels
2003-04,23.0,DAL,NBA,SF,67.0,29.0,1589.0,5.2,12.1,0.43,0.5,1.5,0.303,4.7,10.6,0.448,2.2,3.1,0.703,3.4,5.0,8.3,2.2,1.6,1.2,1.5,3.8,13.0,Josh Howard
2004-05,24.0,DAL,NBA,SF,76.0,76.0,2446.0,5.5,11.7,0.475,0.5,1.7,0.296,5.0,10.0,0.506,2.5,3.4,0.733,2.5,4.6,7.1,1.6,1.7,0.7,1.8,3.1,14.1,Josh Howard
2005-06,25.0,DAL,NBA,SF,59.0,58.0,1915.0,6.6,14.0,0.471,0.5,1.2,0.429,6.1,12.8,0.475,3.7,5.0,0.734,2.3,4.7,7.0,2.1,1.3,0.5,1.5,3.1,17.4,Josh Howard
2006-07,26.0,DAL,NBA,SF,70.0,69.0,2455.0,7.2,15.8,0.459,1.3,3.5,0.385,5.9,12.3,0.48,3.6,4.3,0.827,1.9,5.1,7.0,1.9,1.2,0.8,1.8,2.6,19.4,Josh Howard
2007-08,27.0,DAL,NBA,SF,76.0,76.0,2757.0,7.4,16.3,0.455,0.9,2.7,0.319,6.5,13.5,0.482,4.1,5.0,0.813,1.6,5.4,6.9,2.1,0.8,0.4,1.5,2.6,19.8,Josh Howard
2008-09,28.0,DAL,NBA,SF,52.0,51.0,1663.0,7.6,17.0,0.451,1.3,3.6,0.345,6.4,13.3,0.48,3.7,4.8,0.782,1.3,4.4,5.7,1.8,1.2,0.6,1.9,2.9,20.3,Josh Howard
2009-10,29.0,TOT,NBA,SF,35.0,12.0,918.0,6.2,15.2,0.405,0.9,3.4,0.267,5.3,11.8,0.444,4.3,5.5,0.784,1.2,3.7,4.9,1.9,1.0,0.4,1.8,3.6,17.5,Josh Howard
2009-10,29.0,DAL,NBA,SF,31.0,9.0,827.0,6.0,14.9,0.401,0.9,3.3,0.267,5.1,11.6,0.438,4.1,5.2,0.79,1.1,3.7,4.9,1.9,1.0,0.4,1.9,3.4,16.9,Josh Howard
2009-10,29.0,WAS,NBA,SF,4.0,3.0,91.0,7.9,18.2,0.435,1.2,4.4,0.273,6.7,13.8,0.486,5.9,7.9,0.75,1.6,3.6,5.1,1.6,1.2,0.8,1.2,5.1,22.9,Josh Howard
2010-11,30.0,WAS,NBA,SF,18.0,10.0,409.0,5.1,14.3,0.358,0.6,2.6,0.241,4.5,11.7,0.383,2.6,4.1,0.617,1.6,4.9,6.5,2.1,1.1,0.4,1.8,3.0,13.4,Josh Howard
2011-12,31.0,UTA,NBA,SF,43.0,18.0,991.0,5.2,13.1,0.399,0.3,1.3,0.243,4.9,11.8,0.417,2.7,3.5,0.773,1.4,4.3,5.7,1.8,1.2,0.4,1.9,3.3,13.5,Josh Howard
2012-13,32.0,MIN,NBA,SF,11.0,4.0,207.0,5.4,13.4,0.403,0.9,2.8,0.313,4.5,10.6,0.426,1.2,2.1,0.583,1.6,4.7,6.3,0.7,1.7,0.5,1.7,3.1,12.9,Josh Howard
