SEASON,AGE,TEAM,LEAGUE,POS,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,PLAYER
2017-18,19.0,BRK,NBA,C,72.0,31.0,1441.0,7.9,13.4,0.589,0.2,0.5,0.333,7.7,12.9,0.599,3.8,5.0,0.776,4.9,8.2,13.1,1.7,0.9,3.0,2.8,5.0,19.8,119.0,108.0,Jarrett Allen
2018-19,20.0,BRK,NBA,C,80.0,80.0,2096.0,7.6,12.9,0.59,0.1,1.0,0.133,7.5,11.9,0.629,4.5,6.3,0.709,4.3,10.9,15.3,2.5,1.0,2.7,2.3,4.2,19.8,123.0,106.0,Jarrett Allen
2019-20,21.0,BRK,NBA,C,70.0,64.0,1852.0,7.7,11.9,0.649,0.0,0.2,0.0,7.7,11.7,0.658,4.4,6.9,0.633,5.5,11.6,17.1,2.8,1.0,2.4,2.0,4.1,19.8,132.0,106.0,Jarrett Allen
2020-21,22.0,TOT,NBA,C,63.0,45.0,1864.0,7.9,12.7,0.618,0.2,0.5,0.316,7.7,12.2,0.631,5.4,7.6,0.703,5.2,11.5,16.6,2.8,0.8,2.4,2.6,2.5,21.2,127.0,112.0,Jarrett Allen
2020-21,22.0,BRK,NBA,C,12.0,5.0,320.0,6.6,9.8,0.677,0.0,0.0,0.0,6.6,9.8,0.677,6.9,9.2,0.754,5.7,13.1,18.8,3.0,1.1,2.9,3.3,3.2,20.2,135.0,109.0,Jarrett Allen
2020-21,22.0,CLE,NBA,C,51.0,40.0,1544.0,8.1,13.3,0.609,0.2,0.6,0.316,7.9,12.7,0.623,5.0,7.3,0.69,5.0,11.1,16.2,2.7,0.8,2.3,2.5,2.4,21.5,125.0,112.0,Jarrett Allen
2021-22,23.0,CLE,NBA,C,56.0,56.0,1809.0,10.2,15.0,0.677,0.0,0.3,0.1,10.2,14.8,0.688,4.6,6.4,0.708,5.3,11.3,16.6,2.5,1.2,2.1,2.6,2.7,25.0,132.0,106.0,Jarrett Allen
2022-23,24.0,CLE,NBA,C,68.0,68.0,2220.0,9.1,14.1,0.644,0.0,0.2,0.1,9.1,13.9,0.653,3.7,5.0,0.733,5.0,10.1,15.0,2.6,1.2,1.9,2.1,3.5,21.9,132.0,108.0,Jarrett Allen
2009-10,23.0,MEM,NBA,SF,71.0,1.0,795.0,5.7,14.3,0.396,0.0,0.4,0.0,5.7,13.9,0.407,2.1,3.4,0.623,3.4,6.3,9.7,2.1,1.8,0.6,1.5,6.9,13.5,98.0,110.0,DeMarre Carroll
2010-11,24.0,TOT,NBA,PF,12.0,0.0,50.0,4.2,12.5,0.333,0.0,0.0,0.0,4.2,12.5,0.333,2.1,2.1,1.0,2.1,6.2,8.3,4.2,1.0,1.0,0.0,5.2,10.4,105.0,108.0,DeMarre Carroll
