SEASON,AGE,TEAM,LEAGUE,POS,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PLAYER
2006-07,22.0,NYK,NBA,SF,68.0,1.0,1064.0,4.7,9.3,0.505,0.2,0.9,0.185,4.5,8.4,0.54,1.7,3.0,0.567,3.3,6.7,9.9,1.5,1.9,1.5,1.7,4.9,11.3,Renaldo Balkman
2007-08,23.0,NYK,NBA,SF,65.0,0.0,952.0,3.4,7.0,0.489,0.0,0.5,0.083,3.4,6.6,0.517,1.6,3.6,0.432,3.1,5.0,8.2,1.5,1.7,1.1,1.4,5.0,8.5,Renaldo Balkman
2008-09,24.0,DEN,NBA,PF,53.0,10.0,780.0,5.1,9.1,0.558,0.1,0.3,0.286,5.0,8.8,0.568,1.9,3.0,0.646,4.0,5.4,9.4,1.6,2.2,1.1,1.6,4.5,12.2,Renaldo Balkman
2009-10,25.0,DEN,NBA,SF,13.0,1.0,91.0,2.4,7.1,0.333,0.0,2.8,0.0,2.4,4.4,0.545,0.8,2.4,0.333,1.6,7.5,9.1,2.8,3.2,0.8,2.4,6.3,5.5,Renaldo Balkman
2010-11,26.0,TOT,NBA,SF,8.0,0.0,62.0,3.5,7.5,0.462,0.6,1.2,0.5,2.9,6.4,0.455,1.7,2.3,0.75,1.2,2.9,4.1,1.2,2.3,1.2,0.6,8.7,9.3,Renaldo Balkman
2010-11,26.0,DEN,NBA,SF,5.0,0.0,44.0,4.1,7.4,0.556,0.0,0.0,0.0,4.1,7.4,0.556,2.5,3.3,0.75,0.8,2.5,3.3,1.6,2.5,1.6,0.0,9.0,10.6,Renaldo Balkman
2010-11,26.0,NYK,NBA,SF,3.0,0.0,18.0,2.0,8.0,0.25,2.0,4.0,0.5,0.0,4.0,0.0,0.0,0.0,0.0,2.0,4.0,6.0,0.0,2.0,0.0,2.0,8.0,6.0,Renaldo Balkman
2011-12,27.0,NYK,NBA,SF,14.0,0.0,115.0,5.0,10.0,0.5,0.6,2.8,0.222,4.4,7.2,0.609,2.5,3.4,0.727,1.9,6.3,8.1,1.6,1.3,0.9,1.9,4.4,13.1,Renaldo Balkman
2005-06,21.0,DEN,NBA,PF,61.0,2.0,519.0,5.3,12.0,0.445,0.1,0.9,0.154,5.2,11.1,0.469,4.0,5.6,0.704,2.6,5.4,8.0,1.0,0.7,0.9,1.1,6.0,14.8,Linas Kleiza
2006-07,22.0,DEN,NBA,PF,79.0,14.0,1488.0,4.8,11.5,0.422,2.0,5.3,0.376,2.8,6.1,0.462,2.8,3.3,0.852,1.9,4.6,6.4,1.1,0.7,0.3,1.9,4.8,14.5,Linas Kleiza
2007-08,23.0,DEN,NBA,SF,79.0,13.0,1889.0,5.9,12.6,0.472,1.8,5.3,0.339,4.1,7.3,0.568,3.1,4.1,0.77,1.8,4.6,6.3,1.8,0.8,0.4,1.7,3.4,16.8,Linas Kleiza
2008-09,24.0,DEN,NBA,SF,82.0,7.0,1824.0,5.7,12.7,0.447,1.7,5.3,0.326,4.0,7.5,0.533,2.9,4.0,0.725,1.8,4.6,6.5,1.3,0.6,0.3,1.6,3.1,16.0,Linas Kleiza
2010-11,26.0,TOR,NBA,SF,39.0,23.0,1032.0,6.2,14.2,0.438,1.4,4.6,0.298,4.8,9.6,0.505,1.4,2.3,0.631,1.3,4.9,6.2,1.4,0.7,0.2,2.3,3.5,15.2,Linas Kleiza
2011-12,27.0,TOR,NBA,SF,49.0,3.0,1057.0,5.6,14.0,0.402,2.1,6.1,0.346,3.5,7.9,0.446,2.8,3.4,0.81,1.4,5.3,6.8,1.6,0.8,0.1,2.2,4.1,16.1,Linas Kleiza
2012-13,28.0,TOR,NBA,SF,20.0,3.0,376.0,4.6,13.8,0.333,1.9,6.3,0.303,2.7,7.5,0.359,3.1,3.6,0.842,1.0,4.0,5.0,1.5,0.4,0.2,1.3,4.3,14.2,Linas Kleiza
2005-06,20.0,SEA,NBA,C,68.0,41.0,1282.0,4.3,8.4,0.51,0.0,0.0,0.0,4.3,8.4,0.51,1.3,2.1,0.627,3.1,5.3,8.3,0.4,0.7,1.4,1.7,6.0,9.9,Johan Petro
2006-07,21.0,SEA,NBA,C,81.0,13.0,1510.0,5.4,10.4,0.516,0.0,0.0,0.0,5.4,10.4,0.516,1.2,1.8,0.649,2.2,5.8,8.0,1.1,0.9,1.1,2.0,5.7,12.0,Johan Petro
2007-08,22.0,SEA,NBA,C,72.0,28.0,1310.0,5.1,12.1,0.419,0.0,0.0,0.0,5.1,12.0,0.42,1.8,2.4,0.736,2.7,7.5,10.2,0.9,1.0,1.2,2.0,4.8,11.9,Johan Petro
2008-09,23.0,TOT,NBA,C,49.0,22.0,559.0,4.7,11.3,0.415,0.0,0.1,0.0,4.7,11.2,0.42,1.0,1.9,0.552,2.7,7.5,10.2,1.0,1.2,1.0,1.8,6.9,10.4,Johan Petro
2008-09,23.0,OKC,NBA,C,22.0,12.0,342.0,4.8,11.9,0.407,0.0,0.1,0.0,4.8,11.8,0.411,1.1,1.6,0.667,2.8,7.2,10.0,0.6,1.7,0.5,1.6,5.4,10.7,Johan Petro
2008-09,23.0,DEN,NBA,C,27.0,10.0,217.0,4.5,10.5,0.429,0.0,0.2,0.0,4.5,10.3,0.435,1.0,2.3,0.429,2.5,8.0,10.5,1.7,0.5,1.7,2.2,9.3,10.0,Johan Petro
2009-10,24.0,DEN,NBA,C,36.0,16.0,436.0,4.5,8.3,0.535,0.0,0.1,0.0,4.5,8.3,0.54,1.2,1.7,0.667,2.6,8.0,10.7,1.2,0.8,1.1,1.9,6.6,10.1,Johan Petro
2010-11,25.0,NJN,NBA,C,77.0,1.0,893.0,5.2,11.7,0.445,0.0,0.2,0.0,5.2,11.5,0.451,0.6,1.1,0.536,2.5,6.0,8.5,1.8,1.4,1.4,1.9,7.2,11.0,Johan Petro
2011-12,26.0,NJN,NBA,C,59.0,10.0,920.0,4.3,10.2,0.419,0.0,0.0,1.0,4.2,10.1,0.417,1.2,1.4,0.838,2.7,6.1,8.8,1.8,0.8,0.9,1.5,4.8,9.8,Johan Petro
2012-13,27.0,ATL,NBA,C,31.0,8.0,352.0,4.9,11.3,0.436,0.1,0.4,0.25,4.8,10.8,0.443,1.1,1.2,0.917,3.4,8.1,11.5,1.6,1.0,0.9,2.5,4.9,11.0,Johan Petro
2007-08,23.0,DET,NBA,C,4.0,0.0,31.0,3.5,4.6,0.75,0.0,0.0,0.0,3.5,4.6,0.75,1.2,2.3,0.5,3.5,4.6,8.1,0.0,1.2,2.3,1.2,9.3,8.1,Cheikh Samb
2008-09,24.0,TOT,NBA,C,18.0,0.0,83.0,2.6,13.9,0.188,0.0,1.3,0.0,2.6,12.6,0.207,1.3,3.0,0.429,4.3,6.1,10.4,0.4,1.3,4.3,1.3,3.0,6.5,Cheikh Samb
2008-09,24.0,DEN,NBA,C,6.0,0.0,24.0,3.0,19.5,0.154,0.0,1.5,0.0,3.0,18.0,0.167,0.0,0.0,0.0,3.0,10.5,13.5,1.5,3.0,7.5,3.0,6.0,6.0,Cheikh Samb
2008-09,24.0,LAC,NBA,C,10.0,0.0,51.0,2.8,11.3,0.25,0.0,1.4,0.0,2.8,9.9,0.286,2.1,3.5,0.6,4.9,4.2,9.2,0.0,0.7,3.5,0.7,2.1,7.8,Cheikh Samb
2008-09,24.0,NYK,NBA,C,2.0,0.0,8.0,0.0,13.5,0.0,0.0,0.0,0.0,0.0,13.5,0.0,0.0,9.0,0.0,4.5,4.5,9.0,0.0,0.0,0.0,0.0,0.0,0.0,Cheikh Samb
2004-05,19.0,NOH,NBA,SG,76.0,56.0,1859.0,5.7,14.5,0.394,1.6,5.4,0.288,4.1,9.0,0.458,2.1,3.1,0.689,0.8,2.2,2.9,2.7,1.1,0.2,2.1,2.6,15.1,J.R. Smith
2005-06,20.0,NOK,NBA,SG,55.0,25.0,989.0,5.2,13.3,0.393,1.9,5.1,0.371,3.3,8.2,0.407,3.0,3.7,0.822,0.7,3.3,4.0,2.1,1.3,0.1,2.0,3.3,15.4,J.R. Smith
2006-07,21.0,DEN,NBA,SG,63.0,24.0,1471.0,7.0,15.8,0.441,3.6,9.3,0.39,3.3,6.4,0.515,2.5,3.1,0.81,0.7,2.8,3.5,2.2,1.2,0.2,2.1,3.6,20.0,J.R. Smith
2007-08,22.0,DEN,NBA,SG,74.0,0.0,1421.0,7.9,17.1,0.461,4.0,9.9,0.403,3.9,7.2,0.542,3.2,4.5,0.719,1.1,2.8,3.9,3.2,1.6,0.3,2.8,3.6,23.0,J.R. Smith
2008-09,23.0,DEN,NBA,SG,81.0,18.0,2245.0,6.8,15.2,0.446,2.9,7.3,0.397,3.9,8.0,0.491,3.3,4.4,0.754,0.7,4.1,4.8,3.6,1.3,0.2,2.4,3.0,19.8,J.R. Smith
2009-10,24.0,DEN,NBA,SG,75.0,0.0,2082.0,7.4,17.9,0.414,2.7,8.1,0.338,4.7,9.8,0.477,2.5,3.5,0.706,0.5,3.6,4.0,3.2,1.7,0.3,2.4,3.0,20.0,J.R. Smith
2010-11,25.0,DEN,NBA,SF,79.0,6.0,1968.0,6.2,14.3,0.435,2.3,5.8,0.39,4.0,8.5,0.466,3.0,4.0,0.738,0.8,5.1,5.9,3.2,1.7,0.3,1.8,3.2,17.7,J.R. Smith
2011-12,26.0,NYK,NBA,SG,35.0,1.0,967.0,6.1,15.1,0.407,2.5,7.2,0.347,3.6,7.9,0.462,1.5,2.0,0.709,1.1,4.0,5.1,3.1,2.0,0.2,1.7,3.2,16.2,J.R. Smith
2012-13,27.0,NYK,NBA,SG,80.0,0.0,2678.0,7.1,16.8,0.422,2.1,5.9,0.356,5.0,10.9,0.458,3.2,4.2,0.762,0.9,4.9,5.7,2.9,1.3,0.3,1.8,3.0,19.4,J.R. Smith
2013-14,28.0,NYK,NBA,SF,74.0,37.0,2421.0,5.9,14.2,0.415,2.8,7.1,0.394,3.1,7.1,0.436,1.3,2.1,0.652,0.5,3.9,4.4,3.3,1.0,0.3,1.6,2.9,15.9,J.R. Smith
2014-15,29.0,TOT,NBA,SG,70.0,51.0,2080.0,5.5,13.1,0.417,2.8,7.4,0.383,2.6,5.7,0.462,0.9,1.2,0.75,0.5,3.3,3.8,3.4,1.4,0.4,1.7,2.8,14.7,J.R. Smith
