# Dunks,# Heaves,% of FGA 0-3,% of FGA 10-16,% of FGA 16-3P,% of FGA 2P,% of FGA 3-10,% of FGA 3P,%3PA Corner 3s,%FGA Dunks,0-3 FG%,10-16 FG%,16-3P FG%,2P % AST,2P FG%,3-10 FG%,3P % AST,3P FG%,3P% Corner 3s,AGE,Att. Heaves,Dist.,FG%,G,LEAGUE,MP,POS,SEASON,TEAM,PLAYER
1.0,0.0,0.2,0.067,0.333,0.733,0.133,0.267,0.5,0.067,0.333,0.0,0.2,0.667,0.273,0.5,1.0,0.25,0.0,22.0,0.0,15.0,0.267,9.0,NBA,39.0,SG,2007-08,UTA,Morris Almond
1.0,0.0,0.37,0.074,0.247,0.79,0.099,0.21,0.588,0.012,0.467,0.667,0.35,0.857,0.438,0.375,1.0,0.294,0.3,23.0,0.0,11.6,0.407,25.0,NBA,255.0,SG,2008-09,UTA,Morris Almond
0.0,0.0,0.176,0.118,0.471,0.824,0.059,0.176,0.333,0.0,0.667,0.0,0.375,1.0,0.357,0.0,1.0,0.333,0.0,26.0,0.0,16.0,0.353,4.0,NBA,67.0,SG,2011-12,WAS,Morris Almond
4.0,0.0,0.299,0.09,0.328,0.806,0.09,0.194,0.538,0.06,0.55,0.333,0.409,0.435,0.426,0.167,0.667,0.231,0.0,19.0,0.0,13.2,0.388,29.0,NBA,175.0,PF,2005-06,WAS,Andray Blatche
21.0,0.0,0.477,0.051,0.203,0.863,0.132,0.137,0.222,0.107,0.628,0.2,0.3,0.451,0.482,0.346,1.0,0.148,0.0,20.0,0.0,9.1,0.437,56.0,NBA,682.0,PF,2006-07,WAS,Andray Blatche
37.0,0.0,0.491,0.09,0.224,0.976,0.172,0.024,0.462,0.076,0.612,0.313,0.358,0.51,0.48,0.348,1.0,0.231,0.5,21.0,0.0,7.4,0.474,82.0,NBA,1675.0,PF,2007-08,WAS,Andray Blatche
48.0,0.0,0.421,0.16,0.221,0.967,0.165,0.033,0.143,0.078,0.63,0.366,0.367,0.5,0.479,0.356,0.6,0.238,0.0,22.0,0.0,8.5,0.471,71.0,NBA,1703.0,C,2008-09,WAS,Andray Blatche
51.0,0.0,0.345,0.159,0.257,0.956,0.194,0.044,0.432,0.053,0.623,0.409,0.401,0.527,0.487,0.423,0.846,0.295,0.421,23.0,1.0,9.7,0.478,81.0,NBA,2256.0,PF,2009-10,WAS,Andray Blatche
37.0,0.0,0.354,0.17,0.229,0.981,0.228,0.019,0.222,0.041,0.673,0.356,0.342,0.555,0.449,0.28,1.0,0.222,0.0,24.0,0.0,8.9,0.445,64.0,NBA,2172.0,PF,2010-11,WAS,Andray Blatche
10.0,0.0,0.273,0.139,0.388,0.971,0.171,0.029,0.143,0.041,0.582,0.235,0.316,0.505,0.382,0.333,1.0,0.286,0.0,25.0,0.0,11.2,0.38,26.0,NBA,626.0,PF,2011-12,WAS,Andray Blatche
49.0,0.0,0.438,0.111,0.154,0.967,0.265,0.033,0.318,0.077,0.686,0.333,0.462,0.461,0.524,0.374,0.667,0.136,0.286,26.0,2.0,7.6,0.512,82.0,NBA,1555.0,C,2012-13,BRK,Andray Blatche
38.0,0.0,0.393,0.102,0.264,0.92,0.16,0.08,0.259,0.061,0.66,0.377,0.354,0.539,0.494,0.389,0.933,0.278,0.357,27.0,5.0,10.2,0.476,73.0,NBA,1618.0,PF,2013-14,BRK,Andray Blatche
46.0,0.0,0.569,0.055,0.123,0.996,0.249,0.004,1.0,0.206,0.708,0.143,0.161,0.583,0.552,0.476,0.0,0.0,0.0,23.0,0.0,5.3,0.549,65.0,NBA,1063.0,PF,2010-11,WAS,Trevor Booker
42.0,0.0,0.452,0.073,0.22,0.994,0.249,0.006,0.0,0.129,0.727,0.2,0.4,0.583,0.531,0.388,1.0,0.5,0.0,24.0,0.0,7.6,0.531,50.0,NBA,1261.0,PF,2011-12,WAS,Trevor Booker
19.0,0.0,0.477,0.077,0.168,0.977,0.255,0.023,0.0,0.091,0.676,0.294,0.378,0.574,0.502,0.321,0.0,0.0,0.0,25.0,1.0,7.1,0.491,48.0,NBA,887.0,PF,2012-13,WAS,Trevor Booker
23.0,0.0,0.417,0.114,0.184,0.995,0.28,0.005,0.0,0.057,0.726,0.457,0.392,0.635,0.554,0.442,0.0,0.0,0.0,26.0,0.0,7.4,0.551,72.0,NBA,1553.0,PF,2013-14,WAS,Trevor Booker
37.0,0.0,0.375,0.101,0.134,0.819,0.209,0.181,0.393,0.088,0.724,0.404,0.29,0.569,0.518,0.351,0.931,0.345,0.303,27.0,3.0,9.9,0.487,79.0,NBA,1564.0,PF,2014-15,UTA,Trevor Booker
61.0,0.0,0.601,0.039,0.07,0.894,0.186,0.106,0.78,0.168,0.635,0.133,0.222,0.596,0.513,0.306,1.0,0.293,0.344,28.0,1.0,5.8,0.49,79.0,NBA,1632.0,PF,2015-16,UTA,Trevor Booker
35.0,0.0,0.45,0.058,0.08,0.868,0.281,0.132,0.295,0.066,0.658,0.324,0.319,0.45,0.546,0.476,0.84,0.321,0.261,29.0,0.0,7.8,0.516,71.0,NBA,1754.0,PF,2016-17,BRK,Trevor Booker
7.0,0.0,0.411,0.076,0.038,0.904,0.379,0.096,0.273,0.023,0.674,0.346,0.308,0.598,0.545,0.469,1.0,0.242,0.222,30.0,0.0,6.6,0.516,68.0,NBA,1158.0,PF,2017-18,TOT,Trevor Booker
2.0,0.0,0.387,0.06,0.027,0.92,0.447,0.08,0.417,0.02,0.655,0.444,0.25,0.514,0.536,0.463,1.0,0.25,0.4,30.0,0.0,5.9,0.513,18.0,NBA,395.0,PF,2017-18,BRK,Trevor Booker
3.0,0.0,0.477,0.092,0.028,0.936,0.339,0.064,0.286,0.028,0.769,0.2,0.0,0.78,0.578,0.459,1.0,0.286,0.0,30.0,0.0,5.8,0.56,33.0,NBA,494.0,PF,2017-18,PHI,Trevor Booker
2.0,0.0,0.369,0.083,0.071,0.833,0.31,0.167,0.143,0.024,0.548,0.429,0.5,0.472,0.514,0.5,1.0,0.214,0.0,30.0,0.0,8.7,0.464,17.0,NBA,269.0,PF,2017-18,IND,Trevor Booker
