SEASON,AGE,TEAM,LEAGUE,POS,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PLAYER
1991-92,21.0,NJN,NBA,PG,64.0,13.0,1086.0,6.2,15.9,0.39,0.1,0.4,0.231,6.1,15.5,0.394,2.4,3.2,0.745,1.3,3.0,4.2,6.7,2.2,0.3,3.2,2.3,14.9,Kenny Anderson
1992-93,22.0,NJN,NBA,PG,55.0,55.0,2010.0,6.6,15.2,0.435,0.1,0.4,0.28,6.5,14.8,0.44,3.2,4.2,0.776,0.9,3.1,4.0,8.0,1.7,0.2,2.7,2.5,16.6,Kenny Anderson
1993-94,23.0,NJN,NBA,PG,82.0,82.0,3135.0,6.6,15.9,0.417,0.5,1.5,0.303,6.2,14.3,0.429,4.0,4.9,0.818,1.0,2.7,3.7,9.0,1.8,0.2,3.1,2.3,17.7,Kenny Anderson
1994-95,24.0,NJN,NBA,PG,72.0,70.0,2689.0,5.5,13.8,0.399,1.3,3.9,0.33,4.2,9.9,0.426,4.7,5.5,0.841,1.0,2.4,3.3,9.1,1.4,0.2,3.0,2.5,17.0,Kenny Anderson
1995-96,25.0,TOT,NBA,PG,69.0,64.0,2344.0,5.4,12.8,0.418,1.4,3.9,0.359,3.9,8.9,0.445,4.0,5.2,0.769,1.0,2.2,3.1,8.8,1.7,0.2,2.2,2.7,16.1,Kenny Anderson
1995-96,25.0,NJN,NBA,PG,31.0,28.0,1042.0,4.9,13.1,0.376,1.2,3.4,0.364,3.7,9.7,0.381,5.2,6.5,0.803,1.3,2.2,3.5,8.5,1.8,0.3,2.0,2.5,16.3,Kenny Anderson
1995-96,25.0,CHH,NBA,PG,38.0,36.0,1302.0,5.7,12.6,0.454,1.5,4.3,0.357,4.1,8.2,0.505,3.0,4.1,0.727,0.7,2.1,2.8,9.1,1.6,0.2,2.4,2.9,16.0,Kenny Anderson
1996-97,26.0,POR,NBA,PG,82.0,81.0,3081.0,5.7,13.3,0.427,1.5,4.3,0.361,4.1,9.0,0.458,3.9,5.1,0.768,1.1,3.2,4.2,6.8,1.9,0.2,2.3,2.6,16.8,Kenny Anderson
1997-98,27.0,TOT,NBA,PG,61.0,56.0,1858.0,5.2,13.1,0.398,1.1,3.1,0.356,4.1,10.0,0.411,3.0,3.8,0.789,0.8,2.6,3.4,6.7,1.7,0.0,2.8,2.6,14.5,Kenny Anderson
1997-98,27.0,POR,NBA,PG,45.0,40.0,1472.0,5.0,12.9,0.387,1.1,3.3,0.353,3.8,9.6,0.398,2.7,3.5,0.772,0.9,2.4,3.3,6.0,1.5,0.0,2.8,2.4,13.9,Kenny Anderson
1997-98,27.0,BOS,NBA,PG,16.0,16.0,386.0,6.0,13.7,0.435,0.9,2.5,0.37,5.0,11.2,0.45,3.8,4.6,0.837,0.3,3.4,3.6,9.3,2.4,0.0,2.7,3.4,16.7,Kenny Anderson
1998-99,28.0,BOS,NBA,PG,34.0,33.0,1010.0,5.7,12.7,0.451,0.2,0.9,0.25,5.5,11.9,0.465,3.0,3.6,0.832,0.9,2.8,3.7,6.9,1.2,0.1,2.5,2.8,14.7,Kenny Anderson
1999-00,29.0,BOS,NBA,PG,82.0,82.0,2593.0,6.0,13.7,0.44,1.2,3.1,0.386,4.8,10.6,0.456,2.7,3.5,0.775,0.8,2.4,3.1,5.8,1.9,0.1,1.8,3.2,16.0,Kenny Anderson
2000-01,30.0,BOS,NBA,PG,33.0,28.0,849.0,3.7,9.6,0.388,0.5,1.4,0.333,3.3,8.2,0.397,2.5,3.0,0.831,0.7,2.4,3.1,5.7,1.9,0.1,2.2,2.6,10.4,Kenny Anderson
2001-02,31.0,BOS,NBA,PG,76.0,76.0,2430.0,4.6,10.6,0.436,0.1,0.5,0.273,4.5,10.1,0.444,1.5,2.0,0.742,0.8,3.2,4.1,6.0,2.1,0.1,1.8,3.1,10.8,Kenny Anderson
2002-03,32.0,TOT,NBA,PG,61.0,2.0,1135.0,5.2,12.1,0.427,0.0,0.2,0.143,5.1,11.9,0.432,1.4,1.8,0.789,1.0,3.2,4.2,6.3,1.8,0.2,2.4,3.4,11.8,Kenny Anderson
2002-03,32.0,SEA,NBA,PG,38.0,1.0,689.0,5.3,12.1,0.44,0.0,0.3,0.0,5.3,11.9,0.449,1.5,1.8,0.829,0.9,3.7,4.5,6.3,2.1,0.1,1.7,3.3,12.2,Kenny Anderson
2002-03,32.0,NOH,NBA,PG,23.0,1.0,446.0,4.9,12.1,0.407,0.1,0.2,0.5,4.8,11.9,0.405,1.3,1.8,0.727,1.1,2.5,3.6,6.2,1.5,0.3,3.4,3.5,11.2,Kenny Anderson
2003-04,33.0,IND,NBA,PG,44.0,31.0,905.0,4.5,10.2,0.441,0.0,0.2,0.25,4.5,10.0,0.444,1.4,1.9,0.729,0.8,2.5,3.2,5.0,1.0,0.2,2.0,2.9,10.4,Kenny Anderson
2004-05,34.0,TOT,NBA,PG,43.0,20.0,743.0,4.1,9.7,0.423,0.3,0.6,0.462,3.8,9.1,0.42,1.3,1.8,0.73,1.2,3.1,4.3,5.0,1.6,0.0,2.4,4.2,9.8,Kenny Anderson
2004-05,34.0,ATL,NBA,PG,39.0,20.0,717.0,4.1,9.5,0.426,0.3,0.7,0.462,3.8,8.9,0.424,1.4,1.9,0.73,1.2,3.0,4.2,4.9,1.7,0.0,2.3,4.1,9.8,Kenny Anderson
2004-05,34.0,LAC,NBA,PG,4.0,0.0,26.0,5.5,15.2,0.364,0.0,0.0,0.0,5.5,15.2,0.364,0.0,0.0,0.0,1.4,5.5,6.9,6.9,0.0,0.0,4.2,8.3,11.1,Kenny Anderson
1997-98,21.0,DEN,NBA,PF,65.0,49.0,1506.0,5.6,12.5,0.446,0.1,0.3,0.214,5.5,12.2,0.452,1.7,2.5,0.702,3.3,5.1,8.4,1.4,1.3,1.6,2.3,4.8,13.0,Tony Battie
1998-99,22.0,BOS,NBA,C,50.0,15.0,1121.0,4.7,9.1,0.519,0.0,0.1,0.0,4.7,9.0,0.525,1.3,2.0,0.672,3.1,6.6,9.6,1.7,0.9,2.3,1.4,5.1,10.8,Tony Battie
1999-00,23.0,BOS,NBA,C,82.0,4.0,1505.0,5.2,11.0,0.477,0.0,0.2,0.125,5.2,10.8,0.483,2.4,3.6,0.675,3.6,6.2,9.8,1.5,1.1,1.7,1.6,6.0,12.9,Tony Battie
2000-01,24.0,BOS,NBA,C,40.0,25.0,845.0,4.6,8.6,0.537,0.0,0.1,0.0,4.6,8.4,0.545,1.9,2.9,0.638,3.1,6.8,9.9,0.7,1.2,2.6,1.6,5.4,11.1,Tony Battie
2001-02,25.0,BOS,NBA,C,74.0,73.0,1819.0,4.2,7.7,0.541,0.0,0.0,0.0,4.2,7.7,0.544,1.7,2.6,0.677,3.6,5.9,9.5,0.7,1.2,1.3,1.0,4.3,10.1,Tony Battie
2002-03,26.0,BOS,NBA,C,67.0,62.0,1683.0,4.3,7.9,0.539,0.0,0.1,0.2,4.2,7.8,0.544,1.9,2.5,0.746,3.2,6.1,9.3,1.0,0.7,1.7,1.0,4.2,10.4,Tony Battie
2003-04,27.0,TOT,NBA,C,73.0,7.0,1478.0,4.1,9.4,0.443,0.0,0.2,0.222,4.1,9.1,0.448,1.6,2.2,0.742,2.9,5.9,8.7,1.4,0.6,1.6,1.5,3.9,9.9,Tony Battie
2003-04,27.0,BOS,NBA,C,23.0,6.0,501.0,4.0,8.4,0.479,0.1,0.1,1.0,4.0,8.3,0.474,1.7,2.4,0.697,2.8,5.7,8.5,1.5,0.6,1.4,1.7,4.0,9.8,Tony Battie
2003-04,27.0,CLE,NBA,C,50.0,1.0,977.0,4.2,9.8,0.427,0.0,0.3,0.125,4.2,9.5,0.436,1.6,2.1,0.768,2.9,6.0,8.9,1.4,0.7,1.7,1.4,3.8,10.0,Tony Battie
2004-05,28.0,ORL,NBA,C,81.0,32.0,1894.0,3.1,6.7,0.46,0.0,0.1,0.0,3.1,6.6,0.468,1.3,1.8,0.723,2.1,6.5,8.6,0.8,0.6,1.5,1.5,4.6,7.5,Tony Battie
2005-06,29.0,ORL,NBA,C,82.0,82.0,2215.0,4.6,9.0,0.507,0.0,0.1,0.0,4.6,8.9,0.513,1.4,2.2,0.664,2.4,5.1,7.4,0.8,0.7,1.1,1.4,4.1,10.5,Tony Battie
2006-07,30.0,ORL,NBA,PF,66.0,66.0,1575.0,4.0,8.2,0.489,0.0,0.0,0.0,4.0,8.2,0.49,1.2,1.8,0.675,2.1,5.8,7.9,0.8,0.7,0.7,1.4,4.2,9.2,Tony Battie
2008-09,32.0,ORL,NBA,PF,77.0,3.0,1202.0,4.7,9.7,0.489,0.1,0.3,0.222,4.7,9.4,0.497,1.6,2.5,0.659,2.8,5.6,8.3,0.9,0.8,0.7,1.4,3.4,11.1,Tony Battie
2009-10,33.0,NJN,NBA,C,15.0,0.0,134.0,3.8,10.7,0.35,0.3,1.1,0.25,3.5,9.7,0.361,1.9,2.7,0.7,1.1,5.1,6.2,0.8,1.1,0.5,0.8,5.1,9.7,Tony Battie
2010-11,34.0,PHI,NBA,C,38.0,0.0,377.0,4.3,9.2,0.469,0.2,0.3,0.667,4.1,8.9,0.462,0.8,1.3,0.571,1.6,7.8,9.5,1.1,0.5,1.4,1.1,5.6,9.5,Tony Battie
